Feature_ID;Feature_Name;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Ethnicity;Feature_Type;Feature_Type_Code;Quad;
1367;Cydonia Mensae;764.96;34.56;347.67;40.65;29.75;351.02;340.16;Planetocentric  +East  0 - 360;Latin;Mensa;MN;mc04;
1370;Cypress;14.67;-47.28;312.65;-47.17;-47.39;312.8;312.49;Planetocentric  +East  0 - 360;United States;Crater;AA;mc26;
1378;Daan;12.22;-40.48;91.58;-40.37;-40.58;91.72;91.44;Planetocentric  +East  0 - 360;China;Crater;AA;mc28;
1380;Daedalia Planum;1922.02;-18.35;234.05;-2.13;-34.56;250.64;217.09;Planetocentric  +East  0 - 360;Greek;Planum;PM;mc17;
1383;Daet;10.58;-7.29;318.2;-7.19;-7.37;318.29;318.11;Planetocentric  +East  0 - 360;Philippines;Crater;AA;mc19;
14154;Daga Vallis;49.86;-12.07;317.58;-11.8;-12.47;318.07;317.09;Planetocentric  +East  0 - 360;Burma;Vallis;VA;mc19;
15697;Dalu Cavus;65;-6.9;261;-6.4;-7.5;261.5;260.5;Planetocentric  +East  0 - 360;Indonesia;Cavus;CB;mc17;
1394;Daly;79.72;-66.29;336.88;-65.62;-66.97;338.57;335.2;Planetocentric  +East  0 - 360;Canada;Crater;AA;mc30;
1398;Dana;88.49;-72.49;327.21;-71.75;-73.24;329.71;324.74;Planetocentric  +East  0 - 360;American;Crater;AA;mc30;
14544;Danielson;64.3;7.97;352.95;8.52;7.43;353.5;352.41;Planetocentric  +East  0 - 360;United States;Crater;AA;mc11;
1403;Dank;8.29;21.96;107;22.03;21.89;107.07;106.92;Planetocentric  +East  0 - 360;Oman;Crater;AA;mc14;
1409;Dao Vallis;794;-37.61;88.89;-32.67;-39.76;93.88;82.04;Planetocentric  +East  0 - 360;Thailand;Vallis;VA;mc28;
1416;Darvel;22.36;17.78;308.99;17.97;17.59;309.19;308.79;Planetocentric  +East  0 - 360;Scotland;Crater;AA;mc10;
1418;Darwin;176.38;-56.97;340.85;-55.48;-58.46;343.59;338.13;Planetocentric  +East  0 - 360;Great Britain;Crater;AA;mc26;
1426;Davies;48.06;45.96;0.09;46.37;45.56;0.68;-0.49;Planetocentric  +East  0 - 360;United States;Crater;AA;mc05;
1377;Da Vinci;96.3;1.47;320.74;2.28;0.65;321.55;319.92;Planetocentric  +East  0 - 360;Italy;Crater;AA;mc11;
1431;Dawes;185.32;-9.11;38.06;-7.54;-10.67;39.64;36.48;Planetocentric  +East  0 - 360;Great Britain;Crater;AA;mc20;
1451;Deba;8.8;-23.95;342.7;-23.88;-24.03;342.78;342.62;Planetocentric  +East  0 - 360;Nigeria;Crater;AA;mc19;
15507;Degana;57;-23.72;314.5;-23.25;-24.2;315.01;314;Planetocentric  +East  0 - 360;India;Crater;AA;mc18;
1460;Dein;25.52;38.21;357.49;38.42;37.99;357.75;357.21;Planetocentric  +East  0 - 360;New Guinea;Crater;AA;mc04;
1463;Dejnev;152.09;-25.14;195.36;-23.85;-26.42;196.78;193.95;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc16;
1478;Delta;7.89;-45.96;320.83;-45.89;-46.03;320.92;320.73;Planetocentric  +East  0 - 360;United States;Crater;AA;mc26;
1479;Deltoton Sinus;0;-3.95;55;-3.95;-3.95;55;55;Planetocentric  +East  0 - 360;Latin;Albedo Feature;AL;mc21;
1490;Denning;159.71;-17.43;33.52;-16.08;-18.78;34.94;32.11;Planetocentric  +East  0 - 360;Great Britain;Crater;AA;mc20;
1493;Depressio Hellespontica;0;-59.71;20;-59.71;-59.71;20;20;Planetocentric  +East  0 - 360;Latin;Albedo Feature;AL;mc27;
1495;Dersu;5.88;22.64;308.11;22.69;22.59;308.16;308.06;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc10;
1499;Dese;13.14;-45.41;329.39;-45.3;-45.52;329.54;329.23;Planetocentric  +East  0 - 360;Ethiopia;Crater;AA;mc26;
1500;Deseado;27;-80.62;70.29;-80.39;-80.85;71.69;68.88;Planetocentric  +East  0 - 360;Argentina;Crater;AA;mc30;
1504;Dessau;9.95;-42.76;306.87;-42.68;-42.84;306.99;306.76;Planetocentric  +East  0 - 360;Germany;Crater;AA;mc26;
1506;Deucalionis Regio;0;-14.83;20;-14.83;-14.83;20;20;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc20;
1507;Deuteronilus;0;34.68;360;34.68;34.68;360;360;Planetocentric  +East  0 - 360;Latin;Albedo Feature;AL;mc04;
1508;Deuteronilus Colles;59.01;41.95;21.7;42.38;41.48;22.31;20.97;Planetocentric  +East  0 - 360;Latin;Collis;CO;mc05;
1509;Deuteronilus Mensae;919.17;45.11;23.92;49.86;39.57;35.37;13.68;Planetocentric  +East  0 - 360;Latin;Mensa;MN;mc05;
1447;de Vaucouleurs;302.27;-13.31;171;-10.78;-15.88;173.62;168.38;Planetocentric  +East  0 - 360;American;Crater;AA;mc23;
1511;Deva Vallis;53.65;-7.67;203.13;-7.3;-8.17;203.59;202.68;Planetocentric  +East  0 - 360;Scotland;Vallis;VA;mc16;
1521;Dia Cau;29.47;-0.36;317.34;-0.11;-0.61;317.58;317.09;Planetocentric  +East  0 - 360;Vietnam;Crater;AA;mc19;
1522;Diacria;0;49.67;180;49.67;49.67;180;180;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc07;
6948;Dilly;2.13;13.27;157.22;13.28;13.25;157.24;157.2;Planetocentric  +East  0 - 360;Mali;Crater;AA;mc15;
1539;Dingo;15.56;-23.71;342.51;-23.57;-23.83;342.65;342.37;Planetocentric  +East  0 - 360;Australia;Crater;AA;mc19;
1540;Dinorwic;51.33;-30.03;258.54;-29.6;-30.47;259.04;258.04;Planetocentric  +East  0 - 360;Canada;Crater;AA;mc25;
15692;Dionysus Patera;23;17.96;226.77;18.13;17.78;226.89;226.54;Planetocentric  +East  0 - 360;Greek;Patera;PE;mc09;
1544;Dioscuria;0;49.67;40;49.67;49.67;40;40;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc05;
1549;Dison;20.67;-25.03;343.5;-24.86;-25.21;343.69;343.31;Planetocentric  +East  0 - 360;Belgium;Crater;AA;mc19;
1550;Dittaino Valles;157.42;-1.43;293.14;-0.4;-2.48;293.84;292.65;Planetocentric  +East  0 - 360;Italy;Vallis;VA;mc18;
1552;Dixie;28.44;17.78;304.09;18.02;17.54;304.34;303.84;Planetocentric  +East  0 - 360;American;Crater;AA;mc10;
1558;Doanus Vallis;139.91;-63.02;334.41;-62.65;-63.2;336.6;332.33;Planetocentric  +East  0 - 360;Burma;Vallis;VA;mc26;
14570;Doba;25.89;10.92;119.62;11.14;10.7;119.85;119.4;Planetocentric  +East  0 - 360;Republic of Chad;Crater;AA;mc14;
14856;Dogana;41.2;-10.01;306.33;-9.67;-10.35;306.68;305.99;Planetocentric  +East  0 - 360;San Marino;Crater;AA;mc18;
1564;Dokka;51.1;77.17;214.24;77.6;76.74;216.2;212.32;Planetocentric  +East  0 - 360;Norway;Crater;AA;mc01;
1565;Dokuchaev;74.74;-60.62;232.92;-59.99;-61.26;234.21;231.64;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc24;
15168;Dollfus;363.08;-21.59;355.74;-18.5;-24.68;359.03;352.24;Planetocentric  +East  0 - 360;France;Crater;AA;mc19;
14950;Domoni;13.82;51.38;234.39;51.5;51.27;234.57;234.21;Planetocentric  +East  0 - 360;Union of the Comoros;Crater;AA;mc02;
1578;Doon;3.79;23.53;109.51;23.56;23.5;109.54;109.47;Planetocentric  +East  0 - 360;Canada;Crater;AA;mc14;
1588;Dorsa Argentea;339.26;-77.63;326.61;-75.33;-79.18;338.48;315.96;Planetocentric  +East  0 - 360;Latin;Dorsum;DO;mc30;
1590;Dorsa Brevia;650.99;-71.05;63.18;-68.1;-73.25;80.79;49.16;Planetocentric  +East  0 - 360;Latin;Dorsum;DO;mc30;
1631;Douglass;92.95;-51.34;289.46;-50.56;-52.13;290.73;288.22;Planetocentric  +East  0 - 360;American;Crater;AA;mc25;
14741;Dowa;40.84;-31.66;110.24;-31.31;-32;110.65;109.84;Planetocentric  +East  0 - 360;Malawi;Crater;AA;mc28;
1634;Downe;28.13;-15.98;175.78;-15.74;-16.22;176.03;175.54;Planetocentric  +East  0 - 360;England;Crater;AA;mc23;
1636;Drava Valles;159.03;-48.86;165.99;-47.53;-50.4;168.15;164.42;Planetocentric  +East  0 - 360;Yugoslavia;Vallis;VA;mc29;
1639;Drilon Vallis;118.53;7.17;307.66;7.81;6.47;308.1;307.21;Planetocentric  +East  0 - 360;Albania;Vallis;VA;mc10;
1641;Dromore;14.75;19.88;310.42;20.01;19.76;310.55;310.28;Planetocentric  +East  0 - 360;Ireland;Crater;AA;mc10;
1653;Dubis Vallis;45.42;-5.16;211.87;-4.86;-5.5;212;211.85;Planetocentric  +East  0 - 360;France;Vallis;VA;mc16;
1654;Dubki;9.19;-34.97;304.8;-34.89;-35.05;304.89;304.7;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc26;
15067;Dukhan;34.04;7.76;320.86;8.04;7.47;321.15;320.57;Planetocentric  +East  0 - 360;Qatar;Crater;AA;mc11;
15330;Dulce Vallis;32.46;-4.82;136.54;-4.59;-4.96;136.74;136.47;Planetocentric  +East  0 - 360;Argentina;Vallis;VA;mc23;
14188;Dulovo;17.38;3.62;84.56;3.77;3.48;84.71;84.41;Planetocentric  +East  0 - 360;Bulgaria;Crater;AA;mc13;
1650;Du Martheray;96.12;5.45;93.58;6.27;4.64;94.4;92.77;Planetocentric  +East  0 - 360;Switzerland;Crater;AA;mc14;
1664;Dunhuang;11.73;-80.84;311.47;-80.74;-80.94;312.09;310.85;Planetocentric  +East  0 - 360;China;Crater;AA;mc30;
15441;Dunkassa;8;-37.49;222.94;-37.42;-37.56;223.02;222.85;Planetocentric  +East  0 - 360;Benin;Crater;AA;mc24;
1673;Durius Valles;240;-17.3;171.98;-15.62;-19.16;173.23;171.11;Planetocentric  +East  0 - 360;Spain;Vallis;VA;mc23;
1675;Dush;2.39;22.49;305.98;22.51;22.47;306;305.96;Planetocentric  +East  0 - 360;Egypt;Crater;AA;mc10;
1651;Du Toit;81.82;-71.62;310.4;-70.93;-72.32;312.61;308.2;Planetocentric  +East  0 - 360;South Africa;Crater;AA;mc30;
1687;Dzeng;10.88;-80.51;289.53;-80.42;-80.6;290.11;289;Planetocentric  +East  0 - 360;Cameroon;Crater;AA;mc30;
1690;Dzigai Vallis;327.31;-58.1;323.41;-55.71;-59.91;326.44;321.86;Planetocentric  +East  0 - 360;Navajo;Vallis;VA;mc26;
1702;Eads;2.74;-28.48;330.09;-28.46;-28.51;330.12;330.06;Planetocentric  +East  0 - 360;United States;Crater;AA;mc19;
1703;Eagle;12.5;43.81;351.83;43.91;43.7;351.98;351.69;Planetocentric  +East  0 - 360;United States;Crater;AA;mc04;
1706;Eberswalde;62.19;-23.98;326.7;-23.52;-24.44;327.21;326.19;Planetocentric  +East  0 - 360;Germany;Crater;AA;mc19;
1710;Echt;2.15;-21.97;331.81;-21.95;-21.99;331.83;331.79;Planetocentric  +East  0 - 360;Scotland;Crater;AA;mc19;
1711;Echus Chaos;480.51;10.79;285.28;14.75;6.82;286.14;283.05;Planetocentric  +East  0 - 360;Latin;Chaos;CH;mc10;
1712;Echus Chasma;391.1;2.47;280.04;5.74;-1.35;282.57;278.67;Planetocentric  +East  0 - 360;Latin;Chasma;CM;mc10;
1713;Echus Fossae;421.03;2.61;283.25;6.55;-0.3;284.58;280.73;Planetocentric  +East  0 - 360;Latin;Fossa;FO;mc10;
1714;Echus Montes;397.06;7.81;282.05;11.09;4.56;283.67;280.91;Planetocentric  +East  0 - 360;Latin;Mons;MO;mc10;
15483;Echus Palus;715;12.29;282.73;17.06;5.49;285.69;278.9;Planetocentric  +East  0 - 360;Latin;Palus;PA;mc10;
1716;Edam;19.49;-26.28;339.96;-26.11;-26.44;340.15;339.78;Planetocentric  +East  0 - 360;Netherlands (Dutch);Crater;AA;mc19;
1718;Eddie;86.38;12.32;142.2;13.05;11.6;142.94;141.45;Planetocentric  +East  0 - 360;South Africa;Crater;AA;mc15;
15037;Eden Patera;80;33.77;348.94;34.38;33.2;349.62;348.28;Planetocentric  +East  0 - 360;Hebrew;Patera;PE;mc04;
1725;Edom;0;0;15;0;0;15;15;Planetocentric  +East  0 - 360;Hebrew;Albedo Feature;AL;;
1729;Eger;12.25;-48.29;308.13;-48.19;-48.4;308.3;307.98;Planetocentric  +East  0 - 360;Hungary;Crater;AA;mc26;
14571;Ehden;57.4;8.23;119.01;8.71;7.75;119.5;118.52;Planetocentric  +East  0 - 360;Lebanon;Crater;AA;mc14;
1739;Eil;5.56;41.73;350.26;41.78;41.68;350.32;350.19;Planetocentric  +East  0 - 360;Somalia;Crater;AA;mc04;
14266;Eilat;29.7;-56.53;50.2;-56.28;-56.78;50.66;49.75;Planetocentric  +East  0 - 360;Israel;Crater;AA;mc27;
1750;Ejriksson;46.63;-19.2;186.17;-18.81;-19.59;186.59;185.76;Planetocentric  +East  0 - 360;Norse;Crater;AA;mc16;
1756;Elath;13.23;45.87;346.4;45.99;45.76;346.56;346.24;Planetocentric  +East  0 - 360;Israel;Crater;AA;mc04;
1758;Elaver Vallis;178.92;-9.38;310.48;-8.84;-10.19;311.74;309.29;Planetocentric  +East  0 - 360;France;Vallis;VA;mc18;
1760;Electris;0;-44.66;170;-44.66;-44.66;170;170;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc29;
15160;Electris Mons;104.47;-45.67;152.73;-44.99;-46.28;154;151.49;Planetocentric  +East  0 - 360;Greek;Mons;MO;mc29;
1764;Elim;43.63;-80.17;96.8;-79.8;-80.54;98.97;94.63;Planetocentric  +East  0 - 360;South Africa;Crater;AA;mc30;
1771;Ellsley;10.94;36.29;276.7;36.38;36.2;276.82;276.59;Planetocentric  +East  0 - 360;England;Crater;AA;mc03;
14189;Elorza;45.16;-8.76;304.79;-8.38;-9.14;305.18;304.41;Planetocentric  +East  0 - 360;Venezuela;Crater;AA;mc18;
1778;Ely;10.43;-23.62;332.7;-23.53;-23.7;332.8;332.6;Planetocentric  +East  0 - 360;United States;Crater;AA;mc19;
1779;Elysium;0;24.74;150;24.74;24.74;150;150;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc15;
1780;Elysium Catena;48.5;17.69;149.73;17.95;17.44;150.06;149.4;Planetocentric  +East  0 - 360;Greek;Catena;CA;mc15;
1781;Elysium Chasma;130;22.39;141.51;23.28;21.46;142.41;141;Planetocentric  +East  0 - 360;Greek;Chasma;CM;mc15;
1782;Elysium Fossae;1044;24.08;146.14;28.78;16.21;151.58;135.51;Planetocentric  +East  0 - 360;Greek;Fossa;FO;mc15;
1783;Elysium Mons;401;25.02;147.21;28.26;21.78;150.82;143.59;Planetocentric  +East  0 - 360;Greek;Mons;MO;mc15;
1784;Elysium Planitia;3000.79;2.98;154.74;11.4;-7.77;179.11;128.26;Planetocentric  +East  0 - 360;Greek;Planitia;PL;mc15;
1785;Elysium Rupes;140.5;25.24;148.04;26.11;24.09;148.2;147.31;Planetocentric  +East  0 - 360;Greek;Rupes;RU;mc15;
1700;E  Mareotis Tholus;4.6;35.92;274.87;35.96;35.88;274.91;274.82;Planetocentric  +East  0 - 360;Greek;Tholus;TH;mc03;
14501;Endeavour;21.78;-2.28;354.8;-2.1;-2.47;354.99;354.62;Planetocentric  +East  0 - 360;Canada;Crater;AA;mc19;
1803;Enipeus Vallis;527.07;36.8;267.2;39.67;33.58;267.43;266.49;Planetocentric  +East  0 - 360;Greek;Vallis;VA;mc03;
1809;Eos Chaos;497.85;-16.82;313.48;-15.14;-19.08;317.64;309.03;Planetocentric  +East  0 - 360;Greek;Chaos;CH;mc18;
1810;Eos Chasma;1305.69;-12.15;320.83;-6.19;-15.91;330.95;307.44;Planetocentric  +East  0 - 360;Greek;Chasma;CM;mc19;
1811;Eos Mensa;346.67;-11.01;317.84;-8.27;-13.74;320.54;315.64;Planetocentric  +East  0 - 360;Latin;Mensa;MN;mc19;
1821;Erebus Montes;811.67;35.66;185.02;41.49;30.02;191.32;180.33;Planetocentric  +East  0 - 360;Latin;Mons;MO;mc02;
1826;Eridania;0;-44.66;140;-44.66;-44.66;140;140;Planetocentric  +East  0 - 360;Latin;Albedo Feature;AL;mc29;
15161;Eridania Mons;143.29;-57.02;137.86;-55.9;-58.08;140.07;135.61;Planetocentric  +East  0 - 360;Latin;Mons;MO;mc29;
14779;Eridania Planitia;1062.13;-38.15;122.21;-32.65;-43.97;133.12;111.03;Planetocentric  +East  0 - 360;Latin;Planitia;PL;mc29;
1827;Eridania Scopulus;1017.66;-52.61;141.79;-46.32;-58.12;150.7;130.86;Planetocentric  +East  0 - 360;Latin;Scopulus;SC;mc29;
1839;Erythraea Fossa;155.19;-27.27;329.06;-26.9;-27.58;330.49;327.65;Planetocentric  +East  0 - 360;Greek;Fossa;FO;mc19;
14325;Erythraeum Chaos;147.63;-21.84;347.62;-21;-22.44;348.96;346.3;Planetocentric  +East  0 - 360;Greek;Chaos;CH;mc19;
1841;Escalante;75.26;0.19;115.39;0.83;-0.44;116.03;114.76;Planetocentric  +East  0 - 360;Mexico;Crater;AA;mc14;
1844;Escorial;22.24;76.89;304.96;77.08;76.71;305.79;304.13;Planetocentric  +East  0 - 360;Spain;Crater;AA;mc01;
15273;Esira;16.26;8.96;313.39;9.09;8.82;313.53;313.25;Planetocentric  +East  0 - 360;Madagascar;Crater;AA;mc10;
1846;Esk;3.67;45.21;352.98;45.24;45.18;353.02;352.93;Planetocentric  +East  0 - 360;Australia;Crater;AA;mc04;
1850;Espino;12.05;-19.69;110.34;-19.59;-19.79;110.45;110.23;Planetocentric  +East  0 - 360;Venezuela;Crater;AA;mc22;
1864;Eudoxus;98.51;-44.52;212.78;-43.69;-45.35;213.95;211.62;Planetocentric  +East  0 - 360;Greek;Crater;AA;mc24;
1868;Eumenides Dorsum;569.26;4.79;203.6;9.47;-0.01;204.94;201.54;Planetocentric  +East  0 - 360;Greek;Dorsum;DO;mc08;
1869;Eunostos;0;21.77;240;21.77;21.77;240;240;Planetocentric  +East  0 - 360;Greek;Albedo Feature;AL;mc09;
1872;Euphrates;0;19.78;25;19.78;19.78;25;25;Planetocentric  +East  0 - 360;Hebrew;Albedo Feature;AL;mc12;
15038;Euphrates Patera;20.27;38.43;10.26;38.59;38.27;10.5;10.06;Planetocentric  +East  0 - 360;Hebrew;Patera;PE;mc05;
1873;Euripus Mons;88.91;-44.82;105.18;-44.22;-45.44;106.21;104.11;Planetocentric  +East  0 - 360;Greek;Mons;MO;mc28;
1889;Evpatoriya;1.04;46.95;134.36;46.96;46.94;134.37;134.35;Planetocentric  +East  0 - 360;Soviet;Crater;AA;mc07;
1890;Evros Vallis;358.01;-12.65;13.83;-12.24;-13.01;16.36;11.5;Planetocentric  +East  0 - 360;Greek;Vallis;VA;mc20;
1902;Faith;5.3;42.92;348.17;42.97;42.88;348.23;348.11;Planetocentric  +East  0 - 360;United States;Crater;AA;mc04;
1906;Falun;10.01;-23.96;335.33;-23.87;-24.04;335.42;335.23;Planetocentric  +East  0 - 360;Sweden;Crater;AA;mc19;
15030;Fancy;49.44;-35.45;113.6;-35.03;-35.87;114.09;113.11;Planetocentric  +East  0 - 360;Saint Vincent and the Grenadines;Crater;AA;mc28;
1909;Faqu;12.25;-24.54;106.34;-24.44;-24.65;106.46;106.23;Planetocentric  +East  0 - 360;Jordan;Crater;AA;mc22;
15109;Farah Vallis;76.37;-6.03;136.8;-5.49;-6.49;136.99;136.51;Planetocentric  +East  0 - 360;Afghanistan;Vallis;VA;mc23;
15092;Farim;3.92;-44.31;139.28;-44.28;-44.35;139.33;139.24;Planetocentric  +East  0 - 360;Republic of Guinea-Bissau;Crater;AA;mc29;
1915;Fastov;11.12;-25.04;339.63;-24.94;-25.13;339.73;339.52;Planetocentric  +East  0 - 360;Ukraine;Crater;AA;mc19;
1933;Felis Dorsa;244;-21.87;294.1;-14.28;-28.16;299.19;289.25;Planetocentric  +East  0 - 360;Latin;Dorsum;DO;mc18;
1935;Fenagh;6.22;34.29;144.37;34.34;34.24;144.43;144.3;Planetocentric  +East  0 - 360;Ireland;Crater;AA;mc07;
1948;Fesenkov;87.38;21.66;273.47;22.4;20.93;274.27;272.69;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc10;
14782;Firsoff;90;2.73;350.63;3.43;1.95;351.38;349.87;Planetocentric  +East  0 - 360;England;Crater;AA;mc11;
14742;Fitzroy;38.17;-35.69;112.06;-35.37;-36.01;112.46;111.66;Planetocentric  +East  0 - 360;Falkland Islands;Crater;AA;mc28;
1973;Flammarion;173.7;25.22;48.28;26.69;23.76;49.9;46.66;Planetocentric  +East  0 - 360;France;Crater;AA;mc13;
1976;Flat;3.04;-25.42;340.45;-25.39;-25.44;340.48;340.42;Planetocentric  +East  0 - 360;United States;Crater;AA;mc19;
15509;Flateyri;9.5;-35.86;330.92;-35.78;-35.95;331.02;330.83;Planetocentric  +East  0 - 360;Iceland;Crater;AA;mc26;
1978;Flaugergues;236.06;-16.8;19.22;-14.81;-18.79;21.3;17.14;Planetocentric  +East  0 - 360;France;Crater;AA;mc20;
1981;Floq;2.55;14.94;107.16;14.96;14.92;107.18;107.14;Planetocentric  +East  0 - 360;Albania;Crater;AA;mc14;
1982;Flora;18.31;-44.67;308.55;-44.51;-44.82;308.77;308.34;Planetocentric  +East  0 - 360;United States;Crater;AA;mc26;
1989;Focas;72.02;33.56;12.75;34.17;32.96;13.48;12.02;Planetocentric  +East  0 - 360;France;Crater;AA;mc05;
1991;Fontana;80.06;-62.91;287.88;-62.23;-63.59;289.38;286.41;Planetocentric  +East  0 - 360;Italy;Crater;AA;mc25;
1995;Foros;24.54;-33.4;332.13;-33.19;-33.6;332.38;331.88;Planetocentric  +East  0 - 360;Ukraine;Crater;AA;mc26;
1996;Fortuna Fossae;324.28;4.64;267.31;7.15;1.83;268.81;265.56;Planetocentric  +East  0 - 360;Latin;Fossa;FO;mc09;
2004;Fournier;114.28;-4.3;72.64;-3.34;-5.26;73.61;71.67;Planetocentric  +East  0 - 360;France;Crater;AA;mc21;
2019;Freedom;12.74;43.36;351.02;43.47;43.25;351.17;350.87;Planetocentric  +East  0 - 360;United States;Crater;AA;mc04;
2021;Frento Vallis;251.09;-50.03;345.16;-49.69;-50.32;347.99;342.46;Planetocentric  +East  0 - 360;Italy;Vallis;VA;mc26;
2040;Funchal;1.62;22.98;310.56;22.99;22.97;310.58;310.55;Planetocentric  +East  0 - 360;Portugal;Crater;AA;mc10;
2047;Gaan;3.01;38.66;356.6;38.69;38.64;356.63;356.56;Planetocentric  +East  0 - 360;Somalia;Crater;AA;mc04;
2055;Gagra;13.41;-20.64;337.9;-20.52;-20.75;338.02;337.78;Planetocentric  +East  0 - 360;Georgia;Crater;AA;mc19;
2056;Gah;2.78;-44.69;327.36;-44.67;-44.72;327.4;327.33;Planetocentric  +East  0 - 360;Indonesia;Crater;AA;mc26;
14545;Galap;5.99;-37.66;192.93;-37.61;-37.71;192.99;192.87;Planetocentric  +East  0 - 360;Republic of Palau;Crater;AA;mc24;
2065;Galaxias Chaos;234.48;33.83;146.52;34.13;33.27;148.86;144.11;Planetocentric  +East  0 - 360;Latin;Chaos;CH;mc07;
2066;Galaxias Colles;610.34;36.8;147.48;42.17;33.61;152.69;139.97;Planetocentric  +East  0 - 360;Latin;Collis;CO;mc07;
2067;Galaxias Fluctus;607.03;30.96;143.03;33.6;27.7;148.96;137.03;Planetocentric  +East  0 - 360;Latin;"Fluctus; fluctūs";FL;mc07;
2068;Galaxias Fossae;552;36.63;142;39.59;32.57;145.41;137.83;Planetocentric  +East  0 - 360;Latin;Fossa;FO;mc07;
2069;Galaxius Mons;22.23;34.76;142.31;34.92;34.6;142.51;142.11;Planetocentric  +East  0 - 360;Latin;Mons;MO;mc07;
2070;Galdakao;33.44;-13.34;176.63;-13.06;-13.62;176.92;176.34;Planetocentric  +East  0 - 360;Spain;Crater;AA;mc23;
2071;Gale;154.08;-5.37;137.81;-4.07;-6.67;139.12;136.51;Planetocentric  +East  0 - 360;Australia;Crater;AA;mc23;
2073;Gali;25.86;-43.75;322.81;-43.53;-43.97;323.12;322.52;Planetocentric  +East  0 - 360;Georgia;Crater;AA;mc26;
2075;Galilaei;137.17;5.72;333.09;6.88;4.56;334.26;331.93;Planetocentric  +East  0 - 360;Italy;Crater;AA;mc11;
2080;Galle;223.53;-50.63;329;-48.78;-52.55;331.97;326.02;Planetocentric  +East  0 - 360;Germany;Crater;AA;mc26;
2082;Galu;13.57;-22.08;338.33;-21.96;-22.19;338.46;338.21;Planetocentric  +East  0 - 360;Zaire;Crater;AA;mc19;
6952;Gamboa;30.82;40.77;315.64;41.03;40.51;315.99;315.3;Planetocentric  +East  0 - 360;Panama;Crater;AA;mc04;
15174;Gan;20.63;61.72;229;61.89;61.54;229.35;228.66;Planetocentric  +East  0 - 360;Republic of the Maldives;Crater;AA;mc02;
2089;Gander;36.08;-31.26;94.22;-30.95;-31.56;94.58;93.87;Planetocentric  +East  0 - 360;Canada;Crater;AA;mc28;
2090;Gandu;9.49;-45.38;312.72;-45.3;-45.46;312.84;312.61;Planetocentric  +East  0 - 360;Brazil;Crater;AA;mc26;
2092;Gandzani;51.91;34.24;269.17;34.65;33.83;269.68;268.66;Planetocentric  +East  0 - 360;Georgia;Crater;AA;mc03;
2094;Ganges Catena;81.27;-2.7;291.22;-2.28;-3.23;293.12;289.11;Planetocentric  +East  0 - 360;Greek;Catena;CA;mc18;
2095;Ganges Cavus;43.11;-10.09;308.55;-9.82;-10.39;308.91;308.18;Planetocentric  +East  0 - 360;Greek;Cavus;CB;mc18;
14169;Ganges Chaos;113.73;-9.76;313.96;-8.8;-10.73;314.57;313.18;Planetocentric  +East  0 - 360;Greek;Chaos;CH;mc18;
2096;Ganges Chasma;574.08;-7.96;312.11;-5.82;-10.74;317;307.23;Planetocentric  +East  0 - 360;Greek;Chasma;CM;mc18;
2097;Ganges Mensa;135.9;-7.23;311.25;-6.57;-7.82;312.56;309.99;Planetocentric  +East  0 - 360;Greek;Mensa;MN;mc18;
2105;Gardo;15.53;-26.67;335.23;-26.53;-26.79;335.37;335.08;Planetocentric  +East  0 - 360;Somalia;Crater;AA;mc19;
2107;Gari;9.43;-35.88;288.77;-35.79;-35.95;288.88;288.68;Planetocentric  +East  0 - 360;Russia;Crater;AA;mc25;
2109;Garm;4.8;48.25;350.94;48.29;48.21;351;350.88;Planetocentric  +East  0 - 360;Tajik;Crater;AA;mc04;
15318;Garni;2.57;-11.52;290.31;-11.5;-11.54;290.33;290.29;Planetocentric  +East  0 - 360;Armenian;Crater;AA;mc18;
14593;Gasa;7.03;-35.72;129.4;-35.66;-35.78;129.47;129.33;Planetocentric  +East  0 - 360;Bhutan;Crater;AA;mc29;
2113;Gastre;7.1;24.61;112.53;24.67;24.55;112.59;112.46;Planetocentric  +East  0 - 360;Argentina;Crater;AA;mc14;
15571;Gediz Vallis;8.3;-4.85;137.44;-4.77;-4.91;137.48;137.38;Planetocentric  +East  0 - 360;Turkey;Vallis;VA;mc23;
2132;Gehon;0;14.83;360;14.83;14.83;360;360;Planetocentric  +East  0 - 360;Hebrew;Albedo Feature;AL;mc11;
14287;Gemina Lingula;772.89;81.87;2.59;85.03;78.54;49.6;315.2;Planetocentric  +East  0 - 360;Latin;Lingula;LN;mc01;
6965;Gemini Scopuli;1000.36;80.39;26.1;84.36;78.48;110.86;315.38;Planetocentric  +East  0 - 360;Latin;Scopulus;SC;mc01;
