id,pdes,name,name_ru,diameter,q,per,class,horizons,begin_time,end_time
a0000949,949,Hel,Hel,63.494,2.425771389,1901.730218,MBA,DES=+2000949,1998-09-12-13-37-08,2000-01-01-00-00-00
a0000079,79,Eurynome,Эвринома,63.479,1.981931412,1397.889345,MBA,DES=+2000079,1999-01-16-12-39-50,2000-01-01-00-00-00
a0004836,4836,Medon,Medon,63.277,4.646321163,4340.989284,GRK,DES=+2004836,1997-01-10-18-03-53,2000-01-01-00-00-00
a0016070,16070,16070,16070,63.191,4.49498193,4246.494838,TJN,DES=+2016070,1997-02-03-09-01-53,2000-01-01-00-00-00
a0001167,1167,Dubiago,Дубяго,63.12,3.177098038,2302.349897,OMB,DES=+2001167,1998-06-04-09-54-03,2000-01-01-00-00-00
a0001240,1240,Centenaria,Centenaria,63.035,2.365334058,1773.092271,MBA,DES=+2001240,1998-10-14-17-26-47,2000-01-01-00-00-00
a0000264,264,Libussa,Libussa,62.969,2.413425949,1708.45192,MBA,DES=+2000264,1998-10-30-21-17-19,2000-01-01-00-00-00
a0000928,928,Hildrun,Hildrun,62.817,2.66956694,2028.16029,MBA,DES=+2000928,1998-08-11-23-02-18,2000-01-01-00-00-00
a0000738,738,Alagasta,Alagasta,62.79,2.870540772,1932.258753,MBA,DES=+2000738,1998-09-04-22-26-51,2000-01-01-00-00-00
a0000640,640,Brambilla,Brambilla,62.667,2.906041564,2052.445569,MBA,DES=+2000640,1998-08-05-21-19-36,2000-01-01-00-00-00
a0000656,656,Beagle,Beagle,62.604,2.729029803,2042.608009,MBA,DES=+2000656,1998-08-08-08-21-07,2000-01-01-00-00-00
a0001746,1746,Brouwer,Brouwer,62.523,3.128144417,2867.514686,OMB,DES=+2001746,1998-01-14-02-54-43,2000-01-01-00-00-00
a0015440,15440,15440,15440,62.519,5.177976706,4453.15018,GRK,DES=+2015440,1996-12-13-17-05-58,2000-01-01-00-00-00
a0000184,184,Dejopeja,Дейопея,62.483,2.976569567,2079.104244,MBA,DES=+2000184,1998-07-30-05-22-29,2000-01-01-00-00-00
a0000172,172,Baucis,Баусис,62.43,2.108541408,1341.123744,MBA,DES=+2000172,1999-01-30-17-15-27,2000-01-01-00-00-00
a0000075,75,Eurydike,Эвридика,62.377,1.862347525,1597.670912,MBA,DES=+2000075,1998-11-27-13-58-29,2000-01-01-00-00-00
bK13A60Z,500038,500038,500038,62.3,7.927061199,3894043.419,TNO,DES=+3623980,1990-01-01-00-00-00,2000-01-01-00-00-00
a0001048,1048,Feodosia,Феодосия,62.218,2.239207927,1649.994712,MBA,DES=+2001048,1998-11-14-12-01-55,2000-01-01-00-00-00
a0000442,442,Eichsfeldia,Eichsfeldia,62.171,2.178426277,1311.591098,MBA,DES=+2000442,1999-02-07-02-27-12,2000-01-01-00-00-00
a0004715,4715,4715,4715,62.097,4.859957836,4219.176519,TJN,DES=+2004715,1997-02-10-04-56-29,2000-01-01-00-00-00
a0001735,1735,ITA,ITA,61.865,2.727445546,2030.96667,MBA,DES=+2001735,1998-08-11-06-12-00,2000-01-01-00-00-00
a0001109,1109,Tata,Tata,61.817,2.908845867,2117.370999,OMB,DES=+2001109,1998-07-20-15-46-27,2000-01-01-00-00-00
a0000792,792,Metcalfia,Metcalfia,61.804,2.277270495,1550.521688,MBA,DES=+2000792,1998-12-09-08-52-12,2000-01-01-00-00-00
a0034746,34746,,,61.684,4.964400449,4283.911382,TJN,DES=+2034746,1997-01-25-00-31-56,2000-01-01-00-00-00
a0038050,38050,,,61.603,4.804566921,4333.237045,GRK,DES=+2038050,1997-01-12-16-34-41,2000-01-01-00-00-00
a0000581,581,Tauntonia,Tauntonia,61.481,3.101490481,2101.116958,OMB,DES=+2000581,1998-07-24-17-17-54,2000-01-01-00-00-00
a0000077,77,Frigga,Фригга,61.39,2.315125007,1591.857744,MBA,DES=+2000077,1998-11-29-00-51-13,2000-01-01-00-00-00
a0000307,307,Nike,Nike,61.313,2.490375889,1810.84775,MBA,DES=+2000307,1998-10-05-06-54-49,2000-01-01-00-00-00
a0000834,834,Burnhamia,Burnhamia,61.278,2.544102156,2075.97899,MBA,DES=+2000834,1998-07-31-00-07-34,2000-01-01-00-00-00
a0001005,1005,Arago,Arago,61.132,2.791367831,2056.879792,MBA,DES=+2001005,1998-08-04-18-43-17,2000-01-01-00-00-00
a0000025,25,Phocaea,Фокея,61.054,1.789046329,1358.184817,MBA,DES=+2000025,1999-01-26-10-53-27,2000-01-01-00-00-00
a0000342,342,Endymion,Endymion,60.903,2.236099459,1503.245697,MBA,DES=+2000342,1998-12-21-04-31-33,2000-01-01-00-00-00
a0001356,1356,Nyanza,Nyanza,60.895,2.928679796,1977.926939,MBA,DES=+2001356,1998-08-24-12-26-19,2000-01-01-00-00-00
a0000971,971,Alsatia,Alsatia,60.867,2.211749077,1566.893165,MBA,DES=+2000971,1998-12-05-06-38-28,2000-01-01-00-00-00
a0001071,1071,Brita,Brita,60.862,2.498759651,1715.382882,MBA,DES=+2001071,1998-10-29-03-42-10,2000-01-01-00-00-00
a0000965,965,Angelica,Angelica,60.857,2.263454628,2045.52008,MBA,DES=+2000965,1998-08-07-14-52-47,2000-01-01-00-00-00
a0000392,392,Wilhelmina,Wilhelmina,60.75,2.4753808,1787.318729,MBA,DES=+2000392,1998-10-11-04-05-16,2000-01-01-00-00-00
a0005130,5130,Ilioneus,Ilioneus,60.711,5.15105427,4338.994983,TJN,DES=+2005130,1997-01-11-06-01-50,2000-01-01-00-00-00
a0000314,314,Rosalia,Розалия,60.689,2.617579645,2052.389928,MBA,DES=+2000314,1998-08-05-21-39-38,2000-01-01-00-00-00
a0000218,218,Bianca,Бианка,60.62,2.353600497,1591.31012,MBA,DES=+2000218,1998-11-29-04-08-22,2000-01-01-00-00-00
a0000671,671,Carnegia,Carnegia,60.604,2.886384402,1986.721358,MBA,DES=+2000671,1998-08-22-07-40-19,2000-01-01-00-00-00
a0001041,1041,Asta,Asta,60.571,2.62884837,1966.177186,MBA,DES=+2001041,1998-08-27-10-56-13,2000-01-01-00-00-00
a0000510,510,Mabella,Mabella,60.45,2.114344521,1541.235191,MBA,DES=+2000510,1998-12-11-16-35-20,2000-01-01-00-00-00
a0001051,1051,Merope,Merope,60.439,2.894456015,2105.628706,OMB,DES=+2001051,1998-07-23-14-13-40,2000-01-01-00-00-00
a0000468,468,Lina,Lina,60.238,2.512320002,2023.529357,MBA,DES=+2000468,1998-08-13-02-49-26,2000-01-01-00-00-00
a0000752,752,Sulamitis,Sulamitis,60.171,2.278337858,1411.092189,MBA,DES=+2000752,1999-01-13-05-26-48,2000-01-01-00-00-00
a0000541,541,Deborah,Deborah,60.147,2.675431758,1725.82291,MBA,DES=+2000541,1998-10-26-13-03-46,2000-01-01-00-00-00
a0000479,479,Caprera,Caprera,60.088,2.124874317,1638.698745,MBA,DES=+2000479,1998-11-17-07-48-28,2000-01-01-00-00-00
a0001351,1351,Uzbekistania,Узбекистания,60.01,2.979962472,2086.099957,MBA,DES=+2001351,1998-07-28-11-24-01,2000-01-01-00-00-00
a0005027,5027,Androgeos,Androgeos,59.786,4.956589307,4460.88455,GRK,DES=+2005027,1996-12-11-18-41-35,2000-01-01-00-00-00
a0001030,1030,Vitja,Vitja,59.717,2.733872734,2011.274285,MBA,DES=+2001030,1998-08-16-04-21-16,2000-01-01-00-00-00
a0000287,287,Nephthys,Nephthys,59.615,2.297970281,1318.202281,MBA,DES=+2000287,1999-02-05-10-47-10,2000-01-01-00-00-00
a0000638,638,Moira,Moira,59.594,2.300032876,1652.339884,MBA,DES=+2000638,1998-11-13-21-57-39,2000-01-01-00-00-00
a0006090,6090,6090,6090,59.568,5.001725022,4468.180771,GRK,DES=+2006090,1996-12-09-22-54-57,2000-01-01-00-00-00
a0001628,1628,Strobel,Strobel,59.345,2.809806911,1909.429313,MBA,DES=+2001628,1998-09-10-15-25-27,2000-01-01-00-00-00
a0005648,5648,5648,5648,59.295,4.297212147,4268.904708,TJN,DES=+2005648,1997-01-28-18-34-20,2000-01-01-00-00-00
a0001189,1189,Terentia,Terentia,59.246,2.595977708,1833.715738,MBA,DES=+2001189,1998-09-29-13-42-21,2000-01-01-00-00-00
a0007119,7119,Hiera,Hiera,59.15,4.614398923,4264.477811,GRK,DES=+2007119,1997-01-29-21-08-01,2000-01-01-00-00-00
a0000487,487,Venetia,Венеция,59.046,2.435742648,1593.760015,MBA,DES=+2000487,1998-11-28-13-26-24,2000-01-01-00-00-00
a0060558,60558,Echeclus,Эхекл,59,5.81100781,12767.97224,CEN,DES=+2060558,1991-04-06-00-10-05,2000-01-01-00-00-00
a0000932,932,Hooveria,Hooveria,58.978,2.201649948,1375.267304,MBA,DES=+2000932,1999-01-22-04-23-46,2000-01-01-00-00-00
a0000152,152,Atala,Атала,58.964,2.883692022,2029.516284,MBA,DES=+2000152,1998-08-11-14-54-09,2000-01-01-00-00-00
a0000438,438,Zeuxo,Zeuxo,58.871,2.379026016,1490.992058,MBA,DES=+2000438,1998-12-24-06-02-52,2000-01-01-00-00-00
a0000954,954,Li,Ли,58.771,2.586938891,2021.561734,MBA,DES=+2000954,1998-08-13-14-37-47,2000-01-01-00-00-00
a0002906,2906,Caltech,Caltech,58.678,2.83977758,2063.751502,MBA,DES=+2002906,1998-08-03-01-29-28,2000-01-01-00-00-00
a0000820,820,Adriana,Adriana,58.65,2.974228772,2023.745509,MBA,DES=+2000820,1998-08-13-01-31-37,2000-01-01-00-00-00
a0000744,744,Aguntina,Aguntina,58.636,2.800100182,2064.224393,MBA,DES=+2000744,1998-08-02-22-39-14,2000-01-01-00-00-00
a0000436,436,Patricia,Патриция,58.609,2.981679905,2091.870983,OMB,DES=+2000436,1998-07-27-00-46-27,2000-01-01-00-00-00
a0001038,1038,Tuckia,Tuckia,58.3,3.104029252,2904.477051,OMB,DES=+2001038,1998-01-04-21-08-16,2000-01-01-00-00-00
a0000064,64,Angelina,Ангелина,58.292,2.344564814,1603.518532,MBA,DES=+2000064,1998-11-26-02-53-20,2000-01-01-00-00-00
a0000874,874,Rotraut,Rotraut,58.287,2.899101669,2043.9075,MBA,DES=+2000874,1998-08-08-00-33-18,2000-01-01-00-00-00
a0000764,764,Gedania,Гедания,58.28,2.883921255,2085.76679,MBA,DES=+2000764,1998-07-28-13-23-58,2000-01-01-00-00-00
a0001023,1023,Thomana,Thomana,58.27,2.855753809,2063.929188,MBA,DES=+2001023,1998-08-03-00-25-30,2000-01-01-00-00-00
a0002193,2193,Jackson,Джексон,58.265,2.872135155,1999.449269,MBA,DES=+2002193,1998-08-19-03-18-16,2000-01-01-00-00-00
a0000224,224,Oceana,Океана,58.236,2.529247047,1571.267641,MBA,DES=+2000224,1998-12-04-04-23-39,2000-01-01-00-00-00
a0000838,838,Seraphina,Seraphina,58.095,2.519500744,1804.149518,MBA,DES=+2000838,1998-10-06-23-06-11,2000-01-01-00-00-00
a0000903,903,Nealley,Nealley,58.065,3.094363356,2130.163585,OMB,DES=+2000903,1998-07-17-11-01-07,2000-01-01-00-00-00
a0001062,1062,Ljuba,Люба,58.031,2.795246961,1903.049046,MBA,DES=+2001062,1998-09-12-05-42-21,2000-01-01-00-00-00
a0281371,281371,281371,281371,58,10.16062432,20490.03684,CEN,DES=+2281371,1990-01-01-00-00-00,2000-01-01-00-00-00
a0002760,2760,Kacha,Kacha,57.9,3.512117858,2907.700763,OMB,DES=+2002760,1998-01-04-01-47-44,2000-01-01-00-00-00
a0000207,207,Hedda,Гедда,57.88,2.217507615,1260.470627,MBA,DES=+2000207,1999-02-19-21-10-34,2000-01-01-00-00-00
a0001574,1574,Meyer,Meyer,57.785,3.417033775,2431.38262,OMB,DES=+2001574,1998-05-03-03-42-16,2000-01-01-00-00-00
a0001282,1282,Utopia,Утопия,57.702,2.728639977,2008.638411,MBA,DES=+2001282,1998-08-16-20-10-11,2000-01-01-00-00-00
a0004805,4805,Asteropaios,Asteropaios,57.647,4.738099603,4340.413226,TJN,DES=+2004805,1997-01-10-21-31-16,2000-01-01-00-00-00
a0000082,82,Alkmene,Алкмена,57.621,2.154826162,1677.438052,MBA,DES=+2000082,1998-11-07-15-22-19,2000-01-01-00-00-00
a0001309,1309,Hyperborea,Гиперборея,57.57,2.725346518,2096.689414,OMB,DES=+2001309,1998-07-25-19-51-49,2000-01-01-00-00-00
a0014268,14268,14268,14268,57.54,4.758785144,4377.060486,GRK,DES=+2014268,1997-01-01-17-38-15,2000-01-01-00-00-00
a0000235,235,Carolina,Каролина,57.517,2.701661419,1786.459969,MBA,DES=+2000235,1998-10-11-09-14-25,2000-01-01-00-00-00
a0000925,925,Alphonsina,Alphonsina,57.505,2.488413088,1622.545476,MBA,DES=+2000925,1998-11-21-08-43-38,2000-01-01-00-00-00
a0000293,293,Brasilia,Бразилия,57.486,2.557360119,1767.796341,MBA,DES=+2000293,1998-10-16-01-13-20,2000-01-01-00-00-00
a0000611,611,Valeria,Валерия,57.468,2.612556782,1876.428132,MBA,DES=+2000611,1998-09-18-21-25-53,2000-01-01-00-00-00
a0002196,2196,Ellicott,Ellicott,57.384,3.240129502,2324.71227,OMB,DES=+2002196,1998-05-29-19-43-35,2000-01-01-00-00-00
a0016974,16974,Iphthime,Ифтим,57.341,4.818052756,4313.455368,GRK,DES=+2016974,1997-01-17-15-16-06,2000-01-01-00-00-00
a0000119,119,Althaea,Алтея,57.3,2.373582026,1514.766221,MBA,DES=+2000119,1998-12-18-07-24-10,2000-01-01-00-00-00
a0004867,4867,Polites,Polites,57.251,5.069849863,4286.01719,TJN,DES=+2004867,1997-01-24-11-53-50,2000-01-01-00-00-00
a0031824,31824,Elatus,Элат,57,7.29823182,14801.20296,CEN,DES=+2031824,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000255,255,Oppavia,Оппавия,56.939,2.529743606,1662.055254,MBA,DES=+2000255,1998-11-11-11-40-07,2000-01-01-00-00-00
a0002895,2895,Memnon,Memnon,56.706,4.985725047,4382.900399,TJN,DES=+2002895,1996-12-31-06-35-53,2000-01-01-00-00-00
a0001144,1144,Oda,Ода,56.347,3.4103195,2658.966246,OMB,DES=+2001144,1998-03-07-06-12-10,2000-01-01-00-00-00
a0001529,1529,Oterma,Oterma,56.327,3.189680117,2910.49215,OMB,DES=+2001529,1998-01-03-09-02-50,2000-01-01-00-00-00
a0000067,67,Asia,Асия,56.309,1.972358797,1376.202167,MBA,DES=+2000067,1999-01-21-22-47-13,2000-01-01-00-00-00
a0001049,1049,Gotho,Gotho,56.296,2.672705683,1988.105229,MBA,DES=+2001049,1998-08-21-23-22-08,2000-01-01-00-00-00
a0000480,480,Hansa,Hansa,56.22,2.522049325,1570.556283,MBA,DES=+2000480,1998-12-04-08-39-45,2000-01-01-00-00-00
a0000316,316,Goberta,Гоберта,56.067,2.749491694,2070.898442,MBA,DES=+2000316,1998-08-01-06-36-34,2000-01-01-00-00-00
a0001035,1035,Amata,Amata,56.063,2.553863274,2043.251748,MBA,DES=+2001035,1998-08-08-04-29-23,2000-01-01-00-00-00
a0000267,267,Tirza,Tirza,55.998,2.501606773,1688.83959,MBA,DES=+2000267,1998-11-04-18-57-45,2000-01-01-00-00-00
a0000891,891,Gunhild,Gunhild,55.747,2.773927846,1765.810127,MBA,DES=+2000891,1998-10-16-13-08-22,2000-01-01-00-00-00
a0001154,1154,Astronomia,Астрономия,55.715,3.152041832,2282.898784,OMB,DES=+2001154,1998-06-09-06-36-27,2000-01-01-00-00-00
a0000402,402,Chloe,Chloe,55.421,2.272440689,1495.032728,MBA,DES=+2000402,1998-12-23-05-48-14,2000-01-01-00-00-00
a0000222,222,Lucia,Люция,55.35,2.730744364,2035.509787,MBA,DES=+2000222,1998-08-10-02-56-29,2000-01-01-00-00-00
a0000778,778,Theobalda,Theobalda,55.317,2.374597318,2074.24784,MBA,DES=+2000778,1998-07-31-10-30-47,2000-01-01-00-00-00
a0000921,921,Jovita,Jovita,55.312,2.585206812,2060.910742,MBA,DES=+2000921,1998-08-03-18-32-08,2000-01-01-00-00-00
a0001585,1585,Union,Юнион,55.271,2.023072417,1829.913431,MBA,DES=+2001585,1998-09-30-12-31-10,2000-01-01-00-00-00
a0000686,686,Gersuind,Gersuind,55.258,1.896716117,1522.411955,MBA,DES=+2000686,1998-12-16-09-31-42,2000-01-01-00-00-00
a0001558,1558,Jarnefelt,Jarnefelt,54.977,3.135140045,2120.127579,OMB,DES=+2001558,1998-07-19-23-14-05,2000-01-01-00-00-00
a0004708,4708,Polydoros,Polydoros,54.964,4.943958554,4399.725449,TJN,DES=+2004708,1996-12-27-01-38-52,2000-01-01-00-00-00
a0001202,1202,Marina,Марина,54.93,3.333442701,2922.127642,OMB,DES=+2001202,1997-12-31-11-14-03,2000-01-01-00-00-00
a0021601,21601,21601,21601,54.909,5.040097914,4360.153066,GRK,DES=+2021601,1997-01-05-23-04-55,2000-01-01-00-00-00
a0000417,417,Suevia,Suevia,54.874,2.41777427,1709.793994,MBA,DES=+2000417,1998-10-30-13-14-10,2000-01-01-00-00-00
a0000142,142,Polana,Пулана,54.812,2.09182776,1374.122537,MBA,DES=+2000142,1999-01-22-11-15-53,2000-01-01-00-00-00
a0000558,558,Carmen,Carmen,54.811,2.782986463,1810.212645,MBA,DES=+2000558,1998-10-05-10-43-27,2000-01-01-00-00-00
a0001731,1731,Smuts,Smuts,54.784,2.762743014,2058.051238,MBA,DES=+2001731,1998-08-04-11-41-34,2000-01-01-00-00-00
a0000198,198,Ampella,Ампелла,54.323,1.901179167,1408.577796,MBA,DES=+2000198,1999-01-13-20-31-59,2000-01-01-00-00-00
a0000609,609,Fulvia,Fulvia,54.17,2.961806641,1982.086937,MBA,DES=+2000609,1998-08-23-11-28-43,2000-01-01-00-00-00
a0001819,1819,Laputa,Laputa,54.165,2.418693102,2026.764524,MBA,DES=+2001819,1998-08-12-07-24-47,2000-01-01-00-00-00
a0012929,12929,12929,12929,54.077,5.037423815,4384.257668,TJN,DES=+2012929,1996-12-30-22-27-16,2000-01-01-00-00-00
a0000584,584,Semiramis,Semiramis,54.01,1.819556245,1335.837532,MBA,DES=+2000584,1999-02-01-00-58-29,2000-01-01-00-00-00
a0017492,17492,Hippasos,Гиппас,53.975,4.799649182,4268.18968,TJN,DES=+2017492,1997-01-28-22-51-44,2000-01-01-00-00-00
a0005652,5652,Amphimachus,Amphimachus,53.921,4.811627364,4342.884054,GRK,DES=+2005652,1997-01-10-06-41-46,2000-01-01-00-00-00
a0001436,1436,Salonta,Salonta,53.769,2.950600739,2038.418277,MBA,DES=+2001436,1998-08-09-09-29-26,2000-01-01-00-00-00
a0000934,934,Thuringia,Thuringia,53.714,2.148395863,1663.608346,MBA,DES=+2000934,1998-11-11-02-21-00,2000-01-01-00-00-00
a0003754,3754,Kathleen,Kathleen,53.699,2.819370246,2051.155696,MBA,DES=+2003754,1998-08-06-05-03-57,2000-01-01-00-00-00
a0001328,1328,Devota,Devota,53.697,3.031777953,2394.920651,OMB,DES=+2001328,1998-05-12-06-28-34,2000-01-01-00-00-00
a0002759,2759,Idomeneus,Idomeneus,53.676,4.847083863,4315.285481,GRK,DES=+2002759,1997-01-17-04-17-15,2000-01-01-00-00-00
a0001072,1072,Malva,Мальва,53.675,2.401021644,2055.114587,MBA,DES=+2001072,1998-08-05-05-18-45,2000-01-01-00-00-00
a0000403,403,Cyane,Cyane,53.574,2.533105433,1719.361929,MBA,DES=+2000403,1998-10-28-03-49-43,2000-01-01-00-00-00
a0000446,446,Aeternitas,Aeternitas,53.562,2.435017432,1700.84015,MBA,DES=+2000446,1998-11-01-18-57-33,2000-01-01-00-00-00
a0001520,1520,Imatra,Imatra,53.435,2.815568975,2003.886387,MBA,DES=+2001520,1998-08-18-00-40-55,2000-01-01-00-00-00
a0000492,492,Gismonda,Gismonda,53.418,2.559866508,2007.817373,MBA,DES=+2000492,1998-08-17-01-05-45,2000-01-01-00-00-00
a0001625,1625,The NORC,The NORC,53.317,2.458683995,2081.906749,MBA,DES=+2001625,1998-07-29-12-33-35,2000-01-01-00-00-00
a0000563,563,Suleika,Сулейка,53.29,2.072799536,1631.658355,MBA,DES=+2000563,1998-11-19-02-03-00,2000-01-01-00-00-00
a0005258,5258,5258,5258,53.275,4.78377843,4300.176834,GRK,DES=+2005258,1997-01-20-22-56-22,2000-01-01-00-00-00
a0012126,12126,12126,12126,53.202,4.131807519,4361.188354,TJN,DES=+2012126,1997-01-05-16-52-13,2000-01-01-00-00-00
a0001165,1165,Imprinetta,Imprinetta,53.187,2.463053472,2020.960638,MBA,DES=+2001165,1998-08-13-18-14-11,2000-01-01-00-00-00
a0002311,2311,El Leoncito,El Leoncito,53.14,3.482772145,2530.650399,OMB,DES=+2002311,1998-04-08-08-05-52,2000-01-01-00-00-00
a0003731,3731,Hancock,Hancock,53.112,2.854452166,2118.267308,OMB,DES=+2003731,1998-07-20-10-23-47,2000-01-01-00-00-00
a0015502,15502,15502,15502,53.1,5.041569948,4236.107934,TJN,DES=+2015502,1997-02-05-23-21-10,2000-01-01-00-00-00
a0000301,301,Bavaria,Бавария,53.042,2.542091456,1644.031522,MBA,DES=+2000301,1998-11-15-23-48-40,2000-01-01-00-00-00
a0004754,4754,Panthoos,Panthoos,53.025,5.214246402,4398.3075,TJN,DES=+2004754,1996-12-27-10-09-20,2000-01-01-00-00-00
a0001637,1637,Swings,Свинг,52.994,2.933612256,1965.881256,MBA,DES=+2001637,1998-08-27-12-42-45,2000-01-01-00-00-00
a0000371,371,Bohemia,Богемия,52.976,2.550906742,1645.310744,MBA,DES=+2000371,1998-11-15-16-08-08,2000-01-01-00-00-00
a0000284,284,Amalia,Амалия,52.95,1.834441593,1322.754124,MBA,DES=+2000284,1999-02-04-07-28-30,2000-01-01-00-00-00
a0000033,33,Polyhymnia,Полигимния,52.929,1.92134665,1779.119614,MBA,DES=+2000033,1998-10-13-05-16-57,2000-01-01-00-00-00
a0000759,759,Vinifera,Винифера,52.926,2.080353676,1547.648731,MBA,DES=+2000759,1998-12-10-02-06-28,2000-01-01-00-00-00
a0000138,138,Tolosa,Толоса,52.905,2.049593079,1399.244763,MBA,DES=+2000138,1999-01-16-04-31-53,2000-01-01-00-00-00
a0000253,253,Mathilde,Матильда,52.8,1.952532639,1574.763104,MBA,DES=+2000253,1998-12-03-07-25-17,2000-01-01-00-00-00
a0001679,1679,Nevanlinna,Nevanlinna,52.686,2.637257566,2011.304989,MBA,DES=+2001679,1998-08-16-04-10-13,2000-01-01-00-00-00
a0000845,845,Naema,Naema,52.677,2.732635267,1839.233999,MBA,DES=+2000845,1998-09-28-04-35-46,2000-01-01-00-00-00
a0000987,987,Wallia,Wallia,52.651,2.39886995,2032.05897,MBA,DES=+2000987,1998-08-10-23-38-47,2000-01-01-00-00-00
a0000527,527,Euryanthe,Euryanthe,52.627,2.317089057,1644.428625,MBA,DES=+2000527,1998-11-15-21-25-42,2000-01-01-00-00-00
a0001428,1428,Mombasa,Момбаса,52.464,2.414968458,1721.045811,MBA,DES=+2001428,1998-10-27-17-43-31,2000-01-01-00-00-00
a0000547,547,Praxedis,Praxedis,52.462,2.123090578,1688.22715,MBA,DES=+2000547,1998-11-04-22-38-14,2000-01-01-00-00-00
a0000846,846,Lipperta,Lipperta,52.41,2.567100777,2023.60617,MBA,DES=+2000846,1998-08-13-02-21-47,2000-01-01-00-00-00
a0000166,166,Rhodope,Родопа,52.393,2.116004809,1606.700124,MBA,DES=+2000166,1998-11-25-07-47-58,2000-01-01-00-00-00
a0001149,1149,Volga,Волга,52.377,2.622362023,1802.769309,MBA,DES=+2001149,1998-10-07-07-23-03,2000-01-01-00-00-00
a0004832,4832,Palinurus,Palinurus,52.058,4.528943547,4414.921877,TJN,DES=+2004832,1996-12-23-06-28-09,2000-01-01-00-00-00
a0002008,2008,Konstitutsiya,Конституция,52.023,2.901166942,2104.990591,OMB,DES=+2002008,1998-07-23-18-03-24,2000-01-01-00-00-00
a0000564,564,Dudu,Dudu,52.01,1.983721219,1662.359925,MBA,DES=+2000564,1998-11-11-09-50-26,2000-01-01-00-00-00
a0005126,5126,Achaemenides,Achaemenides,51.922,5.11264911,4384.700342,GRK,DES=+2005126,1996-12-30-19-47-54,2000-01-01-00-00-00
a0000509,509,Iolanda,Иоланда,51.892,2.771595843,1959.066092,MBA,DES=+2000509,1998-08-29-05-36-13,2000-01-01-00-00-00
a0000294,294,Felicia,Felicia,51.865,2.419244337,2046.29581,MBA,DES=+2000294,1998-08-07-10-13-31,2000-01-01-00-00-00
a0000591,591,Irmgard,Irmgard,51.86,2.126443486,1602.840056,MBA,DES=+2000591,1998-11-26-06-57-35,2000-01-01-00-00-00
a0003240,3240,Laocoon,Laocoon,51.695,4.564821059,4371.472342,TJN,DES=+2003240,1997-01-03-03-09-59,2000-01-01-00-00-00
a0000973,973,Aralia,Aralia,51.609,2.852644377,2103.115101,OMB,DES=+2000973,1998-07-24-05-18-34,2000-01-01-00-00-00
a0001254,1254,Erfordia,Erfordia,51.54,3.037412633,2028.460695,MBA,DES=+2001254,1998-08-11-21-14-09,2000-01-01-00-00-00
a0002697,2697,Albina,Albina,51.54,3.278120567,2452.629445,OMB,DES=+2002697,1998-04-27-20-13-24,2000-01-01-00-00-00
a0002120,2120,Tyumenia,Tyumenia,51.485,2.666257306,1953.425471,MBA,DES=+2002120,1998-08-30-15-26-50,2000-01-01-00-00-00
a0000270,270,Anahita,Anahita,51.4,1.867491974,1190.377194,MBA,DES=+2000270,1999-03-09-09-44-12,2000-01-01-00-00-00
a0003925,3925,Tret'yakov,Третьяков,51.289,2.541431478,2046.462142,MBA,DES=+2003925,1998-08-07-09-13-38,2000-01-01-00-00-00
a0004902,4902,Thessandrus,Thessandrus,51.263,4.983043944,4336.021081,GRK,DES=+2004902,1997-01-11-23-52-26,2000-01-01-00-00-00
a0011552,11552,Boucolion,Boucolion,51.136,4.469591287,4418.877574,TJN,DES=+2011552,1996-12-22-06-44-06,2000-01-01-00-00-00
a0000665,665,Sabine,Sabine,51.09,2.601631381,2035.405841,MBA,DES=+2000665,1998-08-10-03-33-54,2000-01-01-00-00-00
a0000743,743,Eugenisis,Eugenisis,51.072,2.627306221,1705.165083,MBA,DES=+2000743,1998-10-31-17-00-35,2000-01-01-00-00-00
a0020729,20729,20729,20729,50.961,4.881505952,4351.962238,GRK,DES=+2020729,1997-01-08-00-13-37,2000-01-01-00-00-00
a0006545,6545,6545,6545,50.951,4.888661848,4268.01392,GRK,DES=+2006545,1997-01-28-23-55-01,2000-01-01-00-00-00
a0000246,246,Asporina,Аспорина,50.891,2.39790295,1614.895286,MBA,DES=+2000246,1998-11-23-06-37-42,2000-01-01-00-00-00
a0004792,4792,Lykaon,Lykaon,50.87,4.779735648,4404.271609,TJN,DES=+2004792,1996-12-25-22-22-15,2000-01-01-00-00-00
a0001280,1280,Baillauda,Baillauda,50.83,3.242265643,2302.229433,OMB,DES=+2001280,1998-06-04-10-37-25,2000-01-01-00-00-00
a0021900,21900,Orus,Орус,50.81,4.939268446,4238.179548,GRK,DES=+2021900,1997-02-05-10-55-23,2000-01-01-00-00-00
a0001873,1873,Agenor,Agenor,50.799,4.746054893,4368.395101,TJN,DES=+2001873,1997-01-03-21-37-47,2000-01-01-00-00-00
a0005028,5028,Halaesus,Halaesus,50.77,4.575900507,4409.663821,GRK,DES=+2005028,1996-12-24-14-01-03,2000-01-01-00-00-00
a0002146,2146,Stentor,Стентор,50.755,4.66828704,4326.174506,GRK,DES=+2002146,1997-01-14-10-57-12,2000-01-01-00-00-00
a0000816,816,Juliana,Юлиана,50.745,2.67614469,1901.106358,MBA,DES=+2000816,1998-09-12-17-21-43,2000-01-01-00-00-00
