id,pdes,name,name_ru,diameter,q,per,class,horizons,begin_time,end_time
a0134340,134340,Pluto,Плутон,2361,29.57399177,90487.27693,TNO,DES=+2134340,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000001,1,Ceres,Церера,939.4,2.558683596,1683.145701,MBA,DES=+2000001,1998-11-06-05-07-33,2000-01-01-00-00-00
a0020000,20000,Varuna,Варуна,900,40.46568611,102206.6941,TNO,DES=+2020000,1990-01-01-00-00-00,2000-01-01-00-00-00
bK14UM4Z,500039,500039,500039,635,38.02422283,410992.1855,TNO,DES=+3760651,1990-01-01-00-00-00,2000-01-01-00-00-00
bK02X93V,500014,500014,500014,549.2,34.2237257,89352.62849,TNO,DES=+3145527,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000002,2,Pallas,Паллада,545,2.13386496,1686.155999,MBA,DES=+2000002,1998-11-05-11-03-51,2000-01-01-00-00-00
a0000004,4,Vesta,Веста,525.4,2.151909454,1325.432765,MBA,DES=+2000004,1999-02-03-15-24-12,2000-01-01-00-00-00
bK01K77A,500005,500005,500005,472,43.41272813,120793.3016,TNO,DES=+3078916,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000010,10,Hygiea,Гигея,407.12,2.788239616,2033.818283,MBA,DES=+2000010,1998-08-10-13-05-26,2000-01-01-00-00-00
bK03QB1X,500016,500016,500016,358.5,33.92857789,89926.76746,TNO,DES=+3160801,1990-01-01-00-00-00,2000-01-01-00-00-00
a0015789,15789,15789,15789,328,32.03299496,90398.73876,TNO,DES=+2015789,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000704,704,Interamnia,Интерамния,306.313,2.585009321,1953.184017,MBA,DES=+2000704,1998-08-30-16-53-46,2000-01-01-00-00-00
a0000052,52,Europa,Европа,303.918,2.751709179,1986.952821,MBA,DES=+2000052,1998-08-22-06-17-00,2000-01-01-00-00-00
bK01QT8C,500007,500007,500007,303,40.51512295,115075.2769,TNO,DES=+3092445,1990-01-01-00-00-00,2000-01-01-00-00-00
a0010199,10199,Chariklo,Харикло,302,13.13876621,23030.17594,CEN,DES=+2010199,1990-01-01-00-00-00,2000-01-01-00-00-00
bK03Q91R,500015,500015,500015,278.5,38.02790075,116984.2948,TNO,DES=+3160761,1990-01-01-00-00-00,2000-01-01-00-00-00
bK04PA8B,500022,500022,500022,275.55,40.27275217,110604.1791,TNO,DES=+3254536,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000511,511,Davida,Давида,270.327,2.569455794,2056.52682,MBA,DES=+2000511,1998-08-04-20-50-21,2000-01-01-00-00-00
a0000031,31,Euphrosyne,Евфросина,267.08,2.458509538,2047.295511,MBA,DES=+2000031,1998-08-07-04-13-37,2000-01-01-00-00-00
a0000107,107,Camilla,Камилла,254,3.26327257,2382.998058,OMB,DES=+2000107,1998-05-15-06-00-42,2000-01-01-00-00-00
a0000451,451,Patientia,Patientia,253.9,2.830385862,1955.104058,MBA,DES=+2000451,1998-08-30-05-22-33,2000-01-01-00-00-00
a0000087,87,Sylvia,Сильвия,253.051,3.15846733,2373.81844,OMB,DES=+2000087,1998-05-17-13-05-22,2000-01-01-00-00-00
a0000003,3,Juno,Юнона,246.596,1.98333206,1592.787284,MBA,DES=+2000003,1998-11-28-19-16-35,2000-01-01-00-00-00
a0000065,65,Cybele,Кибела,237.26,3.042441633,2316.170373,OMB,DES=+2000065,1998-05-31-22-58-40,2000-01-01-00-00-00
bK01K77D,500006,500006,500006,232.3,35.10745849,91975.94848,TNO,DES=+3078919,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000088,88,Thisbe,Фисба,232,2.321556745,1683.153887,MBA,DES=+2000088,1998-11-06-05-04-37,2000-01-01-00-00-00
a0000015,15,Eunomia,Эвномия,231.689,2.152074588,1570.418187,MBA,DES=+2000015,1998-12-04-09-29-28,2000-01-01-00-00-00
a0095626,95626,95626,95626,230.5,18.01109558,40966.74388,CEN,DES=+2095626,1990-01-01-00-00-00,2000-01-01-00-00-00
bK02G32H,500013,500013,500013,230,38.64030774,100319.2574,TNO,DES=+3126202,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000016,16,Psyche,Психея,226,2.533284397,1826.093334,MBA,DES=+2000016,1998-10-01-11-26-24,2000-01-01-00-00-00
a0000624,624,Hektor,Гектор,225,5.137134355,4405.802306,GRK,DES=+2000624,1996-12-25-13-11-12,2000-01-01-00-00-00
a0000013,13,Egeria,Эгерия,222.792,2.356709939,1510.123386,MBA,DES=+2000013,1998-12-19-11-15-35,2000-01-01-00-00-00
a0000324,324,Bamberga,Бамберга,220.691,1.767999716,1603.807559,MBA,DES=+2000324,1998-11-26-01-09-17,2000-01-01-00-00-00
bK03WI8U,500021,500021,500021,220,42.29672164,106293.906,TNO,DES=+3172335,1990-01-01-00-00-00,2000-01-01-00-00-00
bK01XP4R,500012,500012,500012,218.9,41.19662672,102225.7361,TNO,DES=+3102795,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000048,48,Doris,Дорида,216.473,2.884781246,2003.35292,MBA,DES=+2000048,1998-08-18-03-52-57,2000-01-01-00-00-00
a0000375,375,Ursula,Урсула,216,2.798280844,2020.585733,MBA,DES=+2000375,1998-08-13-20-29-09,2000-01-01-00-00-00
a0000121,121,Hermione,Гермиона,209,2.996619686,2342.470978,OMB,DES=+2000121,1998-05-25-09-10-27,2000-01-01-00-00-00
a0000117,117,Lomia,Ломия,208.974,2.90769995,1888.747696,MBA,DES=+2000117,1998-09-15-19-30-50,2000-01-01-00-00-00
a0000106,106,Dione,Диона,207.869,2.66955944,2077.403999,MBA,DES=+2000106,1998-07-30-15-34-34,2000-01-01-00-00-00
bK00QP1L,500004,500004,500004,206.2,37.33556579,120472.6335,TNO,DES=+3078880,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000041,41,Daphne,Дафна,205.495,2.00016549,1675.195855,MBA,DES=+2000041,1998-11-08-04-49-30,2000-01-01-00-00-00
a0000094,94,Aurora,Аврора,204.89,2.859998221,2048.401434,MBA,DES=+2000094,1998-08-06-21-35-30,2000-01-01-00-00-00
a0000045,45,Eugenia,Евгения,202.327,2.491135722,1639.317739,MBA,DES=+2000045,1998-11-17-04-05-37,2000-01-01-00-00-00
a0000019,19,Fortuna,Фортуна,200,2.056647962,1394.46134,MBA,DES=+2000019,1999-01-17-09-13-55,2000-01-01-00-00-00
a0000007,7,Iris,Ирис,199.83,1.833830829,1345.619196,MBA,DES=+2000007,1999-01-29-14-17-05,2000-01-01-00-00-00
a0000334,334,Chicago,Чикаго,198.77,3.798870098,2802.676341,OMB,DES=+2000334,1998-01-30-07-56-32,2000-01-01-00-00-00
a0000024,24,Themis,Фемида,198,2.744956598,2028.607813,MBA,DES=+2000024,1998-08-11-20-21-12,2000-01-01-00-00-00
bK01QW2S,500009,500009,500009,193,42.26322414,106621.8241,TNO,DES=+3092454,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000154,154,Bertha,Берта,192.611,2.950174444,2087.24787,MBA,DES=+2000154,1998-07-28-04-30-47,2000-01-01-00-00-00
a0042355,42355,Typhon,Тифон,192,17.57997754,85744.80867,TNO,DES=+2042355,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000702,702,Alauda,Алауда,190.98,3.137277971,2083.336507,MBA,DES=+2000702,1998-07-29-03-58-52,2000-01-01-00-00-00
a0000009,9,Metis,Метида,190,2.091930644,1345.87536,MBA,DES=+2000009,1999-01-29-12-44-52,2000-01-01-00-00-00
a0005145,5145,Pholus,Фолус,190,8.778462598,33636.6921,CEN,DES=+2005145,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000029,29,Amphitrite,Амфитрита,189.559,2.368440903,1490.935077,MBA,DES=+2000029,1998-12-24-06-23-23,2000-01-01-00-00-00
bK12D30R,500037,500037,500037,188,14.56961319,23451926.14,TNO,DES=+3599920,1990-01-01-00-00-00,2000-01-01-00-00-00
a0054598,54598,Bienor,Биенор,187.5,13.15959443,24331.41791,CEN,DES=+2054598,1990-01-01-00-00-00,2000-01-01-00-00-00
bK03UT2T,500020,500020,500020,185.6,27.68171798,89006.48604,TNO,DES=+3170275,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000006,6,Hebe,Геба,185.18,1.93283528,1379.459706,MBA,DES=+2000006,1999-01-21-03-14-30,2000-01-01-00-00-00
a0000130,130,Elektra,Электра,180.652,2.472738263,2017.957469,MBA,DES=+2000130,1998-08-14-12-15-19,2000-01-01-00-00-00
a0000165,165,Loreley,Лорелей,180.083,2.858739129,2018.936699,MBA,DES=+2000165,1998-08-14-06-22-48,2000-01-01-00-00-00
a0000039,39,Laetitia,Летиция,179.484,2.46060758,1683.285987,MBA,DES=+2000039,1998-11-06-04-17-03,2000-01-01-00-00-00
a0000209,209,Dido,Дидона,179.008,2.970014194,2039.567101,MBA,DES=+2000209,1998-08-09-02-35-51,2000-01-01-00-00-00
a0000096,96,Aegle,Эгла,177.774,2.621944852,1946.427065,MBA,DES=+2000096,1998-09-01-09-26-16,2000-01-01-00-00-00
a0000423,423,Diotima,Диотима,175.859,2.956412171,1961.328629,MBA,DES=+2000423,1998-08-28-16-01-42,2000-01-01-00-00-00
a0000259,259,Aletheia,Алетейя,174.318,2.729234846,2025.424254,MBA,DES=+2000259,1998-08-12-15-27-17,2000-01-01-00-00-00
a0000372,372,Palma,Пальма,173.642,2.334280138,2042.176736,MBA,DES=+2000372,1998-08-08-10-56-23,2000-01-01-00-00-00
a0000747,747,Winchester,Уинчестер,171.71,1.986185662,1903.498042,MBA,DES=+2000747,1998-09-12-03-00-43,2000-01-01-00-00-00
bK05EU4O,500025,500025,500025,171.3,42.5041928,113585.7722,TNO,DES=+3277443,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000409,409,Aspasia,Аспасия,171.012,2.388584227,1509.740183,MBA,DES=+2000409,1998-12-19-13-33-33,2000-01-01-00-00-00
a0000153,153,Hilda,Хильда,170.63,3.421535376,2899.74895,OMB,DES=+2000153,1998-01-06-01-30-23,2000-01-01-00-00-00
a0000790,790,Pretoria,Прето?рия,170.37,2.889125736,2298.377679,OMB,DES=+2000790,1998-06-05-09-44-03,2000-01-01-00-00-00
bJ98W31W,500001,500001,500001,170.3,40.38694748,108177.6685,TNO,DES=+3031823,1990-01-01-00-00-00,2000-01-01-00-00-00
a0127546,127546,127546,127546,170,20.99194445,199608.3305,TNO,DES=+2127546,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000241,241,Germania,Германия,168.9,2.736466732,1945.456738,MBA,DES=+2000241,1998-09-01-15-15-35,2000-01-01-00-00-00
a0000047,47,Aglaja,Аглая,168.174,2.507398953,1786.530381,MBA,DES=+2000047,1998-10-11-08-49-04,2000-01-01-00-00-00
a0000488,488,Kreusa,Креуса,168.117,2.66531906,2058.849486,MBA,DES=+2000488,1998-08-04-06-54-12,2000-01-01-00-00-00
a0000532,532,Herculina,Геркулина,167.791,2.28637273,1686.229234,MBA,DES=+2000532,1998-11-05-10-37-29,2000-01-01-00-00-00
a0000022,22,Kalliope,Каллиопа,167.536,2.630135726,1817.701376,MBA,DES=+2000022,1998-10-03-13-47-31,2000-01-01-00-00-00
a0000566,566,Stereoskopia,Стереоскопия,167.381,2.973171816,2265.776587,OMB,DES=+2000566,1998-06-13-13-20-26,2000-01-01-00-00-00
a0000049,49,Pales,Палес,166.252,2.415517359,1998.482751,MBA,DES=+2000049,1998-08-19-09-06-13,2000-01-01-00-00-00
bK01QW2W,500010,500010,500010,166.25,43.21063527,107254.7105,TNO,DES=+3092511,1990-01-01-00-00-00,2000-01-01-00-00-00
a0002060,2060,Chiron,Хирон,166,8.46871918,18459.04957,CEN,DES=+2002060,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000059,59,Elpis,Элпида,165.119,2.388337293,1631.148862,MBA,DES=+2000059,1998-11-19-05-06-25,2000-01-01-00-00-00
a0000386,386,Siegena,Зигена,165.01,2.410256962,1803.404997,MBA,DES=+2000386,1998-10-07-03-34-13,2000-01-01-00-00-00
bJ96T66S,500000,500000,500000,163,38.3140055,105283.5033,TNO,DES=+3007282,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000128,128,Nemesis,Немезида,162.515,2.399531725,1665.598316,MBA,DES=+2000128,1998-11-10-14-24-37,2000-01-01-00-00-00
a0000194,194,Prokne,Прокна,161.667,1.992084964,1544.91404,MBA,DES=+2000194,1998-12-10-18-30-57,2000-01-01-00-00-00
a0000654,654,Zelinda,Зелинда,160.736,1.766196056,1271.713889,MBA,DES=+2000654,1999-02-17-01-42-59,2000-01-01-00-00-00
a0000185,185,Eunike,Эвника,160.464,2.384220571,1654.364484,MBA,DES=+2000185,1998-11-13-09-48-48,2000-01-01-00-00-00
a0000146,146,Lucina,Луцина,160.31,2.535240407,1636.78463,MBA,DES=+2000146,1998-11-17-19-17-32,2000-01-01-00-00-00
a0000596,596,Scheila,Шейла,159.726,2.450422823,1830.721238,MBA,DES=+2000596,1998-09-30-07-40-22,2000-01-01-00-00-00
a0000444,444,Gyptis,Гиптида,159.331,2.28299756,1683.256156,MBA,DES=+2000444,1998-11-06-04-27-48,2000-01-01-00-00-00
a0000190,190,Ismene,Исмена,159,3.322227382,2906.186891,OMB,DES=+2000190,1998-01-04-10-52-44,2000-01-01-00-00-00
bK01QW2R,500008,500008,500008,156,29.25204565,60496.82478,TNO,DES=+3092453,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000238,238,Hypatia,Гипатия,155.659,2.646599337,1810.374463,MBA,DES=+2000238,1998-10-05-09-45-12,2000-01-01-00-00-00
a0000120,120,Lachesis,Лахесис,155.132,2.95658812,2012.466188,MBA,DES=+2000120,1998-08-15-21-12-11,2000-01-01-00-00-00
a0000085,85,Io,Ио,154.79,2.135875657,1577.251948,MBA,DES=+2000085,1998-12-02-16-29-18,2000-01-01-00-00-00
a0000361,361,Bononia,Бонония,154.334,3.11510957,2876.117457,OMB,DES=+2000361,1998-01-11-23-17-43,2000-01-01-00-00-00
a0000093,93,Minerva,Минерва,154.155,2.37279244,1671.264762,MBA,DES=+2000093,1998-11-09-04-24-42,2000-01-01-00-00-00
a0000054,54,Alexandra,Александра,154.137,2.175514757,1629.833341,MBA,DES=+2000054,1998-11-19-13-00-00,2000-01-01-00-00-00
a0000014,14,Irene,Ирина,152,2.154857532,1518.560846,MBA,DES=+2000014,1998-12-17-08-38-06,2000-01-01-00-00-00
a0000776,776,Berbericia,Бербериция,151.711,2.447496955,1833.166868,MBA,DES=+2000776,1998-09-29-16-59-56,2000-01-01-00-00-00
a0000139,139,Juewa,Жуйхуа,151.116,2.295831043,1695.03755,MBA,DES=+2000139,1998-11-03-05-46-29,2000-01-01-00-00-00
bK01RE3Z,500011,500011,500011,150,41.25121596,106196.9713,TNO,DES=+3092461,1990-01-01-00-00-00,2000-01-01-00-00-00
bK03US4N,500019,500019,500019,149,42.22750304,100819.9218,TNO,DES=+3169275,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000354,354,Eleonora,Элеонора,148.97,2.479440622,1710.083231,MBA,DES=+2000354,1998-10-30-11-30-03,2000-01-01-00-00-00
a0000419,419,Aurelia,Аврелия,148.701,1.946126099,1529.13236,MBA,DES=+2000419,1998-12-14-17-12-22,2000-01-01-00-00-00
a0000471,471,Papagena,Папагена,148.128,2.232244518,1798.072857,MBA,DES=+2000471,1998-10-08-11-33-47,2000-01-01-00-00-00
a0000095,95,Arethusa,Аретуса,147.969,2.597597072,1960.259643,MBA,DES=+2000095,1998-08-28-22-26-32,2000-01-01-00-00-00
a0000008,8,Flora,Флора,147.491,1.857189744,1193.313716,MBA,DES=+2000008,1999-03-08-16-07-03,2000-01-01-00-00-00
a0000762,762,Pulcova,Пулкова,147.343,2.819683966,2045.127609,MBA,DES=+2000762,1998-08-07-17-14-04,2000-01-01-00-00-00
a0000187,187,Lamberta,Ламберта,147.294,2.068166608,1644.753549,MBA,DES=+2000187,1998-11-15-19-28-44,2000-01-01-00-00-00
a0000536,536,Merapi,Мерапи,147.066,3.198343537,2391.876549,OMB,DES=+2000536,1998-05-13-00-44-27,2000-01-01-00-00-00
a0000328,328,Gudrun,Гудрун,145.68,2.787125193,2008.15252,MBA,DES=+2000328,1998-08-16-23-05-06,2000-01-01-00-00-00
a0000356,356,Liguria,Лигурия,145.503,2.094221581,1671.347691,MBA,DES=+2000356,1998-11-09-03-54-50,2000-01-01-00-00-00
a0000089,89,Julia,Юлия,145.483,2.07890248,1487.345295,MBA,DES=+2000089,1998-12-25-03-55-42,2000-01-01-00-00-00
a0000076,76,Freia,Фрейя,145.423,2.846759922,2302.723913,OMB,DES=+2000076,1998-06-04-07-39-24,2000-01-01-00-00-00
a0000168,168,Sibylla,Сибилла,145.366,3.123991208,2261.986492,OMB,DES=+2000168,1998-06-14-12-04-52,2000-01-01-00-00-00
a0000196,196,Philomela,Филомела,144.626,3.063814202,2006.492415,MBA,DES=+2000196,1998-08-17-09-02-44,2000-01-01-00-00-00
a0000268,268,Adorea,Адорея,144.585,2.66620985,1984.692055,MBA,DES=+2000268,1998-08-22-19-50-52,2000-01-01-00-00-00
a0000156,156,Xanthippe,Ксантиппа,143.346,2.107469306,1644.938026,MBA,DES=+2000156,1998-11-15-18-22-19,2000-01-01-00-00-00
a0000011,11,Parthenope,Парфенопа,142.887,2.20663993,1403.375197,MBA,DES=+2000011,1999-01-15-03-44-55,2000-01-01-00-00-00
a0000144,144,Vibilia,Вибилия,142.38,2.032429688,1580.183006,MBA,DES=+2000144,1998-12-01-22-54-08,2000-01-01-00-00-00
a0000211,211,Isolda,Изольда,141.125,2.552089206,1936.826162,MBA,DES=+2000211,1998-09-03-19-02-35,2000-01-01-00-00-00
a0000617,617,Patroclus,Патрокл,140.362,4.49379669,4350.950858,TJN,DES=+2000617,1997-01-08-06-17-43,2000-01-01-00-00-00
a0000349,349,Dembowska,Дембовска,139.77,2.65493085,1824.965628,MBA,DES=+2000349,1998-10-01-18-12-23,2000-01-01-00-00-00
a0000018,18,Melpomene,Мельпомена,139.594,1.796730894,1271.281263,MBA,DES=+2000018,1999-02-17-04-18-44,2000-01-01-00-00-00
a0000489,489,Comacina,Комачина,139.39,3.004019537,2044.922426,MBA,DES=+2000489,1998-08-07-18-27-56,2000-01-01-00-00-00
a0000420,420,Bertholda,Бертольда,138.699,3.312525172,2304.964081,OMB,DES=+2000420,1998-06-03-18-12-56,2000-01-01-00-00-00
a0000476,476,Hedwig,Гедвиг,138.493,2.458625491,1576.362141,MBA,DES=+2000476,1998-12-02-21-49-38,2000-01-01-00-00-00
a0000051,51,Nemausa,Немауза,138.159,2.206001047,1329.153709,MBA,DES=+2000051,1999-02-02-17-04-39,2000-01-01-00-00-00
a0000069,69,Hesperia,Гесперия,138.13,2.46970524,1875.883881,MBA,DES=+2000069,1998-09-19-00-41-49,2000-01-01-00-00-00
a0000804,804,Hispania,Испания,137.952,2.440699246,1746.924322,MBA,DES=+2000804,1998-10-21-06-27-15,2000-01-01-00-00-00
a0000426,426,Hippo,Гиппон,137.562,2.587256524,1794.699275,MBA,DES=+2000426,1998-10-09-07-48-16,2000-01-01-00-00-00
a0000104,104,Klymene,Климена,136.553,2.64001414,2037.195853,MBA,DES=+2000104,1998-08-09-16-49-30,2000-01-01-00-00-00
a0000212,212,Medea,Медея,136.12,2.804330295,2016.849118,MBA,DES=+2000212,1998-08-14-18-54-20,2000-01-01-00-00-00
a0000020,20,Massalia,Массалия,135.68,2.067432083,1366.359573,MBA,DES=+2000020,1999-01-24-09-50-33,2000-01-01-00-00-00
a0000690,690,Wratislavia,Вратиславия,134.65,2.581472361,2040.471278,MBA,DES=+2000690,1998-08-08-21-10-21,2000-01-01-00-00-00
a0000469,469,Argentina,Аргентина,133.718,2.674865066,2071.070161,MBA,DES=+2000469,1998-08-01-05-34-45,2000-01-01-00-00-00
a0000034,34,Circe,Цирцея,132.992,2.402660387,1609.136459,MBA,DES=+2000034,1998-11-24-17-10-53,2000-01-01-00-00-00
a0000147,147,Protogeneia,Протогенея,132.93,3.06114424,2033.605377,MBA,DES=+2000147,1998-08-10-14-22-04,2000-01-01-00-00-00
a0000098,98,Ianthe,Ианта,132.788,2.185809371,1609.475034,MBA,DES=+2000098,1998-11-24-15-09-00,2000-01-01-00-00-00
a0000283,283,Emma,Эмма,132.385,2.609254228,1944.582043,MBA,DES=+2000283,1998-09-01-20-30-28,2000-01-01-00-00-00
a0000705,705,Erminia,Эрминия,132.261,2.777890483,1825.642748,MBA,DES=+2000705,1998-10-01-14-08-37,2000-01-01-00-00-00
a0000618,618,Elfriede,Эльфрида,131.292,2.967439601,2082.096556,MBA,DES=+2000618,1998-07-29-11-25-15,2000-01-01-00-00-00
a0000911,911,Agamemnon,Агамемнон,131.038,4.929177895,4428.387066,GRK,DES=+2000911,1996-12-19-21-40-41,2000-01-01-00-00-00
a0000247,247,Eukrate,Эвкрата,130.935,2.069159429,1657.20918,MBA,DES=+2000247,1998-11-12-16-44-42,2000-01-01-00-00-00
a0000171,171,Ophelia,Офелия,130.808,2.714941815,2021.575092,MBA,DES=+2000171,1998-08-13-14-32-59,2000-01-01-00-00-00
a0000588,588,Achilles,Ахиллес,130.099,4.445949716,4343.001538,GRK,DES=+2000588,1997-01-10-05-59-28,2000-01-01-00-00-00
a0000360,360,Carlova,Карлова,129.125,2.478360434,1905.241474,MBA,DES=+2000360,1998-09-11-16-33-05,2000-01-01-00-00-00
bK06C69H,500028,500028,500028,129.1,44.14196613,112727.4049,TNO,DES=+3485899,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000350,350,Ornamenta,Орнамента,128.729,2.614808832,2003.992343,MBA,DES=+2000350,1998-08-18-00-02-46,2000-01-01-00-00-00
a0000137,137,Meliboea,Мелибея,128.678,2.461857095,2016.182316,MBA,DES=+2000137,1998-08-14-22-54-22,2000-01-01-00-00-00
a0000308,308,Polyxo,Поликсо,128.578,2.638064719,1665.28205,MBA,DES=+2000308,1998-11-10-16-18-28,2000-01-01-00-00-00
a0000200,200,Dynamene,Динамена,128.301,2.378813654,1656.833497,MBA,DES=+2000200,1998-11-12-18-59-57,2000-01-01-00-00-00
a0000070,70,Panopaea,Панопея,127.911,2.143930805,1545.369904,MBA,DES=+2000070,1998-12-10-15-46-51,2000-01-01-00-00-00
a0000145,145,Adeona,Адеона,127.783,2.288946903,1597.597408,MBA,DES=+2000145,1998-11-27-14-24-56,2000-01-01-00-00-00
a0000381,381,Myrrha,Мирра,127.639,2.934596369,2115.664905,OMB,DES=+2000381,1998-07-21-02-00-39,2000-01-01-00-00-00
a0000279,279,Thule,Туле,126.59,4.111493108,3238.03632,OMB,DES=+2000279,1997-10-13-11-46-56,2000-01-01-00-00-00
a0000772,772,Tanete,Танета,126.473,2.722007308,1897.156805,MBA,DES=+2000772,1998-09-13-17-03-34,2000-01-01-00-00-00
a0000092,92,Undina,Ундина,126.42,2.852720816,2076.888504,MBA,DES=+2000092,1998-07-30-18-40-09,2000-01-01-00-00-00
a0000111,111,Ate,Ата,126.344,2.326873456,1525.302781,MBA,DES=+2000111,1998-12-15-16-11-00,2000-01-01-00-00-00
a0003451,3451,Mentor,Ментор,126.288,4.785413621,4259.961531,TJN,DES=+2003451,1997-01-31-00-13-52,2000-01-01-00-00-00
a0000780,780,Armenia,Армения,126.263,2.80923156,2005.595147,MBA,DES=+2000780,1998-08-17-14-25-45,2000-01-01-00-00-00
a0000173,173,Ino,Ино,125.821,2.170739507,1659.576304,MBA,DES=+2000173,1998-11-12-02-32-32,2000-01-01-00-00-00
a0000388,388,Charybdis,Харибда,125.754,2.806589811,1901.239994,MBA,DES=+2000388,1998-09-12-16-33-37,2000-01-01-00-00-00
a0000159,159,Aemilia,Эмилия,125.236,2.770644681,1996.20762,MBA,DES=+2000159,1998-08-19-22-45-16,2000-01-01-00-00-00
a0000303,303,Josephina,Жозефина,124.923,2.935067843,2017.193416,MBA,DES=+2000303,1998-08-14-16-50-23,2000-01-01-00-00-00
a0000203,203,Pompeja,Помпея,124.592,2.577016652,1653.874564,MBA,DES=+2000203,1998-11-13-12-45-10,2000-01-01-00-00-00
a0000344,344,Desiderata,Дезидерата,124.181,1.783060201,1528.971856,MBA,DES=+2000344,1998-12-14-18-10-08,2000-01-01-00-00-00
a0000357,357,Ninina,Нинина,124.107,2.909334453,2041.834536,MBA,DES=+2000357,1998-08-08-12-59-35,2000-01-01-00-00-00
a0000227,227,Philosophia,Философия,123.891,2.559691717,2055.514577,MBA,DES=+2000227,1998-08-05-02-54-46,2000-01-01-00-00-00
a0000068,68,Leto,Лето,122.509,2.264813542,1695.793423,MBA,DES=+2000068,1998-11-03-01-14-23,2000-01-01-00-00-00
a0000127,127,Johanna,Жанна,122,2.571128915,1670.656552,MBA,DES=+2000127,1998-11-09-08-03-39,2000-01-01-00-00-00
a0000216,216,Kleopatra,Клеопатра,122,2.092789678,1705.630735,MBA,DES=+2000216,1998-10-31-14-12-57,2000-01-01-00-00-00
a0000694,694,Ekard,Экард,121.891,1.811052535,1595.305142,MBA,DES=+2000694,1998-11-28-04-10-09,2000-01-01-00-00-00
a0000481,481,Emita,Эмита,121.552,2.309111796,1657.091044,MBA,DES=+2000481,1998-11-12-17-27-14,2000-01-01-00-00-00
a0000056,56,Melete,Мелета,121.333,1.977742736,1527.535928,MBA,DES=+2000056,1998-12-15-02-47-04,2000-01-01-00-00-00
a0000250,250,Bettina,Беттина,120.995,2.718168427,2034.946062,MBA,DES=+2000250,1998-08-10-06-19-26,2000-01-01-00-00-00
a0000028,28,Bellona,Беллона,120.9,2.354230893,1689.167391,MBA,DES=+2000028,1998-11-04-16-59-45,2000-01-01-00-00-00
a0000078,78,Diana,Диана,120.6,2.07626073,1548.501284,MBA,DES=+2000078,1998-12-09-20-59-33,2000-01-01-00-00-00
a0000514,514,Armida,Армида,120.093,2.931845393,1946.640407,MBA,DES=+2000514,1998-09-01-08-09-28,2000-01-01-00-00-00
a0000150,150,Nuwa,Ньюва,119.128,2.615771065,1882.011064,MBA,DES=+2000150,1998-09-17-11-56-02,2000-01-01-00-00-00
a0000490,490,Veritas,Веритас,118.803,2.874576999,2063.380634,MBA,DES=+2000490,1998-08-03-03-42-59,2000-01-01-00-00-00
a0003317,3317,Paris,Париж,118.79,4.556492066,4357.593549,TJN,DES=+2003317,1997-01-06-14-26-21,2000-01-01-00-00-00
a0000074,74,Galatea,Галатея,118.71,2.125067704,1695.860796,MBA,DES=+2000074,1998-11-03-00-50-07,2000-01-01-00-00-00
a0001867,1867,Deiphobus,Дейфоб,118.22,4.899751338,4240.328735,TJN,DES=+2001867,1997-02-04-22-01-41,2000-01-01-00-00-00
a0001172,1172,Aneas,Эней,118.02,4.674157514,4354.717092,TJN,DES=+2001172,1997-01-07-07-41-52,2000-01-01-00-00-00
a0136204,136204,136204,136204,118,14.94801343,32841.01284,CEN,DES=+2136204,1990-01-01-00-00-00,2000-01-01-00-00-00
a0000141,141,Lumen,Люмен,117.916,2.091861334,1588.433378,MBA,DES=+2000141,1998-11-29-21-24-00,2000-01-01-00-00-00
a0001437,1437,Diomedes,Диомед,117.786,4.975294303,4333.055771,GRK,DES=+2001437,1997-01-12-17-39-57,2000-01-01-00-00-00
a0000081,81,Terpsichore,Терпсихора,117.727,2.252351689,1760.708375,MBA,DES=+2000081,1998-10-17-19-45-00,2000-01-01-00-00-00
a0000508,508,Princetonia,Принстония,117.241,3.1373414,2054.893161,MBA,DES=+2000508,1998-08-05-06-38-28,2000-01-01-00-00-00
a0000791,791,Ani,Ани,116.865,2.519697416,2016.986865,MBA,DES=+2000791,1998-08-14-18-04-44,2000-01-01-00-00-00
a0001093,1093,Freda,Фреда,116.73,2.279848776,2022.052394,MBA,DES=+2001093,1998-08-13-11-41-09,2000-01-01-00-00-00
