Feature_ID;Feature_Name;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;
9;Abbe;63.98;-57.58;174.77;-56.52;-58.63;176.74;172.81;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-132;
7027;Abbe H;25.13;-58.44;177.58;-58.03;-58.86;178.38;176.79;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-132;
7028;Abbe K;26.1;-59.82;176.86;-59.39;-60.25;177.71;176;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-132;
7029;Abbe M;28.61;-61.75;175.24;-61.27;-62.22;176.24;174.24;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-132;
10;Abbot;10.4;5.56;54.74;5.73;5.38;54.92;54.57;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-62;
12;Abel;137.35;-34.63;85.78;-32.54;-36.77;88.21;83.43;Planetocentric  +East  0 - 360;Europe;Norway;"Crater; craters";AA;LAC-116;
7030;Abel A;27.83;-36.31;85.8;-35.86;-36.77;86.37;85.23;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
7031;Abel B;41.55;-36.72;82.6;-36.04;-37.41;83.45;81.74;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
7032;Abel C;36.84;-36.13;81.41;-35.52;-36.73;82.16;80.66;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-115;
7033;Abel D;27.9;-37.67;86.45;-37.21;-38.13;87.04;85.87;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
7034;Abel E;14;-37.54;84.44;-37.3;-37.77;84.73;84.14;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
7035;Abel J;18.76;-36.2;79.87;-35.89;-36.51;80.25;79.49;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-115;
7036;Abel K;9.94;-34.69;77.46;-34.53;-34.86;77.66;77.26;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-115;
7037;Abel L;54.13;-34.55;82.39;-33.66;-35.45;83.48;81.32;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
7038;Abel M;91.01;-32.38;83.52;-30.88;-33.88;85.3;81.74;Planetocentric  +East  0 - 360;Europe;Norway;Satellite Feature;SF;LAC-116;
14;Abenezra;43.19;-20.99;11.89;-20.28;-21.71;12.65;11.13;Planetocentric  +East  0 - 360;Europe;Spain;"Crater; craters";AA;LAC-96;
7039;Abenezra A;22.19;-22.79;10.44;-22.43;-23.16;10.84;10.05;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7040;Abenezra B;13.77;-20.82;10.06;-20.59;-21.04;10.31;9.82;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7041;Abenezra C;43.69;-21.37;11.09;-20.65;-22.09;11.86;10.32;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7042;Abenezra D;7.25;-21.76;9.65;-21.64;-21.88;9.78;9.52;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-95;
7043;Abenezra E;14.11;-21.46;9.4;-21.23;-21.7;9.65;9.15;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-95;
7044;Abenezra F;6.3;-21.58;10.34;-21.48;-21.68;10.45;10.22;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7045;Abenezra G;4.92;-20.53;11;-20.45;-20.61;11.09;10.91;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7046;Abenezra H;4.72;-21.09;12.71;-21.01;-21.16;12.79;12.63;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7047;Abenezra J;4.26;-19.92;10.69;-19.85;-19.99;10.76;10.61;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-96;
7048;Abenezra P;39.27;-20.02;9.85;-19.37;-20.66;10.54;9.16;Planetocentric  +East  0 - 360;Europe;Spain;Satellite Feature;SF;LAC-95;
16;Abetti;1.6;20.11;27.82;20.14;20.09;27.84;27.79;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-42;
23;Abulfeda;62.23;-13.87;13.91;-12.84;-14.89;14.97;12.85;Planetocentric  +East  0 - 360;Asia;Syria;"Crater; craters";AA;LAC-78;
7051;Abulfeda A;13.26;-16.43;10.75;-16.21;-16.65;10.98;10.53;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-96;
7052;Abulfeda B;15.49;-14.51;16.37;-14.25;-14.76;16.63;16.11;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7053;Abulfeda BA;13.99;-14.69;16.8;-14.49;-14.9;17.03;16.56;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7054;Abulfeda C;16.43;-12.79;10.83;-12.52;-13.06;11.11;10.55;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7055;Abulfeda D;19.68;-13.25;9.46;-12.92;-13.57;9.79;9.13;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-77;
7056;Abulfeda E;5.55;-16.76;10.14;-16.67;-16.85;10.23;10.04;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-96;
7057;Abulfeda F;17.47;-16.19;13.07;-15.93;-16.44;13.36;12.78;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-96;
7058;Abulfeda G;6.31;-13.1;8.94;-13.01;-13.19;9.03;8.84;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-77;
7059;Abulfeda H;4.22;-13.84;9.56;-13.77;-13.9;9.63;9.49;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-77;
7060;Abulfeda J;4.07;-15.49;10.03;-15.42;-15.55;10.1;9.96;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7061;Abulfeda K;9.93;-14.92;10.58;-14.76;-15.08;10.75;10.41;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7062;Abulfeda L;4.95;-14.09;10.67;-14.01;-14.17;10.76;10.59;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7063;Abulfeda M;10.05;-16.23;12.06;-16.1;-16.37;12.23;11.9;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-96;
7064;Abulfeda N;13.07;-15.14;12.2;-14.93;-15.36;12.42;11.98;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7065;Abulfeda O;6.6;-15.47;11.16;-15.36;-15.58;11.27;11.05;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7066;Abulfeda P;4.59;-15.5;11.54;-15.42;-15.57;11.62;11.47;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7067;Abulfeda Q;3.51;-12.86;12.22;-12.8;-12.92;12.28;12.16;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7068;Abulfeda R;6.34;-12.79;12.97;-12.68;-12.89;13.07;12.86;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7069;Abulfeda S;5.28;-12.28;13.3;-12.19;-12.37;13.4;13.22;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7070;Abulfeda T;6.16;-14.86;13.71;-14.76;-14.96;13.82;13.61;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7071;Abulfeda U;5.82;-12.97;13.8;-12.88;-13.07;13.89;13.7;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7072;Abulfeda W;5.42;-12.55;13.85;-12.46;-12.64;13.94;13.76;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7073;Abulfeda X;5.8;-15.01;13.99;-14.92;-15.11;14.09;13.9;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7074;Abulfeda Y;4.63;-12.76;14.05;-12.68;-12.83;14.13;13.97;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
7075;Abulfeda Z;5.66;-14.73;15.18;-14.64;-14.82;15.27;15.08;Planetocentric  +East  0 - 360;Asia;Syria;Satellite Feature;SF;LAC-78;
22;Abul Wafa;54.18;0.96;116.63;1.86;0.07;117.52;115.74;Planetocentric  +East  0 - 360;Asia;Persian;"Crater; craters";AA;LAC-65;
7049;Abul Wafa A;14.98;1.4;116.86;1.64;1.15;117.11;116.61;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-65;
7050;Abul Wafa Q;31.04;0.14;115.88;0.66;-0.37;116.4;115.37;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-65;
40;Acosta;13.06;-5.65;60.14;-5.43;-5.86;60.36;59.92;Planetocentric  +East  0 - 360;Europe;Portugal;"Crater; craters";AA;LAC-80;
47;Adams;63.27;-31.89;68.39;-30.85;-32.93;69.62;67.16;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-98;
7076;Adams B;31.33;-31.54;65.7;-31.05;-31.98;66.31;65.1;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-98;
7077;Adams C;11.12;-32.35;65.54;-32.17;-32.53;65.76;65.32;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-115;
7078;Adams D;46.26;-32.41;71.45;-31.64;-33.17;72.35;70.55;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-115;
7079;Adams M;25.23;-34.73;69.33;-34.32;-35.15;69.84;68.83;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-115;
7080;Adams P;25.43;-35.15;70.91;-34.73;-35.56;71.42;70.4;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-115;
14523;Aepinus;16.74;87.96;250.31;88.23;87.68;258.09;242.54;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-1;
82;Agatharchides;51.98;-19.85;328.89;-19;-20.71;329.8;327.97;Planetocentric  +East  0 - 360;Europe;Greek;"Crater; craters";AA;LAC-93;
7081;Agatharchides A;15.68;-23.27;331.54;-23.01;-23.53;331.82;331.26;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7082;Agatharchides B;6.97;-21.52;328.29;-21.41;-21.64;328.41;328.17;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7083;Agatharchides C;11.46;-22.06;327.06;-21.87;-22.24;327.26;326.85;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7084;Agatharchides E;15.27;-20.74;326.81;-20.49;-20.99;327.12;326.59;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7085;Agatharchides F;5.89;-20.26;328.14;-20.16;-20.35;328.25;328.04;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7086;Agatharchides G;5.96;-20.17;333.16;-20.07;-20.27;333.26;333.05;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7087;Agatharchides H;15.97;-20.41;326.05;-20.15;-20.67;326.34;325.77;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7088;Agatharchides J;13.04;-21.62;327.39;-21.41;-21.84;327.63;327.16;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7089;Agatharchides K;13.35;-21.08;332.47;-20.86;-21.3;332.7;332.23;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7090;Agatharchides L;7.99;-21.12;333.21;-20.99;-21.25;333.35;333.07;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7091;Agatharchides N;21.65;-21.09;330.28;-20.73;-21.45;330.67;329.9;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7092;Agatharchides O;4.65;-19.24;333.29;-19.16;-19.31;333.37;333.21;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7093;Agatharchides P;65.98;-20.3;331.23;-19.21;-21.39;332.39;330.07;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
7094;Agatharchides R;5.11;-18.36;329.15;-18.28;-18.44;329.24;329.07;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7095;Agatharchides S;3.06;-17.75;329.41;-17.7;-17.8;329.46;329.36;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-93;
7096;Agatharchides T;5.62;-18.32;332.2;-18.23;-18.42;332.3;332.1;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-94;
92;Agrippa;43.75;4.1;10.47;4.82;3.38;11.2;9.75;Planetocentric  +East  0 - 360;Europe;Greek;"Crater; craters";AA;LAC-60;
7097;Agrippa B;4.01;6.2;9.46;6.26;6.13;9.52;9.39;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-59;
7098;Agrippa D;21.36;3.77;6.72;4.15;3.44;7.09;6.38;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-59;
7099;Agrippa E;5;5.16;8.44;5.24;5.08;8.53;8.36;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-59;
7100;Agrippa F;5.35;4.3;11.37;4.39;4.21;11.46;11.28;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-60;
7101;Agrippa G;13.24;3.91;6.16;4.13;3.69;6.38;5.94;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-59;
7102;Agrippa H;4.86;4.75;10.7;4.83;4.67;10.78;10.62;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-60;
7103;Agrippa S;31.71;5.28;8.89;5.8;4.76;9.42;8.37;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-59;
113;Airy;38.9;-18.14;5.61;-17.5;-18.78;6.29;4.94;Planetocentric  +East  0 - 360;Europe;Great Britain;"Crater; craters";AA;LAC-95;
7104;Airy A;12.19;-17.05;7.64;-16.84;-17.25;7.85;7.43;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7105;Airy B;27.26;-17.67;8.46;-17.22;-18.12;8.93;7.98;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7106;Airy C;30.49;-19.25;4.77;-18.85;-19.64;5.3;4.25;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7107;Airy D;6.61;-18.13;8.34;-18.03;-18.24;8.45;8.22;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7108;Airy E;38.04;-20.75;7.55;-20.12;-21.38;8.22;6.88;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7109;Airy F;4.84;-18.2;7.26;-18.12;-18.28;7.35;7.18;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7110;Airy G;25.32;-18.7;6.96;-18.28;-19.11;7.4;6.51;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7111;Airy H;9.31;-18.74;5.69;-18.58;-18.89;5.85;5.53;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7112;Airy J;3.93;-19.05;6.08;-18.99;-19.12;6.15;6.02;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7113;Airy L;6.02;-20.47;7.54;-20.37;-20.57;7.65;7.43;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7114;Airy M;0.85;-19.15;7.56;-19.13;-19.16;7.58;7.55;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7115;Airy N;7.95;-17.85;8.18;-17.72;-17.98;8.31;8.04;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7116;Airy O;4.53;-16.75;8.35;-16.68;-16.83;8.43;8.27;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7117;Airy P;6.64;-15.88;8.35;-15.77;-15.99;8.46;8.24;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-77;
7118;Airy R;6.34;-19.6;8.78;-19.5;-19.71;8.89;8.67;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7119;Airy S;5.31;-17.28;9.39;-17.19;-17.36;9.48;9.3;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7120;Airy T;36.92;-19.27;9.38;-18.67;-19.88;10.03;8.74;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7121;Airy V;4.43;-17.5;9.14;-17.42;-17.57;9.21;9.06;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-95;
7122;Airy X;3.87;-18.95;10.12;-18.88;-19.01;10.19;10.05;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-96;
119;Aitken;129.69;-16.44;172.96;-14.3;-18.58;175.19;170.73;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-104;
7123;Aitken A;12.94;-13.87;173.46;-13.65;-14.08;173.68;173.24;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-86;
7124;Aitken C;65.61;-13.76;175.57;-12.68;-14.84;176.69;174.46;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-86;
7125;Aitken G;6.05;-16.71;173.99;-16.61;-16.81;174.1;173.89;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-104;
7126;Aitken N;7.15;-17.63;172.74;-17.51;-17.75;172.86;172.61;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-104;
7127;Aitken Y;35.72;-11.93;172.92;-11.4;-12.46;173.52;172.32;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-86;
7128;Aitken Z;32.06;-14.89;173.21;-14.36;-15.42;173.75;172.66;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-86;
133;Akis;2.28;20.01;328.24;20.05;19.97;328.28;328.2;Planetocentric  +East  0 - 360;Europe;Greek;"Crater; craters";AA;LAC-39;
156;Alan;1.44;-10.93;353.83;-10.91;-10.96;353.85;353.8;Planetocentric  +East  0 - 360;Europe;Ireland;"Crater; craters";AA;LAC-77;
145;Al Bakri;12.21;14.34;20.25;14.54;14.13;20.45;20.04;Planetocentric  +East  0 - 360;Europe;Spain;"Crater; craters";AA;LAC-60;
162;Albategnius;130.84;-11.24;4.01;-9.09;-13.41;6.2;1.8;Planetocentric  +East  0 - 360;Asia;Iraq;"Crater; craters";AA;LAC-77;
7138;Albategnius A;6.79;-9.34;3.03;-9.23;-9.45;3.14;2.92;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7139;Albategnius B;18.98;-10.07;4.03;-9.76;-10.39;4.31;3.75;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7140;Albategnius C;5.66;-10.33;3.71;-10.24;-10.42;3.8;3.61;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7141;Albategnius D;8.35;-11.36;7.14;-11.22;-11.49;7.28;7;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7142;Albategnius E;12.67;-12.95;6.38;-12.74;-13.15;6.6;6.17;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7143;Albategnius G;13.79;-9.46;1.89;-9.24;-9.69;2.12;1.65;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7144;Albategnius H;11.77;-9.66;5.16;-9.47;-9.86;5.36;4.96;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7145;Albategnius J;5.97;-11.14;6.19;-11.04;-11.24;6.29;6.09;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7146;Albategnius K;10.31;-9.9;2;-9.73;-10.07;2.17;1.83;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7147;Albategnius L;7.45;-12.08;6.31;-11.96;-12.21;6.44;6.19;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7148;Albategnius M;8.07;-8.92;4.16;-8.78;-9.05;4.29;4.02;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7149;Albategnius N;8.61;-9.89;4.54;-9.75;-10.04;4.68;4.39;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7150;Albategnius O;4.54;-13.62;4.43;-13.55;-13.69;4.5;4.35;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7151;Albategnius P;4.01;-13.02;4.49;-12.95;-13.08;4.55;4.42;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7152;Albategnius S;5.91;-13.35;6.05;-13.25;-13.44;6.15;5.95;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
7153;Albategnius T;9.61;-12.66;6.06;-12.5;-12.82;6.23;5.9;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-77;
15003;Albert;0.1;38.3;325;38.3;38.3;325;325;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-24;
146;Al Biruni;80.41;18.07;92.62;19.4;16.75;94.01;91.22;Planetocentric  +East  0 - 360;Asia;Persian;"Crater; craters";AA;LAC-46;
7129;Al Biruni C;9.53;18.42;93.06;18.58;18.26;93.22;92.89;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-46;
170;Alden;111.44;-23.51;111.11;-21.67;-25.35;113.12;109.11;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-101;
7154;Alden B;15.1;-20.6;113.11;-20.35;-20.85;113.38;112.84;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-101;
7155;Alden C;56.81;-22.69;111.74;-21.75;-23.62;112.76;110.73;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-101;
7156;Alden E;26.37;-23.42;112.81;-22.96;-23.83;113.2;112.4;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-101;
7157;Alden V;20.89;-22.7;110.46;-22.37;-23.04;110.74;110.19;Planetocentric  +East  0 - 360;North America;American;Satellite Feature;SF;LAC-101;
171;Alder;82.12;-48.63;182.12;-47.31;-49.94;184.15;180.08;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-132;
7158;Alder E;18.63;-47.97;186.5;-47.66;-48.28;186.95;186.04;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-120;
172;Aldrin;2.8;1.41;22.09;1.45;1.36;22.14;22.04;Planetocentric  +East  0 - 360;North America;American;"Crater; craters";AA;LAC-60;
174;Alekhin;74.82;-67.94;228.15;-66.71;-69.18;231.43;224.86;Planetocentric  +East  0 - 360;Europe;Soviet;"Crater; craters";AA;LAC-142;
7159;Alekhin E;39.6;-66.96;235.42;-66.31;-67.62;237.09;233.75;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-143;
177;Alexander;94.8;40.25;13.69;41.51;38.99;15.74;11.65;Planetocentric  +East  0 - 360;Europe;Greek;"Crater; craters";AA;LAC-26;
7160;Alexander A;3.99;40.78;14.94;40.85;40.72;15.02;14.85;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-26;
7161;Alexander B;3.89;40.28;15.14;40.34;40.21;15.22;15.06;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-26;
7162;Alexander C;4.23;38.52;14.95;38.59;38.45;15.04;14.86;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-26;
7163;Alexander K;3.95;40.52;19.35;40.59;40.46;19.43;19.27;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-26;
181;Alfraganus;20.52;-5.42;18.97;-5.08;-5.76;19.31;18.63;Planetocentric  +East  0 - 360;Asia;Persian;"Crater; craters";AA;LAC-78;
7164;Alfraganus A;13.87;-3.05;20.32;-2.82;-3.27;20.55;20.09;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7165;Alfraganus C;10.3;-6.13;18.09;-5.96;-6.3;18.26;17.92;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7166;Alfraganus D;8.29;-4.05;20.14;-3.91;-4.19;20.28;20;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7167;Alfraganus E;3.85;-4.62;19;-4.55;-4.68;19.07;18.94;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7168;Alfraganus F;8.64;-3.54;20.84;-3.39;-3.68;20.98;20.7;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7169;Alfraganus G;5.74;-2.67;21.23;-2.58;-2.77;21.33;21.14;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7170;Alfraganus H;12;-4.36;19.16;-4.17;-4.56;19.36;18.96;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7171;Alfraganus K;2.95;-5.25;19.54;-5.21;-5.3;19.59;19.49;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
7172;Alfraganus M;3.16;-5.66;19.56;-5.61;-5.71;19.62;19.51;Planetocentric  +East  0 - 360;Asia;Persian;Satellite Feature;SF;LAC-78;
183;Alhazen;34.65;15.91;71.83;16.49;15.34;72.42;71.23;Planetocentric  +East  0 - 360;Asia;Iraq;"Crater; craters";AA;LAC-63;
7173;Alhazen A;16.14;16.17;74.3;16.43;15.9;74.58;74.03;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-45;
7174;Alhazen D;34.23;19.68;75.17;20.15;19.21;75.77;74.58;Planetocentric  +East  0 - 360;Asia;Iraq;Satellite Feature;SF;LAC-45;
185;Aliacensis;79.65;-30.6;5.13;-29.28;-31.91;6.66;3.6;Planetocentric  +East  0 - 360;Europe;France;"Crater; craters";AA;LAC-95;
7175;Aliacensis A;13.61;-29.71;7.39;-29.48;-29.93;7.65;7.13;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-95;
