Feature_ID;Feature_Name;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;
11069;Mairan C;6.35;38.64;313.9;38.74;38.53;314.03;313.77;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11070;Mairan D;10.04;41;314.46;41.16;40.83;314.68;314.25;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11071;Mairan E;5.62;37.81;322.76;37.91;37.72;322.88;322.64;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-24;
11072;Mairan F;8.4;40.31;314.83;40.45;40.17;315.01;314.65;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11073;Mairan G;5.61;40.9;309.17;41;40.81;309.3;309.05;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11074;Mairan H;4.53;39.31;319.94;39.38;39.23;320.03;319.84;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11075;Mairan K;5.99;40.83;318.9;40.93;40.73;319.03;318.77;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11076;Mairan L;5.98;39.07;316.78;39.17;38.98;316.9;316.65;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11077;Mairan N;5.9;39.19;314.41;39.29;39.09;314.53;314.28;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11078;Mairan T;2.98;41.79;311.61;41.84;41.74;311.67;311.54;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
11079;Mairan Y;5.71;42.8;315.86;42.89;42.7;315.99;315.74;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-23;
3602;Maksutov;83.84;-40.75;191.35;-39.36;-42.13;193.17;189.52;Planetocentric  +East  0 - 360;Europe;Soviet;"Crater; craters";AA;LAC-120;
11080;Maksutov U;20.82;-40.3;188.99;-39.95;-40.64;189.44;188.54;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-120;
3603;Malapert;72.38;-85;11.4;-83.97;-85.99;23.78;1.09;Planetocentric  +East  0 - 360;Europe;Belgium;"Crater; craters";AA;LAC-144;
11081;Malapert A;33.33;-80.18;356.21;-79.66;-80.71;358.51;353.85;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-144;
11082;Malapert B;32.72;-78.79;357.07;-78.25;-79.33;359.85;354.3;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-137;
11083;Malapert C;38.99;-80.98;10.08;-80.34;-81.62;14.19;5.98;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-144;
11084;Malapert E;19.47;-83.94;19.83;-83.62;-84.26;22.51;17.18;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-144;
11085;Malapert F;11.41;-81.53;14.73;-81.34;-81.71;16;13.45;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-144;
11086;Malapert K;39.16;-78.7;6.37;-78.11;-79.3;9.55;3.23;Planetocentric  +East  0 - 360;Europe;Belgium;Satellite Feature;SF;LAC-137;
15242;Malinkin;8.28;-87.22;75.94;-87.08;-87.36;78.75;73.12;Planetocentric  +East  0 - 360;Europe;Russia;"Crater; craters";AA;LAC-144;
3610;Mallet;58.92;-45.41;54.05;-44.54;-46.49;55.45;52.67;Planetocentric  +East  0 - 360;Europe;Ireland;"Crater; craters";AA;LAC-114;
11087;Mallet A;28.19;-45.99;53.98;-45.52;-46.45;54.65;53.31;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11088;Mallet B;32.04;-46.71;52.17;-46.18;-47.23;52.94;51.4;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11089;Mallet C;34.78;-44.02;53.9;-43.48;-44.56;54.55;53.25;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11090;Mallet D;41.25;-46.09;56.9;-45.41;-46.77;57.88;55.92;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11091;Mallet E;4.49;-45.07;54.33;-44.99;-45.14;54.44;54.23;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11092;Mallet J;55.87;-48.79;55.99;-48.06;-49.51;57.38;54.59;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-128;
11093;Mallet K;42.67;-47.62;57.15;-46.92;-48.33;58.19;56.11;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
11094;Mallet L;13.03;-47.83;55.48;-47.61;-48.04;55.8;55.16;Planetocentric  +East  0 - 360;Europe;Ireland;Satellite Feature;SF;LAC-114;
3613;Malyy;41.29;22.03;105.56;22.71;21.35;106.29;104.82;Planetocentric  +East  0 - 360;Europe;Soviet;"Crater; craters";AA;LAC-46;
11095;Malyy G;29.22;21.72;107.11;22.2;21.24;107.63;106.59;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-46;
11096;Malyy K;14.75;19.73;107.26;19.97;19.49;107.52;107;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-46;
11097;Malyy L;13.44;20.01;106.39;20.24;19.79;106.63;106.15;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-46;
3625;Mandel shtam;181.89;5.7;162.39;8.7;2.7;165.4;159.37;Planetocentric  +East  0 - 360;Europe;Soviet;"Crater; craters";AA;LAC-67;
14116;Mandel shtam A;61.94;5.68;162.38;6.7;4.66;163.4;161.35;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14117;Mandel shtam F;15.39;5.1;166.11;5.35;4.85;166.36;165.85;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14118;Mandel shtam G;28.56;4.42;166.33;4.89;3.95;166.8;165.85;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14119;Mandel shtam N;25.28;3.25;161.56;3.66;2.83;161.98;161.15;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14120;Mandel shtam Q;19.68;2.31;158.73;2.63;1.99;159.06;158.41;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14121;Mandel shtam R;54.02;4.4;159.79;5.3;3.51;160.69;158.9;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14122;Mandel shtam T;36.22;5.55;160.41;6.15;4.95;161.01;159.8;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14123;Mandel shtam Y;32.48;9.09;161.68;9.63;8.56;162.22;161.13;Planetocentric  +East  0 - 360;Europe;Soviet;Satellite Feature;SF;LAC-67;
14137;M.  Anderson;16.94;-41.21;211.01;-40.93;-41.49;211.38;210.64;Planetocentric  +East  0 - 360;North America;United States;"Crater; craters";AA;LAC-121;
3631;Manilius;38.34;14.45;9.07;15.05;13.86;9.71;8.43;Planetocentric  +East  0 - 360;Europe;Roman;"Crater; craters";AA;LAC-59;
11098;Manilius B;5.55;16.61;7.28;16.7;16.52;7.38;7.19;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-41;
11099;Manilius C;6.94;12.07;10.34;12.19;11.96;10.45;10.22;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11100;Manilius D;4.72;13.24;6.99;13.31;13.16;7.07;6.91;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-59;
11101;Manilius E;48.37;18.38;6.35;19.12;17.64;7.03;5.67;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-41;
11102;Manilius G;4.7;15.47;9.76;15.55;15.39;9.84;9.68;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-59;
11103;Manilius H;3.08;17.8;8.63;17.85;17.75;8.68;8.57;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-41;
11104;Manilius K;3.34;11.96;11.18;12.02;11.91;11.23;11.12;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11105;Manilius T;2.67;13.35;10.62;13.39;13.31;10.67;10.58;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11106;Manilius U;2.51;13.74;10.81;13.78;13.7;10.85;10.77;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11107;Manilius W;3.83;13.41;12.9;13.47;13.35;12.97;12.84;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11108;Manilius X;2.04;14.43;13.35;14.46;14.4;13.39;13.32;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-60;
11109;Manilius Z;2.97;16.4;11.69;16.45;16.35;11.74;11.64;Planetocentric  +East  0 - 360;Europe;Roman;Satellite Feature;SF;LAC-42;
3633;Manners;15.05;4.57;19.99;4.82;4.32;20.24;19.75;Planetocentric  +East  0 - 360;Europe;Great Britain;"Crater; craters";AA;LAC-60;
11110;Manners A;3.18;4.64;19.11;4.7;4.59;19.16;19.05;Planetocentric  +East  0 - 360;Europe;Great Britain;Satellite Feature;SF;LAC-60;
3644;Manuel;0.57;24.47;11.36;24.48;24.46;11.37;11.35;Planetocentric  +East  0 - 360;Europe;Spain;"Crater; craters";AA;LAC-42;
3646;Manzinus;95.97;-67.51;26.37;-65.94;-69.08;30.32;22.45;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-138;
11111;Manzinus A;19.75;-68.51;27.45;-68.18;-68.84;28.33;26.55;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11112;Manzinus B;27.71;-63.7;21.12;-63.24;-64.16;22.15;20.09;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-127;
11113;Manzinus C;24.2;-69.99;21.68;-69.59;-70.39;22.85;20.52;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11114;Manzinus D;32.86;-69.38;24.21;-68.84;-69.93;25.75;22.67;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11115;Manzinus E;18.14;-68.98;25.15;-68.68;-69.28;25.98;24.31;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11116;Manzinus F;17.4;-64.08;19.64;-63.8;-64.37;20.3;18.98;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11117;Manzinus G;16.41;-69.64;25.77;-69.37;-69.91;26.55;24.99;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11118;Manzinus H;17.94;-68.64;19.14;-68.35;-68.93;19.72;18.56;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11119;Manzinus J;11.38;-66.4;23.41;-66.21;-66.59;23.88;22.94;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11120;Manzinus K;12.29;-63.35;20.28;-63.15;-63.55;20.73;19.83;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-127;
11121;Manzinus L;17.15;-64.44;22.63;-64.15;-64.72;23.29;21.98;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11122;Manzinus M;6.57;-63.54;22.7;-63.43;-63.65;22.94;22.46;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-127;
11123;Manzinus N;9.45;-69.98;27.47;-69.83;-70.14;27.93;27.02;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11124;Manzinus O;6.08;-65;25.06;-64.9;-65.1;25.29;24.82;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11125;Manzinus P;5.8;-67.93;29.33;-67.83;-68.02;29.59;29.08;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11126;Manzinus R;15.34;-65.92;29.85;-65.67;-66.17;30.47;29.23;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11127;Manzinus S;10.88;-66.46;27.29;-66.29;-66.64;27.74;26.84;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11128;Manzinus T;19.53;-67.6;32.79;-67.28;-67.92;33.64;31.95;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
11129;Manzinus U;20.72;-68.65;34.4;-68.31;-68.99;35.34;33.46;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-138;
3650;Maraldi;39.62;19.36;34.8;20.01;18.71;35.49;34.1;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-43;
11130;Maraldi A;7.4;20.02;36.3;20.14;19.9;36.43;36.17;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11131;Maraldi D;66.49;16.74;36.08;17.84;15.65;37.22;34.93;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11132;Maraldi E;31.82;17.87;35.76;18.39;17.34;36.31;35.2;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11133;Maraldi F;18.36;19.19;35.85;19.49;18.89;36.17;35.53;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11134;Maraldi N;4.5;18.37;36.88;18.44;18.29;36.95;36.8;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11135;Maraldi R;4.89;20.32;33.19;20.4;20.24;33.28;33.1;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-43;
11136;Maraldi W;4.22;13.17;36.09;13.22;13.13;36.16;36.02;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-61;
3657;Marci;24.47;22.23;192.43;22.63;21.82;192.86;191.99;Planetocentric  +East  0 - 360;Europe;Czechoslovakia;"Crater; craters";AA;LAC-51;
11137;Marci B;28.11;24.51;193.26;24.97;24.04;193.77;192.75;Planetocentric  +East  0 - 360;Europe;Czechoslovakia;Satellite Feature;SF;LAC-51;
11138;Marci C;25.21;23.63;193.96;24.05;23.22;194.41;193.5;Planetocentric  +East  0 - 360;Europe;Czechoslovakia;Satellite Feature;SF;LAC-51;
3659;Marconi;72.88;-9.48;145.2;-8.28;-10.68;146.42;143.98;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-84;
11153;Marconi C;9.72;-8.34;146.91;-8.18;-8.5;147.07;146.75;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-84;
11154;Marconi H;41.42;-10.78;147.59;-10.1;-11.46;148.29;146.89;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-84;
11155;Marconi L;36.21;-11.67;145.33;-11.07;-12.27;145.94;144.72;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-84;
11156;Marconi S;16.78;-9.91;143.19;-9.66;-10.17;143.44;142.94;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-84;
3658;Marco Polo;28.25;15.52;357.95;15.99;15.06;358.36;357.54;Planetocentric  +East  0 - 360;Europe;Italy;"Crater; craters";AA;LAC-59;
11139;Marco Polo A;6.38;14.9;358.04;15;14.79;358.15;357.93;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
11140;Marco Polo B;6.36;17.18;358.12;17.28;17.07;358.23;358.01;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11141;Marco Polo C;6.33;14.03;354.99;14.13;13.92;355.1;354.88;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
11142;Marco Polo D;5.81;14.93;356.21;15.03;14.83;356.31;356.11;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
11143;Marco Polo F;3.71;15.73;355.47;15.8;15.67;355.53;355.41;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
11144;Marco Polo G;4.42;16.72;358.07;16.79;16.65;358.14;357.99;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11145;Marco Polo H;5.66;17.81;358.31;17.9;17.71;358.41;358.21;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11146;Marco Polo J;4.43;17.9;358.73;17.97;17.83;358.8;358.65;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11147;Marco Polo K;9.49;18.13;358.5;18.28;17.97;358.66;358.33;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11148;Marco Polo L;18.47;14.82;354.98;15.13;14.52;355.3;354.67;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
11149;Marco Polo M;38.1;17.54;358.88;18.17;16.91;359.53;358.22;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11150;Marco Polo P;28.06;16.97;359.68;17.43;16.5;0.18;359.2;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11151;Marco Polo S;22.05;17.76;0.01;18.13;17.4;360.29;359.72;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-41;
11152;Marco Polo T;2.73;13.63;358.98;13.67;13.58;359.03;358.94;Planetocentric  +East  0 - 360;Europe;Italy;Satellite Feature;SF;LAC-59;
3664;Mare Anguis;145.99;22.43;67.58;24.74;20.15;69.95;65.7;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-44;
3665;Mare Australe;996.84;-47.77;91.99;-31.84;-64.2;113.36;70.43;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-116;
3670;Mare Cognitum;350.01;-10.53;337.69;-5.9;-13.92;343.55;331.9;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-76;
3671;Mare Crisium;555.92;16.18;59.1;24.53;9.69;68.53;49.51;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-44;
3673;Mare Fecunditatis;840.35;-7.83;53.67;6.11;-21.7;63.34;40.77;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-80;
3674;Mare Frigoris;1446.41;57.59;359.99;64.38;49.08;398.03;316.86;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-12;
3676;Mare Humboldtianum;230.78;56.92;81.54;60.02;53.65;88.49;74.75;Planetocentric  +East  0 - 360;Europe;Germany;"Mare; maria";ME;LAC-15;
3677;Mare Humorum;419.67;-24.48;321.43;-18.44;-31.06;329.39;314.17;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-93;
3678;Mare Imbrium;1145.53;34.72;345.09;51.46;15.23;368.56;321.64;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-24;
3679;Mare Ingenii;282.2;-33.25;164.83;-28.54;-37.42;169.85;158.55;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-119;
3680;Mare Insularum;511.93;7.79;329.36;16.35;-0.6;337.85;320.8;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-57;
3681;Mare Marginis;357.63;12.7;86.52;18.59;9.81;93.35;81.15;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-63;
3682;Mare Moscoviense;275.57;27.28;148.12;31.5;22.95;153.26;143.41;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-48;
3683;Mare Nectaris;339.39;-15.19;34.6;-9.9;-21.06;39.68;28.75;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-79;
3684;Mare Nubium;714.5;-20.59;342.71;-11.85;-30.48;354.55;330.73;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-94;
3685;Mare Orientale;294.16;-19.87;265.33;-15.23;-24.39;270.26;260.04;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-108;
3686;Mare Serenitatis;674.28;27.29;18.36;37.81;16.13;29.92;6.59;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-42;
3689;Mare Smythii;373.97;-1.71;87.05;4.5;-7.46;92.72;80.94;Planetocentric  +East  0 - 360;Europe;Great Britain;"Mare; maria";ME;LAC-81;
3690;Mare Spumans;143.13;1.3;65.3;3.72;-1.06;66.73;63.61;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-62;
3691;Mare Tranquillitatis;875.75;8.35;30.83;19.37;-4.05;45.49;16.92;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-61;
3693;Mare Undarum;244.84;7.49;68.66;10.24;3.61;72.49;65.24;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-62;
3694;Mare Vaporum;242.46;13.2;4.09;16.91;9.39;368.73;359.59;Planetocentric  +East  0 - 360;Europe;Latin;"Mare; maria";ME;LAC-59;
3712;Marinus;56.55;-39.38;76.57;-38.44;-40.31;77.78;75.37;Planetocentric  +East  0 - 360;Europe;Greek;"Crater; craters";AA;LAC-115;
11157;Marinus A;25.24;-39.92;73.27;-39.5;-40.33;73.81;72.73;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11158;Marinus B;58.24;-39.67;74.62;-38.71;-40.63;75.87;73.38;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11159;Marinus C;37.4;-38.05;73.47;-37.43;-38.67;74.26;72.69;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11161;Marinus E;17.52;-36.28;76.82;-35.99;-36.57;77.18;76.46;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11162;Marinus F;18.96;-41.4;74.88;-41.08;-41.71;75.3;74.47;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11163;Marinus G;23.38;-40.44;76.59;-40.1;-40.78;77.1;76.08;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11164;Marinus H;17.08;-40.2;77.68;-39.92;-40.48;78.04;77.31;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11165;Marinus J;9.11;-39.62;70.97;-39.47;-39.77;71.16;70.77;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11166;Marinus M;28.39;-37.44;80.77;-36.97;-37.91;81.36;80.18;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11167;Marinus N;17.88;-37.51;77.84;-37.22;-37.79;78.15;77.53;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
11168;Marinus R;44.12;-38.02;75.48;-37.29;-38.75;76.41;74.56;Planetocentric  +East  0 - 360;Europe;Greek;Satellite Feature;SF;LAC-115;
3713;Mariotte;70.27;-28.46;220.94;-27.36;-29.55;221.93;219.95;Planetocentric  +East  0 - 360;Europe;France;"Crater; craters";AA;LAC-106;
11169;Mariotte P;39.43;-29.88;219.91;-29.48;-30.29;220.66;219.18;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-106;
11170;Mariotte R;33.39;-30.18;218.02;-29.63;-30.73;218.65;217.38;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-106;
11171;Mariotte U;34.52;-28.12;216.81;-27.56;-28.69;217.46;216.17;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-106;
11172;Mariotte X;19.59;-25.38;219.41;-25.06;-25.7;219.77;219.05;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-106;
11174;Mariotte Z;49.15;-22.85;220.3;-22.04;-23.67;221.18;219.42;Planetocentric  +East  0 - 360;Europe;France;Satellite Feature;SF;LAC-106;
3715;Marius;40.09;11.9;309.16;12.56;11.24;309.84;308.49;Planetocentric  +East  0 - 360;Europe;Germany;"Crater; craters";AA;LAC-56;
11175;Marius A;15.23;12.6;313.96;12.85;12.34;314.21;313.7;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11176;Marius B;11.11;16.33;312.65;16.51;16.15;312.84;312.46;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-39;
11177;Marius C;11.08;13.98;312.36;14.16;13.79;312.54;312.17;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11178;Marius D;8.72;11.4;314.93;11.55;11.26;315.08;314.79;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11179;Marius E;5.55;12.13;307.27;12.22;12.04;307.37;307.18;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11180;Marius F;5.53;12.11;314.7;12.2;12.02;314.79;314.61;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11181;Marius G;3.34;12.09;309.4;12.15;12.04;309.46;309.35;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11182;Marius H;4.69;11.32;309.61;11.4;11.25;309.69;309.53;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11183;Marius J;2.98;10.45;313.09;10.5;10.4;313.14;313.04;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11184;Marius K;3.61;9.4;309.3;9.46;9.34;309.35;309.25;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11185;Marius L;6.93;15.88;304.3;15.99;15.77;304.4;304.19;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11186;Marius M;6.41;17.38;304.99;17.49;17.27;305.1;304.87;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-38;
11187;Marius N;3.99;18.72;305.26;18.79;18.66;305.33;305.19;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-38;
11188;Marius P;3.94;17.9;308.66;17.96;17.83;308.73;308.59;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-38;
11189;Marius Q;4.89;16.5;303.72;16.58;16.42;303.81;303.64;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-38;
11190;Marius R;4.81;13.64;309.69;13.72;13.56;309.75;309.62;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-56;
11191;Marius S;6.34;13.81;312.87;13.92;13.71;312.98;312.76;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11192;Marius U;2.3;9.56;312.3;9.6;9.52;312.34;312.27;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
11193;Marius V;1.63;9.87;311.69;9.9;9.84;311.72;311.66;Planetocentric  +East  0 - 360;Europe;Germany;Satellite Feature;SF;LAC-57;
