# StarID X Y Z
19170 51.38795 95.79584 -66.09845
23287 4.33871 16.55618 -38.02731
28640 -1.90606 113.88984 66.21284
39934 -18.03821 28.09077 124.29502
81131 -48.82658 -129.14565 -25.75671
102757 70.07264 -74.33489 4.37091
107522 76.95073 -48.46592 50.12816
