# StarID X Y Z
13731 54.18283 52.86203 0.59164
13734 89.69216 87.53854 -71.93799
13748 31.83899 31.12331 -19.69505
13755 62.33939 61.01728 -68.622
13787 63.27092 62.12294 93.96756
13813 26.87063 26.46612 -31.99074
13838 80.42007 79.48648 -8.32086
13840 69.63362 68.84904 -4.75966
13845 54.61834 54.03088 63.69945
13849 63.05238 62.38924 -15.28395
13850 29.88499 29.57266 -86.47488
13858 93.03709 92.13549 51.88914
13880 59.27208 58.866 32.63756
13913 75.60256 75.36431 -68.02606
13966 29.97713 30.04935 113.53759
13987 86.12794 86.52353 39.67915
14017 74.67494 75.28077 90.30058
14058 46.85041 47.56543 99.07916
14075 41.1906 41.8802 29.23946
14095 78.16072 79.69422 48.36888
14112 16.93647 17.29393 -10.58753
14113 46.42849 47.41397 92.56581
14232 98.73617 102.20915 18.1587
14257 29.6167 30.74262 -5.69646
14327 68.35476 71.60253 86.41904
14339 62.64207 65.6902 100.85257
14342 82.84285 86.92091 45.85833
14349 75.21628 78.9741 106.83756
14372 79.70972 83.90248 -88.28683
14443 44.70693 47.46872 38.45171
14500 97.21423 103.95266 18.09578
14508 34.90829 37.36553 55.43119
14515 34.7863 37.25376 -26.90874
14518 61.68975 66.079 39.66009
14520 102.3801 109.72975 19.10832
14521 78.83319 84.50275 -67.56825
14522 41.12072 44.08182 114.651
14531 93.56715 100.42305 41.76864
14558 23.59771 25.40055 17.16003
14579 82.61484 89.18838 86.58461
14583 19.1567 20.69389 -59.29589
14607 87.14988 94.46458 -64.68541
14625 70.81199 76.87479 105.92544
14628 99.88936 108.49449 -8.3336
14665 58.42199 63.7104 119.77579
14676 19.00068 20.74862 113.66593
14715 61.30736 67.17686 26.06207
14722 85.81603 94.14469 0.47265
14737 64.71083 71.06255 -77.97273
14754 49.72746 54.7472 98.66072
14755 22.37165 24.63216 71.02285
14775 54.37956 59.99237 81.02417
14797 46.51627 51.44824 123.26944
14808 6.16115 6.82552 61.31061
14826 8.93628 9.91929 47.7982
14831 75.79477 84.14604 64.94192
14874 83.36315 92.92192 37.0177
14919 98.34028 109.99699 6.9454
14984 66.03373 74.38652 -24.13632
15001 36.49393 41.18961 -44.26059
15027 85.49606 96.7545 36.0267
15072 64.19899 73.14175 37.44473
15091 58.28714 66.52623 -71.75645
15116 75.37459 86.2065 67.6051
15156 52.36142 60.1346 98.31166
15159 23.87204 27.42144 -5.6412
15166 36.05391 41.48644 38.04251
15194 37.96109 43.8292 132.5941
15201 44.31815 51.22772 -48.65855
15239 35.12666 40.80414 127.40294
15241 54.51825 63.35512 9.96661
15257 77.85849 90.64188 87.94971
15289 54.23586 63.34552 100.66409
15303 70.48032 82.39734 45.65119
15315 14.76474 17.28471 -53.36458
15327 79.63676 93.33149 10.66807
15335 74.18986 87.044 -28.15422
15354 76.03207 89.36031 -52.48835
15361 56.18946 66.10535 85.91429
15362 56.31329 66.27108 -108.53927
15406 28.26152 33.43247 -97.0825
15508 11.02903 13.18196 79.05947
15511 84.58939 101.11736 47.28215
15513 75.71398 90.51585 51.77561
15529 22.77656 27.28371 -79.03123
15565 11.84371 14.23184 43.43243
15575 18.89805 22.73045 -75.17221
15609 22.09791 26.67467 32.67594
15620 91.16079 110.26156 -18.8316
15622 51.41371 62.20289 -29.89144
15658 57.32432 69.66393 83.60718
15661 79.01655 96.08633 -59.57155
15724 36.24538 44.39873 82.55773
15831 54.54557 67.62035 33.00783
15843 75.13204 93.25734 48.48315
15844 52.25802 64.86577 -85.25062
15845 52.633 65.34743 -103.84969
15847 13.54069 16.81363 -91.65383
15855 83.51873 103.82436 35.63835
15862 57.27332 71.24378 49.9478
15883 70.03613 87.32289 21.7111
15889 64.81265 80.88224 22.95028
15894 51.90635 64.7973 -62.91052
15932 34.43372 43.14492 59.23887
15934 11.35477 14.23118 -16.96924
15939 92.82479 116.42244 15.48032
15940 28.58259 35.86815 62.94487
15947 55.19 69.33812 118.99301
15948 50.38187 63.29915 -58.60813
15976 62.88869 79.20096 -89.9065
15991 88.33976 111.45943 -39.07625
16038 75.32687 95.59738 41.33003
16042 40.74736 51.73944 133.93789
16047 71.67219 91.10403 4.61565
16055 62.92514 80.04347 23.0112
16085 77.0893 98.39478 -32.01605
16117 55.32414 70.93385 -65.00705
16129 53.6881 68.93106 58.50759
16162 92.78002 119.52207 11.52854
16212 68.66968 89.04202 -102.92544
16222 76.71075 99.61128 -28.27528
16244 27.93422 36.37826 -42.22667
16248 52.07164 67.8401 -61.56264
16251 20.2238 26.35708 48.2513
16260 24.37375 31.80238 -145.41005
