# StarID X Y Z
5262 15.66994 4.74636 44.69161
5275 18.27805 5.55592 8.09184
5304 44.39082 13.57015 1.61618
5315 100.11779 30.68426 -13.62164
5330 68.58755 21.06409 124.95846
5339 56.61543 17.41786 -37.62847
5342 89.56108 27.56448 -32.57163
5343 44.25945 13.62234 92.94475
5353 33.91645 10.46448 -6.37483
5358 25.35413 7.83305 8.23678
5361 5.9794 1.8491 95.67277
5362 30.34435 9.3875 -15.39684
5399 23.75893 7.40063 141.29743
5421 130.51165 40.80875 13.03257
5474 105.36463 33.3221 -17.31706
5483 95.00292 30.1021 47.44481
5485 2.97581 0.94358 -7.51685
5509 18.68227 5.95333 18.2414
5517 13.80104 4.40343 -32.82648
5527 126.61848 40.54781 -45.27336
5552 45.98076 14.80103 -45.75389
5559 119.72599 38.58579 48.3737
5574 40.9393 13.23482 24.93066
5579 133.33103 43.13341 -50.06614
5582 128.47182 41.5731 -5.30779
5617 50.52406 16.48605 4.11597
5635 30.53367 9.99823 0.5505
5650 61.51953 20.21517 12.09794
5651 18.92838 6.22036 -9.39078
5680 45.47551 15.04886 -97.17806
5683 38.67313 12.8033 -117.51756
5687 65.84254 21.82237 -2.09351
5700 41.64899 13.82891 -76.75771
5729 32.03746 10.68042 -4.93615
5730 99.84693 33.28672 48.15082
5751 27.8762 9.32467 8.70404
5804 25.34041 8.56132 -56.7475
5829 7.22416 2.45245 -19.68843
5916 4.7024 1.62398 99.77614
5923 76.40632 26.42634 52.73344
5925 24.5018 8.48473 -5.55733
5944 19.39048 6.73838 9.71742
5952 41.98558 14.60283 20.26039
5988 73.64471 25.7862 13.05908
6012 68.11217 23.92009 44.66332
6024 27.39476 9.64242 -8.05529
6043 67.35948 23.77197 108.46125
6063 25.59709 9.0627 -30.31748
6089 24.43353 8.69442 25.28256
6103 91.66327 32.70141 -53.35495
6117 26.0381 9.30771 -0.41843
6163 21.89639 7.88824 -22.18614
6173 113.43183 40.95151 39.50575
6202 126.02126 45.68933 0.24732
6245 100.76761 36.82588 101.84659
6258 107.97086 39.54589 -22.84863
6264 34.39825 12.61334 28.96931
6275 9.61365 3.53163 15.96971
6301 86.66664 32.02568 50.66502
6310 61.52444 22.75359 16.19853
6326 23.02157 8.54616 14.95515
6330 3.86907 1.43695 23.77569
6337 11.81213 4.39057 -11.21011
6362 71.36159 26.6708 17.03468
6365 3.62127 1.35369 16.36765
6376 25.99449 9.73543 -14.07777
6377 62.95359 23.57813 -15.61174
6386 115.12005 43.15099 75.94813
6397 39.31788 14.76685 42.7819
6399 116.36721 43.72326 37.59253
6417 38.28298 14.42891 9.2581
6425 65.88842 24.86986 -52.29608
6437 84.82477 32.09192 18.23183
6442 27.53802 10.43863 -6.78068
6475 51.49002 19.6054 14.01367
6523 32.44516 12.45846 -4.99757
6544 30.72882 11.83767 7.54668
6556 47.373 18.28429 7.53223
6574 69.61446 26.95366 70.0264
6577 103.32303 40.00947 -75.12955
6578 52.83606 20.46182 -50.11508
6582 23.0528 8.93135 52.06543
6598 46.97478 18.24117 -61.80505
6599 29.23289 11.3524 10.49309
6614 87.62147 34.09574 -96.05014
6620 74.02553 28.83281 -65.20409
6625 33.85157 13.19137 -0.67156
6646 41.28684 16.15394 9.54999
6656 79.66094 31.22686 -22.28543
6668 61.80551 24.24956 65.89971
6673 93.9713 36.95573 -6.93229
6678 20.52242 8.07693 54.94559
6679 24.04096 9.46216 -28.59187
6680 53.24659 20.96246 13.47279
6687 41.0465 16.19129 53.06444
6689 23.1564 9.13963 -61.13198
6691 42.50073 16.79053 11.23824
6700 81.54257 32.28198 32.0432
6718 82.53955 32.80231 31.00048
6722 118.52798 47.1259 65.68475
6725 110.31234 43.87524 -80.56283
6774 133.72694 53.59644 17.59344
6775 101.8419 40.83105 -45.08542
6781 34.5732 13.87273 -18.11829
6804 75.40394 30.35448 14.15845
6805 89.94055 36.20704 60.50596
6808 99.54248 40.1036 -20.6692
6820 74.52695 30.09137 17.72784
6842 20.89568 8.45753 -29.52537
6853 48.36058 19.62876 -49.21402
6854 103.22042 41.9034 15.57991
6876 32.63993 13.30995 21.69497
6903 19.91869 8.15674 8.57575
6925 123.90355 50.93756 63.25462
6947 58.89134 24.27486 21.84547
6958 62.62377 25.85415 10.05667
6985 55.93973 23.20008 64.95928
6993 101.46628 42.12334 11.82612
6994 100.59145 41.78504 -60.044
7002 112.698 46.90085 -60.08555
7004 28.10185 11.70002 -17.05389
7031 93.78734 39.24852 -62.20632
7039 44.5382 18.65435 13.45029
7043 23.88215 10.01235 -29.65465
7045 134.12483 56.24029 -12.62124
7061 105.41055 44.29879 -14.10567
7068 27.26201 11.46685 -34.11041
7071 135.83863 57.14795 -6.00432
7104 74.05107 31.32642 -46.95254
7140 45.81853 19.50149 -63.51769
7152 50.29282 21.45287 138.16266
7158 91.12989 38.90624 25.23101
7163 53.88071 23.01411 -114.21908
7176 102.69148 43.92479 -32.34026
7185 97.60103 41.82141 -93.13739
7187 110.71058 47.44787 87.00793
7199 59.81846 25.6797 -48.81482
7214 29.0363 12.49794 -14.68297
7221 16.34065 7.04251 -7.98841
7240 23.43147 10.12054 -24.56321
7259 107.45887 46.54057 -97.95524
7273 37.70481 16.3727 21.15862
7276 23.2201 10.0868 -36.86739
7280 29.39806 12.77228 53.8375
7332 3.56543 1.5626 31.02628
7335 73.01916 32.02525 -56.5507
7344 118.05841 51.83428 47.36994
7347 87.64002 38.49281 -59.5629
7358 18.76027 8.25627 -11.79114
7378 25.45461 11.24223 5.04618
7381 53.71484 23.7303 -65.05983
7382 29.78659 13.16044 -12.63148
7383 86.78838 38.35045 19.19134
7386 50.06682 22.13559 107.81803
7416 73.00462 32.39635 -106.76412
7426 102.16145 45.40042 74.94113
7427 25.87496 11.49887 43.10491
7430 81.90599 36.41312 78.12901
7440 84.9227 37.82624 10.39445
7452 37.49726 16.72796 -23.12853
7479 77.49496 34.68691 96.72161
7525 26.72186 12.05704 -16.51408
7550 34.64362 15.68234 17.86883
7554 9.28864 4.20682 -111.39107
7556 49.5098 22.44021 23.11051
7593 32.05963 14.60901 40.00211
7604 42.89121 19.5776 -18.2478
7621 30.06983 13.76653 18.76225
7628 72.33135 33.13811 -58.93216
7631 17.16726 7.8683 0.21463
7640 22.56189 10.3488 24.46953
7655 19.72135 9.06841 43.95172
7672 31.27039 14.40944 -17.73463
7686 77.62929 35.84114 8.35139
7695 119.67438 55.3331 33.57223
7706 110.22934 51.02589 -80.59465
7725 121.16623 56.29456 39.33704
7736 4.10948 1.91164 -6.76944
7750 14.26548 6.64703 4.29347
7751 35.66181 16.61855 -49.62763
7779 30.26688 14.1616 1.08286
7788 137.6209 64.46089 18.89287
7809 55.16434 25.91223 5.95141
7813 36.00304 16.92551 35.7349
7814 17.57153 8.26225 -22.52038
7815 36.04342 16.94814 11.13514
7822 92.55546 43.56756 102.36501
7826 40.7155 19.17232 53.39694
7844 103.69691 48.94754 28.10939
7847 124.20174 58.67639 -24.14318
7869 101.52464 48.11616 10.79349
7895 56.31607 26.7608 23.59668
7906 50.13274 23.85819 -99.29811
7915 40.32552 19.22373 13.70754
7940 50.76337 24.25207 -35.60243
7966 6.31622 3.02959 2.58716
8003 6.96001 3.35461 -66.44191
8018 53.01956 25.62459 10.8604
8020 19.62881 9.48758 -34.90277
8025 27.36799 13.23584 -12.04856
8028 16.5453 8.00366 9.7077
8029 35.08474 16.97444 39.4167
8037 69.04337 33.43496 130.92624
8040 59.33604 28.76621 5.63096
8052 39.23703 19.06304 23.24934
8054 23.56756 11.45271 13.96328
8055 5.3289 2.59008 12.05439
8063 41.82836 20.34443 7.8411
8069 109.87997 53.48686 -70.02057
8104 10.33608 5.06135 -69.32526
8146 53.85898 26.55541 -1.10941
8158 124.07993 61.24523 6.04916
8183 70.04679 34.69276 12.60105
8204 58.01643 28.87539 -59.34686
8205 35.84292 17.84015 -8.02167
8206 57.03545 28.39279 23.5784
8209 5.03382 2.50668 -32.90071
8236 48.15873 24.06803 -57.62856
8260 20.12422 10.10438 4.95593
8266 106.4195 53.46091 -53.05908
8283 58.05181 29.26225 1.11501
8331 30.87589 15.67111 -17.45205
8346 28.24899 14.35015 -7.1818
8347 3.91934 1.99128 8.95517
8408 66.37266 34.05505 58.18486
8410 46.50073 23.86007 13.0904
8464 103.52436 53.50312 -70.22056
8480 106.701 55.26733 65.76978
8524 72.69553 37.88469 -114.77561
8526 20.68182 10.78138 13.17673
8535 89.50084 46.75743 -111.42828
8551 96.82843 50.67564 29.69611
8580 85.71057 45.06633 10.18976
8624 93.63866 49.49497 -88.35732
8628 69.07926 36.52164 -14.24958
8634 67.25057 35.56355 3.62801
8672 96.29787 51.08756 36.03116
8686 4.25695 2.26251 -30.50467
8700 92.91265 49.49236 47.12874
8710 24.4234 13.02159 27.58635
8735 34.71175 18.57391 28.96468
8750 9.03383 4.84444 -4.23236
8757 41.79244 22.42159 4.00988
8796 105.16614 56.68851 0.77819
8801 79.79851 43.05002 -72.36744
8806 10.54109 5.69144 41.67766
8811 33.99562 18.36679 -15.02788
8812 60.92714 32.91807 -92.73727
8814 51.33721 27.74507 3.24975
8823 59.43711 32.17777 14.41544
8846 16.76128 9.10386 32.44502
8862 31.24567 17.02982 -10.01839
8869 128.07057 69.8331 29.42006
8903 70.35136 38.55448 69.0082
8939 37.75525 20.79196 2.22629
8968 20.52548 11.35598 -30.94995
9017 37.38041 20.80194 -74.67296
9025 8.54498 4.76256 -17.10008
9040 28.53023 15.919 31.45421
9042 98.6034 55.03381 -46.83546
9061 64.45128 36.06904 15.24613
9073 109.52529 61.42318 -75.70366
9115 86.86974 49.02175 61.33508
9136 48.65263 27.50788 3.84026
9161 59.46448 33.69498 16.55341
9163 47.17746 26.7498 -131.50318
9188 77.34469 43.95783 -57.92097
9203 42.85841 24.38614 57.13536
9224 62.9564 35.92576 -111.06523
9288 99.02244 56.93654 43.98074
9294 51.30248 29.51441 -53.34847
9299 46.14219 26.55562 -119.94979
9304 60.68624 34.94912 -35.5888
9328 74.54563 43.04056 -33.17664
9343 74.61982 43.20366 -123.20003
9379 23.89299 13.90437 -28.46923
9381 5.84573 3.40198 -40.55833
9391 107.20696 62.45465 8.71761
9439 69.95033 41.08341 -80.31515
9443 33.82601 19.88474 9.07642
9468 34.21446 20.16516 2.7361
9473 96.02961 56.6398 60.28234
9492 69.39679 41.0269 -98.63425
9497 110.48669 65.35172 28.89395
9533 20.43127 12.12499 -20.61685
9552 83.65036 49.75482 -26.63705
9570 50.94805 30.41576 -1.12445
9578 36.01397 21.5262 7.31274
9582 24.50935 14.65445 -2.45367
9586 38.5975 23.08794 10.04078
9635 45.75642 27.55531 -6.12874
9661 28.72724 17.3589 15.94824
9672 79.30151 47.97701 -60.38329
9684 124.6277 75.51429 19.79456
9692 40.43853 24.53254 19.88535
9694 21.01967 12.75361 -6.90068
9718 34.75893 21.155 -53.76993
9727 16.98366 10.34557 -10.60539
9730 87.91367 53.55772 -87.26399
9731 27.52825 16.77221 -5.56329
9742 39.94888 24.36764 10.09065
9751 38.74295 23.66891 -136.53434
9752 34.84006 21.28471 -18.49938
9764 6.9808 4.2701 -4.75834
9766 21.07102 12.89002 14.71548
9775 108.63518 66.55879 -50.84374
9806 117.1313 72.12532 32.92774
9840 66.91435 41.35377 -27.2987
9842 115.15349 71.21171 66.98433
9857 68.63093 42.53143 6.10585
9861 15.75753 9.76736 8.04675
9897 37.45804 23.33897 6.17031
9923 51.1384 31.95976 -5.25767
9944 48.90578 30.65841 3.0865
10014 24.25761 15.33153 -8.41307
10034 46.31138 29.34378 -22.72191
10068 28.65778 18.21342 -43.0434
10094 32.42644 20.68403 -23.17362
10116 5.80777 3.71422 -8.46036
10141 41.76317 26.78406 -26.62425
10145 54.51506 34.98764 10.73275
10159 105.1539 67.57758 -78.29431
10168 14.16785 9.11646 -12.09289
10222 31.03424 20.11105 38.19356
10235 40.69673 26.42062 3.70093
10248 24.71296 16.08798 13.10346
10277 14.15427 9.25499 -23.05926
10278 94.3529 61.71 93.41379
10301 54.33256 35.62248 -54.52561
10302 95.55736 62.65961 -43.86435
10313 18.12241 11.90406 -8.40858
10339 8.53275 5.62468 -52.69498
10366 90.74037 59.98098 38.76314
10388 50.15982 33.25558 1.63201
10390 49.06709 32.53295 9.47625
10392 19.01816 12.61486 -1.44967
10396 40.29253 26.74094 112.44088
10397 17.55136 11.65061 -24.98355
10422 43.41042 28.90499 28.54293
10430 75.67757 50.43181 28.88742
10489 45.11426 30.28009 -132.78569
10508 7.42405 4.99327 21.78594
10518 17.52502 11.79514 -6.96091
10524 24.38291 16.42449 -78.34786
10528 31.23863 21.04915 4.37603
10533 26.9709 18.17908 34.22406
10565 34.75056 23.51766 -37.78418
10592 45.2155 30.69266 6.25485
10599 12.173 8.26923 130.40588
10643 47.80643 32.63373 28.58829
10648 64.5617 44.0944 -56.76774
10686 18.48975 12.7007 -16.06984
10692 50.86477 34.95741 98.38793
10715 28.20609 19.42792 -25.19261
10750 123.90289 85.70857 21.65836
10752 5.0944 3.52464 42.92037
10838 23.88216 16.69128 -20.74139
10850 45.57011 31.89925 -72.00911
10881 65.52691 46.04522 -122.31172
10885 45.98361 32.33619 -29.51474
10894 80.87247 56.96314 12.4544
10895 43.17154 30.41266 12.8442
10899 16.15544 11.3872 -16.02485
10901 52.85103 37.25401 -124.45745
10915 17.26098 12.18968 -63.65321
10926 36.63393 25.90496 41.51043
10934 13.89349 9.83806 23.05787
10937 104.10586 73.73114 -46.21864
10951 21.52713 15.26938 -15.81689
10963 28.1914 20.03983 -24.07265
10974 21.66346 15.41498 -3.20793
10979 54.68713 38.92958 8.45844
11012 84.18727 60.11492 -75.45323
11017 80.25778 57.35043 -92.6314
11057 26.11935 18.7499 10.7022
11069 22.2815 16.02188 -93.52236
11086 9.72698 7.00211 35.16053
11090 110.02294 79.21152 9.00131
11116 80.79015 58.36894 -50.77366
11155 30.20167 21.94371 3.18193
11166 55.82612 40.6223 58.12764
11167 101.87109 74.13095 22.83358
11201 116.90639 85.33413 24.77522
11243 46.2391 33.94766 60.44787
11246 22.11967 16.24867 32.47147
11253 53.80539 39.55189 15.22954
11278 40.98867 30.20432 -28.20829
11286 54.36915 40.09294 81.30672
11289 73.69476 54.36332 32.5269
11290 25.10347 18.51933 17.12594
11311 65.1389 48.14547 11.64416
11327 51.4375 38.13405 -125.22599
11353 46.32336 34.45296 98.63246
11354 65.71412 48.88644 -29.87995
11388 101.50229 75.87881 64.60683
11405 59.69629 44.76552 46.26653
11406 29.36006 22.01887 -19.21427
11410 28.99016 21.74401 21.75165
11416 27.20792 20.41997 4.60703
11425 13.23258 9.95008 1.2831
11435 95.84989 72.12938 -68.46685
11455 50.2665 37.92259 -138.57173
11479 52.8757 39.97689 12.36655
11497 77.55648 58.75714 -58.70104
11505 71.23505 54.01554 28.71378
11523 57.01555 43.2849 84.01395
11538 14.14063 10.75491 -6.45908
11545 47.33 36.02985 25.08838
11550 11.47978 8.74625 73.38873
11570 73.38779 56.06677 3.53154
11573 37.28713 28.49869 -20.99717
11576 68.71903 52.53458 14.57694
11623 74.90262 57.61824 63.34315
11679 27.74417 21.49171 5.17118
11710 115.14313 89.55692 5.77516
11711 25.50158 19.83661 -11.7773
11731 19.86771 15.48172 -6.87784
11750 103.94495 81.19353 -58.52853
11756 76.36252 59.71583 70.81179
11765 63.23544 49.48564 12.73857
11774 81.74337 64.00595 -76.61972
11787 36.18628 28.36985 2.71778
11811 51.60627 40.63844 45.21664
11823 5.27442 4.15718 -21.54588
11836 35.04066 27.64609 -8.15278
11838 75.26495 59.3966 -66.26582
11848 19.25875 15.21278 -31.34359
11878 82.44598 65.38733 -38.30329
11900 25.98452 20.66394 98.05165
11933 6.4943 5.18318 -7.96694
11942 10.35853 8.27256 -57.63162
11944 90.87679 72.59224 17.68064
11945 74.09496 59.19089 41.23764
11952 31.35104 25.06727 3.82811
11958 28.85248 23.07679 -33.46734
11974 31.60892 25.30824 -13.776
12034 28.8649 23.28733 -3.09266
12039 81.8966 66.10618 -28.09271
12056 37.50261 30.31292 5.58306
12077 15.14761 12.26761 -8.48407
12078 21.54294 17.44703 -14.23358
12082 5.56062 4.50547 0.86396
12087 26.93677 21.83855 -18.60836
12114 92.18067 75.02427 -31.0843
12115 68.73786 55.95397 12.03098
12116 11.37333 9.25822 -51.5151
12126 18.83825 15.34944 -1.33997
12128 91.56455 74.62336 72.69068
12182 92.55883 75.80595 61.2535
12232 99.20883 81.70844 9.36904
12249 34.54992 28.53164 -40.21011
12291 67.61792 56.07783 10.70324
12326 90.03223 74.93939 -61.81727
12397 88.14067 73.96738 -33.20571
12403 14.72217 12.3591 -35.18831
12413 49.0305 41.22802 5.15289
12441 65.25304 55.03118 -7.50673
12452 26.16549 22.08525 -28.5839
12476 29.49355 24.96295 31.37884
12566 82.87794 70.78558 20.28886
12567 82.14175 70.16267 64.74542
12572 42.5067 36.33376 -33.75382
