ID,Node1,Node2,EdgeCount
0,3,2,4,4,0,1,-1
1,3,4,4,1,2,7,-1
2,1,4,6,15,14,8,2,3,-1
3,1,2,5,3,0,6,11,-1
4,1,3,3,0,2,5
5,4,2,3,1,3,-1
6,6,3,4,4,5,7,-1
7,6,1,5,5,6,10,16,8
8,2,6,4,4,6,9,-1
9,6,4,4,7,8,17,-1
10,0,6,4,9,10,18,-1
11,0,1,5,15,13,10,11,-1
12,2,0,3,9,11,-1
13,5,0,4,12,13,18,-1
14,5,1,3,13,14,16
15,4,0,3,15,12,-1
16,4,5,4,12,14,17,-1
17,5,6,4,18,16,17,-1
