ID Node1 Node2 X Y Z
0 0 3059
1 0 3048
2 0 22960
3 0 23265
4 1 6624
5 1 6174
6 1 9349
7 1 5829
8 2 7527
9 2 2654
10 2 16260
11 2 16213
12 3 5097
13 3 25163
14 3 25204
15 3 25054
16 4 12916
17 4 12988
18 4 12981
19 4 12956
20 5 8162
21 5 4891
22 5 7519
23 5 5138
24 6 185
25 6 8895
26 6 7929
27 6 725
28 7 43700
29 7 25015
30 7 24841
31 7 141
32 8 19647
33 8 19618
34 8 19579
35 8 19640
36 9 6532
37 9 34949
38 9 10345
39 9 6604
40 10 5549
41 10 5433
42 10 666
43 10 5541
44 11 7351
45 11 21395
46 11 26335
47 11 25241
48 12 24422
49 12 24257
50 12 3349
51 12 23405
52 13 28645
53 13 28685
54 13 28641
55 13 17473
56 14 37247
57 14 10910
58 14 37550
59 14 4153
60 15 8380
61 15 8889
62 15 8920
63 15 8322
64 16 18860
65 16 2966
66 16 20153
67 16 20068
68 17 344
69 17 2663
70 17 22501
71 17 5710
72 18 19589
73 18 19663
74 18 19708
75 18 15110
76 19 7226
77 19 19441
78 19 2889
79 19 9192
80 20 13806
81 20 8517
82 20 13711
83 20 11464
84 21 19014
85 21 18609
86 21 19024
87 21 1865
88 22 1550
89 22 4714
90 22 38202
91 22 38132
92 23 17255
93 23 18473
94 23 18018
95 23 17940
96 24 14649
97 24 499
98 24 17696
99 24 17440
100 25 6210
101 25 9621
102 25 9781
103 25 10013
104 26 18092
105 26 18038
106 26 24104
107 26 2172
108 27 15474
109 27 15532
110 27 15434
111 27 1371
112 28 17401
113 28 17419
114 28 1721
115 28 11876
116 29 5106
117 29 22686
118 29 22403
119 29 7273
120 30 13645
121 30 13646
122 30 6296
123 30 11702
124 31 8980
125 31 9012
126 31 1197
127 31 9018
128 32 12785
129 32 2027
130 32 12730
131 32 12779
132 33 8801
133 33 8461
134 33 8794
135 33 19635
136 34 14547
137 34 13878
138 34 14968
139 34 14636
140 35 31476
141 35 31442
142 35 30860
143 35 31102
144 36 7762
145 36 8312
146 36 21935
147 36 16299
148 37 28026
149 37 3767
150 37 28035
151 37 3523
152 38 987
153 38 8570
154 38 8225
155 38 7455
156 39 3387
157 39 27539
158 39 3373
159 39 20791
160 40 16491
161 40 16559
162 40 16198
163 40 16393
164 41 29846
165 41 30242
166 41 30015
167 41 30060
168 42 39437
169 42 28060
170 42 3155
171 42 39055
172 43 35029
173 43 4612
174 43 34972
175 43 34927
176 44 6357
177 44 6355
178 44 10286
179 44 10481
180 45 29759
181 45 38265
182 45 38655
183 45 38336
184 46 9789
185 46 9445
186 46 5450
187 46 5479
188 47 20793
189 47 16740
190 47 236
191 47 25856
192 48 32022
193 48 31809
194 48 31956
195 48 3268
196 49 39229
197 49 28450
198 49 28033
199 49 39233
200 50 17260
201 50 14610
202 50 2329
203 50 3709
204 51 25075
205 51 5291
206 51 3429
207 51 3227
208 52 11613
209 52 13601
210 52 13608
211 52 13607
212 53 3059
213 53 3035
214 53 3048
215 53 23158
216 54 4492
217 54 12249
218 54 11922
219 54 12255
220 55 29615
221 55 29556
222 55 29635
223 55 29576
224 56 -1 0.968563 0.244467 0.046053
225 56 18724
226 56 2332
227 56 18835
228 57 24100
229 57 20114
230 57 3306
231 57 23978
232 58 18472
233 58 2975
234 58 17969
235 58 17123
236 59 11144
237 59 4553
238 59 11231
239 59 37699
240 60 26453
241 60 25330
242 60 557
243 60 26183
244 61 9518
245 61 8487
246 61 6763
247 61 5963
248 62 -1 -0.625636 0.0400139 -0.779088
249 62 28179
250 62 28214
251 62 4197
252 63 10610
253 63 6454
254 63 10862
255 63 10581
256 64 13587
257 64 11893
258 64 12566
259 64 11694
260 65 17329
261 65 1338
262 65 11018
263 65 11252
264 66 24359
265 66 23053
266 66 27053
267 66 22698
268 67 28801
269 67 28773
270 67 23999
271 67 28729
272 68 28862
273 68 28913
274 68 28638
275 68 28841
276 69 33316
277 69 4079
278 69 3784
279 69 31389
280 70 18749
281 70 18731
282 70 993
283 70 18649
284 71 9911
285 71 9881
286 71 9904
287 71 1238
288 72 6941
289 72 21559
290 72 21730
291 72 22061
292 73 8465
293 73 19788
294 73 795
295 73 9842
296 74 13579
297 74 13580
298 74 13425
299 74 7962
300 75 19190
301 75 2603
302 75 19430
303 75 19573
304 76 6759
305 76 13481
306 76 1310
307 76 13515
308 77 23666
309 77 23672
310 77 23585
311 77 23676
312 78 14167
313 78 10193
314 78 11379
315 78 10094
316 79 29177
317 79 38098
318 79 29388
319 79 29490
320 80 23037
321 80 2797
322 80 19298
323 80 23011
324 81 40242
325 81 27684
326 81 27666
327 81 25404
328 82 42038
329 82 42106
330 82 42131
331 82 40317
332 83 10666
333 83 10528
334 83 10849
335 83 10626
336 84 32970
337 84 34570
338 84 34162
339 84 34884
340 85 5452
341 85 5440
342 85 -1 0.729084 0.658164 0.187764
343 85 255
344 86 23956
345 86 2451
346 86 23680
347 86 18155
348 87 24525
349 87 27101
350 87 28273
351 87 28565
352 88 7245
353 88 2584
354 88 7342
355 88 827
356 89 884
357 89 7566
358 89 7517
359 89 7558
360 90 22817
361 90 3112
362 90 23220
363 90 22745
364 91 757
365 91 5774
366 91 230
367 91 5510
368 92 15400
369 92 2292
370 92 15395
371 92 14807
372 93 38335
373 93 10639
374 93 38439
375 93 38148
376 94 3560
377 94 28435
378 94 28456
379 94 3771
380 95 15683
381 95 16026
382 95 16119
383 95 8834
384 96 20032
385 96 19068
386 96 2886
387 96 20233
388 97 37731
389 97 38164
390 97 1691
391 97 10660
392 98 1800
393 98 23603
394 98 2009
395 98 18646
396 99 9262
397 99 9040
398 99 9157
399 99 5661
400 100 23919
401 100 23448
402 100 23430
403 100 18377
404 101 41954
405 101 41937
406 101 7366
407 101 41940
408 102 8053
409 102 12605
410 102 12364
411 102 11787
412 103 18831
413 103 18820
414 103 18830
415 103 18713
416 104 30292
417 104 30273
418 104 30181
419 104 30047
420 105 24849
421 105 24863
422 105 3089
423 105 39088
424 106 23309
425 106 17961
426 106 23398
427 106 23150
428 107 5780
429 107 5407
430 107 9082
431 107 9166
432 108 17708
433 108 3810
434 108 17057
435 108 17709
436 109 27272
437 109 28146
438 109 27842
439 109 28116
440 110 11735
441 110 10657
442 110 1378
443 110 11609
444 111 10774
445 111 11591
446 111 11608
447 111 11243
448 112 19274
449 112 20188
450 112 23523
451 112 2499
452 113 11504
453 113 12234
454 113 13529
455 113 12430
456 114 20492
457 114 3009
458 114 28994
459 114 23895
460 115 19846
461 115 19764
462 115 8863
463 115 14962
464 116 1823
465 116 8335
466 116 2371
467 116 2357
468 117 5573
469 117 19505
470 117 19165
471 117 19451
472 118 9990
473 118 5557
474 118 10056
475 118 9649
476 119 -1 -0.218962 -0.819623 0.529409
477 119 38009
478 119 29523
479 119 37974
480 120 25640
481 120 31290
482 120 32947
483 120 32858
484 121 6025
485 121 5195
486 121 5872
487 121 6003
488 122 10838
489 122 6387
490 122 10748
491 122 474
492 123 10279
493 123 10222
494 123 1275
495 123 10282
496 124 19066
497 124 18481
498 124 14781
499 124 19061
500 125 2018
501 125 40516
502 125 25429
503 125 36160
504 126 31070
505 126 4444
506 126 30804
507 126 873
508 127 5320
509 127 24409
510 127 18279
511 127 23528
512 128 42841
513 128 42937
514 128 4316
515 128 41083
516 129 1150
517 129 7024
518 129 6971
519 129 42282
520 130 42813
521 130 40078
522 130 4789
523 130 40841
524 131 23429
525 131 23584
526 131 3034
527 131 23490
528 132 13507
529 132 4532
530 132 13496
531 132 10457
532 133 22725
533 133 23870
534 133 2991
535 133 15415
536 134 42081
537 134 42397
538 134 42083
539 134 41890
540 135 18380
541 135 18457
542 135 18346
543 135 18361
544 136 21102
545 136 21088
546 136 21154
547 136 21022
548 137 19241
549 137 20097
550 137 19881
551 137 19831
552 138 21616
553 138 25254
554 138 21966
555 138 2790
556 139 40908
557 139 41361
558 139 41318
559 139 41357
560 140 12146
561 140 11989
562 140 11915
563 140 12099
564 141 24897
565 141 24842
566 141 7198
567 142 42238
568 142 573
569 142 43753
570 142 5001
571 143 7608
572 143 12530
573 143 8000
574 143 209
575 144 37820
576 144 37298
577 144 10541
578 144 11291
579 145 5526
580 145 5425
581 145 5938
582 145 2408
583 146 40607
584 146 40679
585 146 40680
586 146 40510
587 147 37983
588 147 3695
589 147 37800
590 147 37797
591 148 41165
592 148 7837
593 148 41178
