ID,Node1,Node2,X,Y,Z
0,0,1
1,0,-1,0.982187,-0.187847,-0.00468856
2,0,2
3,0,-1,0.894697,-0.298481,0.332304
4,1,-1,-0.722916,-0.288945,-0.627617
5,1,2
6,1,3
7,2,-1,-0.0072831,0.691113,-0.72271
8,2,5
9,3,-1,-0.870221,-0.393272,-0.296737
10,3,6
11,3,-1,0.8457,-0.363841,0.390398
12,4,-1,-0.368929,0.320811,0.872337
13,4,6
14,4,5
15,4,-1,0.744433,-0.218501,0.630933
16,5,6
17,5,-1,-0.281686,0.852786,-0.439783
18,6,-1,-0.984801,-0.0379527,0.169489
