ID,FaceCount
0,6,11,10,13,12,15,-1
1,7,7,11,14,3,2,4,-1
2,6,3,8,12,0,5,-1
3,5,4,1,6,0,-1
4,7,9,2,16,1,15,5,-1
5,5,14,13,17,16,-1
6,7,10,7,17,8,9,6,-1
