id;spkid;full_name;pdes;name;diameter;q;per;class;horizons;begin_time;end_time;;name_ru
a0000524;2000524;524Fidelio1904NN;524;Fidelio;65.527;2.296340663;1562.255962;MBA;DES=+2000524;1998-12-06-10-27-52;2000-01-01-00-00-00;;Fidelio
a0000526;2000526;526Jena1904NQ;526;Jena;44.84;2.703995252;2014.791943;MBA;DES=+2000526;1998-08-15-07-14-55;2000-01-01-00-00-00;;Jena
a0000527;2000527;527Euryanthe1904NR;527;Euryanthe;52.627;2.317089057;1644.428625;MBA;DES=+2000527;1998-11-15-21-25-42;2000-01-01-00-00-00;;Euryanthe
a0000528;2000528;528Rezia1904NS;528;Rezia;91.966;3.322912197;2283.55934;OMB;DES=+2000528;1998-06-09-02-38-39;2000-01-01-00-00-00;;Реция
a0000529;2000529;529Preziosa1904NT;529;Preziosa;32.01;2.723770001;1911.855809;MBA;DES=+2000529;1998-09-10-00-51-55;2000-01-01-00-00-00;;Preziosa
a0000530;2000530;530Turandot1904NV;530;Turandot;84.85;2.487375824;2077.693212;MBA;DES=+2000530;1998-07-30-13-50-27;2000-01-01-00-00-00;;Turandot
a0000532;2000532;532Herculina1904NY;532;Herculina;167.791;2.28637273;1686.229234;MBA;DES=+2000532;1998-11-05-10-37-29;2000-01-01-00-00-00;;Геркулина
a0000533;2000533;533Sara1904NZ;533;Sara;30.819;2.843194871;1877.405987;MBA;DES=+2000533;1998-09-18-15-33-51;2000-01-01-00-00-00;;Sara
a0000534;2000534;534Nassovia1904OA;534;Nassovia;32.333;2.714708275;1788.486917;MBA;DES=+2000534;1998-10-10-21-04-43;2000-01-01-00-00-00;;Nassovia
a0000535;2000535;535Montague1904OC;535;Montague;79.299;2.507999046;1503.931158;MBA;DES=+2000535;1998-12-21-00-24-47;2000-01-01-00-00-00;;Montague
a0000536;2000536;536Merapi1904OF;536;Merapi;147.066;3.198343537;2391.876549;OMB;DES=+2000536;1998-05-13-00-44-27;2000-01-01-00-00-00;;Merapi
a0000537;2000537;537Pauly1904OG;537;Pauly;40.732;2.372487607;1970.390914;MBA;DES=+2000537;1998-08-26-09-39-17;2000-01-01-00-00-00;;Pauly
a0000538;2000538;538Friederike1904OK;538;Friederike;70.64;2.623167153;2050.912721;MBA;DES=+2000538;1998-08-06-06-31-26;2000-01-01-00-00-00;;Friederike
a0000539;2000539;539Pamina1904OL;539;Pamina;68.356;2.154675236;1655.200766;MBA;DES=+2000539;1998-11-13-04-47-44;2000-01-01-00-00-00;;Pamina
a0000541;2000541;541Deborah1904OO;541;Deborah;60.147;2.675431758;1725.82291;MBA;DES=+2000541;1998-10-26-13-03-46;2000-01-01-00-00-00;;Deborah
a0000542;2000542;542Susanna1904OQ;542;Susanna;42.117;2.496007763;1809.954087;MBA;DES=+2000542;1998-10-05-12-16-32;2000-01-01-00-00-00;;Susanna
a0000543;2000543;543Charlotte1904OT;543;Charlotte;45.613;2.585373381;1952.329848;MBA;DES=+2000543;1998-08-30-22-01-16;2000-01-01-00-00-00;;Charlotte
a0000544;2000544;544Jetta1904OU;544;Jetta;27.169;2.195265996;1523.751897;MBA;DES=+2000544;1998-12-16-01-29-20;2000-01-01-00-00-00;;Jetta
a0000545;2000545;545Messalina1904OY;545;Messalina;112.631;2.65962271;2093.789756;OMB;DES=+2000545;1998-07-26-13-15-42;2000-01-01-00-00-00;;Мессалина
a0000546;2000546;546Herodias1904PA;546;Herodias;65.945;2.297687875;1528.862146;MBA;DES=+2000546;1998-12-14-18-49-38;2000-01-01-00-00-00;;Herodias
a0000547;2000547;547Praxedis1904PB;547;Praxedis;52.462;2.123090578;1688.22715;MBA;DES=+2000547;1998-11-04-22-38-14;2000-01-01-00-00-00;;Praxedis
a0000550;2000550;550Senta1904PL;550;Senta;37.434;2.009333748;1520.130791;MBA;DES=+2000550;1998-12-16-23-12-55;2000-01-01-00-00-00;;Senta
a0000551;2000551;551Ortrud1904PM;551;Ortrud;81.113;2.605332124;1867.435369;MBA;DES=+2000551;1998-09-21-03-23-17;2000-01-01-00-00-00;;Ortrud
a0000552;2000552;552Sigelinde1904PO;552;Sigelinde;88.697;2.869250626;2042.832624;MBA;DES=+2000552;1998-08-08-07-00-16;2000-01-01-00-00-00;;Sigelinde
a0000554;2000554;554Peraga1905PS;554;Peraga;95.87;2.010380779;1336.39713;MBA;DES=+2000554;1999-01-31-21-37-01;2000-01-01-00-00-00;;Peraga
a0000555;2000555;555Norma1905PT;555;Norma;31.04;2.712721373;2081.029751;MBA;DES=+2000555;1998-07-29-17-49-18;2000-01-01-00-00-00;;Norma
a0000556;2000556;556Phyllis1905PW;556;Phyllis;36.279;2.208856718;1413.048049;MBA;DES=+2000556;1999-01-12-17-42-42;2000-01-01-00-00-00;;Phyllis
a0000557;2000557;557Violetta1905PY;557;Violetta;22.621;2.199514555;1394.462614;MBA;DES=+2000557;1999-01-17-09-13-27;2000-01-01-00-00-00;;Violetta
a0000558;2000558;558Carmen1905QB;558;Carmen;54.811;2.782986463;1810.212645;MBA;DES=+2000558;1998-10-05-10-43-27;2000-01-01-00-00-00;;Carmen
a0000559;2000559;559Nanon1905QD;559;Nanon;79.82;2.533327215;1631.047267;MBA;DES=+2000559;1998-11-19-05-43-00;2000-01-01-00-00-00;;Nanon
a0000560;2000560;560Delila1905QF;560;Delila;35.334;2.307001168;1665.628259;MBA;DES=+2000560;1998-11-10-14-13-50;2000-01-01-00-00-00;;Delila
a0000561;2000561;561Ingwelde1905QG;561;Ingwelde;31.562;2.80635996;2072.080432;MBA;DES=+2000561;1998-07-31-23-31-03;2000-01-01-00-00-00;;Ingwelde
a0000562;2000562;562Salome1905QH;562;Salome;32.651;2.713506683;1915.802914;MBA;DES=+2000562;1998-09-09-01-10-58;2000-01-01-00-00-00;;Salome
a0000563;2000563;563Suleika1905QK;563;Suleika;53.29;2.072799536;1631.658355;MBA;DES=+2000563;1998-11-19-02-03-00;2000-01-01-00-00-00;;Suleika
a0000564;2000564;564Dudu1905QM;564;Dudu;52.01;1.983721219;1662.359925;MBA;DES=+2000564;1998-11-11-09-50-26;2000-01-01-00-00-00;;Dudu
a0000565;2000565;565Marbachia1905QN;565;Marbachia;27.332;2.126893566;1394.684241;MBA;DES=+2000565;1999-01-17-07-53-40;2000-01-01-00-00-00;;Marbachia
a0000566;2000566;566Stereoskopia1905QO;566;Stereoskopia;167.381;2.973171816;2265.776587;OMB;DES=+2000566;1998-06-13-13-20-26;2000-01-01-00-00-00;;Стереоскопия
a0000567;2000567;567Eleutheria1905QP;567;Eleutheria;93.41;2.851305215;2027.452607;MBA;DES=+2000567;1998-08-12-03-17-04;2000-01-01-00-00-00;;Eleutheria
a0000568;2000568;568Cheruskia1905QS;568;Cheruskia;71.224;2.397556336;1787.485115;MBA;DES=+2000568;1998-10-11-03-05-22;2000-01-01-00-00-00;;Cheruskia
a0000569;2000569;569Misa1905QT;569;Misa;72.95;2.175768662;1582.299258;MBA;DES=+2000569;1998-12-01-10-12-17;2000-01-01-00-00-00;;Misa
a0000570;2000570;570Kythera1905QX;570;Kythera;87.486;3.01613549;2311.918231;OMB;DES=+2000570;1998-06-02-00-29-27;2000-01-01-00-00-00;;Kythera
a0000572;2000572;572Rebekka1905RB;572;Rebekka;28.903;2.021820445;1358.158949;MBA;DES=+2000572;1999-01-26-11-02-46;2000-01-01-00-00-00;;Rebekka
a0000573;2000573;573Recha1905RC;573;Recha;47.582;2.680447015;1914.79538;MBA;DES=+2000573;1998-09-09-07-13-40;2000-01-01-00-00-00;;Recha
a0000576;2000576;576Emanuela1905RF;576;Emanuela;74.378;2.415509844;1886.934446;MBA;DES=+2000576;1998-09-16-06-23-36;2000-01-01-00-00-00;;Emanuela
a0000577;2000577;577Rhea1905RH;577;Rhea;38.234;2.626924288;2003.845219;MBA;DES=+2000577;1998-08-18-00-55-44;2000-01-01-00-00-00;;Rhea
a0000578;2000578;578Happelia1905RZ;578;Happelia;69.29;2.221506859;1666.234217;MBA;DES=+2000578;1998-11-10-10-35-41;2000-01-01-00-00-00;;Happelia
a0000579;2000579;579Sidonia1905SD;579;Sidonia;85.57;2.777486779;1909.547808;MBA;DES=+2000579;1998-09-10-14-42-48;2000-01-01-00-00-00;;Sidonia
a0000580;2000580;580Selene1905SE;580;Selene;48.204;2.953908159;2121.179775;OMB;DES=+2000580;1998-07-19-16-55-17;2000-01-01-00-00-00;;Selene
a0000581;2000581;581Tauntonia1905SH;581;Tauntonia;61.481;3.101490481;2101.116958;OMB;DES=+2000581;1998-07-24-17-17-54;2000-01-01-00-00-00;;Tauntonia
a0000582;2000582;582Olympia1906SO;582;Olympia;44.347;2.029516151;1540.395436;MBA;DES=+2000582;1998-12-11-21-37-39;2000-01-01-00-00-00;;Olympia
a0000583;2000583;583Klotilde1905SP;583;Klotilde;78.236;2.663451528;2064.380091;MBA;DES=+2000583;1998-08-02-21-43-11;2000-01-01-00-00-00;;Klotilde
a0000584;2000584;584Semiramis1906SY;584;Semiramis;54.01;1.819556245;1335.837532;MBA;DES=+2000584;1999-02-01-00-58-29;2000-01-01-00-00-00;;Semiramis
a0000585;2000585;585Bilkis1906TA;585;Bilkis;49.761;2.118948741;1384.441023;MBA;DES=+2000585;1999-01-19-21-21-13;2000-01-01-00-00-00;;Bilkis
a0000586;2000586;586Thekla1906TC;586;Thekla;95.203;2.858157169;1941.407999;MBA;DES=+2000586;1998-09-02-15-33-08;2000-01-01-00-00-00;;Фёкла
a0000588;2000588;588Achilles1906TG;588;Achilles;130.099;4.445949716;4343.001538;GRK;DES=+2000588;1997-01-10-05-59-28;2000-01-01-00-00-00;;Achilles
a0000589;2000589;589Croatia1906TM;589;Croatia;93.617;3.011079705;2026.308419;MBA;DES=+2000589;1998-08-12-10-08-59;2000-01-01-00-00-00;;Croatia
a0000590;2000590;590Tomyris1906TO;590;Tomyris;30.577;2.758761628;1897.671643;MBA;DES=+2000590;1998-09-13-13-58-13;2000-01-01-00-00-00;;Tomyris
a0000591;2000591;591Irmgard1906TP;591;Irmgard;51.86;2.126443486;1602.840056;MBA;DES=+2000591;1998-11-26-06-57-35;2000-01-01-00-00-00;;Irmgard
a0000592;2000592;592Bathseba1906TS;592;Bathseba;43.787;2.619476377;1918.426069;MBA;DES=+2000592;1998-09-08-09-26-37;2000-01-01-00-00-00;;Bathseba
a0000593;2000593;593Titania1906TT;593;Titania;70.145;2.113496739;1618.755298;MBA;DES=+2000593;1998-11-22-07-28-06;2000-01-01-00-00-00;;Titania
a0000595;2000595;595Polyxena1906TZ;595;Polyxena;90.647;3.006374468;2099.696272;OMB;DES=+2000595;1998-07-25-01-49-21;2000-01-01-00-00-00;;Поликсена
a0000596;2000596;596Scheila1906UA;596;Scheila;159.726;2.450422823;1830.721238;MBA;DES=+2000596;1998-09-30-07-40-22;2000-01-01-00-00-00;;Шейла
a0000597;2000597;597Bandusia1906UB;597;Bandusia;36.06;2.282620954;1593.980783;MBA;DES=+2000597;1998-11-28-12-06-56;2000-01-01-00-00-00;;Bandusia
a0000598;2000598;598Octavia1906UC;598;Octavia;78.237;2.071089142;1676.036453;MBA;DES=+2000598;1998-11-07-23-46-53;2000-01-01-00-00-00;;Октавия
a0000599;2000599;599Luisa1906UJ;599;Luisa;70.249;1.964358794;1687.42592;MBA;DES=+2000599;1998-11-05-03-26-41;2000-01-01-00-00-00;;Luisa
a0000600;2000600;600Musa1906UM;600;Musa;25.115;2.510547157;1585.179777;MBA;DES=+2000600;1998-11-30-16-55-17;2000-01-01-00-00-00;;Musa
a0000601;2000601;601Nerthus1906UN;601;Nerthus;75.535;2.810204732;2027.729371;MBA;DES=+2000601;1998-08-12-01-37-26;2000-01-01-00-00-00;;Nerthus
a0000602;2000602;602Marianna1906TE;602;Marianna;110.444;2.31378985;1979.303405;MBA;DES=+2000602;1998-08-24-04-10-47;2000-01-01-00-00-00;;Марианна
a0000604;2000604;604Tekmessa1906TK;604;Tekmessa;64.536;2.525301483;2040.268248;MBA;DES=+2000604;1998-08-08-22-23-26;2000-01-01-00-00-00;;Tekmessa
a0000605;2000605;605Juvisia1906UU;605;Juvisia;69.86;2.591611461;1901.030495;MBA;DES=+2000605;1998-09-12-17-49-02;2000-01-01-00-00-00;;Juvisia
a0000606;2000606;606Brangane1906VB;606;Brangane;35.758;2.017627407;1520.02295;MBA;DES=+2000606;1998-12-16-23-51-45;2000-01-01-00-00-00;;Brangane
a0000607;2000607;607Jenny1906VC;607;Jenny;67.52;2.643751634;1760.408396;MBA;DES=+2000607;1998-10-17-21-32-59;2000-01-01-00-00-00;;Jenny
a0000608;2000608;608Adolfine1906VD;608;Adolfine;20.365;2.64352163;1917.736761;MBA;DES=+2000608;1998-09-08-13-34-46;2000-01-01-00-00-00;;Adolfine
a0000609;2000609;609Fulvia1906VF;609;Fulvia;54.17;2.961806641;1982.086937;MBA;DES=+2000609;1998-08-23-11-28-43;2000-01-01-00-00-00;;Fulvia
a0000611;2000611;611Valeria1906VL;611;Valeria;57.468;2.612556782;1876.428132;MBA;DES=+2000611;1998-09-18-21-25-53;2000-01-01-00-00-00;;Valeria
a0000612;2000612;612Veronika1906VN;612;Veronika;38.767;2.338651195;2046.819043;MBA;DES=+2000612;1998-08-07-07-05-09;2000-01-01-00-00-00;;Veronika
a0000613;2000613;613Ginevra1906VP;613;Ginevra;81.344;2.753256506;1824.471712;MBA;DES=+2000613;1998-10-01-21-10-12;2000-01-01-00-00-00;;Ginevra
a0000614;2000614;614Pia1906VQ;614;Pia;29.191;2.395343192;1614.368601;MBA;DES=+2000614;1998-11-23-09-47-19;2000-01-01-00-00-00;;Pia
a0000615;2000615;615Roswitha1906VR;615;Roswitha;48.626;2.343684002;1559.468193;MBA;DES=+2000615;1998-12-07-03-11-28;2000-01-01-00-00-00;;Roswitha
a0000616;2000616;616Elly1906VT;616;Elly;21.17;2.404566179;1491.282628;MBA;DES=+2000616;1998-12-24-04-18-16;2000-01-01-00-00-00;;Elly
a0000617;2000617;617Patroclus1906VY;617;Patroclus;140.362;4.49379669;4350.950858;TJN;DES=+2000617;1997-01-08-06-17-43;2000-01-01-00-00-00;;Патрокл
a0000618;2000618;618Elfriede1906VZ;618;Elfriede;131.292;2.967439601;2082.096556;MBA;DES=+2000618;1998-07-29-11-25-15;2000-01-01-00-00-00;;Эльфрида
a0000619;2000619;619Triberga1906WC;619;Triberga;29.051;2.33119625;1461.451454;MBA;DES=+2000619;1998-12-31-15-17-29;2000-01-01-00-00-00;;Triberga
a0000621;2000621;621Werdandi1906WJ;621;Werdandi;29.726;2.698329007;2021.637053;MBA;DES=+2000621;1998-08-13-14-10-40;2000-01-01-00-00-00;;Werdandi
a0000622;2000622;622Esther1906WP;622;Esther;21.874;1.82722302;1370.234009;MBA;DES=+2000622;1999-01-23-10-35-45;2000-01-01-00-00-00;;Esther
a0000623;2000623;623Chimaera1907XJ;623;Chimaera;44.09;2.18262488;1409.983153;MBA;DES=+2000623;1999-01-13-12-06-03;2000-01-01-00-00-00;;Chimaera
a0000624;2000624;624Hektor1907XM;624;Hektor;225;5.137134355;4405.802306;GRK;DES=+2000624;1996-12-25-13-11-12;2000-01-01-00-00-00;;Hektor
a0000625;2000625;625Xenia1907XN;625;Xenia;28.287;2.040601021;1570.420154;MBA;DES=+2000625;1998-12-04-09-28-45;2000-01-01-00-00-00;;Xenia
a0000626;2000626;626Notburga1907XO;626;Notburga;73.236;1.948050859;1507.489205;MBA;DES=+2000626;1998-12-20-03-03-54;2000-01-01-00-00-00;;Notburga
a0000627;2000627;627Charis1907XS;627;Charis;38.018;2.73211952;1804.624676;MBA;DES=+2000627;1998-10-06-20-15-08;2000-01-01-00-00-00;;Charis
a0000628;2000628;628Christine1907XT;628;Christine;48.239;2.46758909;1514.602463;MBA;DES=+2000628;1998-12-18-08-23-07;2000-01-01-00-00-00;;Christine
a0000629;2000629;629Bernardina1907XU;629;Bernardina;35.087;2.659422739;2035.572577;MBA;DES=+2000629;1998-08-10-02-33-53;2000-01-01-00-00-00;;Bernardina
a0000631;2000631;631Philippina1907YJ;631;Philippina;50.491;2.564602569;1705.107977;MBA;DES=+2000631;1998-10-31-17-21-08;2000-01-01-00-00-00;;Philippina
a0000633;2000633;633Zelima1907ZM;633;Zelima;33.387;2.766702701;1915.796877;MBA;DES=+2000633;1998-09-09-01-13-08;2000-01-01-00-00-00;;Zelima
a0000634;2000634;634Ute1907ZN;634;Ute;74.017;2.495140081;1947.355944;MBA;DES=+2000634;1998-09-01-03-51-52;2000-01-01-00-00-00;;Ute
a0000635;2000635;635Vundtia1907ZS;635;Vundtia;94.415;2.899092117;2034.342417;MBA;DES=+2000635;1998-08-10-09-56-44;2000-01-01-00-00-00;;Vundtia
a0000636;2000636;636Erika1907XP;636;Erika;73.147;2.419766935;1814.982941;MBA;DES=+2000636;1998-10-04-06-06-09;2000-01-01-00-00-00;;Erika
a0000637;2000637;637Chrysothemis1907YE;637;Chrysothemis;24.194;2.779262658;2064.709958;MBA;DES=+2000637;1998-08-02-19-44-25;2000-01-01-00-00-00;;Chrysothemis
a0000638;2000638;638Moira1907ZQ;638;Moira;59.594;2.300032876;1652.339884;MBA;DES=+2000638;1998-11-13-21-57-39;2000-01-01-00-00-00;;Moira
a0000639;2000639;639Latona1907ZT;639;Latona;78.509;2.695941652;1914.936266;MBA;DES=+2000639;1998-09-09-06-22-57;2000-01-01-00-00-00;;Latona
a0000640;2000640;640Brambilla1907ZW;640;Brambilla;62.667;2.906041564;2052.445569;MBA;DES=+2000640;1998-08-05-21-19-36;2000-01-01-00-00-00;;Brambilla
a0000642;2000642;642Clara1907ZY;642;Clara;33.36;2.805087257;2088.367221;MBA;DES=+2000642;1998-07-27-21-47-49;2000-01-01-00-00-00;;Clara
a0000643;2000643;643Scheherezade1907ZZ;643;Scheherezade;64.997;3.170260481;2252.189758;OMB;DES=+2000643;1998-06-16-22-51-42;2000-01-01-00-00-00;;Scheherezade
a0000645;2000645;645Agrippina1907AG;645;Agrippina;28.916;2.749798924;2105.507152;OMB;DES=+2000645;1998-07-23-14-57-26;2000-01-01-00-00-00;;Agrippina
a0000648;2000648;648Pippa1907AE;648;Pippa;68.27;2.585460175;2104.857009;OMB;DES=+2000648;1998-07-23-18-51-29;2000-01-01-00-00-00;;Pippa
a0000651;2000651;651Antikleia1907AN;651;Antikleia;31.895;2.717632612;1919.388204;MBA;DES=+2000651;1998-09-08-03-40-15;2000-01-01-00-00-00;;Antikleia
a0000653;2000653;653Berenike1907BK;653;Berenike;49.793;2.894944669;1911.537189;MBA;DES=+2000653;1998-09-10-02-46-37;2000-01-01-00-00-00;;Berenike
a0000654;2000654;654Zelinda1908BM;654;Zelinda;160.736;1.766196056;1271.713889;MBA;DES=+2000654;1999-02-17-01-42-59;2000-01-01-00-00-00;;Зелинда
a0000655;2000655;655Briseis1907BF;655;Briseis;29.057;2.740412484;1892.33944;MBA;DES=+2000655;1998-09-14-21-57-49;2000-01-01-00-00-00;;Briseis
a0000656;2000656;656Beagle1908BU;656;Beagle;62.604;2.729029803;2042.608009;MBA;DES=+2000656;1998-08-08-08-21-07;2000-01-01-00-00-00;;Beagle
a0000657;2000657;657Gunlod1908BV;657;Gunlod;39.401;2.316754699;1541.965624;MBA;DES=+2000657;1998-12-11-12-12-23;2000-01-01-00-00-00;;Gunlod
a0000658;2000658;658Asteria1908BW;658;Asteria;21.894;2.666589775;1760.243689;MBA;DES=+2000658;1998-10-17-22-32-17;2000-01-01-00-00-00;;Asteria
a0000659;2000659;659Nestor1908CS;659;Nestor;112.32;4.55805305;4288.951667;GRK;DES=+2000659;1997-01-23-18-17-25;2000-01-01-00-00-00;;Nestor
a0000660;2000660;660Crescentia1908CC;660;Crescentia;42.302;2.259420274;1472.457718;MBA;DES=+2000660;1998-12-28-21-15-14;2000-01-01-00-00-00;;Crescentia
a0000661;2000661;661Cloelia1908CL;661;Cloelia;40.081;2.9142895;1915.499158;MBA;DES=+2000661;1998-09-09-03-00-19;2000-01-01-00-00-00;;Cloelia
a0000662;2000662;662Newtonia1908CW;662;Newtonia;22.127;2.000919766;1490.064092;MBA;DES=+2000662;1998-12-24-11-36-56;2000-01-01-00-00-00;;Newtonia
a0000663;2000663;663Gerlinde1908DG;663;Gerlinde;107.795;2.621714968;1963.337615;MBA;DES=+2000663;1998-08-28-03-58-28;2000-01-01-00-00-00;;Герлинда
a0000664;2000664;664Judith1908DH;664;Judith;85.214;2.458776668;2086.931101;MBA;DES=+2000664;1998-07-28-06-24-49;2000-01-01-00-00-00;;Judith
a0000665;2000665;665Sabine1908DK;665;Sabine;51.09;2.601631381;2035.405841;MBA;DES=+2000665;1998-08-10-03-33-54;2000-01-01-00-00-00;;Sabine
a0000666;2000666;666Desdemona1908DM;666;Desdemona;32.741;1.975156152;1524.491358;MBA;DES=+2000666;1998-12-15-21-03-07;2000-01-01-00-00-00;;Desdemona
a0000667;2000667;667Denise1908DN;667;Denise;82.986;2.577157316;2074.892817;MBA;DES=+2000667;1998-07-31-06-38-36;2000-01-01-00-00-00;;Denise
a0000668;2000668;668Dora1908DO;668;Dora;23.3;2.134272194;1704.525361;MBA;DES=+2000668;1998-10-31-20-50-53;2000-01-01-00-00-00;;Dora
a0000669;2000669;669Kypria1908DQ;669;Kypria;29.227;2.783726497;1910.152038;MBA;DES=+2000669;1998-09-10-11-05-16;2000-01-01-00-00-00;;Kypria
a0000670;2000670;670Ottegebe1908DR;670;Ottegebe;35.886;2.258031519;1712.706532;MBA;DES=+2000670;1998-10-29-19-45-39;2000-01-01-00-00-00;;Ottegebe
a0000671;2000671;671Carnegia1908DV;671;Carnegia;60.604;2.886384402;1986.721358;MBA;DES=+2000671;1998-08-22-07-40-19;2000-01-01-00-00-00;;Carnegia
a0000672;2000672;672Astarte1908DY;672;Astarte;30.454;2.212881879;1492.629919;MBA;DES=+2000672;1998-12-23-20-13-14;2000-01-01-00-00-00;;Astarte
a0000673;2000673;673Edda1908EA;673;Edda;37.622;2.783604644;1724.333824;MBA;DES=+2000673;1998-10-26-21-59-50;2000-01-01-00-00-00;;Edda
a0000674;2000674;674Rachele1908EP;674;Rachele;96.171;2.35132308;1824.903811;MBA;DES=+2000674;1998-10-01-18-34-38;2000-01-01-00-00-00;;Рашель
a0000675;2000675;675Ludmilla1908DU;675;Ludmilla;76;2.204825409;1682.609191;MBA;DES=+2000675;1998-11-06-08-20-42;2000-01-01-00-00-00;;Ludmilla
a0000676;2000676;676Melitta1909FN;676;Melitta;78.369;2.690404605;1957.698788;MBA;DES=+2000676;1998-08-29-13-48-27;2000-01-01-00-00-00;;Melitta
a0000677;2000677;677Aaltje1909FR;677;Aaltje;32.403;2.805249754;1854.89711;MBA;DES=+2000677;1998-09-24-06-37-03;2000-01-01-00-00-00;;Aaltje
a0000678;2000678;678Fredegundis1909FS;678;Fredegundis;39.585;2.008577047;1507.065821;MBA;DES=+2000678;1998-12-20-05-36-19;2000-01-01-00-00-00;;Fredegundis
a0000679;2000679;679Pax1909FY;679;Pax;63.909;1.787565512;1521.415391;MBA;DES=+2000679;1998-12-16-15-30-28;2000-01-01-00-00-00;;Pax
a0000680;2000680;680Genoveva1909GW;680;Genoveva;83.92;2.219613566;2037.385212;MBA;DES=+2000680;1998-08-09-15-41-20;2000-01-01-00-00-00;;Genoveva
a0000681;2000681;681Gorgo1909GZ;681;Gorgo;20.39;2.789823302;2002.80643;MBA;DES=+2000681;1998-08-18-07-09-42;2000-01-01-00-00-00;;Gorgo
a0000683;2000683;683Lanzia1909HC;683;Lanzia;83.04;2.934939391;2008.45963;MBA;DES=+2000683;1998-08-16-21-14-32;2000-01-01-00-00-00;;Lanzia
a0000686;2000686;686Gersuind1909HF;686;Gersuind;55.258;1.896716117;1522.411955;MBA;DES=+2000686;1998-12-16-09-31-42;2000-01-01-00-00-00;;Gersuind
a0000687;2000687;687Tinette1909HG;687;Tinette;21.533;1.979015814;1639.30442;MBA;DES=+2000687;1998-11-17-04-10-25;2000-01-01-00-00-00;;Tinette
a0000688;2000688;688Melanie1909HH;688;Melanie;41.614;2.3207645;1618.787778;MBA;DES=+2000688;1998-11-22-07-16-25;2000-01-01-00-00-00;;Melanie
a0000690;2000690;690Wratislavia1909HZ;690;Wratislavia;134.65;2.581472361;2040.471278;MBA;DES=+2000690;1998-08-08-21-10-21;2000-01-01-00-00-00;;Wratislavia
a0000691;2000691;691Lehigh1909JG;691;Lehigh;79.451;2.641791068;1909.060639;MBA;DES=+2000691;1998-09-10-17-38-11;2000-01-01-00-00-00;;Lehigh
a0000692;2000692;692Hippodamia1901HD;692;Hippodamia;42.771;2.814247993;2275.93083;OMB;DES=+2000692;1998-06-11-00-24-55;2000-01-01-00-00-00;;Hippodamia
a0000693;2000693;693Zerbinetta1909HN;693;Zerbinetta;82.114;2.851048775;1846.865558;MBA;DES=+2000693;1998-09-26-06-48-24;2000-01-01-00-00-00;;Zerbinetta
a0000694;2000694;694Ekard1909JA;694;Ekard;121.891;1.811052535;1595.305142;MBA;DES=+2000694;1998-11-28-04-10-09;2000-01-01-00-00-00;;Экард
a0000695;2000695;695Bella1909JB;695;Bella;40.62;2.134828325;1478.747672;MBA;DES=+2000695;1998-12-27-07-30-51;2000-01-01-00-00-00;;Bella
a0000696;2000696;696Leonora1910JJ;696;Leonora;81.58;2.375061336;2060.471779;MBA;DES=+2000696;1998-08-03-21-10-10;2000-01-01-00-00-00;;Leonora
a0000697;2000697;697Galilea1910JO;697;Galilea;80.14;2.434897715;1787.680989;MBA;DES=+2000697;1998-10-11-01-54-51;2000-01-01-00-00-00;;Galilea
a0000698;2000698;698Ernestina1910JX;698;Ernestina;27.037;2.548371943;1772.44158;MBA;DES=+2000698;1998-10-14-21-21-02;2000-01-01-00-00-00;;Ernestina
a0000701;2000701;701Oriola1910KN;701;Oriola;42.943;2.912952873;1911.388036;MBA;DES=+2000701;1998-09-10-03-40-19;2000-01-01-00-00-00;;Oriola
a0000702;2000702;702Alauda1910KQ;702;Alauda;190.98;3.137277971;2083.336507;MBA;DES=+2000702;1998-07-29-03-58-52;2000-01-01-00-00-00;;Alauda
a0000704;2000704;704Interamnia1910KU;704;Interamnia;306.313;2.585009321;1953.184017;MBA;DES=+2000704;1998-08-30-16-53-46;2000-01-01-00-00-00;;Интерамния
a0000705;2000705;705Erminia1910KV;705;Erminia;132.261;2.777890483;1825.642748;MBA;DES=+2000705;1998-10-01-14-08-37;2000-01-01-00-00-00;;Эрминия
a0000706;2000706;706Hirundo1910KX;706;Hirundo;30.819;2.199305229;1646.93589;MBA;DES=+2000706;1998-11-15-06-23-05;2000-01-01-00-00-00;;Hirundo
a0000708;2000708;708Raphaela1911LJ;708;Raphaela;21.43;2.440907803;1594.056939;MBA;DES=+2000708;1998-11-28-11-39-31;2000-01-01-00-00-00;;Raphaela
a0000709;2000709;709Fringilla1911LK;709;Fringilla;95.173;2.588045211;1818.693109;MBA;DES=+2000709;1998-10-03-07-50-29;2000-01-01-00-00-00;;Fringilla
a0000710;2000710;710Gertrud1911LM;710;Gertrud;29.208;2.713045718;2022.378681;MBA;DES=+2000710;1998-08-13-09-43-41;2000-01-01-00-00-00;;Gertrud
a0000712;2000712;712Boliviana1911LO;712;Boliviana;112.818;2.092962904;1508.760674;MBA;DES=+2000712;1998-12-19-19-26-10;2000-01-01-00-00-00;;Боливиана
a0000713;2000713;713Luscinia1911LS;713;Luscinia;97.968;2.870720963;2293.57161;OMB;DES=+2000713;1998-06-06-14-34-14;2000-01-01-00-00-00;;Luscinia
a0000714;2000714;714Ulula1911LW;714;Ulula;41.343;2.390606084;1474.321714;MBA;DES=+2000714;1998-12-28-10-04-11;2000-01-01-00-00-00;;Ulula
