id;spkid;full_name;pdes;name;diameter;q;per;class;horizons;begin_time;end_time;;name_ru
a0002576;2002576;2576Yesenin1974QL;2576;Yesenin;27.887;2.700526202;1986.237268;MBA;DES=+2002576;1998-08-22-10-34-36;2000-01-01-00-00-00;;Yesenin
a0002582;2002582;2582HarimayaBashi1981SA;2582;Harimaya-Bashi;28.87;2.993575516;2094.722766;OMB;DES=+2002582;1998-07-26-07-39-49;2000-01-01-00-00-00;;Harimaya-Bashi
a0002587;2002587;2587Gardner1980OH;2587;Gardner;20.564;2.671895016;2059.264518;MBA;DES=+2002587;1998-08-04-04-24-47;2000-01-01-00-00-00;;Gardner
a0002594;2002594;2594Acamas1978TB;2594;Acamas;25.874;4.627218722;4156.650107;TJN;DES=+2002594;1997-02-25-20-05-59;2000-01-01-00-00-00;;Acamas
a0002612;2002612;2612Kathryn1979DE;2612;Kathryn;25.144;2.432614278;1802.991521;MBA;DES=+2002612;1998-10-07-06-03-04;2000-01-01-00-00-00;;Kathryn
a0002613;2002613;2613Plzen1979QE;2613;Plzen;28.007;2.902815258;1935.240346;MBA;DES=+2002613;1998-09-04-04-33-29;2000-01-01-00-00-00;;Plzen
a0002617;2002617;2617Jiangxi1975WO1;2617;Jiangxi;49.084;2.406361048;2045.363973;MBA;DES=+2002617;1998-08-07-15-48-59;2000-01-01-00-00-00;;Jiangxi
a0002621;2002621;2621Goto1981CA;2621;Goto;44.723;2.538227633;1973.873055;MBA;DES=+2002621;1998-08-25-12-45-43;2000-01-01-00-00-00;;Goto
a0002630;2002630;2630Hermod1980TF3;2630;Hermod;24.48;2.687564338;1969.002677;MBA;DES=+2002630;1998-08-26-17-59-03;2000-01-01-00-00-00;;Hermod
a0002632;2002632;2632Guizhou1980VJ1;2632;Guizhou;32.364;2.706454939;1934.082376;MBA;DES=+2002632;1998-09-04-11-30-21;2000-01-01-00-00-00;;Guizhou
a0002634;2002634;2634JamesBradley1982DL;2634;James Bradley;33.726;3.290995871;2350.831189;OMB;DES=+2002634;1998-05-23-07-00-47;2000-01-01-00-00-00;;James Bradley
a0002651;2002651;2651Karen1949QD;2651;Karen;23.545;2.004513957;1879.622238;MBA;DES=+2002651;1998-09-18-02-16-00;2000-01-01-00-00-00;;Karen
a0002657;2002657;2657Bashkiria1979SB7;2657;Bashkiria;21.229;2.669722002;2063.351663;MBA;DES=+2002657;1998-08-03-03-53-25;2000-01-01-00-00-00;;Bashkiria
a0002659;2002659;2659Millis1981JX;2659;Millis;27.746;2.804344648;2020.532601;MBA;DES=+2002659;1998-08-13-20-48-16;2000-01-01-00-00-00;;Millis
a0002666;2002666;2666Gramme1951TA;2666;Gramme;30.364;2.461261718;2067.195736;MBA;DES=+2002666;1998-08-02-04-49-33;2000-01-01-00-00-00;;Gramme
a0002667;2002667;2667Oikawa1967UO;2667;Oikawa;21.225;2.6175684;2115.588028;OMB;DES=+2002667;1998-07-21-02-28-19;2000-01-01-00-00-00;;Oikawa
a0002670;2002670;2670Chuvashia1977PW1;2670;Chuvashia;21.278;2.937200442;2061.634132;MBA;DES=+2002670;1998-08-03-14-11-43;2000-01-01-00-00-00;;Chuvashia
a0002672;2002672;2672Pisek1979KC;2672;Pisek;22.624;2.226103498;1543.585111;MBA;DES=+2002672;1998-12-11-02-29-22;2000-01-01-00-00-00;;Pisek
a0002674;2002674;2674Pandarus1982BC3;2674;Pandarus;74.267;4.8238451;4308.674285;TJN;DES=+2002674;1997-01-18-19-57-17;2000-01-01-00-00-00;;Пандар
a0002688;2002688;2688Halley1982HG1;2688;Halley;21.525;2.715706145;2062.549353;MBA;DES=+2002688;1998-08-03-08-42-14;2000-01-01-00-00-00;;Halley
a0002696;2002696;2696Magion1980HB;2696;Magion;21.388;2.172144219;1401.709249;MBA;DES=+2002696;1999-01-15-13-44-40;2000-01-01-00-00-00;;Magion
a0002697;2002697;2697Albina1969TC3;2697;Albina;51.54;3.278120567;2452.629445;OMB;DES=+2002697;1998-04-27-20-13-24;2000-01-01-00-00-00;;Albina
a0002702;2002702;2702Batrakov1978SZ2;2702;Batrakov;24.927;3.066797089;2298.932219;OMB;DES=+2002702;1998-06-05-06-24-25;2000-01-01-00-00-00;;Batrakov
a0002707;2002707;2707Ueferji1981QS3;2707;Ueferji;25.838;2.796579179;2083.465763;MBA;DES=+2002707;1998-07-29-03-12-20;2000-01-01-00-00-00;;Ueferji
a0002708;2002708;2708Burns1981WT;2708;Burns;20.263;2.534102407;1975.391087;MBA;DES=+2002708;1998-08-25-03-39-13;2000-01-01-00-00-00;;Burns
a0002718;2002718;2718Handley1951OM;2718;Handley;25.309;2.636930692;2013.512395;MBA;DES=+2002718;1998-08-15-14-55-33;2000-01-01-00-00-00;;Handley
a0002724;2002724;2724Orlov1978RZ5;2724;Orlov;20.004;2.575027746;1828.325419;MBA;DES=+2002724;1998-09-30-22-02-51;2000-01-01-00-00-00;;Orlov
a0002725;2002725;2725DavidBender1978VG3;2725;David Bender;36.974;2.57497212;1929.904652;MBA;DES=+2002725;1998-09-05-12-34-20;2000-01-01-00-00-00;;David Bender
a0002731;2002731;2731Cucula1982KJ;2731;Cucula;44.841;2.587036291;2081.531435;MBA;DES=+2002731;1998-07-29-14-48-42;2000-01-01-00-00-00;;Cucula
a0002734;2002734;2734Hasek1976GJ3;2734;Hasek;25.409;3.110041577;2054.927641;MBA;DES=+2002734;1998-08-05-06-26-03;2000-01-01-00-00-00;;Hasek
a0002747;2002747;2747CeskyKrumlov1980DW;2747;Cesky Krumlov;29.804;2.698136479;1991.415999;MBA;DES=+2002747;1998-08-21-03-30-15;2000-01-01-00-00-00;;Cesky Krumlov
a0002759;2002759;2759Idomeneus1980GC;2759;Idomeneus;53.676;4.847083863;4315.285481;GRK;DES=+2002759;1997-01-17-04-17-15;2000-01-01-00-00-00;;Idomeneus
a0002760;2002760;2760Kacha1980TU6;2760;Kacha;57.9;3.512117858;2907.700763;OMB;DES=+2002760;1998-01-04-01-47-44;2000-01-01-00-00-00;;Kacha
a0002765;2002765;2765Dinant1981EY;2765;Dinant;24.284;2.973519368;2039.681196;MBA;DES=+2002765;1998-08-09-01-54-47;2000-01-01-00-00-00;;Dinant
a0002774;2002774;2774Tenojoki1942TJ;2774;Tenojoki;35.697;2.734152608;2074.149156;MBA;DES=+2002774;1998-07-31-11-06-19;2000-01-01-00-00-00;;Tenojoki
a0002781;2002781;2781Kleczek1982QH;2781;Kleczek;20.727;2.571724049;2041.750785;MBA;DES=+2002781;1998-08-08-13-29-44;2000-01-01-00-00-00;;Kleczek
a0002793;2002793;2793Valdaj1977QV;2793;Valdaj;27.103;3.071131654;2058.234125;MBA;DES=+2002793;1998-08-04-10-35-43;2000-01-01-00-00-00;;Valdaj
a0002797;2002797;2797Teucer1981LK;2797;Teucer;89.43;4.65877992;4213.678516;GRK;DES=+2002797;1997-02-11-13-55-46;2000-01-01-00-00-00;;Тевкр
a0002803;2002803;2803Vilho1940WG;2803;Vilho;21.441;2.579463476;2033.803261;MBA;DES=+2002803;1998-08-10-13-10-50;2000-01-01-00-00-00;;Vilho
a0002813;2002813;2813Zappala1981WZ;2813;Zappala;32.04;2.653136597;2026.166073;MBA;DES=+2002813;1998-08-12-11-00-13;2000-01-01-00-00-00;;Zappala
a0002816;2002816;2816Pien1982SO;2816;Pien;28.256;2.214588726;1645.353979;MBA;DES=+2002816;1998-11-15-15-52-35;2000-01-01-00-00-00;;Pien
a0002826;2002826;2826Ahti1939UJ;2826;Ahti;39.975;3.064565375;2112.920861;OMB;DES=+2002826;1998-07-21-18-28-30;2000-01-01-00-00-00;;Ahti
a0002829;2002829;2829Bobhope1948PK;2829;Bobhope;41.361;2.508934944;1982.480317;MBA;DES=+2002829;1998-08-23-09-07-06;2000-01-01-00-00-00;;Bobhope
a0002835;2002835;2835Ryoma1982WF;2835;Ryoma;24.23;2.52654661;1662.288392;MBA;DES=+2002835;1998-11-11-10-16-11;2000-01-01-00-00-00;;Ryoma
a0002846;2002846;2846Ylppo1942CJ;2846;Ylppo;27.254;2.988890774;2115.080243;OMB;DES=+2002846;1998-07-21-05-31-07;2000-01-01-00-00-00;;Ylppo
a0002848;2002848;2848ASP1959VF;2848;ASP;25.793;2.577620938;2091.747905;OMB;DES=+2002848;1998-07-27-01-30-46;2000-01-01-00-00-00;;ASP
a0002856;2002856;2856Roser1933GB;2856;Roser;23.99;2.998392694;1923.240918;MBA;DES=+2002856;1998-09-07-04-33-17;2000-01-01-00-00-00;;Roser
a0002865;2002865;2865Laurel1935OK;2865;Laurel;24.991;2.381218236;1497.099921;MBA;DES=+2002865;1998-12-22-17-24-02;2000-01-01-00-00-00;;Laurel
a0002879;2002879;2879Shimizu1932CB1;2879;Shimizu;21.762;2.377373407;1683.259241;MBA;DES=+2002879;1998-11-06-04-26-41;2000-01-01-00-00-00;;Shimizu
a0002882;2002882;2882Tedesco1981OG;2882;Tedesco;21.912;2.542030822;2044.461452;MBA;DES=+2002882;1998-08-07-21-13-53;2000-01-01-00-00-00;;Tedesco
a0002891;2002891;2891McGetchin1980MD;2891;McGetchin;35.066;2.892214611;2242.746169;OMB;DES=+2002891;1998-06-19-07-31-23;2000-01-01-00-00-00;;McGetchin
a0002892;2002892;2892Filipenko1983AX2;2892;Filipenko;69.492;2.533229714;2072.46118;MBA;DES=+2002892;1998-07-31-21-13-59;2000-01-01-00-00-00;;Filipenko
a0002893;2002893;2893Peiroos1975QD;2893;Peiroos;86.884;4.750825879;4265.603238;TJN;DES=+2002893;1997-01-29-14-22-52;2000-01-01-00-00-00;;Перой
a0002895;2002895;2895Memnon1981AE1;2895;Memnon;56.706;4.985725047;4382.900399;TJN;DES=+2002895;1996-12-31-06-35-53;2000-01-01-00-00-00;;Memnon
a0002906;2002906;2906Caltech1983AE2;2906;Caltech;58.678;2.83977758;2063.751502;MBA;DES=+2002906;1998-08-03-01-29-28;2000-01-01-00-00-00;;Caltech
a0002908;2002908;2908Shimoyama1981WA;2908;Shimoyama;29.663;2.514941483;1874.985712;MBA;DES=+2002908;1998-09-19-06-05-09;2000-01-01-00-00-00;;Shimoyama
a0002909;2002909;2909Hoshinoie1983JA;2909;Hoshi-no-ie;21.312;2.658081924;1914.383514;MBA;DES=+2002909;1998-09-09-09-41-57;2000-01-01-00-00-00;;Hoshi-no-ie
a0002918;2002918;2918Salazar1980TU4;2918;Salazar;20.156;2.690931969;2064.601446;MBA;DES=+2002918;1998-08-02-20-23-29;2000-01-01-00-00-00;;Salazar
a0002920;2002920;2920Automedon1981JR;2920;Automedon;88.574;4.972608918;4216.880595;GRK;DES=+2002920;1997-02-10-18-43-01;2000-01-01-00-00-00;;Automedon
a0002932;2002932;2932Kempchinsky1980TK4;2932;Kempchinsky;29.283;3.22453609;2518.921146;OMB;DES=+2002932;1998-04-11-06-28-24;2000-01-01-00-00-00;;Kempchinsky
a0002933;2002933;2933Amber1983HN;2933;Amber;20.449;2.486457133;1539.601386;MBA;DES=+2002933;1998-12-12-02-23-31;2000-01-01-00-00-00;;Amber
a0002934;2002934;2934Aristophanes4006PL;2934;Aristophanes;21.941;3.005432784;2060.65957;MBA;DES=+2002934;1998-08-03-20-02-34;2000-01-01-00-00-00;;Aristophanes
a0002945;2002945;2945Zanstra1935ST1;2945;Zanstra;23.701;2.300550337;1593.510227;MBA;DES=+2002945;1998-11-28-14-56-20;2000-01-01-00-00-00;;Zanstra
a0002951;2002951;2951Perepadin1977RB8;2951;Perepadin;46.653;2.776814768;2026.781907;MBA;DES=+2002951;1998-08-12-07-18-31;2000-01-01-00-00-00;;Perepadin
a0002957;2002957;2957Tatsuo1934CB1;2957;Tatsuo;22.473;2.737639077;1915.74987;MBA;DES=+2002957;1998-09-09-01-30-03;2000-01-01-00-00-00;;Tatsuo
a0002959;2002959;2959Scholl1983RE2;2959;Scholl;32.783;2.867907991;2864.49717;OMB;DES=+2002959;1998-01-14-21-01-02;2000-01-01-00-00-00;;Scholl
a0002967;2002967;2967Vladisvyat1977SS1;2967;Vladisvyat;32.879;2.767202329;2089.362383;MBA;DES=+2002967;1998-07-27-15-49-33;2000-01-01-00-00-00;;Vladisvyat
a0002976;2002976;2976Lautaro1974HR;2976;Lautaro;46.184;2.854748308;2228.931216;OMB;DES=+2002976;1998-06-22-18-24-46;2000-01-01-00-00-00;;Lautaro
a0002979;2002979;2979Murmansk1978TB7;2979;Murmansk;20.558;2.627437391;2013.818149;MBA;DES=+2002979;1998-08-15-13-05-28;2000-01-01-00-00-00;;Murmansk
a0002983;2002983;2983Poltava1981RW2;2983;Poltava;30.69;2.681267047;1756.221815;MBA;DES=+2002983;1998-10-18-22-40-09;2000-01-01-00-00-00;;Poltava
a0002996;2002996;2996Bowman1954RJ;2996;Bowman;20.381;2.69287968;1694.096086;MBA;DES=+2002996;1998-11-03-11-25-25;2000-01-01-00-00-00;;Bowman
a0003012;2003012;3012Minsk1979QU9;3012;Minsk;21.061;2.998584295;2114.13357;OMB;DES=+2003012;1998-07-21-11-11-55;2000-01-01-00-00-00;;Minsk
a0003015;2003015;3015Candy1980VN;3015;Candy;24.517;2.797580793;2277.12974;OMB;DES=+2003015;1998-06-10-17-13-18;2000-01-01-00-00-00;;Candy
a0003021;2003021;3021Lucubratio1967CB;3021;Lucubratio;24.426;2.413450675;2087.946519;MBA;DES=+2003021;1998-07-28-00-19-16;2000-01-01-00-00-00;;Lucubratio
a0003024;2003024;3024Hainan1981UW9;3024;Hainan;37.189;2.96827636;2302.517386;OMB;DES=+2003024;1998-06-04-08-53-45;2000-01-01-00-00-00;;Hainan
a0003025;2003025;3025Higson1982QR;3025;Higson;45.83;2.922414638;2088.778003;MBA;DES=+2003025;1998-07-27-19-19-56;2000-01-01-00-00-00;;Higson
a0003028;2003028;3028Zhangguoxi1978TA2;3028;Zhangguoxi;25.58;2.922429449;1914.678265;MBA;DES=+2003028;1998-09-09-07-55-50;2000-01-01-00-00-00;;Zhangguoxi
a0003036;2003036;3036Krat1937TO;3036;Krat;43.101;2.890380131;2101.670427;OMB;DES=+2003036;1998-07-24-13-58-39;2000-01-01-00-00-00;;Krat
a0003037;2003037;3037Alku1944BA;3037;Alku;29.876;2.167392939;1596.003377;MBA;DES=+2003037;1998-11-27-23-58-48;2000-01-01-00-00-00;;Alku
a0003044;2003044;3044Saltykov1983RE3;3044;Saltykov;24.805;2.395383333;1759.165769;MBA;DES=+2003044;1998-10-18-05-00-20;2000-01-01-00-00-00;;Saltykov
a0003045;2003045;3045Alois1984AW;3045;Alois;27.493;2.785371755;2026.339169;MBA;DES=+2003045;1998-08-12-09-57-54;2000-01-01-00-00-00;;Alois
a0003046;2003046;3046Moliere4120PL;3046;Moliere;21.438;2.693086742;2036.263435;MBA;DES=+2003046;1998-08-09-22-25-10;2000-01-01-00-00-00;;Moliere
a0003054;2003054;3054Strugatskia1977RE7;3054;Strugatskia;26.921;2.440392659;1986.733783;MBA;DES=+2003054;1998-08-22-07-35-51;2000-01-01-00-00-00;;Strugatskia
a0003061;2003061;3061Cook1982UB1;3061;Cook;22.639;2.506902698;1990.223965;MBA;DES=+2003061;1998-08-21-10-39-23;2000-01-01-00-00-00;;Cook
a0003062;2003062;3062Wren1982XC;3062;Wren;23.409;2.674373475;1915.916549;MBA;DES=+2003062;1998-09-09-00-30-03;2000-01-01-00-00-00;;Wren
a0003063;2003063;3063Makhaon1983PV;3063;Makhaon;111.655;4.906668604;4344.880834;GRK;DES=+2003063;1997-01-09-18-42-55;2000-01-01-00-00-00;;Makhaon
a0003078;2003078;3078Horrocks1984FG;3078;Horrocks;28.284;2.82034228;2039.889148;MBA;DES=+2003078;1998-08-09-00-39-55;2000-01-01-00-00-00;;Horrocks
a0003089;2003089;3089Oujianquan1981XK2;3089;Oujianquan;35.887;2.381817456;1832.124269;MBA;DES=+2003089;1998-09-29-23-15-16;2000-01-01-00-00-00;;Oujianquan
a0003092;2003092;3092Herodotus6550PL;3092;Herodotus;30.346;3.135667796;2436.226808;OMB;DES=+2003092;1998-05-01-22-38-21;2000-01-01-00-00-00;;Herodotus
a0003094;2003094;3094Chukokkala1979FE2;3094;Chukokkala;23.099;2.451781089;1573.539535;MBA;DES=+2003094;1998-12-03-14-45-47;2000-01-01-00-00-00;;Chukokkala
a0003095;2003095;3095Omarkhayyam1980RT2;3095;Omarkhayyam;30.178;3.215848301;2381.683851;OMB;DES=+2003095;1998-05-15-13-53-49;2000-01-01-00-00-00;;Omarkhayyam
a0003097;2003097;3097Tacitus2011PL;3097;Tacitus;20.81;2.664109116;1832.217767;MBA;DES=+2003097;1998-09-29-22-41-37;2000-01-01-00-00-00;;Tacitus
a0003106;2003106;3106Morabito1981EE;3106;Morabito;26.209;2.39354944;2036.536307;MBA;DES=+2003106;1998-08-09-20-46-56;2000-01-01-00-00-00;;Morabito
a0003109;2003109;3109Machin1974DC;3109;Machin;23.671;2.234784297;1401.925112;MBA;DES=+2003109;1999-01-15-12-26-57;2000-01-01-00-00-00;;Machin
a0003118;2003118;3118Claytonsmith1974OD;3118;Claytonsmith;36.569;2.862097222;1933.086732;MBA;DES=+2003118;1998-09-04-17-28-47;2000-01-01-00-00-00;;Claytonsmith
a0003128;2003128;3128Obruchev1979FJ2;3128;Obruchev;20.396;2.616673101;2005.717957;MBA;DES=+2003128;1998-08-17-13-41-33;2000-01-01-00-00-00;;Obruchev
a0003132;2003132;3132Landgraf1940WL;3132;Landgraf;26.932;2.746674317;2039.230213;MBA;DES=+2003132;1998-08-09-04-37-08;2000-01-01-00-00-00;;Landgraf
a0003134;2003134;3134KostinskyA921VA;3134;Kostinsky;50.389;3.104316189;2901.169589;OMB;DES=+2003134;1998-01-05-16-58-57;2000-01-01-00-00-00;;Kostinsky
a0003139;2003139;3139Shantou1980VL1;3139;Shantou;36.648;3.124510315;2083.198981;MBA;DES=+2003139;1998-07-29-04-48-23;2000-01-01-00-00-00;;Shantou
a0003140;2003140;3140Stellafane1983AO;3140;Stellafane;20.213;2.682973194;1912.952821;MBA;DES=+2003140;1998-09-09-18-17-00;2000-01-01-00-00-00;;Stellafane
a0003141;2003141;3141Buchar1984RH;3141;Buchar;36.05;3.138716495;2287.373334;OMB;DES=+2003141;1998-06-08-03-45-36;2000-01-01-00-00-00;;Buchar
a0003150;2003150;3150Tosa1983CB;3150;Tosa;33.479;2.822357417;2091.417334;OMB;DES=+2003150;1998-07-27-03-29-46;2000-01-01-00-00-00;;Tosa
a0003152;2003152;3152Jones1983LF;3152;Jones;30.952;2.388563548;1554.242947;MBA;DES=+2003152;1998-12-08-10-32-33;2000-01-01-00-00-00;;Jones
a0003156;2003156;3156Ellington1953EE;3156;Ellington;30.794;2.292673037;1763.200701;MBA;DES=+2003156;1998-10-17-04-47-45;2000-01-01-00-00-00;;Ellington
a0003157;2003157;3157Novikov1973SX3;3157;Novikov;30.522;2.687815017;2042.324188;MBA;DES=+2003157;1998-08-08-10-03-18;2000-01-01-00-00-00;;Novikov
a0003162;2003162;3162Nostalgia1980YH;3162;Nostalgia;31.021;2.663762618;2047.273565;MBA;DES=+2003162;1998-08-07-04-21-31;2000-01-01-00-00-00;;Nostalgia
a0003171;2003171;3171Wangshouguan1979WO;3171;Wangshouguan;38.766;2.718652298;2071.758309;MBA;DES=+2003171;1998-08-01-01-27-01;2000-01-01-00-00-00;;Wangshouguan
a0003176;2003176;3176Paolicchi1980VR1;3176;Paolicchi;41.327;2.783752086;1780.768806;MBA;DES=+2003176;1998-10-12-19-23-14;2000-01-01-00-00-00;;Paolicchi
a0003179;2003179;3179Beruti1962FA;3179;Beruti;20.835;2.589557158;1982.000259;MBA;DES=+2003179;1998-08-23-11-59-55;2000-01-01-00-00-00;;Beruti
a0003202;2003202;3202GraffA908AA;3202;Graff;35.914;3.484670624;2850.079712;OMB;DES=+2003202;1998-01-18-11-31-19;2000-01-01-00-00-00;;Graff
a0003208;2003208;3208Lunn1981JM;3208;Lunn;20.114;2.802433799;2015.92118;MBA;DES=+2003208;1998-08-15-00-28-23;2000-01-01-00-00-00;;Lunn
a0003222;2003222;3222Liller1983NJ;3222;Liller;34.919;2.893171309;1982.492395;MBA;DES=+2003222;1998-08-23-09-02-45;2000-01-01-00-00-00;;Liller
a0003223;2003223;3223Forsius1942RN;3223;Forsius;20.149;2.231872838;1537.208365;MBA;DES=+2003223;1998-12-12-16-45-00;2000-01-01-00-00-00;;Forsius
a0003224;2003224;3224Irkutsk1977RL6;3224;Irkutsk;24.9;2.31482828;1694.375639;MBA;DES=+2003224;1998-11-03-09-44-47;2000-01-01-00-00-00;;Irkutsk
a0003230;2003230;3230Vampilov1972LE;3230;Vampilov;22.759;2.129899903;2038.525068;MBA;DES=+2003230;1998-08-09-08-50-59;2000-01-01-00-00-00;;Vampilov
a0003237;2003237;3237Victorplatt1984SA5;3237;Victorplatt;27.751;2.812788957;1912.715691;MBA;DES=+2003237;1998-09-09-19-42-22;2000-01-01-00-00-00;;Victorplatt
a0003240;2003240;3240Laocoon1978VG6;3240;Laocoon;51.695;4.564821059;4371.472342;TJN;DES=+2003240;1997-01-03-03-09-59;2000-01-01-00-00-00;;Laocoon
a0003246;2003246;3246Bidstrup1976GQ3;3246;Bidstrup;22.225;3.089042271;2084.10458;MBA;DES=+2003246;1998-07-28-23-22-22;2000-01-01-00-00-00;;Bidstrup
a0003248;2003248;3248Farinella1982FK;3248;Farinella;36.553;2.718915136;2095.049654;OMB;DES=+2003248;1998-07-26-05-42-08;2000-01-01-00-00-00;;Farinella
a0003254;2003254;3254Bus1982UM;3254;Bus;31.104;3.327961457;2888.060554;OMB;DES=+2003254;1998-01-08-23-38-13;2000-01-01-00-00-00;;Bus
a0003256;2003256;3256Daguerre1981SJ1;3256;Daguerre;20.551;2.502532667;1691.080943;MBA;DES=+2003256;1998-11-04-05-30-52;2000-01-01-00-00-00;;Daguerre
a0003259;2003259;3259Brownlee1984SZ4;3259;Brownlee;25.579;2.777029962;2058.898556;MBA;DES=+2003259;1998-08-04-06-36-32;2000-01-01-00-00-00;;Brownlee
a0003262;2003262;3262Miune1983WB;3262;Miune;22.627;2.807129816;1904.907993;MBA;DES=+2003262;1998-09-11-18-33-08;2000-01-01-00-00-00;;Miune
a0003273;2003273;3273Drukar1975TS2;3273;Drukar;27.397;3.320014159;2293.496787;OMB;DES=+2003273;1998-06-06-15-01-10;2000-01-01-00-00-00;;Drukar
a0003278;2003278;3278Behounek1984BT;3278;Behounek;31.455;3.170397814;2106.08426;OMB;DES=+2003278;1998-07-23-11-29-40;2000-01-01-00-00-00;;Behounek
a0003291;2003291;3291Dunlap1982VX3;3291;Dunlap;22.496;2.820463356;2039.335012;MBA;DES=+2003291;1998-08-09-03-59-24;2000-01-01-00-00-00;;Dunlap
a0003300;2003300;3300McGlasson1928NA;3300;McGlasson;22.752;2.523315363;2056.221116;MBA;DES=+2003300;1998-08-04-22-40-24;2000-01-01-00-00-00;;McGlasson
a0003310;2003310;3310Patsy1931TS2;3310;Patsy;24.032;2.826185077;1906.197209;MBA;DES=+2003310;1998-09-11-10-49-01;2000-01-01-00-00-00;;Patsy
a0003317;2003317;3317Paris1984KF;3317;Paris;118.79;4.556492066;4357.593549;TJN;DES=+2003317;1997-01-06-14-26-21;2000-01-01-00-00-00;;Paris
a0003318;2003318;3318Blixen1985HB;3318;Blixen;22.658;2.860968024;1906.375962;MBA;DES=+2003318;1998-09-11-09-44-40;2000-01-01-00-00-00;;Blixen
a0003325;2003325;3325TARDIS1984JZ;3325;TARDIS;28.238;3.131366783;2076.142548;MBA;DES=+2003325;1998-07-30-23-08-41;2000-01-01-00-00-00;;TARDIS
a0003327;2003327;3327Campins1985PW;3327;Campins;20.773;2.882711346;2066.150622;MBA;DES=+2003327;1998-08-02-11-05-47;2000-01-01-00-00-00;;Campins
a0003330;2003330;3330Gantrisch1985RU1;3330;Gantrisch;35.717;2.519572196;2045.677617;MBA;DES=+2003330;1998-08-07-13-56-04;2000-01-01-00-00-00;;Gantrisch
a0003333;2003333;3333Schaber1980TG5;3333;Schaber;26.538;2.439151318;2024.954559;MBA;DES=+2003333;1998-08-12-18-16-22;2000-01-01-00-00-00;;Schaber
a0003339;2003339;3339Treshnikov1978LB;3339;Treshnikov;33.541;2.751165055;2068.05462;MBA;DES=+2003339;1998-08-01-23-40-21;2000-01-01-00-00-00;;Treshnikov
a0003342;2003342;3342Fivesparks1982BD3;3342;Fivesparks;22.163;2.870482791;2026.423533;MBA;DES=+2003342;1998-08-12-09-27-32;2000-01-01-00-00-00;;Fivesparks
a0003345;2003345;3345Tarkovskij1982YC1;3345;Tarkovskij;20.746;2.00360659;1420.998362;MBA;DES=+2003345;1999-01-10-18-00-35;2000-01-01-00-00-00;;Tarkovskij
a0003346;2003346;3346Gerla1951SD;3346;Gerla;34.628;3.037884918;2075.447206;MBA;DES=+2003346;1998-07-31-03-19-01;2000-01-01-00-00-00;;Gerla
a0003368;2003368;3368Duncombe1985QT;3368;Duncombe;33.331;3.083515695;2275.513378;OMB;DES=+2003368;1998-06-11-02-55-12;2000-01-01-00-00-00;;Duncombe
a0003369;2003369;3369Freuchen1985UZ;3369;Freuchen;23.648;2.615879298;1936.785752;MBA;DES=+2003369;1998-09-03-19-17-08;2000-01-01-00-00-00;;Freuchen
a0003372;2003372;3372Bratijchuk1976SP4;3372;Bratijchuk;21.481;2.317535214;1616.941405;MBA;DES=+2003372;1998-11-22-18-21-06;2000-01-01-00-00-00;;Bratijchuk
a0003389;2003389;3389Sinzot1984DU;3389;Sinzot;20.768;2.386798438;1685.38497;MBA;DES=+2003389;1998-11-05-15-41-25;2000-01-01-00-00-00;;Sinzot
a0003391;2003391;3391Sinon1977DD3;3391;Sinon;37.862;4.866688178;4460.726276;GRK;DES=+2003391;1996-12-11-19-38-34;2000-01-01-00-00-00;;Sinon
a0003396;2003396;3396MuazzezA915TE;3396;Muazzez;32.519;2.773529669;2282.67806;OMB;DES=+2003396;1998-06-09-07-55-54;2000-01-01-00-00-00;;Muazzez
a0003405;2003405;3405Daiwensai1964UQ;3405;Daiwensai;24.696;2.312481169;1540.078347;MBA;DES=+2003405;1998-12-11-23-31-48;2000-01-01-00-00-00;;Daiwensai
a0003415;2003415;3415Danby1928SL;3415;Danby;36.582;2.978543507;2880.847646;OMB;DES=+2003415;1998-01-10-18-54-51;2000-01-01-00-00-00;;Danby
a0003419;2003419;3419Guth1981JZ;3419;Guth;34.589;3.005442342;2104.177079;OMB;DES=+2003419;1998-07-23-22-56-16;2000-01-01-00-00-00;;Guth
a0003425;2003425;3425Hurukawa1929BD;3425;Hurukawa;21.207;2.756162782;1903.590754;MBA;DES=+2003425;1998-09-12-02-27-20;2000-01-01-00-00-00;;Hurukawa
a0003431;2003431;3431Nakano1984QC;3431;Nakano;44.339;2.947659351;1988.296847;MBA;DES=+2003431;1998-08-21-22-13-09;2000-01-01-00-00-00;;Nakano
a0003438;2003438;3438Inarradas1974SD5;3438;Inarradas;25.252;2.43107456;1942.470489;MBA;DES=+2003438;1998-09-02-09-10-38;2000-01-01-00-00-00;;Inarradas
a0003442;2003442;3442Yashin1978TO7;3442;Yashin;25.708;2.705229104;2039.829434;MBA;DES=+2003442;1998-08-09-01-01-25;2000-01-01-00-00-00;;Yashin
a0003451;2003451;3451Mentor1984HA1;3451;Mentor;126.288;4.785413621;4259.961531;TJN;DES=+2003451;1997-01-31-00-13-52;2000-01-01-00-00-00;;Mentor
a0003471;2003471;3471Amelin1977QK2;3471;Amelin;27.406;3.026904146;2083.47246;MBA;DES=+2003471;1998-07-29-03-09-55;2000-01-01-00-00-00;;Amelin
a0003475;2003475;3475Fichte1972TD;3475;Fichte;29.558;2.771485531;2066.240972;MBA;DES=+2003475;1998-08-02-10-33-15;2000-01-01-00-00-00;;Fichte
