2000.0 2000.0 9
  3 44 48.180   0.06   +24 17 21.44   -5.1   5.4   Celaeno        536   16 Tau
  3 44 52.532   0.14   +24  6 48.01   -4.6   3.8   Electra        537   17 Tau
  3 45 12.469   0.07   +24 28  1.36   -5.8   4.4   Taygeta        539   19 Tau
  3 45 49.566   0.05   +24 22  3.63   -5.0   4.0   Maia           541   20 Tau
  3 45 54.423   0.04   +24 33 16.02   -4.6   5.9   Asterope       542   21 Tau
  3 46 19.537   0.08   +23 56 53.42   -5.7   4.3   Merope         545   23 Tau
  3 47 29.073   0.14   +24  6 18.38   -4.6   3.0   Alcyone        552   eta Tau
  3 49  9.739   0.13   +24  3 12.24   -4.7   3.8   Atlas          560   27 Tau
  3 49 11.181   0.09   +24  8 12.58   -4.3   5.2   Pleione        561   28 Tau  
