id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;vx;vy;vz;rarad;decrad;pmrarad;pmdecrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max;greek_letters;spect_desig;color;linecolor
22961;23015;31398;1577;;;Hassaleh;4.949894;33.16609;151.2859;3.63;-18.54;18;2.69;-3.209;;1.49;34.378539;121.884168;82.763748;3.64E-06;2.27E-05;-1.31E-06;1.295879211;0.578857475;1.76E-08;-8.99E-08;Iot;3;Aur;1;22961;;1673.400907;;;;;K;#F99220;#F99220
22986;23041;31623;1591;;;;4.954775;-1.067258;84.3882;-36.3;-27.09;9;6.25;1.619;;0.423;22.80088;81.234421;-1.571823;1.67E-05;4.65E-06;-1.13E-05;1.297157138;-0.01862716;-1.76E-07;-1.31E-07;;;Ori;1;22986;;19.60649667;;;;;F;#d4bf94;#d4bf94
22987;23040;31278;1568;;;;4.95478;53.752101;114.0251;-24.17;7.53;-8;4.43;-0.855;;-0.017;18.219549;64.912267;91.957342;1.07E-05;-1.15E-05;-4.14E-06;1.297158247;0.938151144;-1.17E-07;3.65E-08;;7;Cam;1;22987;;191.4255925;;;;;A;#f3e8d3;#f3e8d3
22989;23043;31539;1585;;;;4.956206;17.153677;146.1988;-11.16;-12.3;25;5.51;-0.315;;1.304;37.70057;134.512258;43.1193;1.49E-05;2.39E-05;-7.90E-07;1.297531643;0.29938814;-5.41E-08;-5.96E-08;;;Tau;1;22989;;116.4126029;;;;;K;#F99220;#F99220
23006;23060;31726;1595;;;;4.962412;-14.23192;416.6667;-0.23;-12.22;11;6.15;-1.949;;-0.202;108.365273;389.069351;-102.436463;1.75E-06;4.53E-06;-2.67E-05;1.299156553;-0.248393861;-1.12E-09;-5.92E-08;;;Eri;1;23006;;524.3243172;;;;;B;#93C2F1;#93C2F1
23014;23068;31553;1586;;;;4.963513;23.948562;139.6648;2.61;-9.37;4;5.79;0.065;;1.109;34.212143;122.97067;56.692238;-1.00E-08;6.56E-06;-4.14E-06;1.299444682;0.41798126;1.27E-08;-4.54E-08;;99;Tau;1;23014;;82.03515443;;;;;G;#FFD423;#FFD423
23034;23088;31592;1590;;;;4.969275;25.050405;87.184;26.23;-47.62;26;5.79;1.088;;0.018;21.055375;76.125117;36.915148;-1.99E-06;3.44E-05;-6.97E-06;1.300953272;0.437212055;1.27E-07;-2.31E-07;;98;Tau;1;23034;;31.97422303;;;;;A;#f3e8d3;#f3e8d3
23038;23092;31739;1596;;;;4.969698;-2.212738;133.3333;12.31;12.71;37;6.34;0.715;;0.11;35.503403;128.416758;-5.148006;2.49E-06;3.89E-05;6.75E-06;1.301063828;-0.038619557;5.97E-08;6.16E-08;;;Ori;1;23038;;45.08167045;;;;;A;#f3e8d3;#f3e8d3
23069;23123;31767;1601;;;;4.975806;1.714016;289.8551;-1.59;-7.93;14;4.47;-2.841;;1.369;76.757549;279.372806;8.669789;6.03E-06;1.35E-05;-1.07E-05;1.302662987;0.029915219;-7.71E-09;-3.84E-08;Pi-6;10;Ori;1;23069;;1192.339688;;;;;K;#F99220;#F99220
23094;23148;34172;1716;;;;4.980829;-82.470512;113.1222;-5.1;4.12;-5;5.84;0.572;;0.932;3.90834;14.298596;-112.146766;3.11E-06;7.80E-07;5.37E-06;1.303977967;-1.439381977;-2.47E-08;2.00E-08;Xi;;Men;1;23094;;51.42804319;;;;;G;#FFD423;#FFD423
23107;23161;31764;1600;;;;4.98317;14.54324;349.6503;6.17;-2.05;4;6.14;-1.578;;0.156;89.036116;326.525542;87.800898;-8.82E-06;7.41E-06;-2.34E-06;1.304590746;0.253827423;2.99E-08;-9.94E-09;;;Ori;1;23107;;372.5632385;;;;;B;#93C2F1;#93C2F1
23112;23166;31925;1604;;;;4.983713;-16.376027;40.4694;-121.61;127.52;30;5.65;2.614;;0.447;10.209233;37.461674;-11.41002;3.26E-05;2.89E-05;1.54E-05;1.304733017;-0.285815586;-5.90E-07;6.18E-07;;;Lep;1;23112;;7.841515405;;;;;F;#d4bf94;#d4bf94
23125;23179;31647;1592;;;;4.987612;37.890245;52.2739;46.26;-97.81;5;4.93;1.339;;0.037;10.806482;39.813476;32.104087;-6.27E-06;2.17E-05;-1.64E-05;1.305753707;0.661309523;2.24E-07;-4.74E-07;Ome;4;Aur;1;23125;;25.37464646;;;;;A;#f3e8d3;#f3e8d3
23162;23216;31579;1588;;;;4.996204;53.155451;176.3668;-13.21;-11.22;-2;6.09;-0.142;;1.462;27.473641;102.126769;141.140228;1.26E-05;3.29E-06;-7.39E-06;1.308003087;0.927737632;-6.40E-08;-5.44E-08;;8;Cam;1;23162;;99.26588069;;;;;K;#F99220;#F99220
23167;23221;32008;1608;;;;4.997348;-10.263325;53.9665;19.49;-136.75;-12;5.39;1.729;;0.797;13.779651;51.2839;-9.615321;-9.71E-06;-1.65E-05;-3.30E-05;1.308302603;-0.179128813;9.45E-08;-6.63E-07;;63;Eri;1;23167;;17.7174004;;;;;G;#FFD423;#FFD423
23177;23231;32045;1611;;;;4.998816;-12.537416;88.968;40.37;-86.89;-9;4.78;0.034;;0.267;22.503515;83.880239;-19.3129;-2.13E-05;-1.20E-05;-3.46E-05;1.308686894;-0.218819183;1.96E-07;-4.21E-07;;64;Eri;1;23177;;84.41118556;;4.79;4.77;;F;#d4bf94;#d4bf94
23197;23251;33519;1682;;;;5.003688;-78.300009;273.9726;-18.53;1.03;-2.5;6.29;-0.899;;1.517;14.327842;53.678833;-268.280207;2.40E-05;-5.55E-06;2.78E-06;1.309962484;-1.366592962;-8.98E-08;4.99E-09;;;Men;1;23197;;199.3425456;;;;;K;#F99220;#F99220
23207;23261;31761;1599;;;;5.005095;39.394701;59.7372;-10.93;-1.21;6;5.95;2.069;;0.415;11.888769;44.607367;37.912789;4.34E-06;3.98E-06;3.62E-06;1.310330723;0.687567238;-5.30E-08;-5.87E-09;;5;Aur;1;23207;;12.95388389;;;;;F;#d4bf94;#d4bf94
23211;23265;30338;1523;;;;5.005755;81.194088;117.7856;0.99;27.47;-8;5.09;-0.265;;1.304;4.640652;17.424132;116.397142;-4.86E-06;-1.60E-05;-5.68E-06;1.310503556;1.417104163;4.80E-09;1.33E-07;;;Cep;1;23211;;111.1731727;;;;;K;#F99220;#F99220
23214;23268;31780;1602;;;;5.006449;39.654653;336.7003;0.77;-2.73;-24;6.46;-1.176;;1.677;66.670067;250.507002;214.868079;-5.34E-06;-1.52E-05;-1.91E-05;1.310685194;0.692104256;3.73E-09;-1.32E-08;;6;Aur;1;23214;;257.2764295;;;;;K;#F99220;#F99220
23242;23296;32115;1613;;;;5.011058;-2.066032;49.6032;-12.94;-3.1;21;6.31;2.832;;0.293;12.691287;47.918988;-1.788264;8.50E-06;1.99E-05;-1.52E-06;1.311891863;-0.036059067;-6.27E-08;-1.50E-08;;;Ori;1;23242;;6.415049325;;;;;A;#f3e8d3;#f3e8d3
23256;23311;32147;1614;;;;5.013611;-5.753675;8.7078;550.74;-1109.3;22.2;6.22;6.52;;1.049;2.212605;8.376843;-0.872994;-1.79E-05;2.32E-05;-4.89E-05;1.312560205;-0.10042058;2.67E-06;-5.38E-06;;;Eri;1;23256;;0.214783047;;;;;K;#F99220;#F99220
23307;23362;32309;1621;;;;5.023772;-20.051918;60.6796;36.68;-15.47;24;4.91;0.995;;-0.047;14.410135;55.150015;-20.805379;-5.00E-06;2.35E-05;-1.27E-05;1.315220436;-0.349971996;1.78E-07;-7.50E-08;;;Lep;1;23307;;34.8337315;;;;;B;#93C2F1;#93C2F1
23309;23364;32249;1617;;;;5.023985;-7.173965;226.7574;-0.23;5.16;25;4.8;-1.978;;-0.164;56.864041;217.677719;-28.31804;6.84E-06;2.52E-05;2.43E-06;1.315276107;-0.125209317;-1.12E-09;2.50E-08;Psi;65;Eri;1;23309;;538.517722;;;;;B;#93C2F1;#93C2F1
23322;23377;32453;1631;;;;5.026257;-39.718046;111.8568;-4.39;33.25;6;6.02;0.777;;0.893;21.697018;83.259468;-71.477661;6.40E-06;1.51E-05;9.95E-06;1.315870888;-0.693210668;-2.13E-08;1.61E-07;;;Cae;1;23322;;42.57944536;;;;;G;#FFD423;#FFD423
23325;23380;31662;1593;;;;5.026676;61.077996;35.5999;16.4;-179.31;11;6.03;3.273;;0.448;4.33978;16.660889;31.159926;5.46E-06;3.22E-05;-5.12E-06;1.315980671;1.066012136;7.95E-08;-8.69E-07;;;Cam;1;23325;;4.273660315;;;;;F;#d4bf94;#d4bf94
23353;23408;32263;1618;;;;5.030654;0.722112;145.1379;4.84;-22.75;21;5.91;0.101;;1.267;36.435351;140.478411;1.82916;2.15E-06;2.18E-05;-1.57E-05;1.317022034;0.012603227;2.35E-08;-1.10E-07;;;Ori;1;23353;;79.35969682;;;;;K;#F99220;#F99220
23361;23416;31964;1605;;;;5.032815;43.823308;653.5948;0.18;-2.31;-3;3.03;-6.047;;0.537;118.129799;456.518488;452.57303;1.60E-07;2.91E-06;-7.41E-06;1.317587892;0.764861019;8.73E-10;-1.12E-08;Eps;7;Aur;1;23361;;22845.46489;;3.085;2.935;;F;#d4bf94;#d4bf94
23364;23419;32273;1619;;;;5.03334;1.608865;187.2659;-5.37;9.84;25;6.45;0.088;;-0.05;46.868895;181.229865;5.25774;1.11E-05;2.33E-05;9.65E-06;1.31772532;0.02807999;-2.60E-08;4.77E-08;;;Ori;1;23364;;80.31561699;;6.564;6.404;;B;#93C2F1;#93C2F1
23375;23430;32436;1628;;;;5.03606;-26.275029;71.4796;85.79;-76.63;27;5.01;0.739;;1.056;16.003657;62.06439;-31.642728;-2.55E-05;2.00E-05;-3.60E-05;1.318437426;-0.458585774;4.16E-07;-3.72E-07;;;Lep;1;23375;;44.09608165;;;;;K;#F99220;#F99220
23387;23442;31312;1572;;;;5.038832;74.269368;208.7683;11.83;40.76;-52;6.05;-0.548;;1.562;14.092566;54.817627;200.94884;-2.51E-05;-4.94E-05;-4.00E-05;1.319163114;1.296244997;5.74E-08;1.98E-07;;;Cam;1;23387;;144.2779623;;;;;K;#F99220;#F99220
23391;23446;32515;1635;;;;5.039668;-31.771333;95.511;-6.44;85.28;29;5.92;1.02;;1.17;20.200329;78.646706;-50.289591;1.43E-05;4.38E-05;1.80E-05;1.319382036;-0.554514365;-3.12E-08;4.13E-07;;;Cae;1;23391;;34.04081897;;;;;K;#F99220;#F99220
23398;23453;32068;1612;;;;5.041301;41.075837;240.9639;8.88;-21.43;13;3.69;-3.22;;1.154;45.114162;175.957014;158.327189;-3.47E-06;2.82E-05;-1.01E-05;1.319809631;0.716908605;4.31E-08;-1.04E-07;Zet;8;Aur;1;23398;;1690.440932;;3.716;3.676;;K;#F99220;#F99220
23412;23467;33285;1677;;;;5.045279;-71.3143;243.309;-3.54;10.68;-11;5.3;-1.631;;0.996;19.281162;75.528226;-230.484154;6.11E-06;7.04E-06;1.47E-05;1.320850836;-1.244669339;-1.72E-08;5.18E-08;Bet;;Men;1;23412;;391.2010394;;;;;G;#FFD423;#FFD423
23419;23474;32503;1634;;;;5.045828;-22.795052;143.472;61.22;14.58;33;5.74;-0.044;;1.188;32.697842;128.161268;-55.586329;-3.26E-05;4.45E-05;-3.73E-06;1.320994643;-0.397848713;2.97E-07;7.07E-08;;1;Lep;1;23419;;90.69847815;;;;;K;#F99220;#F99220
23420;23475;32393;1625;;;;5.045943;-4.210121;91.9118;42.23;2.02;38;5.86;1.043;;1.212;22.657774;88.819681;-6.747671;-8.64E-06;4.23E-05;-1.96E-06;1.321024776;-0.073480465;2.05E-07;9.79E-09;;;Eri;1;23420;;33.32728996;;;;;K;#F99220;#F99220
23428;23482;32743;1649;;;;5.046861;-49.151407;26.0756;-43.96;27.18;21.4;5.37;3.289;;0.421;4.211792;16.526961;-19.724788;9.56E-06;1.50E-05;-1.43E-05;1.321265128;-0.857853886;-2.13E-07;1.32E-07;Eta-1;;Pic;1;23428;;4.211143104;;;;;F;#d4bf94;#d4bf94
23429;23484;31675;1594;;;;5.047327;66.822974;27.7624;67.57;-335.17;17;6.2;3.983;;0.509;2.696981;10.588526;25.521927;3.11E-06;4.91E-05;-1.77E-06;1.321387205;1.166280914;3.28E-07;-1.62E-06;;;Cam;1;23429;;2.222286254;;;;;F;#d4bf94;#d4bf94
23442;23497;32301;1620;;;;5.051596;21.589962;52.9661;68.94;-40.85;41;4.62;1;;0.155;12.103194;47.740064;19.489629;-6.63E-06;4.59E-05;5.68E-06;1.322504642;0.376815928;3.34E-07;-1.98E-07;Iot;102;Tau;1;23442;;34.67368505;;;;;A;#f3e8d3;#f3e8d3
23456;23511;32188;1615;;;;5.055177;41.441646;609.7561;-1.11;-2.86;-1;6.11;-2.816;;0.188;111.914059;443.179366;403.571287;4.36E-06;3.88E-06;-7.01E-06;1.323442221;0.723293171;-5.38E-09;-1.39E-08;;;Aur;1;23456;;1165.198723;;;;;A;#f3e8d3;#f3e8d3
23467;23522;31910;1603;;;;5.05697;60.442245;267.3797;-6.11;-14.78;-2;4.03;-3.106;;0.921;32.233956;127.899195;232.582593;1.15E-05;1.33E-05;-1.12E-05;1.323911771;1.05491619;-2.96E-08;-7.17E-08;Bet;10;Cam;1;23467;;1521.948651;;;;;G;#FFD423;#FFD423
23496;23551;32612;1640;;;;5.064479;-14.370231;568.1818;1.23;3.12;16;6.42;-2.352;;-0.187;133.460818;533.979081;-141.015146;1.07E-06;1.83E-05;4.26E-06;1.325877505;-0.250807837;5.96E-09;1.51E-08;;;Lep;1;23496;;759.9762144;;;;;B;#93C2F1;#93C2F1
23499;23554;32667;1645;;;;5.064797;-24.388151;58.1734;25.69;-38.42;7;5.61;1.786;;0.094;12.842801;51.402504;-24.020758;-6.53E-06;3.74E-06;-1.28E-05;1.325960837;-0.425653528;1.25E-07;-1.86E-07;;;Lep;1;23499;;16.81124974;;;;;A;#f3e8d3;#f3e8d3
23500;23555;32820;1651;;;;5.064986;-41.74495;31.746;22.82;159.17;29;6.3;3.792;;0.528;5.740364;22.980285;-21.137165;5.91E-06;3.81E-05;-1.47E-06;1.326010148;-0.728586829;1.11E-07;7.72E-07;;;Cae;1;23500;;2.649720099;;;;;F;#d4bf94;#d4bf94
23527;23582;31563;1587;;;;5.070216;73.763887;473.9336;14.17;-18.8;22;6.21;-2.169;;1.609;31.937435;128.603802;455.032203;-2.01E-05;5.42E-05;9.53E-06;1.327379316;1.287422698;6.87E-08;-9.11E-08;;;Cam;1;23527;;642.0960526;;;;;K;#F99220;#F99220
23528;23583;32406;1626;;;;5.070712;30.494588;180.8318;12.06;-13.19;18;6.14;-0.146;;1.208;37.535806;151.23012;91.764439;-5.03E-06;2.36E-05;-6.20E-07;1.32750936;0.532230959;5.85E-08;-6.39E-08;;;Aur;1;23528;;99.6322642;;;;;K;#F99220;#F99220
23534;23589;32482;1633;;;;5.072663;21.277931;148.5884;15.18;-25.17;48;6.2;0.34;;1.324;33.285464;134.399268;53.921746;1.96E-06;5.34E-05;9.20E-07;1.328020192;0.371369945;7.36E-08;-1.22E-07;;;Tau;1;23534;;63.67955209;;;;;K;#F99220;#F99220
23540;23595;32831;1652;;;;5.07344;-35.482978;55.5864;126.17;-44.36;-3;4.55;0.825;;1.177;10.872233;43.938165;-32.265726;-3.53E-05;-9.90E-07;-7.95E-06;1.328223582;-0.6192948;6.12E-07;-2.15E-07;Gam-1;;Cae;1;23540;;40.73802778;;;;;K;#F99220;#F99220
23541;23596;32846;1653;;;;5.073931;-35.705109;98.3284;28.46;40.58;6;6.32;1.357;;0.311;19.169043;77.510643;-57.385825;-9.26E-06;1.91E-05;1.21E-05;1.328352138;-0.623171713;1.38E-07;1.97E-07;Gam-2;;Cae;1;23541;;24.95743795;;6.37;6.28;;F;#d4bf94;#d4bf94
23552;23607;32549;1638;;;;5.076153;15.404105;111.9821;18.4;-30.99;17;4.65;-0.596;;-0.064;25.857529;104.817125;29.745307;-4.61E-06;2.30E-05;-1.16E-05;1.328933621;0.268852354;8.92E-08;-1.50E-07;;11;Ori;1;23552;;150.7995342;;4.666;4.636;;A;#f3e8d3;#f3e8d3
23562;23617;31590;1589;;;;5.077683;74.066955;171.2329;7.03;-15.94;-9;6.1;-0.068;;0.018;11.24011;45.642123;164.654593;-3.23E-06;1.13E-05;-1.25E-05;1.329334175;1.292712231;3.41E-08;-7.73E-08;;;Cam;1;23562;;92.72567426;;;;;A;#f3e8d3;#f3e8d3
23588;23643;32686;1646;;;;5.081813;-3.039675;357.1429;1.61;-0.98;27;6.04;-1.724;;-0.117;84.906334;346.386309;-18.93839;3.84E-06;2.74E-05;-3.16E-06;1.33041552;-0.053052332;7.81E-09;-4.75E-09;;;Ori;1;23588;;426.1868054;;;;;B;#93C2F1;#93C2F1
23594;23649;33042;1663;;;;5.082776;-49.577837;136.0544;68.74;-3.03;36;5.05;-0.619;;1.484;20.980986;85.688617;-103.576767;-3.87E-05;3.25E-05;-2.93E-05;1.330667572;-0.865296499;3.33E-07;-1.47E-08;Eta-2;;Pic;1;23594;;154.0281148;;;;;M;#FF2620;#FF2620
23598;23653;33116;1667;;;;5.083502;-54.407401;253.1646;-0.01;6.54;105;6.26;-0.757;;1.554;35.01597;143.125772;-205.868127;1.64E-05;6.71E-05;-8.27E-05;1.330857618;-0.949588282;-4.85E-11;3.17E-08;;;Pic;1;23598;;174.904104;;;;;M;#FF2620;#FF2620
23613;23668;32890;1655;;;;5.087832;-26.152391;76.2195;10.48;-62.1;-3;5.71;1.3;;1.166;16.183353;66.474931;-33.594505;-6.81E-06;-1.16E-05;-1.92E-05;1.331991301;-0.456445325;5.08E-08;-3.01E-07;;;Lep;1;23613;;26.30267992;;;;;K;#F99220;#F99220
23625;23680;32736;1648;;;;5.089921;1.177627;377.3585;3.88;-3.81;17;6.1;-1.784;;3.332;89.041697;366.621032;7.75548;-2.76E-06;1.87E-05;-6.61E-06;1.332538276;0.02055346;1.88E-08;-1.85E-08;;;Ori;1;23625;;450.4016782;;6.442;5.862;;N;#979330;#979330
23630;23685;32887;1654;;;;5.091018;-22.371032;65.4022;19.27;-72.35;1;3.19;-0.888;;1.46;14.257014;58.775516;-24.89227;-7.77E-06;-6.13E-06;-2.16E-05;1.332825286;-0.390448174;9.34E-08;-3.51E-07;Eps;2;Lep;1;23630;;197.333128;;;;;K;#F99220;#F99220
23638;23693;33262;1674;;;;5.091853;-57.472704;11.6455;-31.87;117.42;-2.4;4.71;4.379;;0.526;1.474776;6.085643;-9.818715;2.75E-06;3.73E-06;5.63E-06;1.333044066;-1.003087911;-1.55E-07;5.69E-07;Zet;;Dor;1;23638;;1.543121066;;;;;F;#d4bf94;#d4bf94
23640;23695;32642;1642;;;;5.09225;19.806723;137.741;-10.61;-12.36;-17;6.48;0.785;;0.219;30.508315;125.949955;46.673255;3.69E-06;-1.49E-05;-1.37E-05;1.333147965;0.345692533;-5.14E-08;-5.99E-08;;;Tau;1;23640;;42.26686143;;;;;A;#f3e8d3;#f3e8d3
23669;23724;32608;1639;;;;5.100256;35.936388;105.5966;-17.02;-13.03;14;6.49;1.372;;0.184;19.953658;83.137407;61.973312;1.21E-05;1.31E-05;3.00E-06;1.335243784;0.627208293;-8.25E-08;-6.32E-08;;;Aur;1;23669;;24.61500906;;;;;A;#f3e8d3;#f3e8d3
23679;23734;32343;1622;;;;5.102349;58.972372;210.084;-6.16;-7.67;-11;5.22;-1.392;;-0.08;25.214608;105.311541;180.024855;6.31E-06;-5.90E-07;-1.37E-05;1.335791822;1.029262061;-2.99E-08;-3.72E-08;;11;Cam;1;23679;;313.9062769;;5.237;5.117;;B;#93C2F1;#93C2F1
23682;23737;33875;1700;;;;5.102575;-73.037673;134.9528;17.48;62.26;8;6.26;0.609;;0.01;9.165223;38.289902;-129.081988;-1.50E-06;4.29E-05;4.06E-06;1.335851031;-1.274747867;8.47E-08;3.02E-07;;;Men;1;23682;;49.70499106;;;;;A;#f3e8d3;#f3e8d3
23688;23743;32357;1623;;;;5.103372;59.02134;218.8184;-1.83;-26.15;-8;6.08;-0.62;;1.112;26.196253;109.541097;187.605878;6.44E-06;1.86E-05;-2.13E-05;1.336059596;1.030116707;-8.87E-09;-1.27E-07;;12;Cam;1;23688;;154.1700453;;6.137;6.027;;K;#F99220;#F99220
23709;23766;32356;1624;;;;5.108245;61.169756;143.8849;41.94;-75.92;-40;6;0.21;;1.38;16.051457;67.501216;126.050378;-2.23E-05;3.27E-05;-6.14E-05;1.337335308;1.067613646;2.03E-07;-3.68E-07;;;Cam;1;23709;;71.77942913;;;;;K;#F99220;#F99220
23712;23767;32630;1641;;;;5.10858;41.234474;74.6269;30.6;-68.41;7;3.18;-1.184;;-0.148;12.978524;54.599524;49.18977;-5.75E-06;2.37E-05;-1.39E-05;1.337423033;0.719677343;1.48E-07;-3.32E-07;Eta;10;Aur;1;23712;;259.1791135;;;;;B;#93C2F1;#93C2F1
23722;23777;32996;1661;;;;5.110206;-13.122622;113.6364;20.17;14.81;40;6.04;0.762;;-0.03;25.547596;107.680141;-25.799618;-1.19E-06;4.31E-05;-1.34E-06;1.337848926;-0.229032968;9.78E-08;7.18E-08;;;Lep;1;23722;;43.17178445;;;;;B;#93C2F1;#93C2F1
23728;23783;32537;1637;;;;5.111289;51.59772;26.2881;-29.31;-173.95;0.6;4.98;2.881;;0.343;3.765141;15.889624;20.601167;7.73E-06;1.64E-05;-1.33E-05;1.338132385;0.900550105;-1.42E-07;-8.43E-07;;9;Aur;1;23728;;6.131969697;;5.002;4.942;;F;#d4bf94;#d4bf94
23739;23794;32964;1657;;;;5.112681;-4.655163;94.697;10.05;0;31;5.12;0.238;;-0.059;21.728898;91.849673;-7.685495;2.79E-06;3.18E-05;-2.57E-06;1.338496829;-0.081247924;4.87E-08;0;;66;Eri;1;23739;;69.95197811;;5.128;5.108;;B;#93C2F1;#93C2F1
23744;23799;32655;1644;;;;5.113766;43.174705;238.0952;-3.97;-1.64;-14;6.2;-0.684;;0.444;39.925753;168.98319;162.910652;2.36E-06;-9.96E-06;-1.12E-05;1.338780709;0.753540748;-1.92E-08;-7.95E-09;;;Aur;1;23744;;163.5309652;;;;;F;#d4bf94;#d4bf94
23763;23818;33095;;;;;5.119376;-19.391868;38.432;-41.74;269.68;0;6.47;3.547;;0.648;8.283884;35.292581;-12.760471;1.14E-05;1.45E-05;4.74E-05;1.340249594;-0.338451951;-2.02E-07;1.31E-06;;;Lep;1;23763;;3.320473358;;;;;G;#FFD423;#FFD423
23776;23831;33093;1665;;;;5.1236;-12.491269;36.6972;136.07;-107.12;50;5.97;3.147;;0.606;8.14869;34.890033;-7.937366;-1.32E-05;5.01E-05;-2.97E-05;1.34135544;-0.21801378;6.60E-07;-5.19E-07;;;Lep;1;23776;;4.799544249;;;;;G;#FFD423;#FFD423
23780;23835;32923;1656;;;;5.124164;18.645052;15.4345;536.05;18.51;20.6;4.91;3.968;;0.657;3.324007;14.241868;4.934537;-3.46E-05;2.81E-05;8.05E-06;1.341502876;0.325417547;2.60E-06;8.97E-08;;104;Tau;1;23780;;2.253201336;;;;;G;#FFD423;#FFD423
23785;23840;33684;1695;;;;5.126116;-63.399679;173.3102;12.57;-44.74;19;5.19;-1.004;;1.646;17.599474;75.580117;-154.965766;-1.59E-05;-2.19E-05;-3.42E-05;1.34201409;-1.10653314;6.09E-08;-2.17E-07;;;Dor;1;23785;;219.5836501;;5.255;5.125;;M;#FF2620;#FF2620
23797;23852;33021;1662;;;;5.127309;9.47178;27.6702;-5.61;-382.35;-22.2;6.15;3.94;;0.625;6.181471;26.583543;4.553426;-2.43E-06;-1.38E-05;-5.43E-05;1.342326408;0.165313745;-2.72E-08;-1.85E-06;;13;Ori;1;23797;;2.31206479;;;;;G;#FFD423;#FFD423
23816;23871;32977;1658;;;;5.130111;20.418379;58.1058;-49.12;-31.33;-2;5.28;1.459;;0.118;12.294473;53.048971;20.271519;1.37E-05;-1.99E-06;-8.98E-06;1.343059938;0.356367935;-2.38E-07;-1.52E-07;;106;Tau;1;23816;;22.71956438;;;;;A;#f3e8d3;#f3e8d3
23819;23874;33162;;;;;5.130502;-12.592658;257.0694;-21.91;-88.9;0;6.33;-0.72;;1.617;56.618139;244.413442;-56.045802;2.12E-05;-2.97E-05;-0.00010812;1.343162341;-0.219783336;-1.06E-07;-4.31E-07;;;Lep;1;23819;;169.0440932;;;;;M;#FF2620;#FF2620
23820;23875;33111;1666;;;Cursa;5.130829;-5.086446;27.3973;-83.39;-75.44;-9.2;2.78;0.591;;0.161;6.156194;26.585876;-2.429001;8.48E-06;-1.25E-05;-9.15E-06;1.343247953;-0.088775232;-4.04E-07;-3.66E-07;Bet;67;Eri;1;23820;;50.53589948;;;;;A;#f3e8d3;#f3e8d3
23824;23879;33054;1664;;;;5.131359;8.498429;64.6412;34.96;-59.49;6;5.33;1.277;;0.338;14.413645;62.285487;9.552833;-8.68E-06;1.11E-05;-1.75E-05;1.343386725;0.148325564;1.69E-07;-2.88E-07;;14;Ori;1;23824;;26.86581377;;;;;A;#f3e8d3;#f3e8d3
23828;23883;32991;1660;;;;5.132066;21.704821;331.1258;1.75;-6.24;17;5.84;-1.76;;0.168;69.305594;299.741579;122.458633;1.74E-06;2.00E-05;-2.88E-06;1.343571607;0.378820585;8.48E-09;-3.03E-08;;105;Tau;1;23828;;440.5548635;;5.934;5.794;;B;#93C2F1;#93C2F1
23845;23900;32990;1659;;;;5.135173;24.265175;458.7156;1.74;-5.29;16;5.5;-2.808;;0.03;93.875937;407.516779;188.513967;6.60E-07;2.01E-05;-4.00E-06;1.34438518;0.423507193;8.44E-09;-2.56E-08;;103;Tau;1;23845;;1156.644774;;;;;B;#93C2F1;#93C2F1
23853;23908;33238;;;;;5.137016;-15.095354;208.7683;-1.82;1.87;0;6.38;-0.218;;0.889;45.152775;196.442028;-54.368738;1.91E-06;7.00E-08;1.83E-06;1.34486763;-0.263463626;-8.82E-09;9.07E-09;;;Lep;1;23853;;106.4633187;;;;;K;#F99220;#F99220
23861;23916;33224;1671;;;;5.138942;-8.665324;208.7683;3.68;-20.78;27;5.8;-0.798;;-0.059;46.131324;201.163803;-31.453601;1.76E-06;2.44E-05;-2.50E-05;1.345371783;-0.151238441;1.78E-08;-1.01E-07;;;Eri;1;23861;;181.6351931;;;;;B;#93C2F1;#93C2F1
23886;23941;33256;1673;;;;5.145472;-4.456207;25.4582;55.62;16.03;10.4;5.11;3.081;;0.455;5.630937;24.74883;-1.978036;-4.31E-06;1.20E-05;1.15E-06;1.347081415;-0.077775489;2.70E-07;7.77E-08;;68;Eri;1;23886;;5.10035024;;;;;F;#d4bf94;#d4bf94
23917;23972;33328;1679;;;;5.15244;-8.754081;248.7562;0;-2.01;3;4.25;-2.729;;-0.187;54.107143;239.830695;-37.859151;5.90E-07;2.60E-06;-2.86E-06;1.34890556;-0.152787535;0;-9.74E-09;Lam;69;Eri;1;23917;;1075.474209;;4.266;4.186;;B;#93C2F1;#93C2F1
23928;23983;33254;1672;;;;5.155456;9.829579;54.7046;63.54;-7.87;37;5.43;1.74;;0.249;11.820894;52.589701;9.339127;-8.19E-06;4.04E-05;4.40E-06;1.349695203;0.171558509;3.08E-07;-3.82E-08;;16;Ori;1;23928;;17.53880502;;;;;A;#f3e8d3;#f3e8d3
23949;24003;32518;1636;;;;5.160181;69.639401;120.6273;60.42;-63.55;-8;6.43;1.023;;1.101;9.153224;40.959237;113.090617;-2.75E-05;3.89E-05;-2.06E-05;1.350932342;1.215436839;2.93E-07;-3.08E-07;;;Cam;1;23949;;33.94689054;;;;;K;#F99220;#F99220
