id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;vx;vy;vz;rarad;decrad;pmrarad;pmdecrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max;greek_letters;spect_desig;color;linecolor
25;25;224750;9077;;;;0.0053;-44.290561;81.367;58.36;-108.64;3;6.28;1.728;;0.763;58.243094;0.080879;-56.818381;-2.78E-05;2.30E-05;-3.28E-05;0.001387661;-0.773016124;2.83E-07;-5.27E-07;;;Phe;1;25;;17.73372625;;;;;G;#FFD423;#FFD423
34;34;224758;9078;;;;0.006638;26.918108;74.6269;42.2;-53.47;0;6.43;2.066;;0.514;66.54131;0.115654;33.784832;8.73E-06;1.53E-05;-1.73E-05;0.001737862;0.469809617;2.05E-07;-2.59E-07;;;Peg;1;34;;12.98972629;;;;;F;#d4bf94;#d4bf94
43;43;224784;9079;;;;0.008593;59.559679;136.2398;-80.6;-24.07;-33;6.18;0.508;;1.032;69.024292;0.155048;117.45989;-3.27E-06;-5.32E-05;-3.72E-05;0.002249608;1.039512505;-3.91E-07;-1.17E-07;;;Cas;1;43;;54.55065882;;;;;G;#FFD423;#FFD423
50;50;224782;;;;;0.009533;-53.097713;59.4177;52.98;-20.52;0;6.49;2.62;;0.616;35.677374;0.089097;-47.513999;-4.76E-06;1.53E-05;-3.55E-06;0.002495807;-0.926729909;2.57E-07;-9.95E-08;;;Phe;1;50;;7.798301105;;;;;G;#FFD423;#FFD423
63;63;224801;9080;;;;0.012119;45.253334;187.9699;17.38;0.22;-3;6.36;-0.01;;-0.047;132.325125;0.419892;133.501154;-2.35E-06;1.58E-05;-2.04E-06;0.003172863;0.789819667;8.43E-08;1.07E-09;;;And;1;63;;87.90225168;;6.382;6.322;;B;#93C2F1;#93C2F1
88;88;224834;9081;;;;0.017941;-48.809876;181.8182;-17.92;-6.75;8;5.71;-0.588;;0.911;119.736878;0.562356;-136.823418;9.90E-07;-1.58E-05;-1.01E-05;0.00469696;-0.851893035;-8.69E-08;-3.27E-08;Tau;;Phe;1;88;;149.6924857;;;;;G;#FFD423;#FFD423
106;106;224870;9083;;;;0.022013;49.981558;199.6008;13.29;-11.19;-20;6.22;-0.281;;0.97;128.347884;0.73972;152.861641;-4.93E-06;1.28E-05;-2.26E-05;0.005763022;0.872342747;6.44E-08;-5.43E-08;;;Cas;1;106;;112.8236122;;;;;G;#FFD423;#FFD423
107;107;224865;9082;;;;0.022255;-50.337373;166.3894;7.34;10.59;2;5.53;-0.576;;1.615;106.198875;0.618768;-128.089244;7.85E-06;5.97E-06;3.88E-06;0.005826258;-0.8785529;3.56E-08;5.13E-08;;;Phe;1;107;;148.0471325;;;;;M;#FF2620;#FF2620
122;122;224889;9084;;;;0.026616;-77.065724;66.5779;-56.52;-176.95;24;4.78;0.663;;1.254;14.902031;0.103716;-64.888859;-5.00E-05;-1.86E-05;-3.67E-05;0.006968083;-1.34505063;-2.74E-07;-8.58E-07;The;;Oct;1;122;;47.29334149;;;;;K;#F99220;#F99220
124;124;224893;9085;;;;0.026949;61.222801;943.3962;-2.8;-1.34;-23;5.58;-4.293;;0.407;454.144163;3.204116;826.885007;-5.86E-06;-1.29E-05;-2.36E-05;0.007055293;1.068539449;-1.36E-08;-6.50E-09;;;Cas;1;124;;4541.507126;;;;;F;#d4bf94;#d4bf94
128;128;224890;;;;;0.027597;73.611846;70.7714;75.54;-12.36;-8;6.5;2.251;;0.182;19.96712;0.144423;67.896054;1.57E-06;2.59E-05;-9.05E-06;0.007224759;1.28476909;3.66E-07;-5.99E-08;;;Cep;1;128;;10.95468767;;;;;A;#f3e8d3;#f3e8d3
137;137;224906;9086;;;;0.028847;42.367144;374.5318;5.11;-1.77;-11;6.25;-1.617;;-0.042;276.711822;2.089808;252.388978;-6.22E-06;9.23E-06;-9.96E-06;0.007552069;0.739446155;2.48E-08;-8.58E-09;;;And;1;137;;386.1890894;;;;;B;#93C2F1;#93C2F1
145;145;224926;9087;;;;0.030402;-3.027504;139.2758;18.9;-10.25;23;5.13;-0.589;;-0.128;139.077212;1.106982;-7.355907;2.30E-05;1.29E-05;-8.15E-06;0.007959312;-0.052839909;9.16E-08;-4.97E-08;;29;Psc;1;145;;149.8304211;;;;;B;#93C2F1;#93C2F1
154;154;224935;9089;;;;0.032672;-6.014072;132.4503;46.62;-41.32;-12;4.37;-1.24;;1.631;131.716394;1.126662;-13.877167;-1.52E-05;2.98E-05;-2.51E-05;0.008553479;-0.104965359;2.26E-07;-2.00E-07;;30;Psc;1;154;;272.8977783;;4.418;4.308;;M;#FF2620;#FF2620
171;171;224930;9088;;;;0.036139;27.082256;12.1699;778.59;-918.72;-37.6;5.8;5.374;;0.69;10.834733;0.102555;5.540428;-9.99E-06;4.58E-05;-6.58E-05;0.009461082;0.472674536;3.77E-06;-4.45E-06;;85;Peg;1;171;;0.617163168;;;;;G;#FFD423;#FFD423
183;183;224990;9091;;;;0.038867;-29.720414;154.0832;9.66;14;8.6;5.04;-0.899;;-0.15;133.807455;1.36158;-76.389577;1.28E-05;7.35E-06;4.72E-06;0.010175253;-0.518719079;4.68E-08;6.79E-08;Zet;;Scl;1;183;;199.3425456;;;;;B;#93C2F1;#93C2F1
186;186;224995;9092;;;;0.040046;8.956824;122.8501;-0.87;-4.11;11;6.33;0.883;;0.182;121.345487;1.272247;19.126563;1.15E-05;-4.00E-07;-6.70E-07;0.010484117;0.156326062;-4.22E-09;-1.99E-08;;31;Psc;1;186;;38.61890894;;;;;A;#f3e8d3;#f3e8d3
194;194;225003;9093;;;;0.041584;8.485463;36.9004;-93.55;-47.5;10;5.7;2.865;;0.315;36.494389;0.397318;5.44498;1.16E-05;-1.66E-05;-6.89E-06;0.010886699;0.148099269;-4.54E-07;-2.30E-07;;32;Psc;1;194;;6.223002852;;;;;F;#d4bf94;#d4bf94
208;207;225009;9094;;;;0.043357;66.098966;10000;3.32;1.14;-18;5.87;-14.13;;1.073;40513.19831;459.88359;91424.66428;-0.00053094;0.00160352;0.00020708;0.011350757;1.15364459;1.61E-08;5.53E-09;;;Cas;1;208;;39084089.58;;6.002;5.812;;G;#FFD423;#FFD423
238;238;225045;9095;;;;0.049301;-20.045882;61.1621;100.38;78.95;-4;6.25;2.318;;0.526;57.451984;0.741591;-20.964675;3.80E-06;2.98E-05;2.34E-05;0.012907025;-0.349866644;4.87E-07;3.83E-07;;;Cet;1;238;;10.29911719;;;;;F;#d4bf94;#d4bf94
253;253;225069;9096;;;;0.052181;-24.145145;203.666;59.32;-3.14;25;6.46;-0.085;;1.176;185.830563;2.53883;-83.309585;2.13E-05;5.89E-05;-1.33E-05;0.01366098;-0.421412286;2.88E-07;-1.52E-08;;;Cet;1;253;;94.18895965;;;;;K;#F99220;#F99220
274;274;225094;9097;;;;0.057143;63.64052;763.3588;-3.27;-1.83;-43;6.24;-3.174;;0.332;338.894446;5.070187;683.988975;-1.33E-05;-1.23E-05;-4.24E-05;0.01496002;1.110736607;-1.59E-08;-8.87E-09;;;Cas;1;274;;1620.317043;;6.288;6.208;;B;#93C2F1;#93C2F1
300;301;225132;9098;;;;0.06233;-17.335988;83.4725;28.57;-7.28;-5;4.55;-0.058;;-0.047;79.670013;1.300177;-24.872663;-5.95E-06;1.15E-05;-1.29E-06;0.016318028;-0.302570064;1.39E-07;-3.53E-08;;2;Cet;1;300;;91.87556017;;;;;B;#93C2F1;#93C2F1
302;302;225136;9099;;;;0.064342;66.712183;265.9574;7.86;-8.15;15;6.31;-0.814;;1.629;105.131447;1.771134;244.290098;1.55E-05;1.04E-05;9.94E-06;0.016844749;1.164347241;3.81E-08;-3.95E-08;;;Cep;1;302;;184.331688;;6.356;6.256;;M;#FF2620;#FF2620
330;330;225180;9100;;;;0.070462;62.287664;5000;-0.99;-0.37;-18;5.9;-14.1;;0.274;46495.3549;857.790357;88529.35184;0.00015906;-0.00047707;-9.97E-05;0.018446903;1.087124813;-4.80E-09;-1.79E-09;;9;Cas;1;330;;38018939.63;;;;;A;#f3e8d3;#f3e8d3
343;343;225197;9101;;;;0.072165;-16.529036;90.6618;53.77;-60.27;-27;5.78;0.993;;1.084;86.89952;1.641967;-25.793323;-3.45E-05;2.30E-05;-1.75E-05;0.018892656;-0.288486103;2.61E-07;-2.92E-07;;;Cet;1;343;;34.89795674;;;;;K;#F99220;#F99220
345;345;225200;9102;;;;0.07231;-29.268822;124.8439;29.15;3.44;28;6.38;0.898;;0.006;108.886464;2.061556;-61.037283;2.57E-05;1.81E-05;-1.22E-05;0.018930633;-0.510837306;1.41E-07;1.67E-08;;;Scl;1;345;;38.08903765;;;;;A;#f3e8d3;#f3e8d3
355;355;225212;9103;;;;0.075033;-10.509523;641.0256;-6.49;-11.88;-42;4.99;-4.044;;1.619;630.150175;12.379991;-116.922329;-4.86E-05;-2.11E-05;-2.85E-05;0.019643575;-0.183425784;-3.15E-08;-5.76E-08;;3;Cet;1;355;;3610.771451;;;;;K;#F99220;#F99220
366;365;225218;9105;;;;0.07683;42.09253;386.1004;-11.94;-12.73;-8;6.11;-1.824;;0.159;286.452905;5.762477;258.814588;1.04E-05;-2.21E-05;-2.32E-05;0.020114128;0.734653247;-5.79E-08;-6.17E-08;;;And;1;366;;467.3045396;;;;;B;#93C2F1;#93C2F1
377;377;225253;9108;;;;0.078131;-71.436891;175.4386;30;-13.62;-3;5.59;-0.631;;-0.1;55.839008;1.142475;-166.311133;-1.25E-05;2.53E-05;-7.80E-07;0.020454583;-1.246808962;1.45E-07;-6.60E-08;;;Tuc;1;377;;155.7399389;;;;;B;#93C2F1;#93C2F1
379;379;225216;9104;;;;0.078304;67.166445;92.6784;95.58;23.8;-27;5.68;0.845;;1.051;35.956698;0.73744;85.415532;-2.15E-05;4.25E-05;-2.13E-05;0.020499855;1.172275619;4.63E-07;1.15E-07;;;Cep;1;379;;39.99447498;;;;;K;#F99220;#F99220
394;394;225239;9107;;;;0.081573;34.659797;39.185;769.11;100.49;6.4;6.09;3.124;;0.632;32.224052;0.688502;22.28464;-8.59E-06;0.00014595;1.94E-05;0.021355799;0.604927572;3.73E-06;4.87E-07;;;And;1;394;;4.902301301;;;;;G;#FFD423;#FFD423
399;399;225276;9109;;;;0.08222;26.648764;200;112.32;-14.52;-5;6.25;-0.255;;1.368;178.713114;3.84753;89.703967;-6.00E-07;0.00010891;-1.49E-05;0.021525195;0.465108677;5.45E-07;-7.04E-08;;;Peg;1;399;;110.153931;;;;;K;#F99220;#F99220
410;410;225292;;;;;0.083662;27.674784;168.0672;83.36;-6.57;11.5;6.47;0.343;;0.946;148.804386;3.259799;78.059251;1.14E-05;6.82E-05;7.20E-07;0.021902641;0.483016096;4.04E-07;-3.19E-08;;;Peg;1;410;;63.50384185;;;;;G;#FFD423;#FFD423
417;417;6;2;;;;0.084395;-0.503035;138.8889;44.86;-53.47;14;6.32;0.607;;1.099;138.849775;3.068332;-1.219378;1.33E-05;3.05E-05;-3.61E-05;0.022094614;-0.008779625;2.17E-07;-2.59E-07;;;Psc;1;417;;49.79663542;;;;;G;#FFD423;#FFD423
418;418;225289;9110;;;;0.085039;61.31397;221.7295;14.29;2.24;14;5.8;-0.929;;-0.067;106.405975;2.369398;194.515247;4.42E-06;1.55E-05;1.37E-05;0.022263193;1.070130654;6.93E-08;1.09E-08;;;Cas;1;418;;204.9273858;;5.809;5.789;;B;#93C2F1;#93C2F1
441;443;28;3;;;;0.088928;-5.707618;39.4945;-8.29;88.19;-6;4.61;1.627;;1.029;39.287997;0.914841;-3.927804;-4.39E-06;-1.69E-06;1.74E-05;0.023281305;-0.09961673;-4.02E-08;4.28E-07;;33;Psc;1;441;;19.46256159;;4.62;4.6;;K;#F99220;#F99220
475;476;87;4;;;;0.094989;13.396266;114.2857;42.59;-6.51;-2;5.55;0.26;;0.901;111.141705;2.764456;26.478222;-1.74E-06;2.36E-05;-3.98E-06;0.024868075;0.233808956;2.06E-07;-3.16E-08;;86;Peg;1;475;;68.54882265;;;;;G;#FFD423;#FFD423
517;518;123;5;;;;0.104356;58.436733;21.4777;247.36;17.77;-11.6;5.98;4.32;;0.687;11.23803;0.307211;18.300258;-8.49E-06;2.55E-05;-9.14E-06;0.027320425;1.019913391;1.20E-06;8.62E-08;;;Cas;1;517;;1.629296033;;5.994;5.964;;G;#FFD423;#FFD423
521;522;142;6;;;;0.105277;-49.075191;25.7136;575.21;-39.94;2.6;5.7;3.649;;0.519;16.837769;0.46441;-19.42844;-3.99E-06;7.16E-05;-5.27E-06;0.027561565;-0.856523664;2.79E-06;-1.94E-07;;;Phe;1;521;;3.02273448;;;;;G;#FFD423;#FFD423
530;531;144;7;;;;0.10737;64.196168;265.9574;9.7;0.01;-0.4;5.57;-1.554;;-0.023;115.723206;3.253833;239.438695;-5.40E-07;1.25E-05;-3.60E-07;0.028109436;1.120434507;4.70E-08;4.85E-11;;10;Cas;1;530;;364.4181508;;;;;B;#93C2F1;#93C2F1
543;544;166;8;;;;0.110209;29.021502;13.6705;379.94;-178.34;-5.5;6.07;5.391;;0.752;11.948982;0.344882;6.632053;9.00E-08;2.52E-05;-1.31E-05;0.028852629;0.506520758;1.84E-06;-8.65E-07;;;And;1;543;;0.607575146;;6.091;6.051;;K;#F99220;#F99220
559;560;203;9;;;;0.113911;-23.10754;39.3856;97.3;-47.09;3;6.19;3.213;;0.386;36.209605;1.080174;-15.457211;-1.26E-06;1.86E-05;-9.47E-06;0.029821952;-0.403302652;4.72E-07;-2.28E-07;;;Cet;1;559;;4.516479049;;;;;F;#d4bf94;#d4bf94
601;602;256;10;;;;0.121741;-17.38699;176.0563;-10.77;17.02;-9;6.2;-0.028;;0.133;167.926569;5.35391;-52.609842;-4.15E-06;-9.33E-06;1.66E-05;0.031871673;-0.303460216;-5.22E-08;8.25E-08;;;Cet;1;601;;89.37169609;;;;;A;#f3e8d3;#f3e8d3
634;635;315;11;;;;0.12892;-2.548679;183.4862;30.12;2.77;13;6.43;0.112;;-0.146;183.200416;6.185593;-8.159303;1.25E-05;2.72E-05;1.87E-06;0.033751258;-0.044482847;1.46E-07;1.34E-08;;;Psc;1;634;;78.55973323;;;;;B;#93C2F1;#93C2F1
635;636;319;12;;;;0.129693;-22.50856;78.3699;70.1;-34.71;-13;5.93;1.459;;0.141;72.358029;2.457783;-30.001634;-1.82E-05;2.60E-05;-7.09E-06;0.033953673;-0.392848477;3.40E-07;-1.68E-07;;;Cet;1;635;;22.71956438;;;;;A;#f3e8d3;#f3e8d3
654;655;344;13;;;;0.134303;-33.529326;94.9668;-42.75;3.15;7;5.67;0.782;;1.119;79.115753;2.782872;-52.45625;7.46E-06;-1.94E-05;-2.75E-06;0.035160553;-0.585197134;-2.07E-07;1.53E-08;;;Scl;1;654;;42.38381058;;;;;K;#F99220;#F99220
663;664;352;14;;;;0.136693;-2.447711;279.3296;7.25;-4.87;1;6.18;-1.051;;1.366;278.896072;9.984904;-11.929502;3.90E-07;9.84E-06;-6.63E-06;0.035786239;-0.042720612;3.51E-08;-2.36E-08;;;Psc;1;663;;229.2978592;;6.296;6.116;;K;#F99220;#F99220
670;671;360;16;;;;0.138204;-8.824112;98.4252;-34.13;-35.67;20;5.99;1.024;;1.034;97.196752;3.518268;-15.098621;1.82E-05;-1.56E-05;-2.00E-05;0.036181601;-0.154009809;-1.65E-07;-1.73E-07;;;Cet;1;670;;33.91563869;;;;;G;#FFD423;#FFD423
676;677;358;15;;;Alpheratz;0.139791;29.090432;29.7442;135.68;-162.95;-12;2.07;-0.297;;-0.038;25.974572;0.951042;14.461264;-2.00E-08;1.96E-05;-2.65E-05;0.036597163;0.507723818;6.58E-07;-7.90E-07;Alp;21;And;1;676;;114.4985535;;2.083;2.063;;B;#93C2F1;#93C2F1
693;695;371;;;;;0.142462;63.20404;369.0037;-9.43;-3.52;-7;6.41;-1.425;;0.998;166.236542;6.202821;329.379145;3.02E-06;-1.68E-05;-9.23E-06;0.037296409;1.103118604;-4.57E-08;-1.71E-08;;;Cas;1;693;;323.5936569;;;;;G;#FFD423;#FFD423
694;696;402;18;;;;0.142638;-17.578155;578.0347;14.92;-47.27;-17;6.11;-2.7;;1.664;550.659574;20.572593;-174.570161;-5.81E-05;3.97E-05;-0.00012102;0.037342514;-0.306796682;7.23E-08;-2.29E-07;;;Cet;1;694;;1047.128548;;6.179;6.019;;M;#FF2620;#FF2620
697;699;400;17;;;;0.14471;36.627125;32.4465;-114.72;-124.6;-15.2;6.21;3.654;;0.504;26.020663;0.986231;19.357659;-1.00E-07;-1.81E-05;-2.50E-05;0.037884887;0.639263927;-5.56E-07;-6.04E-07;;;And;1;697;;3.008846277;;;;;F;#d4bf94;#d4bf94
714;716;417;19;;;;0.147814;25.462985;138.5042;104.61;54.77;15;6.24;0.533;;0.976;124.956847;4.838002;59.546878;-4.68E-06;7.01E-05;3.98E-05;0.038697581;0.444412921;5.07E-07;2.66E-07;;;Peg;1;714;;53.30893422;;;;;K;#F99220;#F99220
726;728;434;;;;;0.150045;28.247543;110.8647;5.9;-5.62;6.9;6.47;1.246;;0.242;97.586654;3.835335;52.470284;7.52E-06;3.47E-06;6.80E-07;0.03928159;0.493012627;2.86E-08;-2.72E-08;;;Peg;1;726;;27.64394371;;;;;A;#f3e8d3;#f3e8d3
727;729;448;22;;;;0.150672;18.211963;87.4126;140.93;-25.57;-23;5.57;0.862;;1.043;82.969037;3.274515;27.319281;-2.13E-05;5.89E-05;-1.76E-05;0.039445919;0.317858719;6.83E-07;-1.24E-07;;87;Peg;1;727;;39.37313537;;;;;G;#FFD423;#FFD423
728;730;469;23;;;;0.15066;-54.001931;128.3697;46.45;13.08;1;6.32;0.778;;0.738;75.391635;2.975289;-103.855819;6.04E-06;2.92E-05;3.96E-06;0.039442602;-0.9425115;2.25E-07;6.34E-08;;;Phe;1;728;;42.54024629;;;;;G;#FFD423;#FFD423
744;746;432;21;;;Caph;0.152887;59.14978;16.7842;523.39;-180.42;11.3;2.28;1.155;;0.38;8.600014;0.344589;14.409503;1.68E-05;4.33E-05;2.39E-06;0.040025853;1.032358404;2.54E-06;-8.75E-07;Bet;11;Cas;1;744;;30.06076303;;2.303;2.263;;F;#d4bf94;#d4bf94
758;760;431;20;;;;0.155525;79.714545;105.4852;106.17;-39.37;1;6.01;0.894;;0.203;18.819015;0.767057;103.790103;1.78E-05;5.51E-05;-2.59E-06;0.040716405;1.391281278;5.15E-07;-1.91E-07;;;Cep;1;758;;38.22962166;;;;;A;#f3e8d3;#f3e8d3
759;761;493;24;;;;0.155851;-27.987928;77.4593;72.57;-9.99;9;5.42;0.975;;0.414;68.343305;2.790097;-36.350566;5.25E-06;2.75E-05;-7.63E-06;0.040801654;-0.488481497;3.52E-07;-4.84E-08;Kap-1;;Scl;1;759;;35.48133892;;;;;F;#d4bf94;#d4bf94
763;765;496;25;;;;0.156836;-45.747426;44.2087;122.15;-180.13;-9.2;3.88;0.652;;1.013;30.82377;1.266396;-31.665333;-3.53E-05;2.48E-05;-2.02E-05;0.041059679;-0.798443209;5.92E-07;-8.73E-07;Eps;;Phe;1;763;;47.77492347;;;;;K;#F99220;#F99220
796;798;565;;;;;0.164474;-62.296794;132.2751;17.32;17.5;0;6.34;0.733;;0.164;61.43658;2.647095;-117.11209;9.45E-06;1.15E-05;5.22E-06;0.043059144;-1.087284173;8.40E-08;8.48E-08;;;Tuc;1;796;;44.34044016;;;;;A;#f3e8d3;#f3e8d3
811;813;560;26;;;;0.167278;11.145813;93.633;29.73;1.64;14;5.54;0.683;;-0.064;91.778975;4.021883;18.099895;1.33E-05;1.41E-05;3.50E-06;0.04379336;0.194531136;1.44E-07;7.95E-09;;34;Psc;1;811;;46.43014073;;;;;B;#93C2F1;#93C2F1
812;814;636;30;;;;0.167293;-82.224047;78.064;-21.66;-20.39;15;5.29;0.828;;1.049;10.551931;0.46238;-77.346312;-5.21E-06;-8.43E-06;-1.62E-05;0.04379732;-1.435080342;-1.05E-07;-9.89E-08;Gam-3;;Oct;1;812;;40.62561982;;;;;K;#F99220;#F99220
838;840;587;29;;;;0.171908;-5.248588;58.309;34.98;-29.01;24;5.84;2.011;;0.973;58.00594;2.612349;-5.333956;2.32E-05;1.09E-05;-1.04E-05;0.045005471;-0.091605135;1.70E-07;-1.41E-07;;;Psc;1;838;;13.66469681;;;;;K;#F99220;#F99220
839;841;571;27;;;;0.172012;46.072272;377.3585;4.51;0.21;-5;5.01;-2.874;;0.405;261.527194;11.785276;271.779391;-4.19E-06;8.07E-06;-3.42E-06;0.04503274;0.804112833;2.19E-08;1.02E-09;;22;And;1;839;;1229.136173;;;;;F;#d4bf94;#d4bf94
871;873;645;31;;;;0.178565;-12.579897;75.0188;149.39;-38.22;6;5.84;1.464;;1;73.137904;3.421562;-16.339167;4.20E-07;5.44E-05;-1.49E-05;0.046748099;-0.219560616;7.24E-07;-1.85E-07;;;Cet;1;871;;22.61517746;;;;;K;#F99220;#F99220
908;910;693;33;;;;0.187739;-15.467977;18.7477;-84.2;-269.31;14.6;4.89;3.525;;0.487;18.046958;0.887717;-5.000042;8.23E-06;-7.26E-06;-2.76E-05;0.049149857;-0.269967134;-4.08E-07;-1.31E-06;;6;Cet;1;908;;3.388441561;;;;;F;#d4bf94;#d4bf94
928;930;720;34;;;;0.192894;-27.799737;243.309;4.61;17.09;-6;5.41;-1.521;;1.346;214.952607;10.864269;-113.475053;3.69E-06;5.63E-06;2.07E-05;0.050499627;-0.485196935;2.23E-08;8.29E-08;Kap-2;;Scl;1;928;;353.5086134;;;;;K;#F99220;#F99220
948;950;739;35;;;;0.195552;-35.133119;21.2766;169.01;113.75;-13.5;5.24;3.6;;0.459;17.377471;0.890451;-12.244148;-5.43E-06;1.72E-05;1.75E-05;0.051195353;-0.613188612;8.19E-07;5.51E-07;The;;Scl;1;948;;3.16227766;;;;;F;#d4bf94;#d4bf94
965;967;743;36;;;;0.199741;48.152396;202.0202;60.54;10.39;16;6.18;-0.347;;1.467;134.593958;7.044791;150.48939;2.30E-07;5.94E-05;1.90E-05;0.05229206;0.84041786;2.94E-07;5.04E-08;;;And;1;965;;119.894704;;;;;K;#F99220;#F99220
981;983;787;37;;;;0.202773;-17.938278;190.8397;60.48;-24.69;-8;5.29;-1.113;;1.478;181.306922;9.633925;-58.777132;-1.78E-05;5.51E-05;-1.92E-05;0.053085947;-0.313082006;2.93E-07;-1.20E-07;;;Cet;1;981;;242.7727848;;;;;K;#F99220;#F99220
1007;1009;800;;;;;0.209484;44.707195;140.8451;98.84;-21.64;-37.5;6.5;0.756;;1.112;99.949434;5.487173;99.082032;-2.05E-05;6.65E-05;-3.75E-05;0.054842719;0.780287753;4.79E-07;-1.05E-07;;;And;1;1007;;43.41102097;;;;;K;#F99220;#F99220
1065;1067;886;39;;;Algenib;0.220598;15.183596;120.048;4.7;-8.24;4;2.83;-2.567;;-0.19;115.664183;6.687324;31.442127;5.04E-06;3.03E-06;-3.56E-06;0.057752413;0.26500374;2.28E-08;-3.99E-08;Gam;88;Peg;1;1065;;926.4031007;;2.846;2.816;;B;#93C2F1;#93C2F1
1072;1074;1032;47;;;;0.222099;-84.993978;298.5075;10.97;17.4;4;5.78;-1.595;;1.71;26.003872;1.513836;-297.368888;2.45E-05;1.73E-05;-1.88E-06;0.058145273;-1.483424765;5.32E-08;8.44E-08;;;Oct;1;1072;;378.4425847;;;;;M;#FF2620;#FF2620
1074;1076;895;40;;;;0.223312;26.987545;131.406;-15.68;-32.71;-13;6.24;0.647;;0.68;116.896409;6.841903;59.631571;-1.80E-06;-1.01E-05;-2.46E-05;0.058463005;0.471021524;-7.60E-08;-1.59E-07;;;And;1;1074;;47.99544249;;;;;G;#FFD423;#FFD423
1084;1086;905;41;;;;0.22524;41.03537;34.904;-122.76;-146.91;-29;5.71;2.996;;0.331;26.282289;1.551559;22.915172;-4.82E-06;-2.11E-05;-3.82E-05;0.058967669;0.716202309;-5.95E-07;-7.12E-07;;23;And;1;1084;;5.515691913;;;;;F;#d4bf94;#d4bf94
1094;1096;942;42;;;;0.228401;-26.022345;396.8254;37.59;-78.73;-30;5.94;-2.053;;1.548;355.958884;21.310082;-174.095773;-9.82E-05;6.66E-05;-0.00012264;0.05979515;-0.454175605;1.82E-07;-3.82E-07;;;Scl;1;1094;;577.0321353;;;;;K;#F99220;#F99220
1097;1099;943;43;;;;0.228994;-26.284959;265.252;-3.21;9.89;18;6.14;-0.978;;1.49;237.398555;14.249219;-117.463162;2.23E-05;-2.79E-06;3.25E-06;0.059950436;-0.458759077;-1.56E-08;4.79E-08;;;Scl;1;1097;;214.3877666;;;;;K;#F99220;#F99220
1121;1123;952;44;;;;0.233967;33.206039;103.1992;-7.7;-18.77;1;6.22;1.152;;0.009;86.185527;5.285684;56.517193;6.22E-06;-3.48E-06;-7.30E-06;0.061252472;0.579554714;-3.73E-08;-9.10E-08;;;And;1;1121;;30.14393884;;;;;A;#f3e8d3;#f3e8d3
1156;1158;1014;46;;;;0.241008;-7.780532;178.5714;61.01;2.36;-2;5.13;-1.129;;1.601;176.575373;11.155955;-24.174803;-5.08E-06;5.26E-05;2.30E-06;0.063095677;-0.135795902;2.96E-07;1.14E-08;;;Cet;1;1156;;246.3769077;;5.181;5.111;;M;#FF2620;#FF2620
1166;1168;1013;45;;;;0.243378;20.206702;112.8668;90.66;1.88;-46;4.79;-0.473;;1.572;105.704826;6.744268;38.98495;-4.76E-05;4.67E-05;-1.53E-05;0.063716224;0.352673476;4.40E-07;9.11E-09;Chi;89;Peg;1;1166;;134.6480288;;;;;M;#FF2620;#FF2620
1169;1170;1038;48;;;;0.244005;-18.932866;137.1742;-27.15;-73.78;-23;4.44;-1.246;;1.64;129.488149;8.283;-44.507481;-3.69E-05;-2.05E-05;-3.88E-05;0.063880275;-0.330440841;-1.32E-07;-3.58E-07;;7;Cet;1;1169;;274.4100418;;4.484;4.384;;M;#FF2620;#FF2620
1189;1191;1064;51;;;;0.248476;-9.569571;103.8422;22.64;-8.45;17;5.77;0.688;;-0.084;102.180753;6.656346;-17.26328;1.57E-05;1.24E-05;-7.08E-06;0.065050931;-0.167020522;1.10E-07;-4.10E-08;;;Cet;1;1189;;46.21681361;;;;;B;#93C2F1;#93C2F1
1191;1193;1048;49;;;;0.24886;22.284225;140.8451;45.06;-11;-15;6.25;0.506;;-0.004;130.049339;8.484933;53.40861;-1.33E-05;3.00E-05;-1.28E-05;0.06515146;0.388933098;2.18E-07;-5.33E-08;;;Peg;1;1191;;54.65123745;;;;;A;#f3e8d3;#f3e8d3
1193;1195;1089;54;;;;0.249515;-34.904223;194.5525;76.54;-11.99;-52;6.17;-0.275;;1.344;159.213712;10.41521;-111.323904;-5.47E-05;6.88E-05;2.12E-05;0.065322751;-0.609193611;3.71E-07;-5.81E-08;;;Scl;1;1193;;112.2018454;;;;;K;#F99220;#F99220
1194;1196;1061;50;;;;0.249677;8.820962;77.7605;97.67;-24.96;1;6.02;1.566;;0.312;76.676686;5.019156;11.92437;4.00E-08;3.69E-05;-9.14E-06;0.065365391;0.153954832;4.74E-07;-1.21E-07;;35;Psc;1;1194;;20.58732877;;6.11;5.99;;F;#d4bf94;#d4bf94
1206;1208;1075;52;;;;0.25193;31.535725;286.533;33.23;-5.37;2;6.34;-0.946;;1.555;243.685175;16.095672;149.865392;2.59E-06;4.64E-05;-5.29E-06;0.065955047;0.550402226;1.61E-07;-2.60E-08;;;And;1;1206;;208.1613041;;;;;K;#F99220;#F99220
1213;1215;1083;53;;;;0.252934;27.28344;135.1351;14.69;-15.37;-4;6.35;0.696;;-0.002;119.83804;7.947067;61.944926;3.40E-07;9.67E-06;-1.08E-05;0.066218023;0.476185855;7.12E-08;-7.45E-08;;;And;1;1213;;45.87752705;;;;;A;#f3e8d3;#f3e8d3
