ID Node1 Node2 Node3 Marker
4047 6675 6632 7039 0
4048 6675 6500 6632 0
4049 12056 11551 12874 0
4050 12056 11774 11551 0
4051 12874 11774 12056 0
4052 12874 11551 11774 0
4053 5021 5661 5047 0
4054 5021 5335 5661 0
4055 5047 5335 5021 0
4056 5047 5661 5335 0
4057 12025 7237 2677 0
4058 12025 2943 7237 0
4059 2677 7237 2943 0
4060 1941 1767 1292 0
4061 1941 1463 1767 0
4062 1292 1463 1941 0
4063 1292 1767 1463 0
4064 1615 986 574 0
4065 1615 1503 986 0
4066 574 1503 1615 0
4067 574 986 1503 0
4068 2372 2570 2637 0
4069 2372 2464 2570 0
4070 2637 2464 2372 0
4071 2637 2570 2464 0
4072 2199 2230 2103 0
4073 2199 2206 2230 0
4074 2103 2206 2199 0
4075 2103 2230 2206 0
4076 2468 2637 2596 0
4077 2468 2814 2637 0
4078 2596 2814 2468 0
4079 2596 2637 2814 0
4080 2594 1864 3001 0
4081 2594 2866 1864 0
4082 3001 2866 2594 0
4083 3001 1864 2866 0
4084 1875 1977 1807 0
4085 1875 1974 1977 0
4086 1807 1974 1875 0
4087 1807 1977 1974 0
4088 6592 6335 6593 0
4089 6592 7176 6335 0
4090 6593 7176 6592 0
4091 6593 6335 7176 0
4092 11364 11408 11290 0
4093 11364 11220 11408 0
4094 11290 11220 11364 0
4095 11290 11408 11220 0
4096 8040 8821 7946 0
4097 8040 8083 8821 0
4098 7946 8083 8040 0
4099 6772 6194 14280 0
4100 6772 6817 6194 0
4101 14280 6817 6772 0
4102 14280 6194 6817 0
4103 3029 3225 3235 0
4104 3029 3254 3225 0
4105 3235 3254 3029 0
4106 3235 3225 3254 0
4107 14079 52 14085 0
4108 14079 13938 52 0
4109 14085 13938 14079 0
4110 14085 52 13938 0
4111 11562 11676 10238 0
4112 11562 11458 11676 0
4113 10238 11458 11562 0
4114 10238 11676 11458 0
4115 11538 11610 11243 0
4116 11538 11417 11610 0
4117 11243 11417 11538 0
4118 11243 11610 11417 0
4119 2261 2174 2327 0
4120 2261 2437 2174 0
4121 2327 2437 2261 0
4122 2327 2174 2437 0
4123 11143 11824 11345 0
4124 11143 10874 11824 0
4125 11345 10874 11143 0
4126 11345 11824 10874 0
4127 6246 6405 6775 0
4128 6775 6420 6246 0
4129 6775 6405 6420 0
4130 4575 4796 4664 0
4131 4575 4686 4796 0
4132 4664 4686 4575 0
4133 4664 4796 4686 0
4134 6126 6183 6157 0
4135 6126 5945 6183 0
4136 6157 5945 6126 0
4137 6157 6183 5945 0
4138 3203 2934 3174 0
4139 3203 3343 2934 0
4140 3174 3343 3203 0
4141 3174 2934 3343 0
4142 10667 10211 10768 0
4143 10667 10517 10211 0
4144 10768 10517 10667 0
4145 10768 10211 10517 0
4146 598 2158 1417 0
4147 598 14247 2158 0
4148 1417 14247 598 0
4149 1417 2158 14247 0
4150 9041 9306 10091 0
4151 9041 10040 9306 0
4152 10091 10040 9041 0
4153 10091 9306 10040 0
4154 4394 4275 4577 0
4155 4394 4019 4275 0
4156 4577 4019 4394 0
4157 4577 4275 4019 0
4158 1022 1199 709 0
4159 1022 1060 1199 0
4160 709 1060 1022 0
4161 709 1199 1060 0
4162 12479 12519 12029 0
4163 12479 12042 12519 0
4164 12029 12042 12479 0
4165 12029 12519 12042 0
4166 1458 1268 1336 0
4167 1458 1215 1268 0
4168 1336 1215 1458 0
4169 1336 1268 1215 0
4170 9530 9516 9220 0
4171 9530 9407 9516 0
4172 9220 9407 9530 0
4173 9220 9516 9407 0
4174 6904 6968 6849 0
4175 6904 7190 6968 0
4176 6849 7190 6904 0
4177 6849 6968 7190 0
4178 6743 6331 6100 0
4179 6743 6760 6331 0
4180 6100 6760 6743 0
4181 6100 6331 6760 0
4182 4791 4891 4928 0
4183 4791 4756 4891 0
4184 4928 4756 4791 0
4185 4928 4891 4756 0
4186 6267 6555 6428 0
4187 6267 6540 6555 0
4188 6428 6540 6267 0
4189 6428 6555 6540 0
4190 5153 5587 7094 0
4191 5153 6412 5587 0
4192 7094 6412 5153 0
4193 7094 5587 6412 0
4194 4083 4114 3926 0
4195 4083 4115 4114 0
4196 3926 4115 4083 0
4197 3926 4114 4115 0
4198 5267 5090 5251 0
4199 5267 4986 5090 0
4200 5251 4986 5267 0
4201 5251 5090 4986 0
4202 170 14088 14265 0
4203 170 14123 14088 0
4204 14265 14123 170 0
4205 14265 14088 14123 0
4206 1354 1576 1526 0
4207 1354 1346 1576 0
4208 1526 1346 1354 0
4209 1526 1576 1346 0
4210 425 533 309 0
4211 425 235 533 0
4212 309 235 425 0
4213 309 533 235 0
4214 12911 13045 13000 0
4215 12911 13058 13045 0
4216 13000 13058 12911 0
4217 13000 13045 13058 0
4218 1733 1880 1893 0
4219 1733 1847 1880 0
4220 1893 1847 1733 0
4221 1893 1880 1847 0
4222 2797 2930 3006 0
4223 2797 3010 2930 0
4224 3006 3010 2797 0
4225 3006 2930 3010 0
4226 3738 3624 3675 0
4227 3738 3764 3624 0
4228 3675 3764 3738 0
4229 3675 3624 3764 0
4230 1984 1934 2069 0
4231 1984 1867 1934 0
4232 2069 1867 1984 0
4233 2069 1934 1867 0
4234 13881 13980 13952 0
4235 13881 14002 13980 0
4236 13952 14002 13881 0
4237 13952 13980 14002 0
4238 4363 4355 4165 0
4239 4363 4194 4355 0
4240 4165 4194 4363 0
4241 4165 4355 4194 0
4242 13638 13563 13773 0
4243 13638 13592 13563 0
4244 13773 13592 13638 0
4245 13773 13563 13592 0
4246 2723 2226 2246 0
4247 2723 1843 2226 0
4248 2246 1843 2723 0
4249 2246 2226 1843 0
4250 359 432 653 0
4251 359 649 432 0
4252 653 649 359 0
4253 653 432 649 0
4254 3178 3360 3407 0
4255 3178 3331 3360 0
4256 3407 3331 3178 0
4257 3407 3360 3331 0
4258 11339 11499 11492 0
4259 11339 11139 11499 0
4260 11492 11139 11339 0
4261 11492 11499 11139 0
4262 13074 13528 13117 0
4263 13074 13435 13528 0
4264 13117 13435 13074 0
4265 13117 13528 13435 0
4266 2628 2454 2499 0
4267 2628 2557 2454 0
4268 2499 2557 2628 0
4269 2499 2454 2557 0
4270 13918 13671 13851 0
4271 13918 13904 13671 0
4272 13851 13904 13918 0
4273 13851 13671 13904 0
4274 13349 13433 13290 0
4275 13349 13455 13433 0
4276 13290 13455 13349 0
4277 13290 13433 13455 0
4278 2014 1976 2171 0
4279 2014 1885 1976 0
4280 2171 1885 2014 0
4281 2171 1976 1885 0
4282 1565 1593 1659 0
4283 1565 1945 1593 0
4284 1659 1945 1565 0
4285 1659 1593 1945 0
4286 11348 11686 11600 0
4287 11348 11559 11686 0
4288 11600 11559 11348 0
4289 11600 11686 11559 0
4290 635 645 825 0
4291 635 707 645 0
4292 825 707 635 0
4293 825 645 707 0
4294 1984 1840 1966 0
4295 1984 2101 1840 0
4296 1966 2101 1984 0
4297 1966 1840 2101 0
4298 2283 2375 2189 0
4299 2283 2358 2375 0
4300 2189 2358 2283 0
4301 2189 2375 2358 0
4302 284 555 551 0
4303 284 474 555 0
4304 551 474 284 0
4305 551 555 474 0
4306 3764 4225 3722 0
4307 3764 4017 4225 0
4308 3722 4017 3764 0
4309 3722 4225 4017 0
4310 2420 2395 2253 0
4311 2420 2304 2395 0
4312 2253 2304 2420 0
4313 2253 2395 2304 0
4314 4022 4389 4373 0
4315 4022 4024 4389 0
4316 4373 4024 4022 0
4317 4373 4389 4024 0
4318 6836 7332 7341 0
4319 6836 7090 7332 0
4320 7341 7090 6836 0
4321 7341 7332 7090 0
4322 11126 11074 11368 0
4323 11126 11148 11074 0
4324 11368 11148 11126 0
4325 11368 11074 11148 0
4326 6959 7210 7142 0
4327 6959 6908 7210 0
4328 7142 6908 6959 0
4329 7142 7210 6908 0
4330 4442 4504 4697 0
4331 4442 4593 4504 0
4332 4697 4593 4442 0
4333 4697 4504 4593 0
4334 1814 1650 1794 0
4335 1814 1683 1650 0
4336 1794 1683 1814 0
4337 1794 1650 1683 0
4338 12926 12755 12995 0
4339 12926 12927 12755 0
4340 12995 12927 12926 0
4341 12995 12755 12927 0
4342 13700 13472 13295 0
4343 13700 13237 13472 0
4344 13295 13237 13700 0
4345 13295 13472 13237 0
4346 13207 12774 13304 0
4347 13207 13375 12774 0
4348 13304 13375 13207 0
4349 13304 12774 13375 0
4350 613 379 589 0
4351 613 402 379 0
4352 589 402 613 0
4353 589 379 402 0
4354 3735 3660 4078 0
4355 3735 3586 3660 0
4356 4078 3660 3586 0
4357 353 364 253 0
4358 353 14171 364 0
4359 253 14171 353 0
4360 253 364 14171 0
4361 975 286 596 0
4362 975 1358 286 1
4363 596 1358 975 0
4364 596 286 1358 1
4365 1882 1944 2134 0
4366 1882 2196 1944 0
4367 2134 2196 1882 0
4368 2134 1944 2196 0
4369 1405 1163 1475 0
4370 1405 926 1163 0
4371 1475 926 1405 0
4372 1475 1163 926 0
4373 2076 2175 1002 0
4374 2076 529 2175 0
4375 1002 529 2076 0
4376 1002 2175 529 0
4377 965 913 677 0
4378 965 568 913 0
4379 677 568 965 0
4380 677 913 568 0
4381 6144 5976 6204 0
4382 6144 6304 5976 0
4383 6204 6304 6144 0
4384 6204 5976 6304 0
4385 1380 1493 1424 0
4386 1380 1738 1493 0
4387 1424 1738 1380 0
4388 1424 1493 1738 0
4389 9252 8107 9427 0
4390 9252 8670 8107 0
4391 9427 8670 9252 0
4392 9427 8107 8670 0
4393 1021 1015 1266 0
4394 1021 1247 1015 0
4395 1266 1247 1021 0
4396 1266 1015 1247 0
4397 1268 1215 1218 0
4398 1268 1185 1215 0
4399 1218 1185 1268 0
4400 1218 1215 1185 0
4401 4425 4025 3848 0
4402 4046 4025 4425 0
4403 4046 3848 4025 0
4404 10414 10349 9937 0
4405 10414 10204 10349 0
4406 9937 10204 10414 0
4407 9937 10349 10204 0
4408 3358 3451 3595 0
4409 3358 3462 3451 0
4410 3595 3462 3358 0
4411 3595 3451 3462 0
4412 4987 4886 5067 0
4413 4987 4936 4886 0
4414 5067 4936 4987 0
4415 5067 4886 4936 0
4416 1851 2444 2097 0
4417 1851 2128 2444 0
4418 2097 2128 1851 0
4419 2097 2444 2128 0
4420 391 115 194 0
4421 391 62 115 0
4422 194 62 391 0
4423 194 115 62 0
4424 477 479 805 0
4425 477 673 479 0
4426 805 673 477 0
4427 805 479 673 0
4428 11758 11928 11603 0
4429 11758 11907 11928 0
4430 11603 11907 11758 0
4431 11603 11928 11907 0
4432 2471 2665 2515 0
4433 2471 2413 2665 0
4434 2515 2413 2471 0
4435 2515 2665 2413 0
4436 8459 8329 8493 0
4437 8459 8848 8329 0
4438 8493 8848 8459 0
4439 8493 8329 8848 0
4440 1208 1222 1080 0
4441 1208 1045 1222 0
4442 1080 1045 1208 0
4443 1080 1222 1045 0
4444 12318 12149 12512 0
4445 12318 12280 12149 0
4446 12512 12280 12318 0
4447 12512 12149 12280 0
4448 11575 11670 11504 0
4449 11575 11373 11670 0
4450 11504 11373 11575 0
4451 11504 11670 11373 0
4452 11513 11469 11018 0
4453 11513 11162 11469 0
4454 11018 11162 11513 0
4455 11018 11469 11162 0
4456 833 950 1078 0
4457 833 895 950 0
4458 1078 895 833 0
4459 1078 950 895 0
4460 13012 13286 13095 0
4461 13012 12936 13286 0
4462 13095 12936 13012 0
4463 13095 13286 12936 0
4464 12896 12971 12658 0
4465 12896 12869 12971 0
4466 12658 12869 12896 0
4467 12658 12971 12869 0
4468 10371 10268 10317 0
4469 10371 10380 10268 0
4470 10317 10380 10371 0
4471 10317 10268 10380 0
4472 9875 10423 10504 0
4473 9875 9877 10423 0
4474 10504 9877 9875 0
4475 10504 10423 9877 0
4476 7830 6983 7327 0
4477 7830 7954 6983 0
4478 7327 7954 7830 0
4479 7327 6983 7954 0
4480 3896 3928 4298 0
4481 3896 4297 3928 0
4482 4298 4297 3896 0
4483 4298 3928 4297 0
4484 1631 1604 1648 0
4485 1631 1779 1604 0
4486 1648 1779 1631 0
4487 1648 1604 1779 0
4488 3278 3328 3171 0
4489 3278 3815 3328 0
4490 3171 3815 3278 0
4491 3171 3328 3815 0
4492 2119 2028 2001 0
4493 2119 2141 2028 0
4494 2001 2141 2119 0
4495 2001 2028 2141 0
4496 1010 1092 1248 0
4497 1010 1290 1092 0
4498 1248 1290 1010 0
4499 1248 1092 1290 0
4500 3687 3977 3806 0
4501 3687 3760 3977 0
4502 3806 3760 3687 0
4503 3806 3977 3760 0
4504 2202 2066 2120 0
4505 2202 2268 2066 0
4506 2120 2268 2202 0
4507 2120 2066 2268 0
4508 2626 2276 2625 0
4509 2626 2357 2276 0
4510 2625 2357 2626 0
4511 2625 2276 2357 0
4512 2961 3089 3145 0
4513 2961 3154 3089 0
4514 3145 3154 2961 0
4515 3145 3089 3154 0
4516 4622 4451 4478 0
4517 4622 4446 4451 0
4518 4478 4446 4622 0
4519 4478 4451 4446 0
4520 13584 13585 13544 0
4521 13584 13438 13585 0
4522 13544 13438 13584 0
4523 13544 13585 13438 0
4524 14071 247 421 0
4525 14071 753 247 0
4526 421 753 14071 0
4527 421 247 753 0
4528 2173 2416 2494 0
4529 2173 2356 2416 0
4530 2494 2356 2173 0
4531 2494 2416 2356 0
4532 2757 2980 2961 0
4533 2757 2735 2980 0
4534 2961 2735 2757 0
4535 2961 2980 2735 0
4536 3134 3160 3388 0
4537 3388 3293 3134 0
4538 3388 3160 3293 0
4539 2802 2899 2953 0
4540 2802 2844 2899 0
4541 2953 2844 2802 0
4542 2953 2899 2844 0
4543 2416 2545 2533 0
4544 2416 2764 2545 0
4545 2533 2764 2416 0
4546 2533 2545 2764 0
4547 5951 6083 5803 0
4548 5951 5705 6083 0
4549 5803 5705 5951 0
4550 5803 6083 5705 0
4551 3220 3353 2955 0
4552 3220 3126 3353 0
4553 2955 3126 3220 0
4554 2955 3353 3126 0
4555 9528 9608 9154 0
4556 9528 9389 9608 0
4557 9154 9389 9528 0
4558 9154 9608 9389 0
4559 3398 3527 3459 0
4560 3398 3584 3527 0
4561 3459 3584 3398 0
4562 3459 3527 3584 0
4563 9885 9987 9853 0
4564 9885 9961 9987 0
4565 9853 9961 9885 0
4566 9853 9987 9961 0
4567 2980 3077 3143 0
4568 2980 3014 3077 0
4569 3143 3014 2980 0
4570 3143 3077 3014 0
4571 284 332 163 0
4572 284 160 332 0
4573 163 160 284 0
4574 163 332 160 0
4575 4692 4682 4519 0
4576 4692 4296 4682 0
4577 4519 4296 4692 0
4578 4519 4682 4296 0
4579 1476 1446 1403 0
4580 1476 1390 1446 0
4581 1403 1390 1476 0
4582 1403 1446 1390 0
4583 2174 2113 1867 0
4584 2174 2219 2113 0
4585 1867 2219 2174 0
4586 1867 2113 2219 0
4587 13388 12917 13389 0
4588 13388 12925 12917 0
4589 13389 12925 13388 0
4590 13389 12917 12925 0
4591 2487 2608 2516 0
4592 2487 2340 2608 0
4593 2516 2340 2487 0
4594 2516 2608 2340 0
4595 3329 3337 3437 0
4596 3329 3361 3337 0
4597 3437 3361 3329 0
4598 3437 3337 3361 0
4599 13242 13217 13320 0
4600 13242 13426 13217 0
4601 13320 13426 13242 0
4602 13320 13217 13426 0
4603 2843 2797 3006 0
4604 2843 3116 2797 0
4605 3006 3116 2843 0
4606 3006 2797 3116 0
4607 4048 4043 3815 0
4608 4048 3889 4043 0
4609 3815 3889 4048 0
4610 3815 4043 3889 0
4611 5569 5272 5222 0
4612 5569 5374 5272 0
4613 5222 5374 5569 0
4614 5730 5687 5823 0
4615 5730 5669 5687 0
4616 5823 5669 5730 0
4617 5823 5687 5669 0
4618 4682 3975 4296 0
4619 4682 4147 3975 0
4620 4296 4147 4682 0
4621 4296 3975 4147 0
4622 5339 5247 5008 0
4623 5339 4988 5247 0
4624 5008 4988 5339 0
4625 5008 5247 4988 0
4626 5429 5268 5257 0
4627 5429 5453 5268 0
4628 5257 5453 5429 0
4629 5257 5268 5453 0
4630 3964 4085 4038 0
4631 3964 4133 4085 0
4632 4038 4133 3964 0
4633 4038 4085 4133 0
4634 2706 2865 2471 0
4635 2706 2861 2865 0
4636 2471 2861 2706 0
4637 2471 2865 2861 0
4638 798 987 1031 0
4639 798 1175 987 0
4640 1031 1175 798 0
4641 1031 987 1175 0
4642 1519 1566 1372 0
4643 1519 1410 1566 0
4644 1372 1410 1519 0
4645 1372 1566 1410 0
4646 5203 5079 4772 0
4647 5203 4725 5079 0
4648 4772 4725 5203 0
4649 4772 5079 4725 0
4650 3368 3425 3566 0
4651 3368 3124 3425 0
4652 3566 3124 3368 0
4653 3566 3425 3124 0
4654 11855 12175 12002 0
4655 11855 11961 12175 0
4656 12002 11961 11855 0
4657 12002 12175 11961 0
4658 13838 13865 1 0
4659 13838 14254 13865 0
4660 1 14254 13838 0
4661 1 13865 14254 0
4662 3898 3849 3880 0
4663 3898 4077 3849 0
4664 3880 4077 3898 0
4665 3880 3849 4077 0
4666 428 1006 510 0
4667 428 475 1006 0
4668 510 475 428 0
4669 510 1006 475 0
4670 5805 5534 5762 0
4671 5871 5534 5805 0
4672 5871 5762 5534 0
4673 220 35 14137 0
4674 220 152 35 0
4675 14137 152 220 0
4676 14137 35 152 0
4677 163 194 70 0
4678 163 63 194 0
4679 70 63 163 0
4680 70 194 63 0
4681 13073 13077 12873 0
4682 13073 12703 13077 0
4683 12873 12703 13073 0
4684 12873 13077 12703 0
4685 897 765 1209 0
4686 897 868 765 0
4687 1209 868 897 0
4688 1209 765 868 0
4689 13726 13793 13467 0
4690 13726 13836 13793 0
4691 13467 13836 13726 0
4692 13467 13793 13836 0
4693 1441 1526 1345 0
4694 1441 1257 1526 0
4695 1345 1257 1441 0
4696 1345 1526 1257 0
4697 9073 9238 9159 0
4698 9073 9198 9238 0
4699 9159 9198 9073 0
4700 9159 9238 9198 0
4701 1024 910 692 0
4702 1024 654 910 0
4703 692 654 1024 0
4704 692 910 654 0
4705 12 0 14023 0
4706 12 14207 0 0
4707 14023 14207 12 0
4708 14023 0 14207 0
4709 1831 1650 1794 0
4710 1831 1778 1650 0
4711 1794 1778 1831 0
4712 1794 1650 1778 0
4713 11236 11012 11074 0
4714 11236 11126 11012 0
4715 11074 11126 11236 0
4716 11074 11012 11126 0
4717 5763 5640 5260 0
4718 5763 5298 5640 0
4719 5260 5298 5763 0
4720 5260 5640 5298 0
4721 900 1075 981 0
4722 900 1049 1075 0
4723 981 1049 900 0
4724 981 1075 1049 0
4725 2474 2780 2704 0
4726 2474 2655 2780 0
4727 2704 2655 2474 0
4728 2704 2780 2655 0
4729 1940 2256 1969 0
4730 1940 1832 2256 0
4731 1969 1832 1940 0
4732 1969 2256 1832 0
4733 900 981 648 0
4734 900 836 981 0
4735 648 836 900 0
4736 648 981 836 0
4737 10545 10650 10505 0
4738 10545 10746 10650 0
4739 10505 10746 10545 0
4740 10505 10650 10746 0
4741 1731 1924 2335 0
4742 1731 1975 1924 0
4743 2335 1975 1731 0
4744 2335 1924 1975 0
4745 3422 3139 2807 0
4746 3422 3037 3139 0
4747 2807 3037 3422 0
4748 2807 3139 3037 0
4749 3693 3853 3676 0
4750 3693 4004 3853 0
4751 3676 4004 3693 0
4752 3676 3853 4004 0
4753 6573 6283 6324 0
4754 6573 6257 6283 0
4755 6324 6257 6573 0
4756 6324 6283 6257 0
4757 13602 13607 13721 0
4758 13602 13889 13607 0
4759 13721 13889 13602 0
4760 13721 13607 13889 0
4761 13204 13367 13457 0
4762 13204 13434 13367 0
4763 13457 13434 13204 0
4764 13457 13367 13434 0
4765 13256 13110 13152 0
4766 13256 13253 13110 0
4767 13152 13253 13256 0
4768 13152 13110 13253 0
4769 1321 2027 1956 0
4770 1321 1669 2027 1
4771 1956 1669 1321 0
4772 1956 2027 1669 0
4773 13370 13333 13193 0
4774 13370 13400 13333 0
4775 13193 13400 13370 0
4776 13193 13333 13400 0
4777 1052 1124 681 0
4778 1052 1045 1124 0
4779 681 1045 1052 0
4780 681 1124 1045 0
4781 171 174 581 0
4782 171 375 174 0
4783 581 375 171 0
4784 581 174 375 0
4785 7359 8500 7274 0
4786 7359 7830 8500 0
4787 7274 7830 7359 0
4788 7274 8500 7830 0
4789 3919 6275 5229 0
4790 3919 5393 6275 0
4791 5229 5393 3919 0
4792 5229 6275 5393 0
4793 12837 12815 12836 0
4794 12837 12704 12815 0
4795 12836 12704 12837 0
4796 12836 12815 12704 0
4797 8984 9369 9360 0
4798 8984 9400 9369 0
4799 9360 9400 8984 0
4800 9360 9369 9400 0
4801 1024 1156 1029 0
4802 1024 910 1156 0
4803 1029 910 1024 0
4804 1029 1156 910 0
4805 14078 13866 13763 0
4806 14078 14045 13866 0
4807 13763 14045 14078 0
4808 13763 13866 14045 0
4809 89 157 527 0
4810 89 193 157 0
4811 527 193 89 0
4812 527 157 193 0
4813 14193 13913 13233 0
4814 14193 14173 13913 0
4815 13233 14173 14193 0
4816 13233 13913 14173 0
4817 13419 13646 13657 0
4818 13419 13741 13646 0
4819 13657 13741 13419 0
4820 13657 13646 13741 0
4821 12544 12667 12411 0
4822 12544 12385 12667 0
4823 12411 12385 12544 0
4824 14138 14032 97 0
4825 14138 70 14032 0
4826 97 70 14138 0
4827 97 14032 70 0
4828 14081 14236 215 0
4829 14081 14029 14236 0
4830 215 14029 14081 0
4831 215 14236 14029 0
4832 8934 9411 9466 0
4833 8934 9465 9411 0
4834 9466 9465 8934 0
4835 9466 9411 9465 0
4836 1019 13830 93 0
4837 1019 14290 13830 0
4838 93 14290 1019 0
4839 93 13830 14290 0
4840 11835 12087 12047 0
4841 11835 11866 12087 0
4842 12047 11866 11835 0
4843 12047 12087 11866 0
4844 11982 11789 11659 0
4845 11982 11811 11789 0
4846 11659 11811 11982 0
4847 11659 11789 11811 0
4848 284 194 332 0
4849 160 194 284 0
4850 160 332 194 0
4851 897 997 1218 0
4852 897 1185 997 0
4853 1218 1185 897 0
4854 1218 997 1185 0
4855 1483 2027 1776 0
4856 1483 1956 2027 0
4857 1776 1956 1483 0
4858 1776 2027 1956 0
4859 6427 5789 5547 0
4860 6427 6229 5789 0
4861 5547 6229 6427 0
4862 5547 5789 6229 0
4863 13933 13801 14006 0
4864 13933 13903 13801 0
4865 14006 13903 13933 0
4866 14006 13801 13903 0
4867 13100 12840 12845 0
4868 13100 13120 12840 0
4869 12845 13120 13100 0
4870 12845 12840 13120 0
4871 1229 1287 1481 0
4872 1229 1381 1287 0
4873 1481 1381 1229 0
4874 1481 1287 1381 0
4875 14035 14116 14182 0
4876 14035 14204 14116 0
4877 14182 14204 14035 0
4878 14182 14116 14204 0
4879 12409 12115 12282 0
4880 12409 12224 12115 0
4881 12282 12115 12224 0
4882 2455 2590 2836 0
4883 2455 2696 2590 0
4884 2836 2696 2455 0
4885 2836 2590 2696 0
4886 9350 9354 9244 0
4887 9350 9152 9354 0
4888 9244 9152 9350 0
4889 9244 9354 9152 0
4890 14149 13874 219 0
4891 14149 13909 13874 0
4892 219 13909 14149 0
4893 219 13874 13909 0
4894 4635 4269 4425 0
4895 4635 4512 4269 0
4896 4425 4512 4635 0
4897 4425 4269 4512 0
4898 14148 13993 13894 0
4899 14148 13983 13993 0
4900 13894 13983 14148 0
4901 13894 13993 13983 0
4902 881 1100 1082 0
4903 881 1120 1100 0
4904 1082 1120 881 0
4905 1082 1100 1120 0
4906 12296 12210 12360 0
4907 12296 12307 12210 0
4908 12360 12307 12296 0
4909 12360 12210 12307 0
4910 1111 1116 942 0
4911 1111 819 1116 0
4912 942 819 1111 0
4913 942 1116 819 0
4914 10949 10766 10907 0
4915 10949 10823 10766 0
4916 10907 10823 10949 0
4917 10907 10766 10823 0
4918 12701 12696 12915 0
4919 12701 12577 12696 0
4920 12915 12577 12701 0
4921 12915 12696 12577 0
4922 10743 10762 10709 0
4923 10743 10906 10762 0
4924 10709 10906 10743 0
4925 10709 10762 10906 0
4926 790 423 292 0
4927 790 592 423 0
4928 292 592 790 0
4929 292 423 592 0
4930 1821 1676 1536 0
4931 1821 1104 1676 0
4932 1536 1104 1821 0
4933 1536 1676 1104 0
4934 13427 13521 13354 0
4935 13427 13082 13521 0
4936 13354 13082 13427 0
4937 13354 13521 13082 0
4938 492 456 826 0
4939 492 506 456 0
4940 826 506 492 0
4941 826 456 506 0
4942 11054 10494 10901 0
4943 11054 10508 10494 0
4944 10901 10508 11054 0
4945 10901 10494 10508 0
4946 8780 8641 8338 0
4947 8780 8416 8641 0
4948 8338 8416 8780 0
4949 8338 8641 8416 0
4950 5995 5994 5791 0
4951 5995 6080 5994 0
4952 5791 6080 5995 0
4953 5791 5994 6080 0
4954 391 194 121 0
4955 121 62 391 0
4956 121 194 62 0
4957 13082 13094 13142 0
4958 13082 12723 13094 0
4959 13142 12723 13082 0
4960 13142 13094 12723 0
4961 7564 6896 6853 0
4962 7564 6760 6896 0
4963 6853 6760 7564 0
4964 6853 6896 6760 0
4965 2765 2154 2814 0
4966 2765 2332 2154 0
4967 2814 2332 2765 0
4968 2814 2154 2332 0
4969 3165 3426 3088 0
4970 3165 3196 3426 0
4971 3088 3196 3165 0
4972 3088 3426 3196 0
4973 13765 13830 14268 0
4974 13765 14290 13830 0
4975 14268 14290 13765 0
4976 14268 13830 14290 0
4977 11626 11714 11280 0
4978 11626 11493 11714 0
4979 11280 11493 11626 0
4980 11280 11714 11493 0
4981 567 539 452 0
4982 567 893 539 0
4983 452 893 567 0
4984 452 539 893 0
4985 9541 10019 10032 0
4986 9541 9883 10019 0
4987 10032 9883 9541 0
4988 10032 10019 9883 0
4989 5397 5396 5141 0
4990 5397 5450 5396 0
4991 5141 5450 5397 0
4992 5141 5396 5450 0
4993 9342 9209 9279 0
4994 9342 9261 9209 0
4995 9279 9209 9261 0
4996 3674 3450 3989 0
4997 3674 4059 3450 0
4998 3989 4059 3674 0
4999 3989 3450 4059 0
5000 12627 14289 13093 0
5001 12627 11655 14289 0
5002 13093 11655 12627 0
5003 13093 14289 11655 0
5004 1805 2136 2087 0
5005 1805 1990 2136 0
5006 2087 1990 1805 0
5007 2087 2136 1990 0
5008 11760 10977 11100 0
5009 11760 13093 10977 0
5010 11100 13093 11760 0
5011 11100 10977 13093 0
5012 12804 13080 12624 0
5013 12804 12828 13080 0
5014 12624 12828 12804 0
5015 12624 13080 12828 0
5016 11045 10976 10870 0
5017 11045 10682 10976 0
5018 10870 10682 11045 0
5019 10870 10976 10682 0
5020 11840 11737 11632 0
5021 11840 11797 11737 0
5022 11632 11797 11840 0
5023 11632 11737 11797 0
5024 2531 2138 1985 0
5025 2531 2041 2138 0
5026 1985 2041 2531 0
5027 1985 2138 2041 0
5028 9308 9353 9053 0
5029 9308 9317 9353 0
5030 9053 9317 9308 0
5031 9053 9353 9317 0
5032 8481 8396 8382 0
5033 8481 8229 8396 0
5034 8382 8229 8481 0
5035 8382 8396 8229 0
5036 3992 4400 4279 0
5037 3992 4836 4400 0
5038 4279 4836 3992 0
5039 4279 4400 4836 0
5040 13945 13611 14160 0
5041 13945 13822 13611 0
5042 14160 13822 13945 0
5043 14160 13611 13822 0
5044 12981 12972 13050 0
5045 12981 12864 12972 0
5046 13050 12864 12981 0
5047 13050 12972 12864 0
5048 13531 13727 13004 0
5049 13531 12994 13727 0
5050 13004 12994 13531 0
5051 13004 13727 12994 0
5052 10964 10841 10860 0
5053 10964 10624 10841 0
5054 10860 10624 10964 0
5055 10860 10841 10624 0
5056 12202 12525 12408 0
5057 12202 12402 12525 0
5058 12408 12402 12202 0
5059 12408 12525 12402 0
5060 13052 12998 13071 0
5061 13052 12907 12998 0
5062 13071 12907 13052 0
5063 13071 12998 12907 0
5064 86 177 114 0
5065 86 24 177 0
5066 114 24 86 0
5067 114 177 24 0
5068 1093 1132 1315 0
5069 1093 1415 1132 0
5070 1315 1415 1093 0
5071 1315 1132 1415 0
