ID Node1 Node2 Node3 Marker
72463 5298 5032 5159 0
72464 5296 5032 5298 0
72465 5296 5159 5032 0
72466 4353 4593 4499 0
72467 4084 4272 4150 0
72468 4150 4225 4084 0
72469 4754 4797 4621 0
72470 4621 4847 4754 0
72471 4621 4797 4847 0
72472 4169 4375 4242 0
72473 4169 4392 4375 0
72474 4242 4392 4169 0
72475 4085 4375 4038 0
72476 4539 4645 4517 0
72477 4517 4465 4539 0
72478 4517 4645 4465 0
72479 3994 3912 4131 0
72480 3994 3801 3912 0
72481 4131 3801 3994 0
72482 3087 2933 3012 0
72483 3087 2861 2933 0
72484 3012 2861 3087 0
72485 3012 2933 2861 0
72486 4375 4353 4445 0
72487 4445 4392 4375 0
72488 4325 4399 4229 0
72489 4375 4445 4473 0
72490 4392 4473 4445 0
72491 4375 4338 4473 0
72492 4754 4797 4593 0
72493 4593 4797 4621 0
72494 4546 4473 4392 0
72495 4546 4242 4473 0
72496 4392 4242 4546 0
72497 4353 4133 4038 0
72498 4038 4392 4353 0
72499 4351 4609 4325 0
72500 3569 3669 3770 0
72501 3569 3419 3669 0
72502 3770 3419 3569 0
72503 3770 3669 3419 0
72504 4473 4621 4445 0
72505 4473 4621 4392 0
72506 4399 4375 4338 0
72507 2691 2618 2903 0
72508 2691 2632 2618 0
72509 2903 2632 2691 0
72510 2903 2618 2632 0
72511 4255 4026 4148 0
72512 4175 4026 4255 0
72513 4175 4148 4026 0
72514 4229 4242 4375 0
72515 4892 4754 5003 0
72516 4892 4797 4754 0
72517 5003 4754 4797 0
72518 4546 4247 4242 0
72519 4546 4392 4247 0
72520 4242 4247 4392 0
72521 4970 5032 5003 0
72522 4546 4242 4642 0
72523 4473 4642 4242 0
72524 4546 4532 4379 0
72525 4379 4246 4546 0
72526 4379 4532 4246 0
72527 2690 2391 2611 0
72528 2690 2486 2391 0
72529 2611 2486 2690 0
72530 2611 2391 2486 0
72531 3825 3770 3913 0
72532 3825 4038 3770 0
72533 3913 3770 4038 0
72534 4229 4373 4490 0
72535 4389 4373 4229 0
72536 4246 4543 4073 0
72537 4246 4504 4543 0
72538 4073 4504 4246 0
72539 4073 4543 4504 0
72540 4024 4373 4229 0
72541 4399 4707 4389 0
72542 4399 4490 4707 0
72543 4399 4591 4707 0
72544 4707 4591 4490 0
72545 4084 4272 4325 0
72546 4351 4272 4084 0
72547 3978 4225 4032 0
72548 4272 4032 4225 0
72549 4287 3927 4335 1
72550 4071 4335 3927 0
72551 4128 4150 4424 0
72552 4630 4150 4128 0
72553 4399 4707 4609 0
72554 2476 2483 2315 0
72555 2428 2483 2476 0
72556 2428 2315 2483 0
72557 3994 3910 3978 0
72558 3978 3910 4084 0
72559 3825 3770 3817 0
72560 3817 3770 3913 0
72561 2957 2651 2517 0
72562 2957 2436 2651 0
72563 2517 2436 2957 0
72564 2517 2651 2436 0
72565 4229 4373 4524 0
72566 4002 3882 3845 0
72567 3845 3781 4002 0
72568 3845 3882 3781 0
72569 4325 4443 4609 0
72570 4325 4389 4443 0
72571 4326 4389 4325 0
72572 3021 3385 3342 0
72573 3021 3130 3385 0
72574 3342 3130 3021 0
72575 3342 3385 3130 0
72576 3500 3800 3978 0
72577 3500 3894 3800 0
72578 3978 3894 3500 0
72579 3978 3800 3894 0
72580 4000 3962 3849 0
72581 4000 4077 3962 0
72582 3849 3962 4077 0
72583 3791 4442 4504 0
72584 4504 4442 4073 0
72585 3737 4000 3761 0
72586 3737 3734 4000 0
72587 3761 3734 3737 0
72588 3671 3575 3462 0
72589 3671 3554 3575 0
72590 3462 3554 3671 0
72591 3462 3575 3554 0
72592 3964 4071 4058 0
72593 2648 2627 2740 0
72594 2665 2627 2648 0
72595 2665 2740 2627 0
72596 4121 4150 3912 0
72597 4084 4150 4121 0
72598 4084 3912 4150 0
72599 4721 4590 4502 0
72600 4721 4478 4590 0
72601 4502 4478 4721 0
72602 4502 4590 4478 0
72603 3964 4071 4085 0
72604 4133 4071 3964 0
72605 2693 2634 2375 0
72606 2693 2520 2634 0
72607 2375 2520 2693 0
72608 2375 2634 2520 0
72609 3380 3447 3147 0
72610 3380 3365 3447 0
72611 3147 3365 3380 0
72612 3147 3447 3365 0
72613 3644 3707 3523 0
72614 3644 3862 3707 0
72615 3523 3862 3644 0
72616 3523 3707 3862 0
72617 3875 3783 4072 0
72618 3875 3870 3783 0
72619 4072 3870 3875 0
72620 4072 3783 3870 0
72621 4022 3810 4032 0
72622 3894 3810 4022 0
72623 3810 3941 4022 0
72624 4022 4373 4326 0
72625 3941 4373 4022 0
72626 4252 4345 4247 0
72627 4252 4323 4345 0
72628 4247 4323 4252 0
72629 4247 4345 4323 0
72630 3791 4442 4004 1
72631 4004 4442 4504 0
72632 4247 4000 4077 0
72633 4247 4116 4000 0
72634 4077 4116 4247 0
72635 4077 4000 4116 0
72636 3510 3346 3371 0
72637 3371 3298 3510 0
72638 3371 3346 3298 0
72639 3481 4058 4129 0
72640 4129 4071 3481 0
72641 4129 4058 4071 0
72642 4287 4729 4990 0
72643 2772 2653 2846 0
72644 2772 2944 2653 0
72645 2846 2944 2772 0
72646 2846 2653 2944 0
72647 4000 3997 4116 0
72648 3867 3997 4000 0
72649 3867 4116 3997 0
72650 3705 3260 3617 0
72651 3705 3348 3260 0
72652 3617 3348 3705 0
72653 3617 3260 3348 0
72654 5282 5346 5582 0
72655 4246 4106 4073 0
72656 4246 4543 4106 0
72657 4073 4106 4543 0
72658 4291 4257 4099 0
72659 4291 4343 4257 0
72660 4099 4343 4291 0
72661 2472 2474 2512 0
72662 2472 2536 2474 0
72663 2512 2536 2472 0
72664 2512 2474 2536 0
72665 4345 4160 4393 0
72666 4345 4095 4160 0
72667 4393 4095 4345 0
72668 4393 4160 4095 0
72669 4247 4169 4077 0
72670 4247 4000 4169 0
72671 4077 4169 4000 0
72672 3807 3880 3972 0
72673 3962 3880 3807 0
72674 3725 3698 3824 0
72675 3725 3788 3698 0
72676 3824 3788 3725 0
72677 3824 3698 3788 0
72678 2889 2933 2711 0
72679 2711 2851 2889 0
72680 4720 4847 4707 0
72681 4720 4863 4847 0
72682 4707 4863 4720 0
72683 4707 4847 4863 0
72684 3571 3796 3875 0
72685 3571 3944 3796 0
72686 3875 3944 3571 0
72687 3875 3796 3944 0
72688 3481 3801 3909 0
72689 2247 1773 2159 0
72690 2247 2039 1773 0
72691 2159 1773 2039 0
72692 2996 2491 3182 0
72693 3182 2801 2996 0
72694 3994 4131 4071 0
72695 4071 3801 3994 0
72696 4071 4131 3801 0
72697 3800 3770 3961 0
72698 3800 3894 3770 0
72699 3961 3894 3800 0
72700 3961 3770 3894 0
72701 3801 3910 3994 0
72702 3801 3912 3910 0
72703 4160 3968 3898 0
72704 4160 4077 3968 0
72705 3898 4077 4160 0
72706 3898 3968 4077 0
72707 4246 4004 4504 0
72708 4073 4004 4246 0
72709 4089 4270 3941 0
72710 4089 3943 4270 0
72711 4085 3770 3825 0
72712 4038 3770 4085 0
72713 4085 3961 3825 0
72714 3770 3961 4085 0
72715 3770 3825 3961 0
72716 4085 3913 3770 0
72717 4038 3913 4085 0
72718 3913 3770 3961 0
72719 2491 3182 2122 0
72720 3765 3868 3840 0
72721 3765 4073 3868 0
72722 3840 4073 3765 0
72723 3666 3934 3912 0
72724 3666 3927 3934 0
72725 3912 3934 3927 0
72726 3757 3909 3964 0
72727 3757 3797 3909 0
72728 3964 3797 3757 0
72729 3964 3909 3797 0
72730 3422 3139 3468 0
72731 3422 3414 3139 0
72732 3468 3414 3422 0
72733 3468 3139 3414 0
72734 3398 3479 3546 0
72735 3584 3479 3398 0
72736 3584 3546 3479 0
72737 3909 3825 3964 0
72738 3797 3825 3909 0
72739 3817 3825 3909 0
72740 3817 3797 3825 0
72741 4004 3913 4129 0
72742 4038 3913 4004 0
72743 4038 4129 3913 0
72744 3234 3150 3444 0
72745 4303 4531 4321 0
72746 4321 4457 4303 0
72747 4321 4531 4457 0
72748 3825 4038 3909 0
72749 3039 3084 2827 0
72750 3039 3150 3084 0
72751 2827 3150 3039 0
72752 2827 3084 3150 0
72753 3817 4038 3909 0
72754 5457 5631 5759 0
72755 3757 3964 3994 0
72756 4085 3964 3757 0
72757 4085 3994 3964 0
72758 4424 4287 4150 0
72759 4424 4150 4121 0
72760 3384 3569 3382 0
72761 3384 3693 3569 0
72762 3382 3693 3384 0
72763 3382 3569 3693 0
72764 4128 4143 4287 0
72765 3927 4143 4128 0
72766 3927 4287 4143 1
72767 3912 3801 3716 0
72768 3716 3801 3927 0
72769 4128 3934 3927 0
72770 3927 3934 4121 0
72771 3384 3422 3817 0
72772 3384 3693 3422 0
72773 3817 3693 3384 0
72774 3817 3422 3693 0
72775 5246 5618 5274 0
72776 4143 4630 4128 0
72777 2917 3107 3011 0
72778 3234 3107 2917 0
72779 3234 3011 3107 0
72780 3526 3458 3244 0
72781 3526 3442 3458 0
72782 3244 3458 3442 0
72783 4121 4084 4272 0
72784 3912 3978 3910 0
72785 4084 3978 3912 0
72786 4128 4143 4150 0
72787 3295 3060 3214 0
72788 3214 3498 3295 0
72789 3214 3060 3498 0
72790 4084 3978 4325 0
72791 1392 1189 1241 0
72792 1392 1607 1189 0
72793 1241 1607 1392 0
72794 4797 4621 4885 0
72795 4885 4593 4797 0
72796 3104 2772 2909 0
72797 2909 2928 3104 0
72798 2909 2772 2928 0
72799 3994 3964 3801 0
72800 4071 3964 3994 0
72801 4085 4084 4338 0
72802 4084 4325 4085 0
72803 3800 3825 3961 0
72804 3800 3770 3825 0
72805 2881 3009 2512 0
72806 2970 3009 2881 0
72807 2970 2512 3009 0
72808 2994 2865 2665 0
72809 2994 2995 2865 0
72810 2665 2995 2994 0
72811 4287 4335 4729 0
72812 4729 4587 4287 0
72813 3705 3260 3711 0
72814 3705 4062 3260 0
72815 3711 4062 3705 0
72816 3711 3260 4062 0
72817 4287 4335 4990 1
72818 3260 4047 3934 0
72819 3260 4143 4047 0
72820 3934 4143 3260 0
72821 2744 3084 2832 0
72822 2832 3084 3107 0
72823 3716 3927 3607 0
72824 3716 3934 3927 0
72825 2634 2562 2235 0
72826 2634 2653 2562 0
72827 2235 2653 2634 0
72828 2235 2562 2653 0
72829 2354 2152 1832 0
72830 2354 2309 2152 0
72831 1832 2309 2354 0
72832 3651 3555 3665 0
72833 3651 3262 3555 0
72834 3665 3262 3651 0
72835 3665 3555 3262 0
72836 3009 3039 3150 0
72837 3009 3444 3039 0
72838 3150 3444 3009 0
72839 3150 3039 3444 0
72840 3553 3522 3492 0
72841 3553 3666 3522 0
72842 3492 3666 3553 0
72843 3492 3522 3666 0
72844 3481 3422 4004 1
72845 3481 4058 3422 0
72846 4004 4058 3481 0
72847 4004 3422 4058 0
72848 3549 3341 3323 0
72849 3549 3362 3341 0
72850 3323 3362 3549 0
72851 3323 3341 3362 0
72852 3800 3961 3978 0
72853 3800 3910 3978 0
72854 3800 3961 3910 0
72855 3800 4085 3961 0
72856 3800 3825 4085 0
72857 17 41 76 0
72858 17 99 41 0
72859 76 99 17 0
72860 76 41 99 0
72861 3295 3214 2767 0
72862 3295 2780 3214 0
72863 2767 3214 2780 0
72864 3910 3801 3757 0
72865 3168 2832 3058 0
72866 3168 2986 2832 0
72867 3058 2832 2986 0
72868 1838 2072 2152 0
72869 1838 1881 2072 0
72870 2152 1881 1838 0
72871 2152 2072 1881 0
72872 3738 4017 3991 0
72873 3795 4017 3738 0
72874 5534 5618 5274 0
72875 4047 3934 4150 0
72876 4150 3934 4076 0
72877 3705 3617 3624 0
72878 3348 3624 3617 0
72879 3295 3435 3498 0
72880 3295 3320 3435 0
72881 3705 3666 3444 0
72882 3705 3934 3666 0
72883 3444 3934 3705 0
72884 3444 3666 3934 0
72885 3295 2786 3067 0
72886 3067 3005 3295 0
72887 3067 2786 3005 0
72888 3450 3158 2935 0
72889 3934 3912 4121 0
72890 4150 3912 3934 0
72891 4047 4143 4062 0
72892 4062 4076 4047 0
72893 4047 4062 3705 0
72894 4047 3711 4062 0
72895 4287 4729 4436 0
72896 4287 4424 4436 0
72897 4287 4351 4436 0
72898 4071 4335 4058 0
72899 4071 4129 4335 0
72900 4133 4129 4038 0
72901 4058 3913 4004 0
72902 4248 4578 4343 0
72903 4496 4578 4248 0
72904 4496 4343 4578 0
72905 6765 6606 6607 0
72906 6607 6678 6765 0
72907 6607 6606 6678 0
72908 4129 4133 4353 0
72909 4058 4071 4133 0
72910 3458 3651 3171 0
72911 3458 3262 3651 0
72912 3171 3262 3458 0
72913 3171 3651 3262 0
72914 3030 3009 3492 0
72915 3030 3369 3009 0
72916 3492 3369 3030 0
72917 3492 3009 3369 0
72918 4832 4885 5014 0
72919 4832 5017 4885 0
72920 5014 4587 4832 0
72921 4832 4907 5014 0
72922 4546 4642 4247 0
72923 4546 4379 4642 0
72924 4247 4379 4546 0
72925 4247 4642 4379 0
72926 4058 3817 4004 0
72927 5014 4587 4885 0
72928 2742 2744 2827 0
72929 2742 2832 2744 0
72930 2827 2832 2742 0
72931 2827 2744 2832 0
72932 4058 3909 3817 0
72933 4129 4353 4038 0
72934 4129 4311 4353 0
72935 4038 4311 4129 0
72936 4038 4353 4311 0
72937 5008 5200 5000 0
72938 5058 5200 5008 0
72939 4785 4862 5004 0
72940 5004 5001 4785 0
72941 5004 4862 5001 0
72942 4539 4543 4697 0
72943 4539 4465 4543 0
72944 4697 4465 4539 0
72945 4697 4543 4465 0
72946 4543 4504 4465 0
72947 4465 4073 4543 0
72948 4465 4504 4073 0
72949 4499 4885 5014 0
72950 5112 5173 5469 0
72951 5112 5156 5173 0
72952 5469 5156 5112 0
72953 4034 4087 3918 0
72954 4092 4087 4034 0
72955 4683 4645 4760 0
72956 5246 5207 5193 0
72957 5193 5207 4965 0
72958 4965 5207 4832 0
72959 5069 5070 5045 0
72960 5069 5004 5070 0
72961 5045 5004 5069 0
72962 6001 5899 6069 0
72963 6001 5869 5899 0
72964 6069 5869 6001 0
72965 6069 5899 5869 0
72966 5366 5427 5220 0
72967 5366 5260 5427 0
72968 5287 5549 5445 0
72969 5287 5173 5549 0
72970 5445 5173 5287 0
72971 5298 5296 5607 0
72972 5298 5517 5296 0
72973 5607 5517 5298 0
72974 5607 5296 5517 0
72975 5014 4335 4885 0
72976 5014 4499 4335 0
72977 4885 4335 4499 1
72978 5014 4990 4335 0
72979 4990 4885 5014 1
72980 4990 4335 4885 1
72981 5193 5014 5073 0
72982 5294 5073 5193 0
72983 5294 5014 5073 0
72984 5775 5838 6011 0
72985 5775 5822 5838 0
72986 6011 5822 5775 0
72987 6011 5838 5822 0
72988 6206 6459 6332 0
72989 6206 6397 6459 0
72990 6332 6397 6206 0
72991 6332 6459 6397 0
72992 5298 5296 5156 0
72993 5032 5156 5296 0
72994 5298 5156 5469 0
72995 5298 5517 5156 0
72996 5469 5517 5298 0
72997 5469 5156 5517 0
72998 5055 5117 5026 0
72999 5055 5158 5117 0
73000 5026 5158 5055 0
73001 5026 5117 5158 0
73002 5272 5222 5067 0
73003 5272 5249 5222 0
73004 5067 5249 5272 0
73005 5067 5222 5249 0
73006 5957 5940 5691 0
73007 5957 6182 5940 0
73008 5691 6182 5957 0
73009 5691 5940 6182 0
73010 5298 5159 5260 0
73011 5260 5296 5298 0
73012 5260 5159 5296 0
73013 4895 4878 5085 0
73014 4895 4866 4878 0
73015 5085 4866 4895 0
73016 5085 4878 4866 0
73017 5070 5004 5076 0
73018 5076 5112 5070 0
73019 5076 5004 5112 0
73020 14279 5625 5549 0
73021 5437 5625 14279 0
73022 5437 5549 5625 0
73023 5427 5478 5122 0
73024 5122 5220 5427 0
73025 5122 5478 5220 0
73026 5625 5173 5517 0
73027 5625 5527 5173 0
73028 5517 5527 5625 0
73029 5517 5173 5527 0
73030 5653 5478 5707 0
73031 5653 5673 5478 0
73032 5707 5478 5673 0
73033 6356 6092 5983 0
73034 6356 5957 6092 0
73035 5983 5957 6356 0
73036 5983 6092 5957 0
73037 5222 5173 5527 0
73038 5527 5374 5222 0
73039 3984 3997 3838 0
73040 3838 3997 3900 0
73041 5549 5489 5741 0
73042 5445 5489 5549 0
73043 5445 5741 5489 0
73044 4420 4542 4685 0
73045 4420 4491 4542 0
73046 4685 4491 4420 0
73047 4685 4542 4491 0
73048 5159 5073 4885 0
73049 5348 5403 5512 0
73050 5348 5466 5403 0
73051 5512 5403 5466 0
73052 5296 5469 5298 0
73053 5159 5014 4885 0
73054 5159 5073 5014 0
73055 5607 5469 4885 0
73056 5607 5294 5469 1
73057 4885 5469 5294 1
73058 5294 5607 5799 1
73059 5069 5076 5070 0
73060 5004 5076 5069 0
73061 5296 5607 5469 0
73062 5478 5215 5420 0
73063 5478 5282 5215 0
73064 5420 5282 5478 0
73065 4939 4869 5031 0
73066 5045 4869 4939 0
73067 5045 5031 4869 0
73068 5296 5517 5469 0
73069 5469 5517 5607 0
73070 5159 5014 5296 0
73071 4614 4379 4546 0
73072 4532 4379 4614 0
73073 5008 5031 5000 0
73074 5008 5200 5031 0
73075 5000 5031 5200 0
73076 5272 5222 5001 0
73077 5001 5067 5272 0
73078 4936 4917 4795 0
73079 4936 4840 4917 0
73080 6571 6696 6774 0
73081 6773 6774 6696 0
73082 5159 5032 5003 0
73083 5159 4970 5032 0
73084 5032 5296 4970 0
73085 5031 5069 4869 0
73086 5031 5076 5069 0
73087 4869 5076 5031 0
73088 4869 5069 5076 0
73089 5159 5296 5294 0
73090 5159 5750 5296 0
73091 5294 5750 5159 0
73092 5159 5294 5014 0
73093 5159 5220 5073 0
73094 5159 5003 5220 0
73095 4621 4392 4546 0
73096 4886 4973 4904 0
73097 4795 4904 4973 0
73098 4892 4754 4593 0
73099 4892 4543 4754 0
73100 4593 4543 4892 0
73101 4593 4754 4543 0
73102 6573 6257 6528 0
73103 6573 6402 6257 0
73104 6528 6402 6573 0
73105 6528 6257 6402 0
73106 5260 14279 5625 0
73107 6571 6598 6773 0
73108 6526 6598 6571 0
73109 6526 6773 6598 0
73110 4831 4829 4578 0
73111 4831 4864 4829 0
73112 4578 4864 4831 0
73113 4578 4829 4864 0
73114 4797 4970 4593 0
73115 4885 4593 4970 0
73116 5478 5260 5122 0
73117 5220 5122 5260 0
73118 4614 4642 4576 0
73119 4614 4661 4642 0
73120 4576 4642 4661 0
73121 4783 4892 4543 0
73122 4783 4754 4892 0
73123 4543 4754 4783 0
73124 4797 5017 5073 0
73125 4885 5017 4797 0
73126 5031 4892 4783 0
73127 5003 4783 4892 0
73128 4797 4621 4832 0
73129 4832 4885 4797 0
73130 5159 5220 5260 0
73131 5159 5003 5260 0
73132 5220 5260 5003 0
73133 5392 5254 5569 0
73134 5222 5254 5392 0
73135 5222 5569 5254 0
73136 4251 4366 4396 0
73137 4396 4366 4223 0
73138 5298 5003 5159 0
73139 5032 5003 5298 0
73140 5298 5260 5003 0
73141 6038 6276 6163 0
73142 6038 6266 6276 0
73143 6163 6266 6038 0
73144 6163 6276 6266 0
73145 4559 4598 4988 0
73146 4988 4661 4559 0
73147 5156 5517 5173 0
73148 5156 5527 5517 0
73149 5086 5001 5272 0
73150 6117 6023 6098 0
73151 6369 6023 6117 0
73152 5069 5004 4869 0
73153 4869 5004 5076 0
73154 5004 5032 5296 0
73155 5469 5032 5004 0
73156 5469 5296 5032 0
73157 3881 4168 3873 0
73158 4030 4168 3881 0
73159 4030 3873 4168 0
73160 5132 5096 4936 0
73161 5132 4917 5096 0
73162 4936 4917 5132 0
73163 4936 5096 4917 0
73164 4227 4481 4498 0
73165 4227 4359 4481 0
73166 4498 4481 4359 0
73167 4559 4532 4250 0
73168 4559 4160 4532 0
73169 4250 4160 4559 0
73170 4250 4532 4160 0
73171 4638 4535 4559 0
73172 4303 4535 4638 0
73173 5156 5076 5112 0
73174 5156 5173 5076 0
73175 5517 5469 5527 0
73176 4846 5137 4877 0
73177 4846 4920 5137 0
73178 4877 4920 4846 0
73179 4877 5137 4920 0
73180 5031 5069 5045 0
73181 5045 5069 4869 0
73182 5303 5719 5441 0
73183 5303 5275 5719 0
73184 5441 5275 5303 0
73185 5441 5719 5275 0
73186 5309 5391 5441 0
73187 5309 5204 5391 0
73188 5441 5204 5309 0
73189 5441 5391 5204 0
73190 5472 5448 5374 0
73191 5472 5249 5448 0
73192 5374 5249 5472 0
73193 5374 5448 5249 0
73194 5469 5076 5112 0
73195 5059 5053 5276 0
73196 5059 5189 5053 0
73197 5276 5189 5059 0
73198 5276 5053 5189 0
73199 5877 6117 5978 0
73200 5877 6023 6117 0
73201 5978 6023 5877 1
73202 5978 6117 6023 1
73203 4760 4892 4869 0
73204 4760 4785 4892 0
73205 4869 4785 4760 0
73206 4869 4892 4785 0
73207 6104 6117 5962 0
73208 6104 6098 6117 0
73209 5962 6098 6104 0
73210 5962 6117 6098 0
73211 6569 6863 6903 0
73212 6569 6707 6863 0
73213 6903 6707 6569 0
73214 6903 6863 6707 0
73215 5429 5675 5634 0
73216 5429 5800 5675 0
73217 5634 5800 5429 0
73218 4638 4645 4559 0
73219 4760 4645 4638 0
73220 4760 4783 4892 0
73221 4760 4543 4783 0
73222 4442 4499 4353 0
73223 5392 5204 5391 0
73224 5254 5204 5392 0
73225 5254 5391 5204 0
73226 4766 4638 4939 0
73227 4766 4869 4638 0
73228 4939 4869 4766 0
73229 4939 4638 4869 0
73230 5173 5298 5156 0
73231 5173 5260 5298 0
73232 6220 6340 6283 0
73233 6283 6069 6220 0
73234 6283 6340 6069 0
73235 5173 5298 5517 0
73236 5133 5217 4878 0
73237 5133 4968 5217 0
73238 4878 4968 5133 0
73239 4878 5217 4968 0
73240 4923 4785 4683 0
73241 4923 4869 4785 0
73242 4683 4869 4923 0
73243 4683 4785 4869 0
73244 5004 5112 5469 0
73245 4862 5112 5004 0
73246 5001 5112 4862 0
73247 5759 5662 5869 0
73248 5869 5793 5759 0
73249 5869 5662 5793 0
73250 4598 4345 4661 0
73251 4408 4661 4345 0
73252 4962 5215 5000 0
73253 4962 4847 5215 0
73254 5000 4847 4962 0
73255 5000 5215 4847 0
73256 5004 5156 5032 0
73257 5032 5076 5004 0
73258 5032 5156 5076 0
73259 4697 4465 4475 0
73260 4763 4475 4465 0
73261 5603 5684 5797 0
73262 5603 5387 5684 0
73263 5797 5387 5603 0
73264 5797 5684 5387 0
73265 5045 5086 5173 0
73266 4988 5008 4864 0
73267 4988 5058 5008 0
73268 4864 5058 4988 0
73269 4559 4598 4925 0
73270 4925 4988 4559 0
73271 4925 4598 4988 0
73272 4886 4964 5067 0
73273 5067 4979 4886 0
73274 5032 4869 5004 0
73275 5032 5076 4869 0
73276 5831 5797 5993 0
73277 5831 5997 5797 0
73278 5993 5997 5831 0
73279 5993 5797 5997 0
73280 4826 4840 4936 0
73281 4826 4979 4840 0
73282 4936 4979 4826 0
73283 4936 4840 4979 0
73284 5069 5112 5070 0
73285 5069 5173 5070 0
73286 5112 5070 5173 0
73287 5086 5070 5173 0
73288 5086 5112 5070 0
73289 5086 5001 5070 0
73290 5112 5001 5086 0
73291 5086 5045 5070 0
73292 5283 5116 5498 0
73293 5310 5116 5283 0
73294 5310 5498 5116 0
73295 4657 4749 4685 0
73296 4657 4814 4749 0
73297 4685 4749 4814 0
73298 5234 5339 5405 0
73299 5234 5462 5339 0
73300 5405 5462 5234 0
73301 5405 5339 5462 0
73302 5086 5069 5173 0
73303 5086 5070 5069 0
73304 5086 5045 5069 0
73305 5045 5069 5173 0
73306 5260 5220 5031 0
73307 5260 5000 5220 0
73308 6354 6399 6484 0
73309 6354 6826 6399 0
73310 6484 6826 6354 0
73311 6484 6399 6826 0
73312 4826 4820 4979 0
73313 4826 4936 4820 0
73314 4979 4820 4936 0
73315 4826 4820 4757 0
73316 4757 4979 4826 0
73317 4757 4820 4979 0
73318 6254 6117 6104 0
73319 4904 4973 4908 0
73320 4904 4728 4973 0
73321 4908 4728 4904 0
73322 4908 4973 4728 0
73323 5272 5086 5112 0
73324 5130 5208 5323 0
73325 5391 5208 5130 0
73326 5448 5272 5374 0
73327 5448 5249 5272 0
73328 4474 4541 4145 0
73329 4474 4321 4541 0
73330 4145 4541 4321 0
73331 4111 4359 4227 0
73332 4218 4359 4111 0
73333 4543 4532 4783 0
73334 4543 4754 4532 0
73335 6357 6098 6244 0
73336 6244 6369 6357 0
73337 5348 5187 5249 0
73338 5348 5007 5187 0
73339 5249 5007 5348 0
73340 5249 5187 5007 0
73341 4697 4970 5296 0
73342 4885 4970 4697 0
73343 5392 5222 5300 0
73344 5392 5204 5222 0
73345 5300 5204 5392 0
73346 5300 5222 5204 0
73347 5569 5448 5272 0
73348 5569 5374 5448 0
73349 5133 4895 4878 0
73350 4878 5085 5133 0
73351 5132 4897 5096 0
73352 5132 4917 4897 0
73353 5096 4897 4917 0
73354 5222 5067 5204 0
73355 5204 5254 5222 0
73356 5204 5067 5254 0
73357 6308 6352 6282 0
73358 6308 6473 6352 0
73359 6282 6473 6308 0
73360 6282 6352 6473 0
73361 5772 5702 5876 0
73362 5772 5692 5702 0
73363 5876 5692 5772 0
73364 5876 5702 5692 0
73365 5546 5784 5654 0
73366 5546 5647 5784 0
73367 5654 5647 5546 0
73368 5654 5784 5647 0
73369 6014 6276 5978 0
73370 6014 6163 6276 0
73371 5978 6163 6014 0
73372 5978 6276 6163 0
73373 5429 5257 5624 0
73374 5429 5438 5257 0
73375 5624 5438 5429 0
73376 5624 5257 5438 0
73377 5179 5105 5326 0
73378 5179 5189 5105 0
73379 5326 5189 5179 0
73380 5326 5105 5189 0
73381 5429 5501 5268 0
73382 5453 5501 5429 0
73383 5453 5268 5501 0
73384 6846 6583 6712 0
73385 6606 6583 6846 0
73386 5788 5698 5556 0
73387 5796 5698 5788 0
73388 5796 5556 5698 0
73389 5472 5527 5469 0
73390 5472 5374 5527 0
73391 5329 5208 5225 0
73392 5329 5254 5208 0
73393 5225 5254 5329 0
73394 5569 5222 5173 0
73395 5569 5527 5222 0
73396 5173 5527 5569 0
73397 5767 5860 6023 0
73398 5767 5469 5860 0
73399 6023 5469 5767 0
73400 6023 5860 5469 0
73401 6140 5948 6096 0
73402 6096 6024 6140 0
73403 6096 5948 6024 0
73404 5767 5472 5527 0
73405 5767 5469 5472 0
73406 5527 5469 5767 0
73407 5960 5850 6172 0
73408 5960 6013 5850 0
73409 6172 6013 5960 0
73410 6172 5850 6013 0
73411 5900 5790 5813 0
73412 5900 5979 5790 0
73413 5813 5979 5900 0
73414 5813 5790 5979 0
73415 6140 6151 6024 0
73416 6140 6196 6151 0
73417 6024 6196 6140 0
73418 6024 6151 6196 0
73419 5730 5687 6020 0
73420 5730 5945 5687 0
73421 6020 5945 5730 0
73422 6020 5687 5945 0
73423 5877 5827 5472 0
73424 5877 5714 5827 0
73425 5472 5714 5877 0
73426 5472 5827 5714 0
73427 6488 6466 6416 0
73428 6488 6583 6466 0
73429 6416 6583 6488 0
73430 6416 6466 6583 0
73431 4923 4939 5045 0
73432 4923 4869 4939 0
73433 4868 4798 4870 0
73434 4868 4998 4798 0
73435 4870 4998 4868 0
73436 4870 4798 4998 0
73437 5217 5187 4897 0
73438 5217 5132 5187 0
73439 4897 5132 5217 0
73440 4897 5187 5132 0
73441 4539 4535 4517 0
73442 4539 4645 4535 0
73443 4517 4535 4645 0
73444 5721 6432 6223 0
73445 5721 6408 6432 0
73446 6223 6408 5721 1
73447 4783 4539 4532 0
73448 4543 4539 4783 0
73449 4543 4532 4539 0
73450 5102 5101 5151 0
73451 5102 5244 5101 0
73452 3453 3743 3389 0
73453 3453 3286 3743 0
73454 3389 3286 3453 0
73455 3389 3743 3286 0
73456 4500 4750 4558 0
73457 4500 4738 4750 0
73458 4558 4738 4500 0
73459 4558 4750 4738 0
73460 4869 4645 4683 0
73461 4817 4506 4806 0
