ID,Node1,Node2,X,Y,Z
45754,14323,14327,,,
45755,14323,14337,,,
45756,14325,14336,,,
45757,14326,14336,,,
45758,14329,14373,,,
45759,14330,14963,,,
45760,14330,14950,,,
45761,14330,14526,,,
45762,14331,14455,,,
45763,14331,14453,,,
45764,14331,14440,,,
45765,14332,14341,,,
45766,14333,14335,,,
45767,14333,14334,,,
45768,14334,14335,,,
45769,14336,14337,,,
45770,14339,18119,,,
45771,14339,18176,,,
45772,14339,18024,,,
45773,14340,14344,,,
45774,14341,14342,,,
45775,14341,14343,,,
45776,14342,14345,,,
45777,14342,14343,,,
45778,14344,14345,,,
45779,14345,14404,,,
45780,14346,14420,,,
45781,14347,14348,,,
45782,14349,14350,,,
45783,14349,14428,,,
45784,14350,14418,,,
45785,14350,18136,,,
45786,14351,14475,,,
45787,14352,14975,,,
45788,14352,14382,,,
45789,14352,14353,,,
45790,14353,14796,,,
45791,14353,14879,,,
45792,14355,14356,,,
45793,14355,14420,,,
45794,14356,14357,,,
45795,14357,14385,,,
45796,14358,14844,,,
45797,14358,14829,,,
45798,14359,14847,,,
45799,14360,15165,,,
45800,14360,14885,,,
45801,14360,14817,,,
45802,14360,15220,,,
45803,14361,14583,,,
45804,14362,14487,,,
45805,14363,42968,,,
45806,14363,42970,,,
45807,14363,15077,,,
45808,14364,14639,,,
45809,14364,14665,,,
45810,14364,14664,,,
45811,14365,14427,,,
45812,14365,14529,,,
45813,14366,14717,,,
45814,14366,14398,,,
45815,14366,18091,,,
45816,14367,14371,,,
45817,14368,14369,,,
45818,14370,15150,,,
45819,14370,15131,,,
45820,14370,15121,,,
45821,14370,15163,,,
45822,14371,14460,,,
45823,14371,18098,,,
45824,14374,14462,,,
45825,14374,14381,,,
45826,14375,18108,,,
45827,14375,18161,,,
45828,14376,14377,,,
45829,14376,14949,,,
45830,14376,14561,,,
45831,14378,14647,,,
45832,14378,14974,,,
45833,14379,14647,,,
45834,14379,14402,,,
45835,14380,14411,,,
45836,14381,14384,,,
45837,14382,14593,,,
45838,14382,14833,,,
45839,14383,74746,,,
45840,14383,74747,,,
45841,14383,74751,,,
45842,14383,14917,,,
45843,14384,14460,,,
45844,14384,18734,,,
45845,14386,14451,,,
45846,14386,14453,,,
45847,14386,14421,,,
45848,14387,14456,,,
45849,14387,14550,,,
45850,14387,14443,,,
45851,14388,16078,,,
45852,14388,16035,,,
45853,14388,14675,,,
45854,14389,14475,,,
45855,14389,14633,,,
45856,14390,14549,,,
45857,14391,14745,,,
45858,14391,18089,,,
45859,14391,18088,,,
45860,14391,18160,,,
45861,14393,14805,,,
45862,14393,17479,,,
45863,14394,17082,,,
45864,14394,17104,,,
45865,14395,17833,,,
45866,14395,14418,,,
45867,14395,18107,,,
45868,14396,17490,,,
45869,14396,18384,,,
45870,14396,18024,,,
45871,14397,14462,,,
45872,14397,14751,,,
45873,14398,18105,,,
45874,14398,17916,,,
45875,14398,17217,,,
45876,14399,19094,,,
45877,14399,18903,,,
45878,14399,18977,,,
45879,14400,18084,,,
45880,14400,18668,,,
45881,14401,14404,,,
45882,14401,14402,,,
45883,14401,14515,,,
45884,14402,14405,,,
45885,14403,38765,,,
45886,14403,38553,,,
45887,14403,37451,,,
45888,14404,14406,,,
45889,14405,14406,,,
45890,14405,14407,,,
45891,14406,14407,,,
45892,14408,14410,,,
45893,14409,14410,,,
45894,14409,14411,,,
45895,14410,14411,,,
45896,14412,18017,,,
45897,14412,17543,,,
45898,14412,17280,,,
45899,14412,17653,,,
45900,14413,18300,,,
45901,14414,14421,,,
45902,14415,14488,,,
45903,14415,14496,,,
45904,14416,14860,,,
45905,14416,14867,,,
45906,14417,14422,,,
45907,14419,17706,,,
45908,14419,15083,,,
45909,14419,40241,,,
45910,14420,14421,,,
45911,14420,14429,,,
45912,14421,14453,,,
45913,14422,74769,,,
45914,14423,16195,,,
45915,14423,15937,,,
45916,14423,14616,,,
45917,14423,15823,,,
45918,14424,17874,,,
45919,14425,16069,,,
45920,14425,16066,,,
45921,14425,15617,,,
45922,14426,14470,,,
45923,14428,14441,,,
45924,14428,14429,,,
45925,14429,14440,,,
45926,14430,14485,,,
45927,14430,74597,,,
45928,14430,73338,,,
45929,14431,14436,,,
45930,14431,14690,,,
45931,14432,16721,,,
45932,14433,17883,,,
45933,14433,17590,,,
45934,14433,15156,,,
45935,14434,15168,,,
45936,14434,15322,,,
45937,14434,16163,,,
45938,14434,15218,,,
45939,14436,14553,,,
45940,14436,17217,,,
45941,14437,14553,,,
45942,14437,18679,,,
45943,14437,18681,,,
45944,14438,14452,,,
45945,14438,14454,,,
45946,14439,14752,,,
45947,14440,14441,,,
45948,14440,14455,,,
45949,14442,14656,,,
45950,14442,14624,,,
45951,14443,14455,,,
45952,14444,18670,,,
45953,14444,18708,,,
45954,14444,18600,,,
45955,14445,14469,,,
45956,14445,74764,,,
45957,14445,74788,,,
45958,14448,78462,,,
45959,14448,78457,,,
45960,14448,78450,,,
45961,14448,73440,,,
45962,14449,74830,,,
45963,14449,75415,,,
45964,14449,68101,,,
45965,14450,14484,,,
45966,14450,14486,,,
45967,14452,17003,,,
45968,14452,17971,,,
45969,14452,18095,,,
45970,14454,14490,,,
45971,14455,14456,,,
45972,14456,14762,,,
45973,14457,17907,,,
45974,14457,17859,,,
45975,14457,14761,,,
45976,14458,16256,,,
45977,14458,17132,,,
45978,14458,16155,,,
45979,14458,15732,,,
45980,14459,14798,,,
45981,14459,14866,,,
45982,14461,47513,,,
45983,14461,73938,,,
45984,14462,18115,,,
45985,14463,17216,,,
45986,14463,18094,,,
45987,14463,18649,,,
45988,14463,17933,,,
45989,14464,14658,,,
45990,14464,14654,,,
45991,14465,18976,,,
45992,14465,18635,,,
45993,14465,18975,,,
45994,14465,18659,,,
45995,14466,17214,,,
45996,14466,18008,,,
45997,14467,14473,,,
45998,14467,14484,,,
45999,14468,14483,,,
46000,14469,73299,,,
46001,14469,74777,,,
46002,14470,14505,,,
46003,14471,14500,,,
46004,14472,76215,,,
46005,14472,76214,,,
46006,14472,75867,,,
46007,14472,70918,,,
46008,14474,75659,,,
46009,14474,75652,,,
46010,14474,75640,,,
46011,14475,14476,,,
46012,14476,15924,,,
46013,14478,14483,,,
46014,14479,14481,,,
46015,14480,16122,,,
46016,14480,16038,,,
46017,14480,16092,,,
46018,14482,14483,,,
46019,14484,14486,,,
46020,14485,74610,,,
46021,14489,14491,,,
46022,14489,14490,,,
46023,14490,14491,,,
46024,14492,14493,,,
46025,14493,14494,,,
46026,14494,14495,,,
46027,14495,14496,,,
46028,14497,14498,,,
46029,14497,14499,,,
46030,14498,14499,,,
46031,14501,14516,,,
46032,14501,75149,,,
46033,14501,75253,,,
46034,14502,14858,,,
46035,14502,14924,,,
46036,14502,14964,,,
46037,14502,15065,,,
46038,14503,14909,,,
46039,14503,14920,,,
46040,14503,14933,,,
46041,14504,73476,,,
46042,14504,14505,,,
46043,14506,14515,,,
46044,14506,14520,,,
46045,14507,75516,,,
46046,14507,14509,,,
46047,14508,75680,,,
46048,14508,62257,,,
46049,14508,75498,,,
46050,14509,75353,,,
46051,14509,75371,,,
46052,14509,75516,,,
46053,14510,74408,,,
46054,14510,74416,,,
46055,14511,74775,,,
46056,14511,73476,,,
46057,14512,14514,,,
46058,14513,14518,,,
46059,14514,14527,,,
46060,14515,14516,,,
46061,14516,14519,,,
46062,14517,46773,,,
46063,14517,14564,,,
46064,14517,74706,,,
46065,14517,74542,,,
46066,14518,74652,,,
46067,14518,73467,,,
46068,14519,75252,,,
46069,14519,14520,,,
46070,14520,75152,,,
46071,14521,14523,,,
46072,14521,74816,,,
46073,14521,74706,,,
46074,14521,14854,,,
46075,14522,73479,,,
46076,14522,14921,,,
46077,14522,74752,,,
46078,14523,74357,,,
46079,14523,74542,,,
46080,14523,14561,,,
46081,14524,71499,,,
46082,14524,74600,,,
46083,14524,74879,,,
46084,14524,15040,,,
46085,14525,14552,,,
46086,14525,74705,,,
46087,14525,74351,,,
46088,14526,14879,,,
46089,14526,14967,,,
46090,14528,14971,,,
46091,14528,14632,,,
46092,14529,14633,,,
46093,14530,71563,,,
46094,14530,71816,,,
46095,14530,74529,,,
46096,14532,15021,,,
46097,14532,74734,,,
46098,14532,74353,,,
46099,14533,14624,,,
46100,14533,14685,,,
46101,14533,14683,,,
46102,14534,74815,,,
46103,14534,74838,,,
46104,14534,74919,,,
46105,14535,15460,,,
46106,14535,74689,,,
46107,14535,74099,,,
46108,14536,14776,,,
46109,14536,15066,,,
46110,14537,75695,,,
46111,14537,75660,,,
46112,14537,75780,,,
46113,14538,75148,,,
46114,14538,14936,,,
46115,14538,14928,,,
46116,14539,14624,,,
46117,14540,14581,,,
46118,14540,14602,,,
46119,14540,14633,,,
46120,14541,74354,,,
46121,14541,14982,,,
46122,14542,14618,,,
46123,14542,14916,,,
46124,14543,73544,,,
46125,14543,74571,,,
46126,14543,74570,,,
46127,14543,75697,,,
46128,14544,16065,,,
46129,14544,15056,,,
46130,14545,15365,,,
46131,14545,14617,,,
46132,14545,15440,,,
46133,14545,14715,,,
46134,14546,15797,,,
46135,14546,16124,,,
46136,14546,16123,,,
46137,14546,15907,,,
46138,14547,14671,,,
46139,14547,15315,,,
46140,14548,16201,,,
46141,14548,16161,,,
46142,14548,16194,,,
46143,14548,15829,,,
46144,14549,14550,,,
46145,14551,74737,,,
46146,14551,73512,,,
46147,14551,74745,,,
46148,14552,14621,,,
46149,14552,14638,,,
46150,14553,18020,,,
46151,14554,14961,,,
46152,14554,14925,,,
46153,14555,14961,,,
46154,14555,14783,,,
46155,14556,49783,,,
46156,14556,16012,,,
46157,14556,72466,,,
46158,14557,14790,,,
46159,14557,16242,,,
46160,14558,14783,,,
46161,14558,14576,,,
46162,14558,14969,,,
46163,14559,15016,,,
46164,14559,15077,,,
46165,14560,14926,,,
46166,14560,74682,,,
46167,14562,78483,,,
46168,14562,78025,,,
46169,14562,77951,,,
46170,14562,78494,,,
46171,14563,74718,,,
46172,14563,15999,,,
46173,14563,74790,,,
46174,14563,74197,,,
46175,14564,14594,,,
46176,14564,74792,,,
46177,14564,74718,,,
46178,14565,42443,,,
46179,14565,15035,,,
46180,14565,46559,,,
46181,14566,14567,,,
46182,14566,15424,,,
46183,14566,14585,,,
46184,14567,14625,,,
46185,14567,15419,,,
46186,14568,15293,,,
46187,14568,15324,,,
46188,14568,14610,,,
46189,14569,15951,,,
46190,14569,16040,,,
46191,14569,16011,,,
46192,14570,15885,,,
46193,14570,14655,,,
46194,14570,14988,,,
46195,14570,15991,,,
46196,14571,15440,,,
46197,14571,15283,,,
46198,14571,14614,,,
46199,14572,15494,,,
46200,14572,15283,,,
46201,14573,15056,,,
46202,14574,74314,,,
46203,14574,74723,,,
46204,14574,74704,,,
46205,14574,74717,,,
46206,14575,74735,,,
46207,14575,74710,,,
46208,14575,74730,,,
46209,14575,73089,,,
46210,14576,14787,,,
46211,14577,15981,,,
46212,14577,15809,,,
46213,14578,15246,,,
46214,14578,15143,,,
46215,14578,15237,,,
46216,14578,17619,,,
46217,14579,43051,,,
46218,14579,40394,,,
46219,14579,46979,,,
46220,14579,41175,,,
46221,14580,46629,,,
46222,14580,42950,,,
46223,14580,46625,,,
46224,14580,42976,,,
46225,14581,14686,,,
46226,14581,14667,,,
46227,14582,26204,,,
46228,14582,31078,,,
46229,14583,14828,,,
46230,14584,14966,,,
46231,14584,14984,,,
46232,14585,14644,,,
46233,14585,14636,,,
46234,14585,14662,,,
46235,14586,15047,,,
46236,14586,14735,,,
46237,14586,15322,,,
46238,14587,17461,,,
46239,14587,17670,,,
46240,14587,17655,,,
46241,14588,14685,,,
46242,14588,14693,,,
46243,14589,14708,,,
46244,14589,14634,,,
46245,14590,17471,,,
46246,14590,17587,,,
46247,14590,17631,,,
46248,14591,46587,,,
46249,14591,46849,,,
46250,14591,46932,,,
46251,14592,14902,,,
46252,14592,16649,,,
46253,14593,14600,,,
46254,14593,14647,,,
46255,14594,74710,,,
46256,14594,74707,,,
46257,14594,74730,,,
46258,14595,74304,,,
46259,14595,78825,,,
46260,14595,78786,,,
46261,14596,15043,,,
46262,14596,15123,,,
46263,14596,15429,,,
46264,14597,38560,,,
46265,14597,16785,,,
46266,14597,16787,,,
46267,14597,17561,,,
46268,14598,15558,,,
46269,14598,15536,,,
46270,14598,15497,,,
46271,14599,14817,,,
46272,14599,16691,,,
46273,14599,38301,,,
46274,14599,15319,,,
46275,14600,14648,,,
46276,14600,14710,,,
46277,14601,42242,,,
46278,14601,42363,,,
46279,14601,42257,,,
46280,14602,14684,,,
46281,14602,14624,,,
46282,14602,15979,,,
46283,14603,41759,,,
46284,14603,42226,,,
46285,14603,41241,,,
46286,14603,41844,,,
46287,14604,14659,,,
46288,14604,14662,,,
46289,14605,15981,,,
46290,14605,14689,,,
46291,14606,15951,,,
46292,14606,15843,,,
46293,14606,15827,,,
46294,14606,16011,,,
46295,14607,14741,,,
46296,14607,17868,,,
46297,14608,74103,,,
46298,14608,74073,,,
46299,14609,17618,,,
46300,14609,15246,,,
46301,14609,15149,,,
46302,14610,14724,,,
46303,14610,14656,,,
46304,14611,15940,,,
46305,14611,16174,,,
46306,14612,38604,,,
46307,14612,39237,,,
46308,14612,37321,,,
46309,14612,38938,,,
46310,14613,15023,,,
46311,14613,14878,,,
46312,14613,14649,,,
46313,14614,14715,,,
46314,14614,14639,,,
46315,14615,15401,,,
46316,14615,15496,,,
46317,14615,15062,,,
46318,14615,15509,,,
46319,14616,14674,,,
46320,14616,16196,,,
46321,14616,16200,,,
46322,14617,15432,,,
46323,14617,15424,,,
46324,14618,14924,,,
46325,14618,14964,,,
46326,14619,16118,,,
46327,14619,15841,,,
46328,14620,14621,,,
46329,14620,14660,,,
46330,14620,74763,,,
46331,14621,14659,,,
46332,14621,74757,,,
46333,14622,14744,,,
46334,14623,15990,,,
46335,14623,16000,,,
46336,14623,15729,,,
46337,14623,15381,,,
46338,14625,14636,,,
46339,14626,16735,,,
46340,14626,16629,,,
46341,14626,16200,,,
46342,14627,15282,,,
46343,14627,15557,,,
46344,14627,15382,,,
46345,14627,15543,,,
46346,14628,42738,,,
46347,14628,42691,,,
46348,14628,42667,,,
46349,14628,42392,,,
46350,14629,74083,,,
46351,14629,74079,,,
46352,14629,73961,,,
46353,14629,73929,,,
46354,14630,72662,,,
46355,14630,73791,,,
46356,14630,74017,,,
46357,14631,74070,,,
46358,14631,15428,,,
46359,14631,15438,,,
46360,14631,15451,,,
46361,14632,14648,,,
46362,14632,14667,,,
46363,14634,14668,,,
46364,14635,15162,,,
46365,14635,14788,,,
46366,14636,14644,,,
46367,14637,14638,,,
46368,14637,15013,,,
46369,14638,14969,,,
46370,14639,14662,,,
46371,14640,14849,,,
46372,14641,17944,,,
46373,14641,17945,,,
46374,14641,17939,,,
46375,14642,15257,,,
46376,14642,14701,,,
46377,14642,15350,,,
46378,14643,15202,,,
46379,14643,14861,,,
46380,14643,14865,,,
46381,14644,14645,,,
46382,14645,14947,,,
46383,14645,14665,,,
46384,14646,17156,,,
46385,14646,16966,,,
46386,14646,17128,,,
46387,14646,17133,,,
46388,14648,14668,,,
46389,14649,14986,,,
46390,14649,15011,,,
46391,14650,14926,,,
46392,14650,14854,,,
46393,14650,14956,,,
46394,14650,74568,,,
46395,14651,16792,,,
46396,14651,17254,,,
46397,14651,17303,,,
46398,14652,14773,,,
46399,14652,17959,,,
46400,14653,15121,,,
46401,14653,14731,,,
46402,14653,14720,,,
46403,14655,16060,,,
46404,14655,16022,,,
46405,14656,16079,,,
46406,14656,14683,,,
46407,14657,14700,,,
46408,14657,14759,,,
46409,14657,14943,,,
46410,14658,15796,,,
46411,14659,14660,,,
46412,14660,14694,,,
46413,14661,16037,,,
46414,14661,15887,,,
46415,14662,14665,,,
46416,14663,16027,,,
46417,14663,15847,,,
46418,14663,15859,,,
46419,14663,15925,,,
46420,14664,16020,,,
46421,14664,14683,,,
46422,14666,14806,,,
46423,14666,17786,,,
46424,14667,14668,,,
46425,14669,17297,,,
46426,14670,16010,,,
46427,14670,15992,,,
46428,14671,16164,,,
46429,14671,15295,,,
46430,14672,73705,,,
46431,14672,73669,,,
46432,14672,73455,,,
46433,14673,47510,,,
46434,14673,73244,,,
46435,14673,73465,,,
46436,14674,14723,,,
46437,14674,15732,,,
46438,14674,16219,,,
46439,14675,15978,,,
46440,14676,15198,,,
46441,14676,15193,,,
46442,14676,15010,,,
46443,14677,73987,,,
46444,14677,15816,,,
46445,14677,73977,,,
46446,14677,47188,,,
46447,14678,15529,,,
46448,14678,73480,,,
46449,14678,15887,,,
46450,14678,49440,,,
46451,14679,15918,,,
46452,14679,16115,,,
46453,14679,16100,,,
46454,14680,16169,,,
46455,14680,16172,,,
46456,14680,15313,,,
46457,14680,16187,,,
46458,14681,18759,,,
46459,14681,18662,,,
46460,14681,18712,,,
46461,14682,73697,,,
46462,14682,73566,,,
46463,14682,73458,,,
46464,14683,16015,,,
46465,14684,14685,,,
46466,14684,14695,,,
46467,14684,14689,,,
46468,14686,14693,,,
46469,14686,14696,,,
46470,14687,47259,,,
46471,14687,15831,,,
46472,14687,16032,,,
46473,14688,73458,,,
46474,14688,15817,,,
46475,14688,73697,,,
46476,14688,73127,,,
46477,14689,15981,,,
46478,14690,17207,,,
46479,14691,16000,,,
46480,14691,15988,,,
46481,14691,15589,,,
46482,14692,16026,,,
46483,14692,15859,,,
46484,14692,16018,,,
46485,14692,74728,,,
46486,14693,14694,,,
46487,14694,14695,,,
46488,14694,14696,,,
46489,14695,14696,,,
46490,14697,17611,,,
46491,14697,38498,,,
46492,14697,15274,,,
46493,14697,17572,,,
46494,14698,14782,,,
46495,14698,14932,,,
46496,14698,14929,,,
46497,14698,78570,,,
46498,14699,14710,,,
46499,14699,14759,,,
46500,14699,14708,,,
46501,14700,14708,,,
46502,14701,14753,,,
46503,14702,16238,,,
46504,14702,16248,,,
46505,14702,16250,,,
46506,14702,16157,,,
46507,14703,18659,,,
46508,14703,18909,,,
46509,14703,18635,,,
46510,14703,18685,,,
46511,14704,42269,,,
46512,14704,42316,,,
46513,14704,42273,,,
46514,14704,42281,,,
46515,14705,15173,,,
46516,14705,15217,,,
46517,14705,15241,,,
46518,14705,14809,,,
46519,14706,16248,,,
46520,14707,16077,,,
46521,14709,17591,,,
46522,14711,17932,,,
46523,14711,17476,,,
46524,14711,18281,,,
46525,14712,15374,,,
46526,14712,16712,,,
46527,14712,16798,,,
46528,14712,16751,,,
46529,14713,17145,,,
46530,14713,16963,,,
46531,14714,75091,,,
46532,14714,74403,,,
46533,14714,78412,,,
46534,14715,15116,,,
46535,14715,15133,,,
46536,14717,18083,,,
46537,14717,17916,,,
46538,14717,18045,,,
46539,14718,14853,,,
46540,14719,42999,,,
46541,14719,42289,,,
46542,14719,42293,,,
46543,14719,42748,,,
46544,14721,15329,,,
46545,14721,16638,,,
46546,14721,16962,,,
46547,14721,16459,,,
46548,14722,38557,,,
46549,14722,19588,,,
46550,14722,37792,,,
46551,14723,16196,,,
46552,14723,16201,,,
46553,14723,16162,,,
46554,14724,15323,,,
46555,14724,14725,,,
46556,14725,16722,,,
46557,14725,16064,,,
46558,14726,17107,,,
46559,14726,16228,,,
46560,14726,16832,,,
46561,14727,41352,,,
46562,14727,38270,,,
46563,14728,14784,,,
46564,14729,15401,,,
46565,14729,42266,,,
46566,14729,15502,,,
46567,14729,15192,,,
46568,14730,16368,,,
46569,14731,14789,,,
46570,14732,15239,,,
46571,14732,15268,,,
46572,14732,15265,,,
46573,14732,15150,,,
46574,14733,16645,,,
46575,14733,15524,,,
46576,14733,15482,,,
46577,14734,15184,,,
46578,14734,42271,,,
46579,14735,15349,,,
46580,14735,15295,,,
46581,14735,15322,,,
46582,14736,15300,,,
46583,14736,14803,,,
46584,14736,15297,,,
46585,14737,47060,,,
46586,14737,42393,,,
46587,14738,16142,,,
46588,14738,16448,,,
46589,14738,16360,,,
46590,14739,15259,,,
46591,14739,15421,,,
46592,14740,15325,,,
46593,14740,15266,,,
46594,14740,16786,,,
46595,14741,18058,,,
46596,14742,18648,,,
46597,14742,17086,,,
46598,14743,17877,,,
46599,14743,17189,,,
46600,14743,17586,,,
46601,14745,17937,,,
46602,14745,18099,,,
46603,14746,38213,,,
46604,14746,17598,,,
46605,14746,14803,,,
46606,14747,15388,,,
46607,14747,15103,,,
46608,14747,15421,,,
46609,14747,15385,,,
46610,14748,14751,,,
46611,14749,14905,,,
46612,14749,14841,,,
46613,14750,15208,,,
46614,14750,15207,,,
46615,14750,15202,,,
46616,14751,14775,,,
46617,14752,14758,,,
46618,14753,14758,,,
46619,14754,14876,,,
46620,14754,14868,,,
46621,14755,17466,,,
46622,14755,38004,,,
46623,14755,15331,,,
46624,14755,38207,,,
46625,14756,16534,,,
46626,14756,15273,,,
46627,14756,16683,,,
46628,14756,41879,,,
46629,14757,17633,,,
46630,14757,14773,,,
46631,14759,14848,,,
46632,14760,17184,,,
46633,14760,17183,,,
46634,14760,17862,,,
46635,14760,17618,,,
46636,14761,14789,,,
46637,14762,18087,,,
46638,14763,16216,,,
46639,14763,16152,,,
46640,14764,17215,,,
46641,14764,18664,,,
46642,14764,18580,,,
46643,14765,16162,,,
46644,14765,15375,,,
46645,14766,17120,,,
46646,14766,17133,,,
46647,14766,16055,,,
46648,14767,17877,,,
46649,14767,17182,,,
46650,14768,19694,,,
46651,14768,36178,,,
46652,14769,17189,,,
46653,14769,17879,,,
46654,14769,17870,,,
46655,14769,17566,,,
46656,14770,17138,,,
46657,14770,17110,,,
46658,14771,17863,,,
46659,14771,17879,,,
46660,14771,17189,,,
46661,14771,17183,,,
46662,14772,17123,,,
46663,14772,16407,,,
46664,14773,14775,,,
46665,14774,17126,,,
46666,14774,16197,,,
46667,14775,18045,,,
46668,14777,17877,,,
46669,14777,15218,,,
46670,14778,14878,,,
46671,14778,14881,,,
46672,14779,18111,,,
46673,14779,18214,,,
46674,14779,17795,,,
46675,14780,17550,,,
46676,14780,18145,,,
46677,14780,18151,,,
46678,14781,15390,,,
46679,14781,15255,,,
46680,14781,15236,,,
46681,14782,14800,,,
46682,14782,14821,,,
46683,14783,14948,,,
46684,14783,14968,,,
46685,14784,14856,,,
46686,14785,37993,,,
46687,14785,42997,,,
46688,14785,43246,,,
46689,14785,43285,,,
46690,14786,14795,,,
46691,14786,14831,,,
46692,14786,15161,,,
46693,14787,14969,,,
46694,14788,15241,,,
46695,14788,15159,,,
46696,14789,14836,,,
46697,14790,16242,,,
46698,14791,15158,,,
46699,14791,14795,,,
46700,14791,14840,,,
46701,14792,42526,,,
46702,14792,42995,,,
46703,14792,43099,,,
46704,14792,42396,,,
46705,14793,14870,,,
46706,14793,14801,,,
46707,14794,17655,,,
46708,14794,15288,,,
46709,14794,14820,,,
46710,14795,14807,,,
46711,14796,14801,,,
46712,14796,14833,,,
46713,14796,14828,,,
46714,14797,78738,,,
46715,14797,74380,,,
46716,14797,49952,,,
46717,14797,14992,,,
46718,14798,14878,,,
46719,14798,14852,,,
46720,14799,15032,,,
46721,14799,15052,,,
46722,14799,15009,,,
46723,14802,14862,,,
46724,14803,15284,,,
46725,14803,15064,,,
46726,14804,38189,,,
46727,14804,15083,,,
46728,14804,15185,,,
46729,14804,42654,,,
46730,14807,17166,,,
46731,14808,78517,,,
46732,14808,78573,,,
46733,14808,78281,,,
46734,14809,14861,,,
46735,14810,14838,,,
46736,14810,14877,,,
46737,14810,14856,,,
46738,14811,14888,,,
46739,14811,15113,,,
46740,14812,15058,,,
46741,14812,14990,,,
46742,14812,14924,,,
46743,14813,14985,,,
46744,14813,15003,,,
46745,14813,78699,,,
46746,14814,15179,,,
46747,14814,15037,,,
46748,14814,15023,,,
46749,14815,14981,,,
46750,14815,15002,,,
46751,14815,14920,,,
46752,14816,46431,,,
46753,14816,46650,,,
46754,14816,43017,,,
46755,14817,15369,,,
46756,14817,15127,,,
46757,14818,15122,,,
46758,14818,15147,,,
46759,14818,15195,,,
46760,14819,42608,,,
46761,14819,42630,,,
46762,14820,17655,,,
46763,14821,78571,,,
46764,14821,78582,,,
46765,14822,17981,,,
46766,14822,17857,,,
46767,14822,18675,,,
46768,14823,19600,,,
46769,14823,19502,,,
46770,14823,17492,,,
46771,14823,19197,,,
46772,14824,17849,,,
46773,14825,17822,,,
46774,14825,17684,,,
46775,14826,14890,,,
46776,14826,14829,,,
46777,14827,17738,,,
46778,14827,14874,,,
46779,14827,14903,,,
46780,14828,14889,,,
46781,14829,14840,,,
46782,14829,14834,,,
46783,14830,78782,,,
46784,14830,78226,,,
46785,14831,14897,,,
46786,14832,15254,,,
46787,14832,15476,,,
46788,14834,14890,,,
46789,14835,42680,,,
46790,14835,15285,,,
46791,14835,17576,,,
46792,14836,14851,,,
46793,14837,46182,,,
46794,14837,46076,,,
46795,14838,14859,,,
46796,14839,78554,,,
46797,14839,78691,,,
46798,14839,79036,,,
46799,14840,15113,,,
46800,14840,17865,,,
46801,14842,14844,,,
46802,14842,14845,,,
46803,14842,17878,,,
46804,14842,17798,,,
46805,14843,14845,,,
46806,14843,17795,,,
46807,14844,17462,,,
46808,14845,17731,,,
46809,14846,43021,,,
46810,14846,42972,,,
46811,14846,78516,,,
46812,14848,14944,,,
46813,14848,14943,,,
46814,14849,14856,,,
46815,14850,17462,,,
46816,14850,17821,,,
46817,14850,17792,,,
46818,14852,14866,,,
46819,14852,15111,,,
46820,14853,14927,,,
46821,14855,14856,,,
46822,14857,14904,,,
46823,14858,15028,,,
46824,14859,14877,,,
46825,14859,14869,,,
46826,14859,14904,,,
46827,14861,14862,,,
46828,14861,14865,,,
46829,14862,14864,,,
46830,14863,14941,,,
46831,14863,14865,,,
46832,14863,14864,,,
46833,14863,15256,,,
46834,14864,14942,,,
46835,14865,14960,,,
46836,14866,14892,,,
46837,14867,14868,,,
46838,14867,14889,,,
46839,14868,14889,,,
46840,14871,73771,,,
46841,14871,15407,,,
46842,14871,15592,,,
46843,14872,48233,,,
46844,14872,41774,,,
46845,14872,48690,,,
46846,14872,48803,,,
46847,14873,75170,,,
46848,14873,75175,,,
46849,14873,74419,,,
46850,14874,14888,,,
46851,14874,15141,,,
46852,14875,14900,,,
46853,14879,14882,,,
46854,14880,15191,,,
46855,14880,15429,,,
46856,14880,14998,,,
46857,14880,42990,,,
46858,14882,14913,,,
46859,14883,14884,,,
46860,14883,14897,,,
46861,14884,14898,,,
46862,14885,15328,,,
46863,14885,15319,,,
46864,14885,15108,,,
46865,14886,15009,,,
46866,14887,15011,,,
46867,14887,15003,,,
46868,14888,15151,,,
46869,14888,15160,,,
46870,14890,14978,,,
46871,14890,14896,,,
46872,14891,15115,,,
46873,14891,14892,,,
46874,14891,14893,,,
46875,14892,14895,,,
46876,14893,14895,,,
46877,14893,15125,,,
46878,14894,15186,,,
46879,14894,17721,,,
46880,14894,15147,,,
46881,14894,15112,,,
46882,14895,14896,,,
46883,14896,15126,,,
46884,14897,15177,,,
46885,14897,14898,,,
46886,14899,15060,,,
46887,14899,14900,,,
46888,14899,15109,,,
46889,14900,15037,,,
46890,14901,62979,,,
46891,14901,15777,,,
46892,14901,73337,,,
46893,14902,15482,,,
46894,14902,15435,,,
46895,14903,17745,,,
46896,14903,15142,,,
46897,14903,14978,,,
46898,14904,14905,,,
46899,14904,14906,,,
46900,14905,14906,,,
46901,14907,75026,,,
46902,14907,78380,,,
46903,14908,14912,,,
46904,14908,78465,,,
46905,14908,75303,,,
46906,14909,14920,,,
46907,14909,14918,,,
46908,14910,14934,,,
46909,14910,14937,,,
46910,14910,14976,,,
46911,14911,78373,,,
46912,14911,46243,,,
46913,14911,78350,,,
46914,14912,78384,,,
46915,14912,78587,,,
46916,14913,14929,,,
46917,14913,14928,,,
46918,14914,73536,,,
