ID,Node1,Node2,Marker
14205,4884,4791,0
14206,4884,4882,0
14207,5143,4791,0
14208,5143,4884,0
14209,4882,4791,0
14210,4309,4566,0
14211,4309,4364,0
14212,5160,5144,0
14213,5160,5133,0
14214,5324,5133,0
14215,5324,5144,0
14216,5324,5160,0
14217,3961,3569,0
14218,3961,3913,0
14219,3763,3913,0
14220,3763,3569,0
14221,3763,3961,0
14222,3913,3569,0
14223,5817,5829,0
14224,5817,5668,0
14225,5719,5668,0
14226,5719,5829,0
14227,5719,5817,0
14228,5668,5829,0
14229,4745,4755,0
14230,5971,6007,0
14231,5971,6035,0
14232,6107,6007,0
14233,6107,5971,0
14234,6035,6007,0
14235,4746,4817,0
14236,4746,4803,1
14237,4805,4803,0
14238,4805,4817,0
14239,4805,4746,0
14240,4803,4817,0
14241,4884,4801,0
14242,4884,4789,0
14243,4882,4789,0
14244,4882,4801,0
14245,4789,4801,0
14246,6507,141,0
14247,6317,78,0
14248,6317,141,0
14249,6317,6507,0
14250,78,141,0
14251,335,307,0
14252,335,2931,0
14253,3925,2931,0
14254,3925,307,0
14255,3925,335,0
14256,2931,307,0
14257,4850,4729,0
14258,4742,4729,0
14259,4399,4550,0
14260,4471,4288,0
14261,4471,4550,0
14262,4471,4399,0
14263,4288,4550,0
14264,5600,5568,0
14265,5600,5757,0
14266,5816,5757,0
14267,5816,5568,0
14268,5816,5600,0
14269,5757,5568,0
14270,6153,6102,0
14271,6153,6114,0
14272,6162,6114,0
14273,6162,6102,0
14274,6162,6153,0
14275,6114,6102,0
14276,5371,5505,0
14277,5371,5747,0
14278,5796,5747,0
14279,5796,5505,0
14280,5796,5371,0
14281,5747,5505,0
14282,6279,6402,0
14283,6120,6402,0
14284,6402,6050,0
14285,41,6451,0
14286,41,6434,0
14287,6421,6434,0
14288,6421,6451,0
14289,6421,41,0
14290,6434,6451,0
14291,6117,5760,0
14292,6117,5735,0
14293,5730,5760,0
14294,5730,6117,0
14295,5735,5760,0
14296,5208,4848,0
14297,5208,4838,0
14298,5186,4838,0
14299,5186,4848,0
14300,5186,5208,0
14301,4838,4848,0
14302,4877,4755,0
14303,4877,5089,0
14304,4814,5089,0
14305,4814,4755,0
14306,4814,4877,0
14307,5089,4755,0
14308,5397,5609,0
14309,5397,5356,0
14310,5397,5485,0
14311,450,123,0
14312,301,123,0
14313,301,240,0
14314,301,450,0
14315,123,240,0
14316,5920,5811,0
14317,5879,5616,0
14318,5879,5771,0
14319,5585,5616,0
14320,5585,5879,0
14321,5771,5616,0
14322,3272,2808,1
14323,3272,2998,0
14324,2859,3272,0
14325,5071,5110,0
14326,5071,5249,0
14327,5096,5249,0
14328,5096,5110,0
14329,5249,5110,0
14330,5252,5189,0
14331,5252,5106,0
14332,5094,5106,0
14333,5094,5189,0
14334,5094,5252,0
14335,5106,5189,0
14336,4782,4755,0
14337,3052,3208,0
14338,3052,2973,0
14339,2854,3208,0
14340,2854,3052,0
14341,5199,5256,0
14342,5199,5382,0
14343,5356,5382,0
14344,5356,5256,0
14345,5356,5199,0
14346,5382,5256,0
14347,4249,4264,0
14348,4385,4264,0
14349,4385,4374,0
14350,4385,4249,0
14351,4264,4374,0
14352,4006,4160,0
14353,4092,4006,0
14354,4623,4484,0
14355,4554,4484,0
14356,4977,5083,0
14357,4977,4683,0
14358,4727,4683,0
14359,4727,5083,0
14360,4727,4977,0
14361,4683,5083,0
14362,1834,1740,0
14363,1834,1759,0
14364,1740,1844,0
14365,878,1101,0
14366,878,798,0
14367,1025,798,0
14368,1025,878,0
14369,798,1101,0
14370,5120,5096,0
14371,5120,4828,0
14372,4927,4828,0
14373,4927,5096,0
14374,4927,5120,0
14375,4828,5096,0
14376,5324,5350,0
14377,5324,5239,0
14378,5133,5239,0
14379,5133,5350,0
14380,5239,5350,0
14381,3602,3992,0
14382,3602,2887,0
14383,3391,2887,0
14384,3391,3992,0
14385,4022,3526,0
14386,4022,4039,0
14387,4063,3526,0
14388,4063,4022,0
14389,4039,3526,0
14390,4424,4381,0
14391,4424,4388,1
14392,4428,4388,0
14393,4428,4381,0
14394,4428,4424,0
14395,4266,4341,0
14396,4266,4254,0
14397,4133,4254,0
14398,4133,4266,0
14399,4254,4341,0
14400,5478,5455,0
14401,5478,5110,0
14402,5230,5455,0
14403,5110,5455,0
14404,4812,4700,0
14405,4651,4700,0
14406,4651,4744,0
14407,4651,4812,0
14408,4700,4744,0
14409,4847,4911,0
14410,4847,4814,0
14411,5110,4814,0
14412,5110,4911,0
14413,5110,4847,0
14414,4814,4911,0
14415,762,825,0
14416,457,825,0
14417,825,499,0
14418,5800,5943,0
14419,5800,5831,0
14420,5630,5831,0
14421,5630,5943,0
14422,5630,5800,0
14423,5831,5943,0
14424,4869,4737,0
14425,4677,4737,0
14426,4826,4737,0
14427,4187,4483,0
14428,4187,4360,0
14429,4190,4187,0
14430,5829,5827,0
14431,6445,6302,0
14432,6445,6113,0
14433,6215,6113,0
14434,6215,6302,0
14435,6215,6445,0
14436,6113,6302,0
14437,5281,5317,0
14438,5067,5035,0
14439,5067,5079,0
14440,4964,5079,0
14441,4964,5035,0
14442,4964,5067,0
14443,5079,5035,0
14444,4282,4176,0
14445,3953,4176,0
14446,4645,4583,0
14447,4645,4612,0
14448,4385,4612,0
14449,4385,4583,0
14450,4385,4645,0
14451,4612,4583,0
14452,5161,5242,0
14453,5161,5217,0
14454,5131,5217,0
14455,5131,5242,0
14456,5131,5161,0
14457,5217,5242,0
14458,5536,5583,0
14459,5536,5533,0
14460,5474,5533,0
14461,5533,5583,0
14462,4851,4936,0
14463,4851,4904,0
14464,4808,4851,0
14465,4499,4575,0
14466,4499,4550,0
14467,4648,4550,0
14468,4648,4499,0
14469,4550,4575,0
14470,4526,4457,0
14471,4526,4515,0
14472,4473,4526,0
14473,5350,5197,0
14474,5350,5328,0
14475,5239,5328,0
14476,5239,5197,0
14477,5328,5197,0
14478,4858,5110,0
14479,4858,4814,0
14480,4807,4814,0
14481,4807,5110,0
14482,4807,4858,0
14483,4916,4917,0
14484,4916,5182,0
14485,5038,5182,0
14486,5038,4917,0
14487,5038,4916,0
14488,5182,4917,0
14489,265,346,0
14490,265,165,0
14491,290,346,0
14492,290,265,0
14493,165,346,0
14494,322,374,0
14495,322,479,0
14496,494,479,0
14497,494,374,0
14498,494,322,0
14499,479,374,0
14500,5192,4938,0
14501,5192,5020,0
14502,5110,5020,0
14503,5110,5192,0
14504,4580,4454,0
14505,4495,4454,0
14506,4495,4699,0
14507,4495,4580,0
14508,4454,4699,0
14509,4812,4806,0
14510,4550,4806,0
14511,4530,4806,0
14512,4845,4812,0
14513,4845,4736,0
14514,4700,4845,0
14515,4736,4812,0
14516,5336,5425,0
14517,5336,5231,0
14518,5242,5231,0
14519,5242,5425,0
14520,5242,5336,0
14521,5231,5425,0
14522,5674,5552,0
14523,5633,5552,0
14524,5633,5699,0
14525,5633,5674,0
14526,5552,5699,0
14527,264,289,0
14528,264,119,0
14529,164,119,0
14530,164,289,0
14531,164,264,0
14532,119,289,0
14533,5056,4976,0
14534,5056,5088,0
14535,4921,4976,0
14536,4921,5056,0
14537,5088,4976,0
14538,5577,5697,0
14539,5577,5489,0
14540,5528,5489,0
14541,5528,5697,0
14542,5528,5577,0
14543,5489,5697,0
14544,4862,4855,0
14545,4862,4705,0
14546,4731,4855,0
14547,4731,4862,0
14548,4526,4560,0
14549,4534,4526,0
14550,4560,4677,0
14551,4862,4876,0
14552,4862,5161,0
14553,5043,5161,0
14554,5043,4876,0
14555,5043,4862,0
14556,5161,4876,0
14557,5069,4936,1
14558,5069,4886,0
14559,5028,4886,0
14560,5028,5069,0
14561,4886,4936,0
14562,4583,4602,0
14563,4385,4439,0
14564,4385,4602,0
14565,4439,4602,0
14566,5734,5791,0
14567,5734,5628,0
14568,5734,5663,0
14569,5791,5628,0
14570,4737,4675,0
14571,4645,4675,0
14572,4595,4675,0
14573,5447,5192,0
14574,5447,5212,0
14575,5152,5212,0
14576,5152,5192,0
14577,5152,5447,0
14578,5212,5192,0
14579,4641,4675,0
14580,4641,4713,0
14581,5256,5195,0
14582,5256,5089,0
14583,5290,5089,0
14584,5290,5195,0
14585,5290,5256,0
14586,5089,5195,0
14587,4082,4206,1
14588,4082,4059,1
14589,5299,5606,0
14590,5299,5584,0
14591,5615,5584,0
14592,5615,5606,0
14593,5615,5299,0
14594,5584,5606,0
14595,5216,5200,0
14596,5216,5241,1
14597,5116,5241,1
14598,5116,5200,0
14599,5116,5216,1
14600,5241,5200,0
14601,4689,4686,0
14602,4689,4574,0
14603,4689,4874,0
14604,5244,5145,0
14605,5244,5354,0
14606,5454,5354,0
14607,5454,5145,0
14608,4593,4550,0
14609,4593,4495,0
14610,4542,4495,0
14611,4542,4550,0
14612,4542,4593,0
14613,4495,4550,0
14614,4051,4068,0
14615,4088,4203,0
14616,4068,4203,0
14617,4073,4156,0
14618,4876,4731,0
14619,4876,4740,0
14620,4670,4740,0
14621,4670,4731,0
14622,4670,4876,0
14623,4776,4737,0
14624,4595,4756,0
14625,4844,4939,0
14626,4844,5215,0
14627,4829,5215,0
14628,4829,4939,0
14629,4829,4844,0
14630,4693,4548,0
14631,4544,4548,0
14632,4646,4548,0
14633,5465,5349,0
14634,5465,5433,0
14635,5355,5433,0
14636,5355,5349,0
14637,5355,5465,0
14638,5433,5349,0
14639,503,1053,0
14640,503,811,0
14641,354,811,0
14642,354,1053,0
14643,354,503,0
14644,811,1053,0
14645,531,385,0
14646,531,283,0
14647,387,283,0
14648,387,385,0
14649,387,531,0
14650,283,385,0
14651,4911,4798,0
14652,4911,5074,0
14653,4911,4938,0
14654,4798,5074,0
14655,4680,4300,0
14656,4218,4034,0
14657,3871,4065,0
14658,3871,4218,0
14659,6464,134,0
14660,86,134,0
14661,6483,134,0
14662,5593,5578,0
14663,5708,5578,0
14664,5603,5578,0
14665,918,6568,0
14666,918,1176,0
14667,6569,1176,0
14668,6569,6568,0
14669,6569,918,0
14670,1176,6568,0
14671,6409,6506,0
14672,6409,6377,0
14673,6426,6377,0
14674,6426,6506,0
14675,6426,6409,0
14676,6377,6506,0
14677,4657,4689,0
14678,4689,4573,0
14679,4411,4775,0
14680,4411,4915,0
14681,4491,4411,0
14682,5423,6701,0
14683,5423,5442,0
14684,6702,5442,0
14685,6702,6701,0
14686,6702,5423,0
14687,5442,6701,0
14688,4326,4238,0
14689,4259,4281,0
14690,4259,4326,0
14691,4546,4621,0
14692,4382,4621,0
14693,4621,4413,0
14694,1345,1171,0
14695,1345,937,0
14696,1075,1171,0
14697,1075,1345,0
14698,937,1171,0
14699,5571,5376,0
14700,5659,5376,0
14701,5622,5376,0
14702,5749,5713,0
14703,5749,5704,0
14704,5828,5704,0
14705,5828,5713,0
14706,5828,5749,0
14707,4006,4321,0
14708,4249,4321,0
14709,4249,4160,0
14710,4249,4006,0
14711,4321,4160,0
14712,388,122,0
14713,208,1004,0
14714,208,122,0
14715,208,388,0
14716,1004,122,0
14717,6414,6380,0
14718,6414,6311,0
14719,6449,6311,0
14720,6449,6380,0
14721,6449,6414,0
14722,6311,6380,0
14723,5347,5104,0
14724,5347,5236,0
14725,5347,5452,0
14726,5559,6703,0
14727,5559,5657,0
14728,5818,5657,0
14729,5818,6703,0
14730,5818,5559,0
14731,5657,6703,0
14732,3391,3298,0
14733,3391,2945,0
14734,2926,3298,0
14735,2926,3391,0
14736,2945,3298,0
14737,4830,4758,0
14738,4830,4778,0
14739,4536,4830,0
14740,4028,4055,0
14741,4028,3842,0
14742,4031,3842,0
14743,4031,4055,0
14744,3842,4055,0
14745,6333,6342,0
14746,6333,6255,0
14747,6333,6100,0
14748,5958,5909,0
14749,6093,5909,0
14750,6101,5909,1
14751,6218,6106,0
14752,6218,5968,0
14753,6218,6113,0
14754,6106,5968,0
14755,2208,6617,0
14756,2208,2255,0
14757,2130,2255,0
14758,2130,6617,0
14759,2130,2208,0
14760,2255,6617,0
14761,6522,45,0
14762,6522,23,0
14763,147,23,0
14764,147,45,0
14765,147,6522,0
14766,23,45,0
14767,5236,5355,0
14768,5236,5349,0
14769,5236,5465,0
14770,4187,4042,0
14771,4360,4042,0
14772,4190,4042,0
14773,6649,3937,0
14774,4036,4260,0
14775,4036,4202,0
14776,4268,4202,0
14777,4268,4260,0
14778,4268,4036,0
14779,6005,5799,0
14780,6005,5756,0
14781,5831,5756,0
14782,5831,5799,0
14783,5831,6005,0
14784,5756,5799,0
14785,3153,2892,0
14786,2858,3059,0
14787,2858,2892,0
14788,2858,3153,0
14789,3059,2892,0
14790,4950,4956,0
14791,5117,4973,0
14792,5117,4956,0
14793,5117,4950,0
14794,4973,4956,0
14795,4640,4584,0
14796,4792,4552,0
14797,4792,4640,0
14798,4584,4552,0
14799,4552,4371,0
14800,4409,4371,0
14801,4672,4371,0
14802,5823,5828,0
14803,5823,5993,0
14804,5761,5993,0
14805,5761,5828,0
14806,5761,5823,0
14807,5993,5828,0
14808,4175,4356,0
14809,4356,4397,0
14810,4221,4008,0
14811,4185,4008,0
14812,4329,4640,0
14813,4516,4329,0
14814,4356,4640,0
14815,5030,5251,0
14816,5030,5161,0
14817,4987,5161,0
14818,4987,5030,0
14819,5161,5251,0
14820,6039,6187,0
14821,6039,6062,0
14822,6039,6243,0
14823,5336,5152,0
14824,5242,5152,0
14825,5152,5231,0
14826,5221,5320,0
14827,5253,5415,0
14828,5253,5320,0
14829,5253,5221,0
14830,5415,5320,0
14831,3701,3937,0
14832,3937,3805,0
14833,4642,4779,0
14834,4642,4813,0
14835,4736,4813,0
14836,4736,4779,0
14837,4736,4642,0
14838,4813,4779,0
14839,5149,5155,0
14840,5149,5081,0
14841,5157,5155,0
14842,5157,5149,0
14843,5081,5155,0
14844,4365,4605,0
14845,4365,4604,0
14846,6693,5280,0
14847,6693,5376,0
14848,5418,5376,0
14849,5418,5280,0
14850,5418,6693,0
14851,5376,5280,0
14852,6697,5513,0
14853,5435,5315,0
14854,5435,5513,0
14855,5435,6697,0
14856,5315,5513,0
14857,4634,4738,0
14858,4634,4678,0
14859,4707,4678,0
14860,4246,4435,0
14861,4246,4190,0
14862,4246,4463,0
14863,5179,5271,0
14864,5179,5468,0
14865,5306,5468,0
14866,5306,5271,0
14867,5306,5179,0
14868,5468,5271,0
14869,5284,5287,0
14870,5284,5462,0
14871,5427,5462,0
14872,5427,5287,0
14873,5427,5284,0
14874,5462,5287,0
14875,4324,4498,0
14876,4324,4470,0
14877,3907,4121,0
14878,4962,4937,0
14879,4962,4758,0
14880,4620,4758,0
14881,4620,4962,0
14882,4758,4937,0
14883,4778,4707,0
14884,4778,4767,0
14885,4778,4852,0
14886,222,273,0
14887,222,196,0
14888,231,196,0
14889,231,273,0
14890,231,222,0
14891,4553,4531,0
14892,4531,3992,0
14893,5643,5553,0
14894,5643,5784,0
14895,5812,5784,0
14896,5812,5553,0
14897,5812,5643,0
14898,5784,5553,0
14899,60,77,0
14900,60,37,0
14901,344,37,0
14902,344,77,0
14903,344,60,0
14904,37,77,0
14905,5136,5376,0
14906,5136,5391,0
14907,5117,5376,0
14908,5117,5136,0
14909,5391,5376,0
14910,5522,5534,0
14911,5522,5614,0
14912,5763,5614,0
14913,5763,5534,0
14914,5763,5522,0
14915,5614,5534,0
14916,4581,4468,0
14917,4581,4305,0
14918,4403,4581,0
14919,4633,4659,0
14920,4633,6668,0
14921,6671,6668,0
14922,6671,4633,0
14923,6668,4659,0
14924,1757,6613,0
14925,1757,2252,0
14926,2497,2252,0
14927,2497,6613,0
14928,2497,1757,0
14929,2252,6613,0
14930,400,456,0
14931,400,289,0
14932,463,400,0
14933,4520,4324,0
14934,4520,4505,0
14935,4344,4505,0
14936,4344,4324,0
14937,4344,4520,0
14938,4375,4633,0
14939,6585,1726,0
14940,6585,1673,0
14941,4357,3930,0
14942,4357,3948,0
14943,3949,4357,0
14944,6683,4619,0
14945,6683,4617,0
14946,4562,4617,0
14947,4562,4619,0
14948,4562,6683,0
14949,4617,4619,0
14950,3937,3737,0
14951,4061,3737,0
14952,4061,3701,0
14953,3737,3701,0
14954,4581,4344,0
14955,4403,4344,0
14956,4403,4443,0
14957,4344,4443,0
14958,4735,4740,0
14959,4735,4667,0
14960,4779,4735,0
14961,3595,4173,0
14962,3595,4251,0
14963,2483,6624,0
14964,2483,2788,0
14965,6628,2788,0
14966,6628,6624,0
14967,6628,2483,0
14968,2788,6624,0
14969,4562,4317,0
14970,4562,4292,0
14971,4562,4655,0
14972,4420,4362,0
14973,4536,4362,0
14974,4536,4420,0
14975,4468,4362,0
14976,4687,4494,0
14977,4687,4448,0
14978,4687,4620,0
14979,4494,4448,0
14980,6701,5548,0
14981,5679,6702,0
14982,5679,5548,0
14983,5679,6701,0
14984,6702,5548,0
14985,3858,3804,0
14986,3858,6658,0
14987,4365,4319,0
14988,4365,4539,0
14989,4603,4319,0
14990,5183,5112,0
14991,5183,5189,0
14992,5177,5189,0
14993,5177,5112,0
14994,5177,5183,0
14995,5189,5112,0
14996,5599,5627,0
14997,5599,5541,0
14998,5573,5541,0
14999,5573,5627,0
15000,5573,5599,0
15001,5541,5627,0
15002,4837,4942,0
15003,4837,4620,0
15004,4937,4942,0
15005,4937,4837,0
15006,4620,4942,0
15007,5142,5159,0
15008,5142,5026,0
15009,4937,5142,0
15010,5406,5597,0
15011,5406,5364,0
15012,5511,5364,0
15013,5511,5597,0
15014,5511,5406,0
15015,5364,5597,0
15016,5335,5427,0
15017,5335,5462,0
15018,5592,5462,0
15019,5592,5427,0
15020,6615,6596,0
15021,6615,2172,0
15022,6619,2172,0
15023,6619,6596,0
15024,2172,6596,0
15025,1197,1282,0
15026,1197,1090,0
15027,1318,1090,0
15028,1318,1282,0
15029,1318,1197,0
15030,1090,1282,0
15031,5384,5594,0
15032,5384,5525,0
15033,5792,5384,0
15034,5949,5905,0
15035,5841,5989,0
15036,5841,5905,0
15037,5841,5949,0
15038,5989,5905,0
15039,5347,5346,0
15040,5347,5251,0
15041,5472,5347,0
15042,5612,5799,0
15043,5612,5717,0
15044,5831,5717,0
15045,5831,5612,0
15046,5717,5799,0
15047,5554,5754,0
15048,5780,5807,0
15049,5780,5754,0
15050,5780,5554,0
15051,5807,5754,0
15052,4488,4431,0
15053,4489,4536,0
15054,4489,4431,0
15055,4489,4488,0
15056,4536,4431,0
15057,5522,5504,0
15058,5763,5504,0
15059,5504,5614,0
15060,6267,6040,0
15061,6267,5969,0
15062,6144,5969,0
15063,6144,6040,0
15064,6144,6267,0
15065,5969,6040,0
15066,2763,2643,0
15067,2774,2643,0
15068,2643,2696,0
15069,5338,5866,0
15070,5120,5866,0
15071,5866,5747,0
15072,14,4,0
15073,14,6546,0
15074,169,6546,0
15075,169,4,0
15076,169,14,0
15077,6292,6258,0
15078,6446,6258,0
15079,6167,6258,0
15080,5613,5904,0
15081,5613,5659,0
15082,5571,5613,0
15083,5659,5904,0
15084,4881,4716,0
15085,4881,4813,0
15086,4622,4813,0
15087,4622,4881,0
15088,4813,4716,0
15089,6428,6198,0
15090,6428,6328,0
15091,6083,6198,0
15092,6083,6428,0
15093,6328,6198,0
15094,3059,3060,0
15095,3206,3060,0
15096,3206,3064,0
15097,3206,3059,0
15098,3060,3064,0
15099,6663,1350,0
15100,6663,1906,0
15101,1281,1906,0
15102,1281,1350,0
15103,1281,6663,0
15104,5032,5248,0
15105,5032,5009,0
15106,5159,5248,0
15107,5159,5032,0
15108,5474,5212,0
15109,5474,5447,0
15110,354,6422,0
15111,354,6379,0
15112,173,6379,0
15113,173,6422,0
15114,173,354,0
15115,6379,6422,0
15116,1786,1783,0
15117,1786,6594,0
15118,1786,1874,0
15119,5335,5893,0
15120,5335,5868,0
15121,5821,5868,0
15122,5821,5893,0
15123,5821,5335,0
15124,5868,5893,0
15125,6681,5041,0
15126,6681,4624,0
15127,5042,4624,0
15128,5042,6681,0
15129,4624,5041,0
15130,5406,5321,0
15131,5406,5322,0
15132,5396,5322,0
15133,5396,5321,0
15134,5396,5406,0
15135,5322,5321,0
15136,667,585,0
15137,667,743,0
15138,6561,743,0
15139,6561,585,0
15140,6561,667,0
15141,743,585,0
15142,4690,6673,0
15143,4690,3634,0
15144,3816,3634,0
15145,3816,6673,0
15146,3816,4690,0
15147,3634,6673,0
15148,720,1038,0
15149,3,1038,0
15150,3,720,0
15151,534,1038,0
15152,6489,6349,0
15153,6489,6282,0
15154,6456,6282,0
15155,6456,6489,0
15156,6282,6349,0
15157,5445,5248,0
15158,5236,5248,0
15159,5081,5123,0
15160,5081,5004,0
15161,6314,5992,0
15162,6314,6063,0
15163,6340,6063,0
15164,6340,6314,0
15165,6063,5992,0
15166,6347,83,0
15167,6347,98,0
15168,6542,98,0
15169,6542,83,0
15170,6542,6347,0
15171,98,83,0
15172,2732,2708,0
15173,2676,2617,0
15174,2708,2617,0
15175,4799,4449,0
15176,4397,4453,0
15177,4397,4799,0
15178,4449,4453,0
15179,4967,6180,0
15180,4967,5588,0
15181,6224,6180,0
15182,5588,6180,0
15183,1639,1497,0
15184,1639,1468,0
15185,1399,1468,0
15186,1399,1497,0
15187,1399,1639,0
15188,1468,1497,0
15189,4656,4619,0
15190,4656,6683,0
15191,6111,6712,0
15192,6111,6157,0
15193,6138,6157,0
15194,6138,6712,0
15195,6138,6111,0
15196,6157,6712,0
15197,4215,4099,0
15198,4215,4324,0
15199,4303,4324,0
15200,4303,4099,0
15201,4303,4215,0
15202,4324,4099,0
15203,6682,4630,0
15204,6682,4317,0
15205,4561,4317,0
15206,4561,4630,0
15207,4561,6682,0
15208,4317,4630,0
15209,1095,1204,0
15210,1349,1204,0
15211,4225,6666,0
15212,4587,6666,0
15213,4587,4437,0
15214,6666,4437,0
15215,2497,5264,0
15216,2497,5042,0
15217,2497,5041,0
15218,361,6548,0
15219,361,6422,0
15220,5422,6548,0
15221,5422,361,0
15222,6422,6548,0
15223,5032,6688,0
15224,4974,6688,0
15225,6688,6694,0
15226,3938,4079,0
15227,6666,4079,0
15228,4079,4207,0
15229,4292,4466,0
15230,5032,5406,0
15231,5032,5364,0
15232,5211,5364,0
15233,5211,5406,0
15234,5211,5032,0
15235,6208,6314,0
15236,6208,6020,0
15237,6306,6020,0
15238,6306,6208,0
15239,6020,6314,0
15240,5813,5235,0
15241,5813,5868,0
15242,5605,5235,0
15243,5605,5813,0
15244,5868,5235,0
15245,3547,3237,0
15246,3547,3175,0
15247,3206,3237,0
15248,3206,3547,0
15249,3175,3237,0
15250,4614,4688,0
15251,4614,4387,0
15252,4369,4387,0
15253,4369,4688,0
15254,4369,4614,0
15255,4861,6682,0
15256,4630,4712,0
15257,4712,6682,0
15258,4732,4825,0
15259,4505,4825,0
15260,4825,4570,0
15261,5092,5248,0
15262,5092,5187,0
15263,5009,5187,0
15264,5009,5092,0
15265,5187,5248,0
15266,5335,5191,0
15267,5868,5191,0
15268,5191,5893,0
15269,3885,3626,0
15270,3873,3626,0
15271,3873,3704,0
15272,3626,3704,0
15273,5968,6061,0
15274,5807,6106,0
15275,5807,6061,0
15276,5807,5968,0
15277,6613,1929,0
15278,2321,2252,0
15279,2321,6613,0
15280,4531,4351,0
15281,4531,4671,0
15282,4725,4671,0
15283,4725,4351,0
15284,4725,4531,0
15285,5670,5819,0
15286,5670,5766,0
15287,5814,5766,0
15288,5814,5819,0
15289,5814,5670,0
15290,5766,5819,0
15291,5472,5401,0
15292,5472,5452,0
15293,5401,5347,0
15294,703,226,0
15295,466,226,0
15296,466,435,0
15297,466,703,0
15298,226,435,0
15299,538,226,0
15300,168,226,0
15301,168,538,0
15302,226,475,0
15303,1103,1046,0
15304,6568,811,0
15305,6568,1046,0
15306,6568,1103,0
15307,811,1046,0
15308,6174,5813,0
15309,6174,5868,0
15310,6270,5868,0
15311,6270,5813,0
15312,5977,5974,0
15313,5977,6055,0
15314,6141,5974,0
15315,6141,5977,0
15316,6055,5974,0
15317,5154,5096,0
15318,4823,5096,0
15319,5096,4804,0
15320,1868,6615,0
15321,6596,1743,0
15322,6596,1868,0
15323,1743,6615,0
15324,1368,1280,0
15325,1368,991,0
15326,1457,991,0
15327,1457,1280,0
15328,1457,1368,0
15329,6436,63,0
15330,6436,50,0
15331,6313,50,0
15332,6313,63,0
15333,6313,6436,0
15334,50,63,0
15335,897,677,0
15336,852,684,0
15337,852,897,0
15338,684,677,0
15339,4360,4614,0
15340,4,6461,0
15341,4,6225,0
15342,6236,6225,0
15343,6236,6461,0
15344,6236,4,0
15345,6225,6461,0
15346,6570,492,0
15347,6570,777,0
15348,738,492,0
15349,738,6570,0
15350,3518,3626,0
15351,3518,3873,0
15352,3518,3885,0
15353,1236,1091,0
15354,1236,1115,0
15355,1210,1115,0
15356,1210,1091,0
15357,1210,1236,0
15358,1115,1091,0
15359,483,457,0
15360,483,624,0
15361,850,624,0
15362,850,483,0
15363,624,457,0
15364,2564,2627,0
15365,2365,2627,0
15366,2365,2564,0
15367,2661,2627,0
15368,4898,4816,0
15369,4898,4631,0
15370,4628,4631,0
15371,4628,4816,0
15372,4628,4898,0
15373,4631,4816,0
15374,4965,5588,0
15375,4965,6201,0
15376,4965,6224,0
15377,1569,1518,0
15378,1623,1518,0
15379,1518,1415,0
15380,6001,5960,0
15381,6001,6079,0
15382,5727,6079,0
15383,5727,5960,0
15384,5727,6001,0
15385,6079,5960,0
15386,836,888,0
15387,836,941,0
15388,1001,941,0
15389,1001,888,0
15390,1001,836,0
15391,941,888,0
15392,1833,1677,0
15393,1833,1615,0
15394,1749,1615,0
15395,1749,1677,0
15396,1749,1833,0
15397,1615,1677,0
15398,6000,5727,0
15399,6000,5960,0
15400,6000,6001,0
15401,5933,6076,0
15402,6009,6146,0
15403,6009,6076,0
15404,6146,6076,0
15405,5452,5608,0
15406,5465,5472,0
15407,5465,5608,0
15408,5465,5452,0
15409,5472,5608,0
15410,1377,1197,0
15411,1377,1296,0
15412,1141,1296,0
15413,1141,1197,0
15414,1141,1377,0
15415,1296,1197,0
15416,6455,2791,0
15417,6455,6612,0
15418,1097,6612,0
15419,1097,2791,0
15420,1097,6455,0
15421,6612,2791,0
15422,5594,6011,0
15423,5796,6011,0
15424,5796,5594,0
15425,6011,5948,0
15426,4378,6676,0
15427,4710,6676,0
15428,4710,4375,0
15429,4710,4378,0
15430,6676,4375,0
15431,5142,4962,0
15432,5142,4952,0
15433,4937,4952,0
15434,4952,4962,0
15435,4581,4570,0
15436,4505,4581,0
15437,4535,5020,0
15438,4535,4823,0
15439,482,380,0
15440,482,576,0
15441,588,380,0
15442,588,482,0
15443,576,380,0
15444,4829,4503,0
15445,4829,4719,0
15446,4669,4719,0
15447,4669,4503,0
15448,4669,4829,0
15449,5147,5192,0
15450,5147,5074,0
15451,5061,5074,0
15452,5061,5192,0
15453,5074,5192,0
15454,1658,1628,0
15455,1642,1628,0
15456,1642,1658,0
15457,1594,1628,0
15458,1650,2104,0
15459,1650,307,0
15460,1650,705,0
15461,1349,1421,0
15462,1349,1280,0
15463,5384,5416,0
15464,5384,5913,0
15465,5656,5913,0
15466,5656,5416,0
15467,5656,5384,0
15468,5913,5416,0
15469,555,694,0
15470,555,537,0
15471,755,537,0
15472,755,694,0
15473,755,555,0
15474,537,694,0
15475,1589,1482,0
15476,1663,1482,0
15477,1622,1482,0
15478,5965,6030,0
15479,5965,6089,0
15480,5997,6089,0
15481,5997,6030,0
15482,5997,5965,0
15483,6089,6030,0
15484,4827,4790,0
15485,4827,4952,0
15486,4739,6683,0
15487,4739,4656,0
15488,4619,4739,0
15489,6256,5208,0
15490,6256,6212,0
15491,5464,6212,0
15492,5464,5208,0
15493,5464,6256,0
15494,6212,5208,0
15495,4553,4351,0
15496,4553,4725,0
15497,4404,4553,0
15498,5281,5257,0
15499,5401,5257,0
