ID,Node1,Node2,Marker
897,2327,2485,0
898,2562,2485,0
899,2562,2442,0
900,2562,2327,0
901,2485,2442,0
902,5807,5713,0
903,5807,5767,0
904,5777,5767,0
905,5777,5713,0
906,5777,5807,0
907,5767,5713,0
908,180,179,0
909,180,86,0
910,6483,86,0
911,6483,179,0
912,6483,180,0
913,86,179,0
914,2592,2519,0
915,2592,2341,0
916,2507,2341,0
917,2507,2519,0
918,2507,2592,0
919,2341,2519,0
920,3619,3635,0
921,3409,3628,0
922,3409,3635,0
923,3409,3619,0
924,3628,3635,0
925,4072,4094,0
926,4072,3981,0
927,4190,3981,0
928,4190,4094,0
929,4190,4072,0
930,3981,4094,0
931,1944,1932,0
932,1944,1753,0
933,2002,1753,0
934,2002,1932,0
935,2002,1944,0
936,1753,1932,0
937,1791,1897,0
938,1791,1884,0
939,1700,1884,0
940,1700,1897,0
941,1700,1791,0
942,1884,1897,0
943,1507,1806,0
944,1507,1782,0
945,1557,1782,0
946,1557,1806,0
947,1557,1507,0
948,1782,1806,0
949,925,731,0
950,925,643,0
951,747,643,0
952,747,731,0
953,747,925,0
954,643,731,0
955,2930,2955,0
956,2930,2811,0
957,2985,2811,0
958,2985,2955,0
959,2985,2930,0
960,2811,2955,0
961,4990,5137,0
962,4990,5010,0
963,5016,5010,0
964,5016,5137,0
965,5016,4990,0
966,5010,5137,0
967,2725,2764,0
968,2725,2912,0
969,2786,2912,0
970,2786,2764,0
971,2786,2725,0
972,2912,2764,0
973,5144,5008,0
974,5144,4957,0
975,5133,4957,0
976,5133,5008,0
977,5133,5144,0
978,4957,5008,0
979,1826,1896,0
980,1826,1841,0
981,1792,1841,0
982,1792,1896,0
983,1792,1826,0
984,1841,1896,0
985,3540,3724,0
986,3540,3730,0
987,3775,3730,0
988,3775,3724,0
989,3775,3540,0
990,3730,3724,0
991,3500,3734,0
992,3500,3683,0
993,3580,3683,0
994,3580,3734,0
995,3580,3500,0
996,3683,3734,0
997,4159,4098,0
998,4159,3889,0
999,4068,3889,0
1000,4068,4098,0
1001,4068,4159,0
1002,3889,4098,0
1003,2662,2818,0
1004,2662,2681,0
1005,2668,2681,0
1006,2668,2818,0
1007,2668,2662,0
1008,2681,2818,0
1009,2782,3164,0
1010,2782,3215,0
1011,2949,3215,0
1012,2949,3164,0
1013,2949,2782,0
1014,3215,3164,0
1015,4171,3898,0
1016,4171,3936,0
1017,4001,3936,0
1018,4001,3898,0
1019,4001,4171,0
1020,3936,3898,0
1021,3196,3203,0
1022,3161,3354,0
1023,3161,3203,0
1024,3161,3196,0
1025,3354,3203,0
1026,3960,3993,0
1027,3960,4037,0
1028,4030,4037,0
1029,4030,3993,0
1030,4030,3960,0
1031,4037,3993,0
1032,4183,4177,0
1033,4183,4080,0
1034,4147,4080,0
1035,4147,4177,0
1036,4147,4183,0
1037,4080,4177,0
1038,3249,3270,0
