   62 Erato              E. Bowell        8.76  0.15 0.71  95.4 C?      0   0   0   0   0   0 32516  292 20000226  75.013755 273.084648 125.776364  2.223520 0.18068691   3.11813027 19991130 1.4E-01 -2.8E-04 20000121 1.0E-01 20010327 1.7E-01 20041115 1.7E-01 20041115
   63 Ausonia            E. Bowell        7.55  0.25 0.90 103.1 S       0   0   0   0   0   0 50648  704 20000226  79.321233 295.113263 338.151616  5.787310 0.12464033   2.39599509 19991220 2.6E-02 -5.9E-05 20000121 5.8E-02 20001128 8.1E-02 20060427 9.3E-02 20100617
   64 Angelina           E. Bowell        7.67  0.48 0.75       E       0   0   0   0   0   0 50698  263 20000226 267.900005 178.634784 309.640571  1.306650 0.12495631   2.68368276 20000118 6.8E-02 -2.1E-04 20000121 1.7E-01 20001226 1.7E-01 20001226 1.8E-01 20100124
   65 Cybele             E. Bowell        6.62  0.01 0.67 237.3 C       0   0   0   0   0   0 50675  595 20000226 252.121539 106.416062 155.839624  3.547552 0.10358664   3.43410893 19991220 6.1E-02  3.1E-04 20000121 7.0E-02 20000307 9.8E-02 20010601 9.7E-02 20010601
   66 Maja               E. Bowell        9.36  0.15 0.71  72.8 C       0   0   0   0   0   0 35240  330 20000226 216.072139  44.044924   7.750627  3.046105 0.17228002   2.64621923 19990830 4.5E-02  7.8E-05 20000121 8.2E-02 20000701 1.4E-01 20011112 1.4E-01 20011112
   67 Asia               E. Bowell        8.28  0.15 0.86  58.1 S       0   0   0   0   0   9 49265  213 20000226 249.044167 105.498950 202.920611  6.020097 0.18545869   2.42112431 19990823 1.1E-01  7.6E-04 20000121 1.5E-01 20000318 1.7E-01 20080514 1.7E-01 20080514
   68 Leto               E. Bowell        6.78  0.05 0.84 122.6 S       0   0   0   0   0   0 49465  570 20000226 215.651275 303.765799  44.447254  7.956646 0.18582826   2.78301654 19990830 4.1E-02  2.0E-04 20000121 5.8E-02 20000414 8.1E-02 20010726 8.1E-02 20010726
   69 Hesperia           E. Bowell        7.05  0.19 0.70 138.1 M       0   0   0   0   0   0 50622  253 20000226  38.451928 289.513905 185.218819  8.587415 0.16448831   2.98031519 19991220 1.4E-01  8.6E-04 20000121 1.7E-01 20000312 1.8E-01 20050223 1.8E-01 20050223
   70 Panopaea           E. Bowell        8.11  0.14 0.74 122.2 C       0   0   0   0   0   0 48634  195 20000226 239.282879 255.365493  47.966156 11.580481 0.18355823   2.61470361 19991130 1.1E-01  6.0E-04 20000121 1.3E-01 20000312 2.1E-01 20010727 2.1E-01 20010727
   71 Niobe              E. Bowell        7.30  0.40 0.82  83.4 S       0   0   0   0   0   0 49621  206 20000226 195.431945 266.989507 316.220315 23.233216 0.17440387   2.75780162 19991220 1.0E-01 -3.9E-04 20000121 1.4E-01 20010115 2.0E-01 20020601 2.0E-01 20020601
