exoplanet_name,distance_ly,star_brightness,planet_type,discovery_year,mass_multiplier,mass_unit,radius_multiplier,radius_unit,orbit_radius_au,orbit_period_days,eccentricity,detection_method,mass_earth_multiplier,radius_earth_multiplier,mass_earth_kg,radius_earth_m,exoplanet_volume_m3,exoplanet_density_kg_m3
Kepler-1951 b,4167.0,14.367,Neptune-like,2021,6.0,Earth,0.207,Jupiter,0.1435,0.056673512,0.0,Transit,6.0,2.3202629999999997,3.5832e+25,14782395.572999999,1.3530787340453442e+22,2648.18292523687
Kepler-1952 b,2779.0,13.828,Super earth,2021,2.07,Earth,1.239,Earth,0.1724,0.074469544,0.0,Transit,2.07,1.239,1.236204e+25,7893669.000000001,2.0602757162046165e+21,6000.187209298866
Kepler-1953 b,1976.0,15.936,Super earth,2021,2.2,Earth,1.286,Earth,0.0607,0.016974675,0.0,Transit,2.2,1.286,1.3138400000000001e+25,8193106.0,2.3037446003998662e+21,5703.062743031297
Kepler-1954 b,4481.0,15.875,Super earth,2021,3.9,Earth,1.802,Earth,0.0625,0.01615332,0.0,Transit,3.9,1.802,2.32908e+25,11480542.0,6.338343687442976e+21,3674.5877390874034
Kepler-1955 b,1466.0,12.609,Super earth,2021,1.69,Earth,1.167,Earth,0.117,0.039151266,0.0,Transit,1.69,1.167,1.009268e+25,7434957.0,1.7215672514337628e+21,5862.495346373818
Kepler-1956 b,1176.0,15.989,Super earth,2021,1.32,Earth,1.089,Earth,0.0563,0.01615332,0.0,Transit,1.32,1.089,7.883040000000001e+24,6938019.0,1.3989270369055374e+21,5635.0615807937265
Kepler-1957 b,1503.0,15.13,Terrestrial,2021,0.79,Earth,0.944,Earth,0.0299,0.006023272,0.0,Transit,0.79,0.944,4.71788e+24,6014224.0,9.112287370234431e+20,5177.492552979729
Kepler-1958 b,4307.0,15.486,Super earth,2021,4.86,Earth,2.051,Earth,0.0856,0.025462013,0.0,Transit,4.86,2.051,2.9023920000000005e+25,13066921.000000002,9.345626183500655e+21,3105.615335999703
Kepler-1959 b,1563.0,14.797,Super earth,2021,1.57,Earth,1.143,Earth,0.0617,0.017522246,0.0,Transit,1.57,1.143,9.376040000000001e+24,7282053.0,1.617521700149007e+21,5796.5466547597325
Kepler-195 b,2127.0,14.863,Super earth,2014,4.78,Earth,2.03,Earth,0.077,0.022724163,0.0,Transit,4.78,2.03,2.8546160000000004e+25,12933129.999999998,9.061488388768218e+21,3150.2727560058656
Kepler-195 c,2127.0,14.863,Super earth,2014,3.02,Earth,1.55,Earth,0.197,0.09336071,0.0,Transit,3.02,1.55,1.803544e+25,9875050.0,4.033727157468981e+21,4471.160119643935
Kepler-1960 b,4983.0,15.181,Super earth,2021,2.26,Earth,1.307,Earth,0.0354,0.0062970566,0.0,Transit,2.26,1.307,1.3496719999999999e+25,8326897.0,2.418455982170758e+21,5580.717656016882
Kepler-1961 b,3400.0,15.809,Super earth,2021,3.25,Earth,1.619,Earth,0.0588,0.015331964,0.0,Transit,3.25,1.619,1.9409e+25,10314649.0,4.596761495368092e+21,4222.320435714883
Kepler-1962 b,2828.0,15.146,Super earth,2021,1.95,Earth,1.215,Earth,0.0783,0.021902807,0.0,Transit,1.95,1.215,1.16454e+25,7740765.000000001,1.9428544139470572e+21,5993.964301391724
Kepler-1963 b,1608.0,14.054,Terrestrial,2021,0.337,Earth,0.744,Earth,0.0298,0.0054757018,0.0,Transit,0.337,0.744,2.0125640000000004e+24,4740024.0,4.460979537988095e+20,4511.484490932384
Kepler-1964 b,,16.363,Super earth,2021,3.83,Earth,1.781,Earth,0.0322,0.006570842,0.0,Transit,3.83,1.781,2.287276e+25,11346751.0,6.119320259488818e+21,3737.794236955118
Kepler-1965 b,1702.0,13.839,Super earth,2021,2.4,Earth,1.354,Earth,0.2301,0.11471595,0.0,Transit,2.4,1.354,1.43328e+25,8626334.0,2.688855214439242e+21,5330.446921437936
Kepler-1966 b,1581.0,15.222,Super earth,2021,1.39,Earth,1.105,Earth,0.0763,0.023545519,0.0,Transit,1.39,1.105,8.30108e+24,7039955.0,1.4614981118339527e+21,5679.843123152199
Kepler-1967 b,813.0,13.519,Terrestrial,2021,0.315,Earth,0.73,Earth,0.0735,0.019986311,0.0,Transit,0.315,0.73,1.8811800000000001e+24,4650830.0,4.213859051705845e+20,4464.268920524205
Kepler-1968 b,2450.0,16.303,Super earth,2021,2.86,Earth,1.5,Earth,0.0696,0.019986311,0.0,Transit,2.86,1.5,1.707992e+25,9556500.0,3.655823344354418e+21,4671.976294034017
Kepler-1969 b,3929.0,15.851,Super earth,2021,3.47,Earth,1.682,Earth,0.0717,0.018069815,0.0,Transit,3.47,1.682,2.072284e+25,10716022.0,5.154533884866896e+21,4020.313080265088
Kepler-196 b,1472.0,14.239,Super earth,2014,4.27,Earth,1.9,Earth,0.138,0.056673512,0.0,Transit,4.27,1.9,2.550044e+25,12104900.0,7.429716242645023e+21,3432.222600054735
Kepler-196 c,1472.0,14.239,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.24,0.12977414,0.0,Transit,5.65,2.2418,3.3741800000000003e+25,14282507.8,1.2203994943667204e+22,2764.815960326911
Kepler-196 d,1472.0,14.239,Neptune-like,2021,7.56,Earth,0.237,Jupiter,0.4484,0.33429158,0.0,Transit,7.56,2.6565329999999996,4.514832e+25,16924771.742999997,2.0307528437728713e+22,2223.2306673086014
Kepler-1972 b,937.0,11.23,Super earth,2014,2.02,Earth,0.802,Earth,0.0763,0.02053388,0.07,Transit,2.02,0.802,1.206344e+25,5109542.0,5.5877186343777056e+20,21589.20444880898
Kepler-1972 c,937.0,11.23,Super earth,2014,2.11,Earth,0.868,Earth,0.1041,0.030937715,0.04,Transit,2.11,0.868,1.260092e+25,5530028.0,7.083870284860726e+20,17788.18568562728
Kepler-197 b,1078.0,11.775,Super earth,2014,1.04,Earth,1.02,Earth,0.06,0.015331964,0.02,Transit,1.04,1.02,6.210880000000001e+24,6498420.0,1.1495078458120485e+21,5403.077519329535
Kepler-197 c,1078.0,11.775,Super earth,2014,5.3,Earth,1.23,Earth,0.09,0.028199865,0.08,Transit,5.3,1.23,3.16516e+25,7836330.0,2.015704005730007e+21,15702.503894433183
Kepler-197 d,1078.0,11.775,Super earth,2014,1.98,Earth,1.22,Earth,0.119,0.04298426,0.03,Transit,1.98,1.22,1.1824560000000001e+25,7772620.0,1.966939113540528e+21,6011.65532710139
Kepler-197 e,1078.0,11.775,Terrestrial,2014,0.693,Earth,0.91,Earth,0.164,0.068993844,0.38,Transit,0.693,0.91,4.138596e+24,5797610.0,8.162733195343714e+20,5070.110587910418
Kepler-198 b,1616.0,13.684,Neptune-like,2014,8.35,Earth,0.252,Jupiter,0.131,0.04873374,0.0,Transit,8.35,2.824668,4.98662e+25,17995959.827999998,2.441257858943321e+22,2042.6437058797299
Kepler-198 c,1616.0,13.684,Neptune-like,2014,6.66,Earth,0.22,Jupiter,0.259,0.1357974,0.0,Transit,6.66,2.46598,3.9773520000000005e+25,15710758.58,1.6243517270021045e+22,2448.578059716526
Kepler-198 d,1616.0,13.684,Super earth,2016,2.96,Earth,1.53,Earth,0.0229,0.003559206,0.0,Transit,2.96,1.53,1.767712e+25,9747630.0,3.8795889796156637e+21,4556.441440802115
Kepler-199 b,1700.0,13.796,Neptune-like,2014,9.85,Earth,0.277,Jupiter,0.158,0.06461328,0.0,Transit,9.85,3.104893,5.88242e+25,19781273.303,3.242286135813018e+22,1814.2815758995177
Kepler-199 c,1700.0,13.796,Neptune-like,2014,10.6,Earth,0.29,Jupiter,0.316,0.18370979,0.0,Transit,10.6,3.2506099999999996,6.33032e+25,20709636.31,3.7205404085137418e+22,1701.45175295349
Kepler-19 b,713.0,12.035,Super earth,2011,8.4,Earth,2.209,Earth,0.0835,0.025462013,0.12,Transit,8.4,2.209,5.01648e+25,14073539.0,1.1676120602542575e+22,4296.358500191938
Kepler-19 c,713.0,12.035,Neptune-like,2011,13.1,Earth,0.328,Jupiter,,0.07857632,0.21,Transit timing variations,13.1,3.676552,7.82332e+25,23423312.792,5.383113827279917e+22,1453.3075560011177
Kepler-19 d,713.0,12.035,Neptune-like,2017,22.5,Earth,0.451,Jupiter,,0.1724846,0.05,Radial velocity,22.5,5.055259,1.3437e+26,32207055.089,1.3993993172089009e+23,960.1976958799773
Kepler-200 b,2172.0,13.932,Neptune-like,2014,5.18,Earth,2.13,Earth,0.08,0.023545519,0.0,Transit,5.18,2.13,3.093496e+25,13570230.0,1.0467675112009873e+22,2955.2846901512453
Kepler-200 c,2172.0,13.932,Super earth,2014,3.15,Earth,1.59,Earth,0.09,0.027926078,0.0,Transit,3.15,1.59,1.8811800000000001e+25,10129890.0,4.354144096299622e+21,4320.435792648031
Kepler-201 b,2076.0,12.991,Neptune-like,2014,6.62,Earth,0.219,Jupiter,0.175,0.07036277,0.0,Transit,6.62,2.454771,3.953464000000001e+25,15639346.041000001,1.6023020065876974e+22,2467.365068349004
Kepler-201 c,2076.0,12.991,Neptune-like,2014,8.5,Earth,0.254,Jupiter,0.573,0.41587952,0.0,Transit,8.5,2.847086,5.0762e+25,18138784.906,2.499845577469385e+22,2030.605428491579
Kepler-202 b,930.0,14.178,Super earth,2014,3.29,Earth,1.63,Earth,0.045,0.011225188,0.0,Transit,3.29,1.63,1.964788e+25,10384730.0,4.6910951055089965e+21,4188.335464980549
Kepler-202 c,930.0,14.178,Super earth,2014,4.08,Earth,1.85,Earth,0.113,0.044626966,0.0,Transit,4.08,1.85,2.4365760000000002e+25,11786350.0,6.858459994873495e+21,3552.657596342724
Kepler-203 b,2294.0,14.14,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.043,0.008761123,0.0,Transit,7.13,2.566861,4.258036e+25,16353471.431,1.8319705129319378e+22,2324.292869313337
Kepler-203 c,2294.0,14.14,Super earth,2014,2.36,Jupiter,0.22,Jupiter,0.061,0.014784395,0.0,Transit,750.008,2.46598,4.4790477760000006e+27,15710758.58,1.6243517270021045e+22,275743.7137255063
Kepler-203 d,2294.0,14.14,Super earth,2014,33.9,Earth,1.44,Earth,0.1,0.030937715,0.0,Transit,33.9,1.44,2.024508e+26,9174240.0,3.2344385223907507e+21,62592.25476029686
Kepler-204 b,2240.0,13.977,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.117,0.03942505,0.0,Transit,6.94,2.533234,4.144568e+25,16139233.814000001,1.7609107692232578e+22,2353.650208992804
Kepler-204 c,2240.0,13.977,Super earth,2014,3.86,Earth,1.79,Earth,0.173,0.07036277,0.0,Transit,3.86,1.79,2.305192e+25,11404090.0,6.212558875255208e+21,3710.535459360623
Kepler-205 b,521.0,13.779,Super earth,2014,2.89,Earth,1.51,Earth,0.032,0.007665982,0.0,Transit,2.89,1.51,1.7259080000000001e+25,9620210.0,3.729428337561004e+21,4627.808456908762
Kepler-205 c,521.0,13.779,Super earth,2014,3.33,Earth,1.64,Earth,0.122,0.05557837,0.0,Transit,3.33,1.64,1.9886760000000003e+25,10448440.0,4.777965050619276e+21,4162.181972725493
Kepler-206 b,1939.0,13.507,Super earth,2014,1.87,Earth,1.2,Earth,0.078,0.021355236,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
Kepler-206 c,1939.0,13.507,Super earth,2014,3.78,Earth,1.77,Earth,0.111,0.035865847,0.0,Transit,3.78,1.77,2.257416e+25,11276670.0,6.006634741121329e+21,3758.2042146591084
Kepler-206 d,1939.0,13.507,Super earth,2014,1.81,Earth,1.19,Earth,0.163,0.06406571,0.0,Transit,1.81,1.19,1.0809320000000002e+25,7581490.0,1.8253758847848732e+21,5921.695410846252
Kepler-207 b,2856.0,13.164,Super earth,2014,3.09,Earth,1.57,Earth,0.029,0.0043805614,0.0,Transit,3.09,1.57,1.845348e+25,10002470.0,4.191894865052964e+21,4402.181016953258
Kepler-207 c,2856.0,13.164,Super earth,2014,2.86,Earth,1.5,Earth,0.044,0.008487337,0.0,Transit,2.86,1.5,1.707992e+25,9556500.0,3.655823344354418e+21,4671.976294034017
Kepler-207 d,2856.0,13.164,Neptune-like,2014,11.0,Earth,0.295,Jupiter,0.068,0.01615332,0.0,Transit,11.0,3.3066549999999997,6.5692e+25,21066699.005,3.916319183649102e+22,1677.3913697910157
Kepler-208 b,2529.0,13.561,Super earth,2014,3.29,Earth,1.63,Earth,0.054,0.011498973,0.0,Transit,3.29,1.63,1.964788e+25,10384730.0,4.6910951055089965e+21,4188.335464980549
Kepler-208 c,2529.0,13.561,Super earth,2014,2.51,Earth,1.39,Earth,0.079,0.02053388,0.0,Transit,2.51,1.39,1.498972e+25,8855690.0,2.909081076812376e+21,5152.733665444957
Kepler-208 d,2529.0,13.561,Super earth,2014,1.87,Earth,1.2,Earth,0.103,0.030390145,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
Kepler-208 e,2529.0,13.561,Super earth,2014,2.79,Earth,1.48,Earth,0.132,0.044626966,0.0,Transit,2.79,1.48,1.666188e+25,9429080.0,3.511531517375229e+21,4744.904016255075
Kepler-209 b,1882.0,14.132,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.122,0.044079397,0.0,Transit,5.73,2.264218,3.4219560000000004e+25,14425332.878,1.2573788194455262e+22,2721.499636449261
Kepler-209 c,1882.0,14.132,Neptune-like,2014,9.8,Earth,0.277,Jupiter,0.231,0.11416838,0.0,Transit,9.8,3.104893,5.852560000000001e+25,19781273.303,3.242286135813018e+22,1805.07202475282
Kepler-20 b,922.0,12.61,Super earth,2011,9.7,Earth,1.868,Earth,0.0463,0.010130048,0.03,Transit,9.7,1.868,5.79284e+25,11901028.0,7.060607021150954e+21,8204.450385989201
Kepler-20 c,922.0,12.61,Neptune-like,2011,12.75,Earth,0.272,Jupiter,0.0949,0.029842572,0.16,Transit,12.75,3.048848,7.6143e+25,19424210.608,3.069861230501732e+22,2480.3401288453465
Kepler-20 d,922.0,12.61,Neptune-like,2011,10.07,Earth,0.245,Jupiter,0.3506,0.21245721,0.0,Transit,10.07,2.746205,6.013804000000001e+25,17496072.055,2.2434184392617226e+22,2680.6430288497845
Kepler-20 e,922.0,12.61,Terrestrial,2011,3.08,Earth,0.865,Earth,0.0639,0.01670089,0.0,Transit,3.08,0.865,1.8393760000000002e+25,5510915.0,7.010673584837307e+20,26236.794193045942
Kepler-20 f,922.0,12.61,Super earth,2011,14.3,Earth,1.003,Earth,0.1396,0.053661875,0.0,Transit,14.3,1.003,8.539960000000001e+25,6390112.999999999,1.0929850549307065e+21,78134.279709263
Kepler-20 g,922.0,12.61,Neptune-like,2016,19.96,Earth,0.42,Jupiter,0.2055,0.095551,0.15,Radial velocity,19.96,4.70778,1.1920112000000002e+26,29993266.38,1.1302119717330194e+23,1054.6793254828299
Kepler-210 b,759.0,14.126,Neptune-like,2014,8.96,Earth,0.262,Jupiter,0.032,0.0068446267,0.0,Transit,8.96,2.936758,5.350912000000001e+25,18710085.218000002,2.743569119690375e+22,1950.3470722122272
Kepler-210 c,759.0,14.126,Neptune-like,2014,12.8,Earth,0.323,Jupiter,0.07,0.021902807,0.0,Transit,12.8,3.620507,7.644160000000001e+25,23066250.097,5.1406685009793404e+22,1486.9972647611344
Kepler-211 b,1009.0,13.448,Super earth,2014,2.13,Earth,1.26,Earth,0.048,0.011225188,0.0,Transit,2.13,1.26,1.272036e+25,8027460.0,2.1668211194922412e+21,5870.516899420293
Kepler-211 c,1009.0,13.448,Super earth,2014,18.3,Earth,1.29,Earth,0.062,0.016427105,0.0,Transit,18.3,1.29,1.092876e+26,8218590.0,2.3253083731166938e+21,46999.18568371125
Kepler-212 b,2242.0,13.129,Super earth,2014,1.32,Earth,1.09,Earth,0.133,0.044626966,0.0,Transit,1.32,1.09,7.883040000000001e+24,6944390.000000001,1.4027843703158402e+21,5619.566461397852
Kepler-212 c,2242.0,13.129,Neptune-like,2014,7.95,Earth,0.244,Jupiter,0.207,0.087063655,0.0,Transit,7.95,2.7349959999999998,4.74774e+25,17424659.516,2.21605998104682e+22,2142.423959913426
Kepler-213 b,2071.0,13.705,Super earth,2014,3.26,Earth,1.62,Earth,0.036,0.0068446267,0.0,Transit,3.26,1.62,1.946872e+25,10321020.0,4.605284536763393e+21,4227.47386064503
Kepler-213 c,2071.0,13.705,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.057,0.013141684,0.0,Transit,6.08,2.342681,3.6309760000000003e+25,14925220.650999999,1.392678561938429e+22,2607.18883684556
Kepler-214 b,3942.0,14.057,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.13,0.04298426,0.0,Transit,7.32,2.611697,4.3715040000000004e+25,16639121.587,1.9296555598592803e+22,2265.432282805327
Kepler-214 c,3942.0,14.057,Neptune-like,2014,5.18,Earth,2.13,Earth,0.194,0.0788501,0.0,Transit,5.18,2.13,3.093496e+25,13570230.0,1.0467675112009873e+22,2955.2846901512453
Kepler-215 b,1585.0,13.678,Super earth,2014,3.26,Earth,1.62,Earth,0.084,0.025735795,0.0,Transit,3.26,1.62,1.946872e+25,10321020.0,4.605284536763393e+21,4227.47386064503
Kepler-215 c,1585.0,13.678,Super earth,2014,3.78,Earth,1.77,Earth,0.113,0.040246405,0.0,Transit,3.78,1.77,2.257416e+25,11276670.0,6.006634741121329e+21,3758.2042146591084
Kepler-215 d,1585.0,13.678,Super earth,2014,23.6,Earth,0.213,Jupiter,0.185,0.08459959,0.0,Transit,23.6,2.387517,1.4093920000000002e+26,15210870.807,1.4741811115704692e+22,9560.5077892943
Kepler-215 e,1585.0,13.678,Super earth,2014,3.71,Earth,1.75,Earth,0.314,0.18672141,0.0,Transit,3.71,1.75,2.215612e+25,11149250.0,5.80531206997021e+21,3816.525232917185
Kepler-216 b,3874.0,14.054,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.079,0.021081451,0.0,Transit,6.12,2.35389,3.654864e+25,14996633.19,1.4127649646662742e+22,2587.029046875719
Kepler-216 c,3874.0,14.054,Neptune-like,2014,9.48,Earth,0.271,Jupiter,0.136,0.047638603,0.0,Transit,9.48,3.037639,5.661456e+25,19352798.069,3.0361267951285096e+22,1864.696826589671
Kepler-217 b,3603.0,13.155,Neptune-like,2014,5.6,Earth,2.23,Earth,0.065,0.014784395,0.0,Transit,5.6,2.23,3.34432e+25,14207330.0,1.2012295679224412e+22,2784.080653112869
Kepler-217 c,3603.0,13.155,Super earth,2014,4.08,Earth,1.85,Earth,0.089,0.023545519,0.0,Transit,4.08,1.85,2.4365760000000002e+25,11786350.0,6.858459994873495e+21,3552.657596342724
Kepler-217 d,3603.0,13.155,Super earth,2016,2.3,Earth,1.32,Earth,0.0505,0.010677618,0.0,Transit,2.3,1.32,1.37356e+25,8409720.0,2.4913412461238944e+21,5513.335445864861
Kepler-218 b,2141.0,14.035,Super earth,2014,2.79,Earth,1.48,Earth,0.046,0.009856262,0.0,Transit,2.79,1.48,1.666188e+25,9429080.0,3.511531517375229e+21,4744.904016255075
Kepler-218 c,2141.0,14.035,Neptune-like,2014,10.0,Earth,0.28,Jupiter,0.248,0.12238193,0.0,Transit,10.0,3.13852,5.972000000000001e+25,19995510.92,3.348776212542281e+22,1783.3380378279307
Kepler-218 d,2141.0,14.035,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.4865,0.34086242,0.0,Transit,7.56,2.6565329999999996,4.514832e+25,16924771.742999997,2.0307528437728713e+22,2223.2306673086014
Kepler-219 b,2567.0,13.823,Neptune-like,2014,9.01,Earth,0.263,Jupiter,0.057,0.012594113,0.0,Transit,9.01,2.9479670000000002,5.380772e+25,18781497.757000003,2.775104090074875e+22,1938.9442072620857
Kepler-219 c,2567.0,13.823,Neptune-like,2014,12.5,Earth,0.319,Jupiter,0.165,0.062149215,0.0,Transit,12.5,3.575671,7.465e+25,22780599.941,4.9520392837317905e+22,1507.4597700635518
Kepler-219 d,2567.0,13.823,Super earth,2014,19.1,Earth,0.251,Jupiter,0.272,0.13114306,0.0,Transit,19.1,2.813459,1.1406520000000001e+26,17924547.289,2.4123104405867544e+22,4728.462725230984
Kepler-21 b,354.0,8.25,Super earth,2012,5.08,Earth,1.639,Earth,0.042717,0.007665982,0.02,Transit,5.08,1.639,3.033776e+25,10442069.0,4.769230198943455e+21,6361.143986448974
Kepler-220 b,558.0,13.049,Terrestrial,2014,0.457,Earth,0.81,Earth,0.046,0.011498973,0.0,Transit,0.457,0.81,2.729204e+24,5160510.0,5.756605670954241e+20,4740.995225312341
Kepler-220 c,558.0,13.049,Super earth,2014,3.09,Earth,1.57,Earth,0.076,0.024640657,0.0,Transit,3.09,1.57,1.845348e+25,10002470.0,4.191894865052964e+21,4402.181016953258
Kepler-220 d,558.0,13.049,Terrestrial,2014,0.904,Earth,0.98,Earth,0.163,0.07693361,0.0,Transit,0.904,0.98,5.398688000000001e+24,6243580.0,1.0195056844798885e+21,5295.397644353693
Kepler-220 e,558.0,13.049,Super earth,2014,2.33,Earth,1.33,Earth,0.226,0.12566735,0.0,Transit,2.33,1.33,1.391476e+25,8473430.0,2.548392671227243e+21,5460.210334578852
Kepler-221 b,1257.0,13.97,Super earth,2014,3.57,Earth,1.71,Earth,0.037,0.007665982,0.0,Transit,3.57,1.71,2.132004e+25,10894410.0,5.416263140888222e+21,3936.300627466134
Kepler-221 c,1257.0,13.97,Super earth,2014,15.1,Earth,0.261,Jupiter,0.059,0.015605749,0.0,Transit,15.1,2.925549,9.01772e+25,18638672.679,2.712273957806519e+22,3324.7821349480664
Kepler-221 d,1257.0,13.97,Neptune-like,2014,7.9,Earth,0.244,Jupiter,0.087,0.027378507,0.0,Transit,7.9,2.7349959999999998,4.717880000000001e+25,17424659.516,2.21605998104682e+22,2128.949595385669
Kepler-221 e,1257.0,13.97,Neptune-like,2014,7.41,Earth,0.235,Jupiter,0.13,0.050376453,0.0,Transit,7.41,2.634115,4.4252520000000005e+25,16781946.665,1.979774010994312e+22,2235.230877577529
Kepler-222 b,2475.0,15.407,Neptune-like,2014,10.1,Earth,0.282,Jupiter,0.048,0.010677618,0.0,Transit,10.1,3.160938,6.03172e+25,20138335.998,3.4210494909981716e+22,1763.1197724181723
Kepler-222 c,2475.0,15.407,Neptune-like,2014,19.4,Earth,0.414,Jupiter,0.091,0.027652293,0.0,Transit,19.4,4.6405259999999995,1.158568e+26,29564791.145999998,1.0824629872362754e+23,1070.3072656165682
Kepler-222 d,2475.0,15.407,Neptune-like,2014,13.2,Earth,0.329,Jupiter,0.18,0.07693361,0.0,Transit,13.2,3.687761,7.88304e+25,23494725.331,5.432499886168393e+22,1451.0888477091166
Kepler-223 b,6066.0,15.69,Neptune-like,2014,7.4,Earth,0.267,Jupiter,0.0756,0.020260096,0.08,Transit,7.4,2.992803,4.41928e+25,19067147.913,2.903660362611716e+22,1521.9686354863659
Kepler-223 c,6066.0,15.69,Neptune-like,2014,5.1,Earth,0.307,Jupiter,0.0916,0.026830938,0.15,Transit,5.1,3.441163,3.04572e+25,21923649.473,4.413947450872836e+22,690.0218078939123
Kepler-223 d,6066.0,15.69,Neptune-like,2014,8.0,Earth,0.467,Jupiter,0.1201,0.04052019,0.04,Transit,8.0,5.234603,4.7776e+25,33349655.713,1.5536839298460332e+23,307.5014105651109
Kepler-223 e,6066.0,15.69,Neptune-like,2014,4.8,Earth,0.41,Jupiter,0.1455,0.053935662,0.05,Transit,4.8,4.595689999999999,2.86656e+25,29279140.989999995,1.0513894193906084e+23,272.6449350861335
Kepler-224 b,2551.0,15.801,Super earth,2014,2.51,Earth,1.39,Earth,0.038,0.008487337,0.0,Transit,2.51,1.39,1.498972e+25,8855690.0,2.909081076812376e+21,5152.733665444957
Kepler-224 c,2551.0,15.801,Neptune-like,2014,9.91,Earth,0.278,Jupiter,0.058,0.01615332,0.0,Transit,9.91,3.116102,5.918252000000001e+25,19852685.842,3.277528069661657e+22,1805.7059693194171
Kepler-224 d,2551.0,15.801,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.089,0.030937715,0.0,Transit,5.9,2.2978449999999997,3.5234800000000006e+25,14639570.494999997,1.3142367742382605e+22,2681.00852834698
Kepler-224 e,2551.0,15.801,Super earth,2014,4.54,Earth,1.97,Earth,0.124,0.050924025,0.0,Transit,4.54,1.97,2.711288e+25,12550870.0,8.281520915465769e+21,3273.901047495588
Kepler-225 b,1830.0,16.294,Super earth,2014,1.87,Earth,1.2,Earth,0.056,0.0183436,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
Kepler-225 c,1830.0,16.294,Super earth,2014,4.04,Earth,1.84,Earth,0.111,0.05147159,0.0,Transit,4.04,1.84,2.412688e+25,11722640.0,6.74784182131829e+21,3575.4957864863613
Kepler-226 b,3197.0,15.563,Super earth,2014,24.0,Earth,1.55,Earth,0.047,0.010677618,0.0,Transit,24.0,1.55,1.43328e+26,9875050.0,4.033727157468981e+21,35532.39830180611
Kepler-226 c,3197.0,15.563,Super earth,2014,0.142,Jupiter,0.203,Jupiter,0.058,0.01451061,0.0,Transit,45.1276,2.275427,2.6950202720000003e+26,14496745.417000001,1.276145360120214e+22,21118.442743435804
Kepler-226 d,3197.0,15.563,Super earth,2014,1.98,Earth,1.22,Earth,0.076,0.022176592,0.0,Transit,1.98,1.22,1.1824560000000001e+25,7772620.0,1.966939113540528e+21,6011.65532710139
Kepler-227 b,3533.0,15.623,Neptune-like,2014,9.85,Earth,0.277,Jupiter,0.09,0.026009582,0.0,Transit,9.85,3.104893,5.88242e+25,19781273.303,3.242286135813018e+22,1814.2815758995177
Kepler-227 c,3533.0,15.623,Neptune-like,2014,9.48,Earth,0.271,Jupiter,0.29,0.14893909,0.0,Transit,9.48,3.037639,5.661456e+25,19352798.069,3.0361267951285096e+22,1864.696826589671
